backbone,fold,seed,subject_id,target_seen_by_anchor,adaptation_session,S2_or_S3_used_for_training_or_selection,selected_lr,best_epoch_S1_validation,parameter_relative_change,anchor_S1_validation_confidence,anchor_S1_validation_BA,adapted_S1_validation_BA,n_S2,anchor_S2_BA,adapted_S2_BA,Delta_S2_BA,anchor_S2_macro_F1,adapted_S2_macro_F1,Delta_S2_macro_F1,n_S3,anchor_S3_BA,adapted_S3_BA,Delta_S3_BA,anchor_S3_macro_F1,adapted_S3_macro_F1,Delta_S3_macro_F1
EEGConformer,2,2,34,False,S1,False,0.001,36,0.4244738519191742,0.7597694124763252,0.55,0.5833333333333333,200,0.44,0.49,0.04999999999999999,0.43994399439944,0.4895405865278751,0.04959659212843509,200,0.535,0.545,0.010000000000000009,0.5349883747093678,0.544897601960441,0.009909227251073238
EEGConformer,2,0,35,False,S1,False,0.001,50,0.4344598352909088,0.9653890551142176,0.95,0.9666666666666667,200,0.98,0.98,0.0,0.9799979997999799,0.98,2.000200020058074e-06,200,0.9199999999999999,0.925,0.0050000000000001155,0.9199279351416274,0.9248478168290788,0.004919881687451388
EEGConformer,2,1,35,False,S1,False,0.001,10,0.11945748329162598,0.9673533588676396,0.9333333333333333,0.95,200,0.98,0.965,-0.015000000000000013,0.98,0.9649921232277263,-0.015007876772273665,200,0.93,0.915,-0.015000000000000013,0.93,0.9149978749468737,-0.01500212505312637
EEGConformer,2,2,35,False,S1,False,0.001,27,0.2746073603630066,0.9700676377226898,0.95,0.95,200,0.965,0.965,0.0,0.9649921232277263,0.9649921232277263,0.0,200,0.915,0.925,0.010000000000000009,0.9149468417761101,0.9249080123150859,0.009961170538975828
EEGConformer,1,0,36,False,S1,False,0.001,27,0.3015582263469696,0.8335431808625743,0.75,0.8333333333333334,200,0.9299999999999999,0.94,0.010000000000000009,0.9299929992999301,0.94,0.010007000700069879,200,0.98,0.985,0.0050000000000000044,0.9799979997999799,0.9849996249906248,0.005001625190644843
EEGConformer,1,1,36,False,S1,False,0.001,39,0.4066742956638336,0.9028033388979765,0.75,0.75,200,0.935,0.935,0.0,0.9349853717086345,0.934998374959374,1.3003250739496153e-05,200,0.975,0.975,0.0,0.9749993749843746,0.9749993749843746,0.0
EEGConformer,1,2,36,False,S1,False,0.001,30,0.23580142855644226,0.8598790870705979,0.75,0.8166666666666667,200,0.9199999999999999,0.915,-0.004999999999999893,0.9198717948717949,0.9149808706959066,-0.004890924175888323,200,0.97,0.97,0.0,0.9699879951980792,0.97,1.200480192076192e-05
EEGConformer,0,0,37,False,S1,False,0.001,10,0.11043830215930939,0.811538853528871,0.8,0.7833333333333333,200,0.84,0.87,0.030000000000000027,0.8399359743897559,0.8697916666666667,0.029855692276910872,200,0.835,0.825,-0.010000000000000009,0.8334973132521002,0.8217514196226223,-0.011745893629477866
EEGConformer,0,1,37,False,S1,False,0.001,19,0.19922281801700592,0.7351742138902496,0.7666666666666666,0.7833333333333333,200,0.81,0.83,0.019999999999999907,0.8098288459613652,0.83,0.020171154038634787,200,0.79,0.8049999999999999,0.014999999999999902,0.7896634615384616,0.804172629359042,0.014509167820580426
EEGConformer,0,2,37,False,S1,False,0.001,24,0.26561444997787476,0.6675900885764149,0.7833333333333333,0.8333333333333333,200,0.865,0.855,-0.010000000000000009,0.8649966249156229,0.854967367657723,-0.010029257257899937,200,0.815,0.8200000000000001,0.0050000000000001155,0.8149953748843721,0.81998199819982,0.004986623315447858
EEGConformer,3,0,38,False,S1,False,0.001,16,0.1374591439962387,0.6873436710339591,0.48333333333333334,0.5666666666666667,200,0.81,0.85,0.039999999999999925,0.81,0.8484848484848485,0.038484848484848455,200,0.545,0.51,-0.03500000000000003,0.5389019786678828,0.4916485112563544,-0.047253467411528416
EEGConformer,3,1,38,False,S1,False,0.001,34,0.41977280378341675,0.66658949996072,0.5,0.5833333333333334,200,0.84,0.76,-0.07999999999999996,0.83998399839984,0.7489277121037765,-0.09105628629606344,200,0.5,0.495,-0.0050000000000000044,0.47207264280435013,0.38367658276125094,-0.08839606004309919
EEGConformer,3,2,38,False,S1,False,0.001,33,0.34842610359191895,0.8299982041834386,0.45,0.5333333333333333,200,0.835,0.8600000000000001,0.025000000000000133,0.8349628666449951,0.8596491228070176,0.02468625616202247,200,0.5449999999999999,0.49,-0.05499999999999994,0.5270147353101692,0.48748869460355737,-0.03952604070661181
EEGConformer,3,0,41,False,S1,False,0.001,10,0.13261887431144714,0.9909898824354367,1.0,1.0,200,0.79,0.76,-0.030000000000000027,0.7896634615384616,0.7558742752517547,-0.03378918628670691,200,0.8200000000000001,0.8300000000000001,0.010000000000000009,0.8197115384615384,0.8297275641025641,0.010016025641025661
EEGConformer,3,1,41,False,S1,False,0.001,10,0.11898023635149002,0.9940524636722243,1.0,1.0,200,0.735,0.74,0.0050000000000000044,0.7344622861294121,0.7348021215830274,0.000339835453615267,200,0.835,0.845,0.010000000000000009,0.8346651970239736,0.8448098921178444,0.010144695093870837
EEGConformer,3,2,41,False,S1,False,0.001,10,0.13106323778629303,0.9837392640587468,1.0,0.9833333333333334,200,0.775,0.8049999999999999,0.029999999999999916,0.7749493636068115,0.8032240974797548,0.028274733872943214,200,0.815,0.81,-0.004999999999999893,0.8148843026891808,0.8096955128205128,-0.005188789868667998
EEGConformer,3,0,42,False,S1,False,0.001,13,0.16441760957241058,0.8770629602353188,0.7333333333333333,0.7166666666666666,200,0.8,0.785,-0.015000000000000013,0.7994987468671679,0.7849946248656217,-0.014504122001546271,200,0.715,0.7,-0.015000000000000013,0.7149928748218706,0.6985227615315044,-0.016470113290366184
EEGConformer,3,1,42,False,S1,False,0.001,50,0.38507577776908875,0.873115424445001,0.7333333333333334,0.75,200,0.825,0.7949999999999999,-0.030000000000000027,0.8244690187818149,0.794377993430126,-0.030091025351688838,200,0.73,0.725,-0.0050000000000000044,0.7297567811029927,0.7190939503051661,-0.010662830797826595
EEGConformer,3,2,42,False,S1,False,0.001,17,0.17048650979995728,0.8637637777358816,0.75,0.8166666666666667,200,0.825,0.815,-0.010000000000000009,0.8240100565681961,0.8147730970438787,-0.009236959524317467,200,0.7050000000000001,0.71,0.004999999999999893,0.7033312382149592,0.7070707070707071,0.0037394688557478295
EEGConformer,1,0,44,False,S1,False,0.001,20,0.21249128878116608,0.7258832738647566,0.5333333333333333,0.5833333333333333,200,0.81,0.78,-0.030000000000000027,0.8096955128205128,0.7782034479282185,-0.03149206489229428,200,0.825,0.8300000000000001,0.0050000000000001155,0.8248905565978737,0.8289049919484701,0.004014435350596424
EEGConformer,1,1,44,False,S1,False,0.001,50,0.619212806224823,0.8412564868824208,0.5333333333333333,0.6333333333333333,200,0.76,0.77,0.010000000000000009,0.7584541062801933,0.7666396103896104,0.008185504109417097,200,0.845,0.835,-0.010000000000000009,0.8445297023496076,0.8334973132521002,-0.011032389097507367
EEGConformer,1,2,44,False,S1,False,0.001,50,0.47674787044525146,0.7695216104978293,0.55,0.55,200,0.8200000000000001,0.775,-0.04500000000000004,0.81998199819982,0.7694613079228464,-0.05052069027697359,200,0.825,0.8400000000000001,0.015000000000000124,0.8244690187818149,0.8389694041867954,0.014500385404980554
EEGConformer,1,0,45,False,S1,False,0.001,50,0.40301957726478577,0.871464643366631,0.8166666666666667,0.8166666666666667,200,0.8,0.7949999999999999,-0.0050000000000001155,0.7996794871794872,0.7938403519798869,-0.0058391351996003316,200,0.9199999999999999,0.935,0.015000000000000124,0.9199279351416274,0.9349853717086345,0.015057436567007088
EEGConformer,1,1,45,False,S1,False,0.001,27,0.3412970304489136,0.9163739752127699,0.8833333333333333,0.8833333333333333,200,0.8,0.8,0.0,0.7999199679871949,0.7998198378540686,-0.00010013013312626384,200,0.94,0.9199999999999999,-0.020000000000000018,0.9399759903961584,0.9197994987468672,-0.02017649164929125
EEGConformer,1,2,45,False,S1,False,0.001,10,0.13168184459209442,0.8846361750750591,0.8666666666666667,0.8666666666666667,200,0.825,0.8200000000000001,-0.004999999999999893,0.8249606161386311,0.8197115384615384,-0.005249077677092706,200,0.9450000000000001,0.94,-0.0050000000000001155,0.9449876222149984,0.9399038461538461,-0.00508377606115229
EEGConformer,4,0,47,False,S1,False,0.001,10,0.11189744621515274,0.8934729352306042,0.8500000000000001,0.8,200,0.87,0.88,0.010000000000000009,0.8696741854636592,0.8796992481203008,0.010025062656641603,200,0.9299999999999999,0.8999999999999999,-0.030000000000000027,0.9299369432489241,0.8998397435897436,-0.03009719965918045
EEGConformer,4,1,47,False,S1,False,0.001,10,0.08585958182811737,0.8907069770631088,0.8666666666666667,0.8500000000000001,200,0.86,0.84,-0.020000000000000018,0.859775641025641,0.84,-0.019775641025641,200,0.95,0.9450000000000001,-0.004999999999999893,0.95,0.9449656035021888,-0.005034396497811122
EEGConformer,4,2,47,False,S1,False,0.001,10,0.12685121595859528,0.9126373418324949,0.8500000000000001,0.8333333333333334,200,0.8400000000000001,0.845,0.004999999999999893,0.8397435897435898,0.8449961249031226,0.005252535159532834,200,0.905,0.9199999999999999,0.014999999999999902,0.9044626021370208,0.9199679871948779,0.015505385057857146
EEGConformer,4,0,48,False,S1,False,0.001,21,0.2394879013299942,0.9369065853131057,0.8666666666666667,0.8666666666666667,200,0.895,0.88,-0.015000000000000013,0.8949343339587242,0.8798076923076923,-0.015126641651031947,200,0.79,0.79,0.0,0.79,0.79,0.0
EEGConformer,4,1,48,False,S1,False,0.001,22,0.26102522015571594,0.9462291305335181,0.9333333333333333,0.9166666666666667,200,0.9299999999999999,0.915,-0.014999999999999902,0.9299719887955182,0.9148957472904308,-0.015076241505087462,200,0.865,0.845,-0.020000000000000018,0.8649696181640869,0.8448098921178444,-0.0201597260462425
EEGConformer,4,2,48,False,S1,False,0.001,10,0.12940168380737305,0.9064242523298951,0.8500000000000001,0.8333333333333334,200,0.885,0.905,0.020000000000000018,0.8849971249281232,0.9049786201895427,0.019981495261419457,200,0.805,0.7849999999999999,-0.02000000000000013,0.804995124878122,0.7847363019699132,-0.020258822908208796
EEGConformer,2,0,49,False,S1,False,0.001,12,0.13596877455711365,0.9159639635936149,0.8833333333333333,0.95,200,0.86,0.87,0.010000000000000009,0.859775641025641,0.8691626409017714,0.009386999876130453,200,0.8899999999999999,0.915,0.025000000000000133,0.8897243107769424,0.9149468417761101,0.025222530999167714
EEGConformer,2,1,49,False,S1,False,0.001,50,0.37527480721473694,0.9100652525320153,0.8500000000000001,0.9,200,0.85,0.9099999999999999,0.05999999999999994,0.8499399759903962,0.9097744360902256,0.0598344600998294,200,0.915,0.94,0.02499999999999991,0.9149978749468737,0.9399759903961584,0.024978115449284743
EEGConformer,2,2,49,False,S1,False,0.001,42,0.3161175549030304,0.948191770767893,0.9166666666666667,0.9166666666666667,200,0.885,0.8899999999999999,0.004999999999999893,0.8848589522164652,0.8896025692492975,0.004743617032832326,200,0.9299999999999999,0.925,-0.004999999999999893,0.9299719887955182,0.9249831212022706,-0.004988867593247681
EEGConformer,4,0,50,False,S1,False,0.001,37,0.3750917911529541,0.9232993553879822,0.9333333333333333,0.9833333333333334,200,0.95,0.945,-0.0050000000000000044,0.9499949994999499,0.9449986249656241,-0.004996374534325776,200,0.96,0.955,-0.0050000000000000044,0.959983993597439,0.9549898727213624,-0.0049941208760766465
EEGConformer,4,1,50,False,S1,False,0.001,10,0.12281366437673569,0.9245215501180961,0.9666666666666667,0.9666666666666667,200,0.95,0.9550000000000001,0.0050000000000001155,0.9499799919967987,0.9549086900974473,0.004928698100648554,200,0.96,0.96,0.0,0.96,0.95999599959996,-4.000400040005125e-06
EEGConformer,4,2,50,False,S1,False,0.001,50,0.30971306562423706,0.9296033743221107,0.9333333333333333,0.95,200,0.9550000000000001,0.945,-0.01000000000000012,0.9549718574108819,0.9449986249656241,-0.009973232445257718,200,0.965,0.96,-0.0050000000000000044,0.9649991249781245,0.959983993597439,-0.005015131380685434
EEGNet,0,0,1,False,S1,False,0.001,33,0.30013447999954224,0.7998320917085834,0.8166666666666667,0.8666666666666667,200,0.95,0.9550000000000001,0.0050000000000001155,0.9499799919967987,0.9549086900974473,0.004928698100648554,200,0.945,0.94,-0.0050000000000000044,0.9449986249656241,0.93999399939994,-0.005004625565684151
EEGNet,0,1,1,False,S1,False,0.001,50,0.3403815031051636,0.7554772528458735,0.85,0.8166666666666667,200,0.9550000000000001,0.95,-0.0050000000000001155,0.9549718574108819,0.949874686716792,-0.005097170694089881,200,0.925,0.925,0.0,0.9249530956848031,0.9249080123150859,-4.5083369717202615e-05
EEGNet,0,2,1,False,S1,False,0.001,30,0.2035738080739975,0.7893798702206695,0.8333333333333333,0.85,200,0.9299999999999999,0.935,0.0050000000000001155,0.9298878205128205,0.934868107918535,0.004980287405714545,200,0.9299999999999999,0.915,-0.014999999999999902,0.9299719887955182,0.9149808706959066,-0.014991118099611622
EEGNet,1,0,2,False,S1,False,0.001,12,0.10330852121114731,0.8453323182689371,0.75,0.7166666666666666,200,0.565,0.5700000000000001,0.0050000000000001155,0.5647279549718573,0.567882624861823,0.0031546698899656,200,0.77,0.755,-0.015000000000000013,0.77,0.7545028683083244,-0.015497131691675659
EEGNet,1,1,2,False,S1,False,0.001,12,0.10646622627973557,0.8274909589894899,0.75,0.7166666666666667,200,0.565,0.555,-0.009999999999999898,0.5647279549718573,0.5490360011147425,-0.01569195385711486,200,0.745,0.7350000000000001,-0.009999999999999898,0.7449426120877197,0.7341959427267484,-0.01074666936097135
EEGNet,1,2,2,False,S1,False,0.001,13,0.10322638601064682,0.8523904962230804,0.75,0.75,200,0.5700000000000001,0.56,-0.010000000000000009,0.5693108974358975,0.5546107905658468,-0.014700106870050633,200,0.765,0.7649999999999999,-1.1102230246251565e-16,0.7649941248531213,0.7642869680784372,-0.0007071567746841367
EEGNet,0,0,3,False,S1,False,0.001,50,0.3736758232116699,0.8674779825851372,0.9333333333333333,0.9666666666666667,200,0.915,0.91,-0.0050000000000000044,0.9149808706959066,0.90999099909991,-0.00498987159599662,200,0.895,0.885,-0.010000000000000009,0.8949973749343734,0.8849741191768148,-0.01002325575755858
EEGNet,0,1,3,False,S1,False,0.001,50,0.35822343826293945,0.850349592464177,0.9166666666666667,0.9333333333333333,200,0.875,0.875,0.0,0.8748466871918099,0.8749218261413383,7.513894952837497e-05,200,0.855,0.875,0.020000000000000018,0.8545600441335038,0.8749218261413383,0.02036178200783445
EEGNet,0,2,3,False,S1,False,0.001,18,0.1225474551320076,0.8678037935017292,0.8666666666666667,0.9166666666666667,200,0.89,0.8899999999999999,-1.1102230246251565e-16,0.89,0.8897243107769424,-0.0002756892230576513,200,0.86,0.855,-0.0050000000000000044,0.859873886497848,0.8543847756772364,-0.0054891108206116535
EEGNet,0,0,5,False,S1,False,0.001,10,0.09457550197839737,0.8152883172348205,0.8,0.8333333333333333,200,0.8999999999999999,0.905,0.0050000000000001155,0.8998397435897436,0.9049976249406235,0.0051578813508799115,200,0.7549999999999999,0.745,-0.009999999999999898,0.7539604830408475,0.744993624840621,-0.008966858200226469
EEGNet,0,1,5,False,S1,False,0.001,16,0.11374637484550476,0.7955410135777826,0.8166666666666667,0.8333333333333333,200,0.895,0.875,-0.020000000000000018,0.8947869435607105,0.8747463613817982,-0.02004058217891236,200,0.765,0.7649999999999999,-1.1102230246251565e-16,0.7648530331457161,0.7642869680784372,-0.0005660650672788536
EEGNet,0,2,5,False,S1,False,0.001,13,0.09835026413202286,0.8144194241858577,0.8333333333333334,0.8333333333333333,200,0.875,0.895,0.020000000000000018,0.8746207277012964,0.8949973749343734,0.020376647233076972,200,0.7549999999999999,0.7849999999999999,0.030000000000000027,0.7539604830408475,0.7843476516462298,0.030387168605382264
EEGNet,3,0,6,False,S1,False,0.001,23,0.1907062828540802,0.7779748448780228,0.8833333333333333,0.8833333333333333,200,0.8999999999999999,0.8999999999999999,0.0,0.899749373433584,0.899749373433584,0.0,200,0.9299999999999999,0.9299999999999999,0.0,0.9299929992999301,0.9299929992999301,0.0
EEGNet,3,1,6,False,S1,False,0.001,20,0.163131982088089,0.8017983613398267,0.8833333333333333,0.9,200,0.9,0.8899999999999999,-0.01000000000000012,0.8999599839935974,0.8897243107769424,-0.010235673216655083,200,0.925,0.93,0.0050000000000000044,0.9249530956848031,0.93,0.005046904315196943
EEGNet,3,2,6,False,S1,False,0.001,10,0.08278044313192368,0.7249206628608639,0.7,0.7,200,0.87,0.87,0.0,0.8697916666666667,0.8697916666666667,0.0,200,0.92,0.92,0.0,0.92,0.92,0.0
EEGNet,4,0,7,False,S1,False,0.001,10,0.08402562886476517,0.8687379700264455,0.8666666666666667,0.85,200,0.765,0.76,-0.0050000000000000044,0.7645231593977806,0.7584541062801933,-0.00606905311758732,200,0.7949999999999999,0.78,-0.014999999999999902,0.7935080959935534,0.7767857142857143,-0.01672238170783913
EEGNet,4,1,7,False,S1,False,0.001,18,0.13654813170433044,0.8367842800847927,0.8666666666666667,0.8666666666666667,200,0.76,0.77,0.010000000000000009,0.7593984962406015,0.7696314102564102,0.010232914015808725,200,0.8400000000000001,0.845,0.004999999999999893,0.8397435897435898,0.8446854881134297,0.004941898369839937
EEGNet,4,2,7,False,S1,False,0.001,10,0.0799439325928688,0.846289701798283,0.85,0.8333333333333333,200,0.725,0.715,-0.010000000000000009,0.7249931248281207,0.714935860568628,-0.010057264259492715,200,0.7949999999999999,0.79,-0.004999999999999893,0.7927146793397204,0.7874278773155178,-0.005286802024202619
EEGNet,2,0,9,False,S1,False,0.001,35,0.24558661878108978,0.6890264794719702,0.6333333333333333,0.6666666666666666,200,0.6950000000000001,0.665,-0.030000000000000027,0.6946259167480163,0.6649246080368083,-0.02970130871120802,200,0.65,0.61,-0.040000000000000036,0.6439833180754755,0.609375,-0.034608318075475486
EEGNet,2,1,9,False,S1,False,0.001,10,0.0793839544057846,0.7015488535053224,0.5833333333333333,0.6,200,0.7150000000000001,0.69,-0.025000000000000133,0.7144217039504998,0.6897207486738064,-0.02470095527669336,200,0.595,0.62,0.025000000000000022,0.5874818568409259,0.6199619961996199,0.03248013935869398
EEGNet,2,2,9,False,S1,False,0.001,15,0.10782501846551895,0.7665258168614456,0.6166666666666667,0.6499999999999999,200,0.7050000000000001,0.7,-0.0050000000000001155,0.7046381817726715,0.6992481203007519,-0.0053900614719195605,200,0.61,0.615,0.0050000000000000044,0.6060606060606061,0.613831841319993,0.007771235259386944
EEGNet,1,0,11,False,S1,False,0.001,11,0.09316672384738922,0.8605378504382438,0.8833333333333333,0.8833333333333333,200,0.83,0.855,0.025000000000000022,0.8299829982998299,0.854967367657723,0.024984369357893055,200,0.75,0.75,0.0,0.749599358974359,0.749096748293858,-0.0005026106805010588
EEGNet,1,1,11,False,S1,False,0.001,10,0.0799686387181282,0.8395378982532479,0.9,0.8833333333333333,200,0.8200000000000001,0.8400000000000001,0.020000000000000018,0.818840579710145,0.8397435897435898,0.020903010033444747,200,0.675,0.685,0.010000000000000009,0.6747967479674797,0.6849291090495362,0.010132361082056507
EEGNet,1,2,11,False,S1,False,0.001,50,0.34386152029037476,0.8911516362105381,0.8833333333333333,0.8833333333333333,200,0.8,0.81,0.010000000000000009,0.7994987468671679,0.8099239695878351,0.010425222720667149,200,0.73,0.76,0.030000000000000027,0.73,0.7591328783621036,0.029132878362103654
EEGNet,4,0,12,False,S1,False,0.001,50,0.37031859159469604,0.6781576230661603,0.5833333333333333,0.6166666666666667,200,0.5449999999999999,0.535,-0.009999999999999898,0.54242614707731,0.5348953514540772,-0.007530795623232778,200,0.735,0.72,-0.015000000000000013,0.7330714411623983,0.719551282051282,-0.013520159111116259
EEGNet,4,1,12,False,S1,False,0.001,10,0.08572842180728912,0.6865210295078144,0.55,0.5833333333333333,200,0.545,0.5549999999999999,0.009999999999999898,0.5408562274527612,0.5547217010631644,0.013865473610403245,200,0.735,0.725,-0.010000000000000009,0.7325865940109488,0.7246627118219819,-0.007923882188966891
EEGNet,4,2,12,False,S1,False,0.001,24,0.18645118176937103,0.6924471689550831,0.5666666666666667,0.6166666666666667,200,0.55,0.55,0.0,0.54995499549955,0.54995499549955,0.0,200,0.72,0.735,0.015000000000000013,0.7186212440960708,0.7344622861294121,0.015841042033341357
EEGNet,1,0,13,False,S1,False,0.001,50,0.4227578938007355,0.8899586615745602,0.9333333333333333,0.9333333333333333,200,0.56,0.565,0.004999999999999893,0.5564068958564372,0.5610383713009914,0.004631475444554223,200,0.855,0.865,0.010000000000000009,0.8541797611565054,0.8644272049408752,0.010247443784369814
EEGNet,1,1,13,False,S1,False,0.001,11,0.09155276417732239,0.9146626066771615,0.9333333333333333,0.95,200,0.55,0.565,0.014999999999999902,0.5488721804511278,0.562539283469516,0.013667103018388138,200,0.845,0.8500000000000001,0.0050000000000001155,0.8441231929604023,0.8490338164251208,0.004910623464718489
EEGNet,1,2,13,False,S1,False,0.001,18,0.11629296839237213,0.9222828335497275,0.9333333333333333,0.9666666666666667,200,0.595,0.565,-0.030000000000000027,0.5753715498938429,0.5235356937484597,-0.05183585614538322,200,0.85,0.85,0.0,0.8498648783905515,0.8484848484848485,-0.001380029905702962
EEGNet,4,0,14,False,S1,False,0.001,28,0.1965704709291458,0.6655222744496546,0.5166666666666666,0.6,200,0.54,0.5449999999999999,0.004999999999999893,0.5320923608991964,0.5430694685044313,0.010977107605234848,200,0.5650000000000001,0.575,0.009999999999999898,0.5601506610379433,0.5741376286981137,0.01398696766017038
EEGNet,4,1,14,False,S1,False,0.001,14,0.11328157037496567,0.6586158330236679,0.5666666666666667,0.6,200,0.5,0.5,0.0,0.4832575444398512,0.5,0.016742455560148806,200,0.585,0.6,0.015000000000000013,0.5747841901688056,0.5999599959995999,0.025175805830794373
EEGNet,4,2,14,False,S1,False,0.001,30,0.23219239711761475,0.664532383545372,0.5666666666666667,0.5833333333333333,200,0.455,0.455,0.0,0.4500365801357249,0.4526876051316814,0.0026510249959564858,200,0.565,0.5700000000000001,0.0050000000000001155,0.5644664714274987,0.5696126513862476,0.0051461799587488866
EEGNet,0,0,16,False,S1,False,0.001,50,0.42262086272239685,0.6861917924397751,0.4833333333333333,0.5333333333333333,200,0.48,0.495,0.015000000000000013,0.46960424316605465,0.49498737468436715,0.025383131518312507,200,0.54,0.5549999999999999,0.014999999999999902,0.5332792207792207,0.5547217010631644,0.021442480283943688
EEGNet,0,1,16,False,S1,False,0.001,18,0.13726316392421722,0.6570262656475135,0.5333333333333333,0.5666666666666667,200,0.54,0.495,-0.04500000000000004,0.534365826500658,0.49346773991323756,-0.040898086587420446,200,0.515,0.505,-0.010000000000000009,0.5122564424890006,0.4994817866983493,-0.01277465579065129
EEGNet,0,2,16,False,S1,False,0.001,50,0.36167269945144653,0.6763003820842665,0.43333333333333335,0.43333333333333335,200,0.54,0.52,-0.020000000000000018,0.5332792207792207,0.5169082125603865,-0.016371008218834193,200,0.53,0.52,-0.010000000000000009,0.5219204557013528,0.5160802500252042,-0.005840205676148624
EEGNet,4,0,17,False,S1,False,0.001,20,0.1440998911857605,0.8094253572371471,0.8166666666666667,0.8500000000000001,200,0.835,0.8200000000000001,-0.014999999999999902,0.8344993605657113,0.81998199819982,-0.014517362365891295,200,0.815,0.805,-0.009999999999999898,0.8147730970438787,0.804995124878122,-0.00977797216575671
EEGNet,4,1,17,False,S1,False,0.001,31,0.2309158444404602,0.7854636863125537,0.8500000000000001,0.8166666666666667,200,0.8500000000000001,0.845,-0.0050000000000001155,0.8494580489763148,0.8448098921178444,-0.00464815685847042,200,0.8200000000000001,0.8300000000000001,0.010000000000000009,0.8195488721804511,0.8299319727891157,0.010383100608664542
EEGNet,4,2,17,False,S1,False,0.001,16,0.1330595761537552,0.7627113075204011,0.8,0.8166666666666667,200,0.85,0.85,0.0,0.8498648783905515,0.8498648783905515,0.0,200,0.8200000000000001,0.8200000000000001,0.0,0.8198378540686617,0.8198378540686617,0.0
EEGNet,1,0,18,False,S1,False,0.001,28,0.2201065570116043,0.6987875077107104,0.4666666666666667,0.5666666666666667,200,0.69,0.69,0.0,0.6888799678843838,0.689875950380152,0.0009959824957682661,200,0.625,0.64,0.015000000000000013,0.6242390841453944,0.6394230769230769,0.015183992777682453
EEGNet,1,1,18,False,S1,False,0.001,50,0.3981401324272156,0.6911132362138771,0.5166666666666666,0.5166666666666666,200,0.6699999999999999,0.675,0.0050000000000001155,0.6691729323308271,0.6749268585431722,0.005753926212345162,200,0.645,0.6599999999999999,0.014999999999999902,0.6417669466939125,0.6587715776796468,0.017004630985734237
EEGNet,1,2,18,False,S1,False,0.001,50,0.37347647547721863,0.7098182095446206,0.4666666666666667,0.48333333333333334,200,0.67,0.675,0.0050000000000000044,0.66996699669967,0.67499187479687,0.005024878097199981,200,0.635,0.635,0.0,0.6334513318771811,0.6345523266000851,0.0011009947229040362
EEGNet,0,0,19,False,S1,False,0.001,12,0.10694652795791626,0.6694521769944498,0.55,0.6166666666666667,200,0.955,0.955,0.0,0.9549898727213624,0.9549898727213624,0.0,200,0.95,0.95,0.0,0.95,0.95,0.0
EEGNet,0,1,19,False,S1,False,0.001,28,0.2069571167230606,0.6432075421608723,0.5333333333333333,0.5333333333333333,200,0.935,0.935,0.0,0.934959349593496,0.934959349593496,0.0,200,0.95,0.95,0.0,0.9499949994999499,0.9499949994999499,0.0
EEGNet,0,2,19,False,S1,False,0.001,50,0.3451278507709503,0.6485374792476201,0.5833333333333333,0.6,200,0.9450000000000001,0.95,0.004999999999999893,0.9449656035021888,0.9499198717948718,0.004954268292682973,200,0.9450000000000001,0.935,-0.010000000000000009,0.9449876222149984,0.9349853717086345,-0.010002250506363941
EEGNet,0,0,21,False,S1,False,0.001,32,0.2732822597026825,0.7814943435904487,0.7833333333333334,0.8166666666666667,200,0.85,0.845,-0.0050000000000000044,0.84998499849985,0.8443423464135975,-0.005642652086252475,200,0.835,0.845,0.010000000000000009,0.8348968105065666,0.8449961249031226,0.01009931439655598
EEGNet,0,1,21,False,S1,False,0.001,10,0.07668166607618332,0.7779423841831145,0.7833333333333333,0.7666666666666666,200,0.855,0.865,0.010000000000000009,0.854967367657723,0.8645903859174001,0.009623018259677152,200,0.8200000000000001,0.835,0.014999999999999902,0.8198378540686617,0.8349958748968724,0.015158020828210717
EEGNet,0,2,21,False,S1,False,0.001,30,0.2042611986398697,0.7902653277583801,0.7833333333333333,0.7666666666666666,200,0.86,0.865,0.0050000000000000044,0.8599439775910365,0.864726070292342,0.004782092701305585,200,0.835,0.81,-0.02499999999999991,0.8348968105065666,0.8099809980998101,-0.024915812406756555
EEGNet,2,0,22,False,S1,False,0.001,50,0.43623852729797363,0.740641721983362,0.6,0.65,200,0.8200000000000001,0.815,-0.0050000000000001155,0.8193496587715776,0.813953488372093,-0.00539617039948459,200,0.755,0.7749999999999999,0.019999999999999907,0.7542566262945409,0.7745434504872366,0.020286824192695674
EEGNet,2,1,22,False,S1,False,0.001,12,0.10574997961521149,0.7735370213160835,0.65,0.6333333333333333,200,0.7849999999999999,0.79,0.0050000000000001155,0.7837837837837838,0.788647342995169,0.00486355921138526,200,0.735,0.725,-0.010000000000000009,0.7330714411623983,0.7219343259435274,-0.011137115218870952
EEGNet,2,2,22,False,S1,False,0.001,33,0.2397456020116806,0.8043669309450576,0.6333333333333333,0.6166666666666667,200,0.8200000000000001,0.83,0.009999999999999898,0.8185300937594515,0.8279178054458953,0.009387711686443811,200,0.76,0.765,0.0050000000000000044,0.7593984962406015,0.7632897685779759,0.0038912723373744074
EEGNet,3,0,23,False,S1,False,0.001,36,0.2651975750923157,0.8142295982214102,0.8166666666666667,0.8500000000000001,200,0.955,0.9450000000000001,-0.009999999999999898,0.9549988749718743,0.9449876222149984,-0.010011252756875866,200,0.955,0.955,0.0,0.9549898727213624,0.9549898727213624,0.0
