lr,cells,anchor_S1_validation_BA,adapted_S1_validation_BA,S1_validation_BA_delta,adapted_S1_validation_NLL,prediction_change_rate,parameter_relative_change,median_best_epoch,catastrophic_fraction
0.0001,246,0.7563685636856369,0.7641598915989161,0.007791327913279133,0.4934460462327557,0.017953929539295393,0.036732499109111666,49.0,0.0
0.0003,246,0.7563685636856369,0.7673441734417344,0.01097560975609756,0.4798856860370118,0.03915989159891599,0.09530608592236914,33.5,0.0
0.001,246,0.7563685636856369,0.7716124661246613,0.015243902439024386,0.4571330643336962,0.07161246612466125,0.23237294134328035,21.0,0.0
