Task,subjects,RANDOM_WS_BA,RANDOM_Future_BA,PERSISTENCE_ONLY_WS_BA,PERSISTENCE_ONLY_Future_BA,UTILITY_ONLY_WS_BA,UTILITY_ONLY_Future_BA,JOINT_WS_BA,JOINT_Future_BA,J-U_WS_mean,J-U_WS_CI_low,J-U_WS_CI_high,J-U_Future_mean,J-U_Future_CI_low,J-U_Future_CI_high,J-P_WS_mean,J-P_WS_CI_low,J-P_WS_CI_high,J-P_Future_mean,J-P_Future_CI_low,J-P_Future_CI_high,P-R_WS_mean,P-R_WS_CI_low,P-R_WS_CI_high,P-R_Future_mean,P-R_Future_CI_low,P-R_Future_CI_high,U-R_WS_mean,U-R_WS_CI_low,U-R_WS_CI_high,U-R_Future_mean,U-R_Future_CI_low,U-R_Future_CI_high,mean_J_U_overlap,mean_J_P_overlap
OpenBMI_MI,14,0.5610892857142856,0.6049620535714286,0.5417410714285714,0.5723214285714285,0.6410714285714285,0.6939732142857143,0.6410714285714285,0.6939732142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.09933035714285714,0.06897321428571429,0.13035714285714284,0.1216517857142857,0.07834821428571428,0.17276785714285717,-0.01934821428571425,-0.042159040178571375,0.0010246651785714345,-0.03264062499999999,-0.06105652901785716,-0.008461495535714306,0.0799821428571429,0.060056584821428616,0.09946305803571427,0.08901116071428573,0.06530072544642858,0.11486858258928569,1.0,0.2
OpenBMI_ERP,14,0.6181941964285713,0.6620915178571428,0.6379464285714286,0.6910714285714287,0.6953124999999999,0.740625,0.6953124999999999,0.740625,0.0,0.0,0.0,0.0,0.0,0.0,0.05736607142857141,0.04129464285714286,0.07366071428571429,0.04955357142857143,0.034821428571428566,0.06339285714285713,0.019752232142857158,-0.00033504464285713124,0.039819308035714304,0.028979910714285715,0.01478337053571428,0.043303683035714295,0.07711830357142856,0.058015625,0.09529698660714284,0.07853348214285716,0.06421651785714287,0.09223666294642859,1.0,0.48571428571428577
OpenBMI_SSVEP,14,0.5835957142857143,0.6145757142857143,0.5934285714285714,0.6217142857142857,0.6957142857142856,0.7147142857142857,0.6822857142857143,0.7028571428571428,-0.013428571428571429,-0.0211428571428571,-0.005857142857142854,-0.011857142857142844,-0.018857142857142843,-0.0042857142857142495,0.08885714285714288,0.07071428571428572,0.10700000000000001,0.08114285714285716,0.06471428571428577,0.09900000000000005,0.0098328571428571,-0.004126035714285749,0.02362432142857136,0.007138571428571434,-0.007308607142857129,0.021971500000000026,0.1121185714285714,0.09713846428571425,0.12700439285714282,0.10013857142857144,0.08383278571428573,0.11616292857142854,0.7,0.5
WBCIC_MI,10,0.5659125,0.636021875,0.5528124999999999,0.6225,0.630625,0.7081250000000001,0.630625,0.7081250000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.07781249999999998,0.0475,0.11031249999999997,0.08562499999999998,0.05281249999999997,0.11687499999999998,-0.013100000000000006,-0.028187578124999977,0.0017593749999999853,-0.013521874999999971,-0.023165624999999947,-0.0033625000000000013,0.06471249999999998,0.03793093749999999,0.09326562499999998,0.07210312500000002,0.042780859374999994,0.09932500000000002,1.0,0.5
