Task,subject_id,contrast,WS_delta,Future_delta
OpenBMI_SSVEP,13,J-U,-0.0039999999999998925,-0.0039999999999998925
OpenBMI_SSVEP,13,J-P,0.10200000000000009,0.10200000000000009
OpenBMI_SSVEP,13,P-R,-0.010539999999999994,-0.016639999999999933
OpenBMI_SSVEP,13,U-R,0.09545999999999999,0.08936000000000005
OpenBMI_SSVEP,17,J-U,0.014000000000000123,0.02200000000000013
OpenBMI_SSVEP,17,J-P,0.1140000000000001,0.1600000000000002
OpenBMI_SSVEP,17,P-R,0.0025799999999999157,-0.01768000000000003
OpenBMI_SSVEP,17,U-R,0.1025799999999999,0.12032000000000004
OpenBMI_SSVEP,18,J-U,-0.010000000000000009,0.0039999999999998925
OpenBMI_SSVEP,18,J-P,0.10599999999999998,0.09399999999999986
OpenBMI_SSVEP,18,P-R,-0.026180000000000092,-0.015859999999999985
OpenBMI_SSVEP,18,U-R,0.0898199999999999,0.07413999999999998
OpenBMI_SSVEP,24,J-U,-0.02399999999999991,-0.02399999999999991
OpenBMI_SSVEP,24,J-P,0.09200000000000008,0.09200000000000008
OpenBMI_SSVEP,24,P-R,0.037880000000000025,0.03164
OpenBMI_SSVEP,24,U-R,0.15388000000000002,0.14764
OpenBMI_SSVEP,25,J-U,-0.006000000000000116,-0.006000000000000116
OpenBMI_SSVEP,25,J-P,0.05999999999999994,0.051999999999999935
OpenBMI_SSVEP,25,P-R,0.02183999999999986,0.029019999999999935
OpenBMI_SSVEP,25,U-R,0.08783999999999992,0.08701999999999999
OpenBMI_SSVEP,29,J-U,-0.03200000000000003,-0.03200000000000003
OpenBMI_SSVEP,29,J-P,0.08800000000000008,0.05799999999999994
OpenBMI_SSVEP,29,P-R,0.020299999999999874,0.051180000000000114
OpenBMI_SSVEP,29,U-R,0.14029999999999998,0.14118000000000008
OpenBMI_SSVEP,36,J-U,-0.040000000000000036,-0.029999999999999805
OpenBMI_SSVEP,36,J-P,0.050000000000000044,0.04600000000000015
OpenBMI_SSVEP,36,P-R,0.03471999999999986,0.038979999999999904
OpenBMI_SSVEP,36,U-R,0.12471999999999994,0.11497999999999986
OpenBMI_SSVEP,37,J-U,0.0039999999999998925,-0.013999999999999901
OpenBMI_SSVEP,37,J-P,0.1519999999999999,0.11399999999999999
OpenBMI_SSVEP,37,P-R,-0.030139999999999945,-0.038959999999999884
OpenBMI_SSVEP,37,U-R,0.11786000000000008,0.08904000000000001
OpenBMI_SSVEP,39,J-U,-0.027999999999999914,-0.026000000000000023
OpenBMI_SSVEP,39,J-P,0.08599999999999997,0.08799999999999986
OpenBMI_SSVEP,39,P-R,0.04032000000000002,0.01214000000000015
OpenBMI_SSVEP,39,U-R,0.1543199999999999,0.12614000000000003
OpenBMI_SSVEP,42,J-U,-0.010000000000000009,-0.010000000000000009
OpenBMI_SSVEP,42,J-P,0.04200000000000004,0.04200000000000004
OpenBMI_SSVEP,42,P-R,0.008419999999999928,0.008319999999999994
OpenBMI_SSVEP,42,U-R,0.060419999999999974,0.06032000000000004
OpenBMI_SSVEP,51,J-U,-0.025999999999999968,-0.018000000000000016
OpenBMI_SSVEP,51,J-P,0.14200000000000002,0.10799999999999998
OpenBMI_SSVEP,51,P-R,-0.030679999999999985,-0.01644000000000001
OpenBMI_SSVEP,51,U-R,0.13732,0.10955999999999999
OpenBMI_SSVEP,54,J-U,-0.01200000000000001,-0.008000000000000007
OpenBMI_SSVEP,54,J-P,0.025999999999999968,0.03599999999999992
OpenBMI_SSVEP,54,P-R,0.03470000000000001,0.012660000000000005
OpenBMI_SSVEP,54,U-R,0.07269999999999999,0.05665999999999993
WBCIC_MI,sub-4,J-U,0.0,0.0
WBCIC_MI,sub-4,J-P,0.009374999999999911,0.03749999999999998
WBCIC_MI,sub-4,P-R,0.023687499999999972,0.016000000000000014
WBCIC_MI,sub-4,U-R,0.033062499999999884,0.05349999999999999
WBCIC_MI,sub-8,J-U,0.0,0.0
WBCIC_MI,sub-8,J-P,0.1656249999999999,0.15000000000000002
WBCIC_MI,sub-8,P-R,-0.01056249999999992,-0.01346875000000003
WBCIC_MI,sub-8,U-R,0.1550625,0.13653125
WBCIC_MI,sub-10,J-U,0.0,0.0
WBCIC_MI,sub-10,J-P,0.10312499999999991,0.10624999999999996
WBCIC_MI,sub-10,P-R,-0.033468749999999936,-0.013624999999999887
WBCIC_MI,sub-10,U-R,0.06965624999999998,0.09262500000000007
WBCIC_MI,sub-15,J-U,0.0,0.0
WBCIC_MI,sub-15,J-P,0.05937500000000007,0.04062500000000002
WBCIC_MI,sub-15,P-R,0.011374999999999913,-0.0021250000000000435
WBCIC_MI,sub-15,U-R,0.07074999999999998,0.03849999999999998
WBCIC_MI,sub-20,J-U,0.0,0.0
WBCIC_MI,sub-20,J-P,0.03437499999999999,-0.009375000000000022
WBCIC_MI,sub-20,P-R,-0.04625000000000001,-0.017000000000000015
WBCIC_MI,sub-20,U-R,-0.011875000000000024,-0.026375000000000037
WBCIC_MI,sub-39,J-U,0.0,0.0
WBCIC_MI,sub-39,J-P,0.025000000000000022,0.15625
WBCIC_MI,sub-39,P-R,-0.00962499999999994,-0.022343749999999885
WBCIC_MI,sub-39,U-R,0.015375000000000083,0.13390625000000012
WBCIC_MI,sub-40,J-U,0.0,0.0
WBCIC_MI,sub-40,J-P,0.04375000000000007,0.043749999999999956
WBCIC_MI,sub-40,P-R,0.015406249999999955,0.008218749999999941
WBCIC_MI,sub-40,U-R,0.05915625000000002,0.0519687499999999
WBCIC_MI,sub-43,J-U,0.0,0.0
WBCIC_MI,sub-43,J-P,0.15625,0.13124999999999998
WBCIC_MI,sub-43,P-R,-0.05284375000000008,-0.04162499999999991
WBCIC_MI,sub-43,U-R,0.10340624999999992,0.08962500000000007
WBCIC_MI,sub-46,J-U,0.0,0.0
WBCIC_MI,sub-46,J-P,0.09687500000000004,0.09375
WBCIC_MI,sub-46,P-R,-0.012281250000000021,-0.023343749999999996
WBCIC_MI,sub-46,U-R,0.08459375000000002,0.07040625
WBCIC_MI,sub-51,J-U,0.0,0.0
WBCIC_MI,sub-51,J-P,0.08437499999999998,0.10624999999999996
WBCIC_MI,sub-51,P-R,-0.016437499999999994,-0.02590624999999991
WBCIC_MI,sub-51,U-R,0.06793749999999998,0.08034375000000005
