task,fold,phase,variant,epoch,loss,BA,macro_F1,NLL
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,1,0.31919440414224354,0.715,0.7103845766793203,0.6431406090656916
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,2,0.3186228544939132,0.715,0.7103845766793203,0.6431868970394135
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,3,0.3140802220219657,0.715,0.7103845766793203,0.6432211945454279
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,4,0.31857513317040037,0.715,0.7103845766793203,0.643247718612353
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,5,0.3206375922475542,0.715,0.7103845766793203,0.6432845542828242
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,6,0.3210957447687785,0.7166666666666667,0.7121186795647391,0.6433130155007044
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,7,0.32115404520715984,0.7166666666666667,0.7121186795647391,0.6433452268441519
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,8,0.32204162293956395,0.7183333333333333,0.713891647629842,0.6433840443690618
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,9,0.3156170142548425,0.7183333333333333,0.713891647629842,0.6434073348840078
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,10,0.31832762133507503,0.7166666666666667,0.712034732949927,0.6434481044610342
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,11,0.32054729688735234,0.7166666666666667,0.712034732949927,0.6434968362251917
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,12,0.3185866858278002,0.7166666666666667,0.712034732949927,0.6435483743747076
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,13,0.3171589190051669,0.7166666666666667,0.712034732949927,0.643595556418101
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,14,0.3165749325638726,0.7166666666666667,0.712034732949927,0.64364026983579
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,15,0.31726861000061035,0.7166666666666667,0.712034732949927,0.6436936060587565
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,16,0.3202180167039235,0.7166666666666667,0.712034732949927,0.6437429289023081
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,17,0.3160367849327269,0.7166666666666667,0.712034732949927,0.6437984257936478
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,18,0.3170159657796224,0.7166666666666667,0.712034732949927,0.6438362201054891
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,19,0.31944783670561655,0.7166666666666667,0.712034732949927,0.6438898046811422
OpenBMI_MI,0,1,P_ONLY_TRANSFER_GATE,20,0.32218302147729055,0.7166666666666667,0.712034732949927,0.6439421971638998
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,1,0.31919758092789424,0.715,0.7103845766793203,0.6431082387765249
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,2,0.3186449380148025,0.715,0.7103845766793203,0.6431003560622534
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,3,0.3141130350884937,0.715,0.7103845766793203,0.6430912812550863
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,4,0.31861942013104755,0.715,0.7103845766793203,0.6430836071570715
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,5,0.3207045594851176,0.715,0.7103845766793203,0.6430731465419134
OpenBMI_MI,0,1,RANDOM_TRANSFER_GATE,6,0.32116965594745817,0.715,0.7103845766793203,0.6430619309345881
