task,subject,session,variant,BA,macro_F1,NLL,trials
OpenBMI_SSVEP,17,S1,RANDOM_TRANSFER_GATE,0.94,0.9397423510466989,0.17997854948043823,100
OpenBMI_SSVEP,17,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.94,0.9397423510466989,0.1805008053779602,100
OpenBMI_SSVEP,18,S1,BASELINE,0.99,0.9899959983993598,0.011712354607880116,100
OpenBMI_SSVEP,18,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993598,0.011708233505487442,100
OpenBMI_SSVEP,18,S1,RANDOM_TRANSFER_GATE,0.99,0.9899959983993598,0.01170017383992672,100
OpenBMI_SSVEP,18,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993598,0.011720302514731884,100
OpenBMI_SSVEP,24,S1,BASELINE,0.99,0.9899959983993598,0.033227354288101196,100
OpenBMI_SSVEP,24,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993598,0.03310339152812958,100
OpenBMI_SSVEP,24,S1,RANDOM_TRANSFER_GATE,0.99,0.9899959983993598,0.033237602561712265,100
OpenBMI_SSVEP,24,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993598,0.03315519914031029,100
OpenBMI_SSVEP,25,S1,BASELINE,1.0,1.0,0.008031407371163368,100
OpenBMI_SSVEP,25,S1,P_ONLY_TRANSFER_GATE,1.0,1.0,0.008098178543150425,100
OpenBMI_SSVEP,25,S1,RANDOM_TRANSFER_GATE,1.0,1.0,0.00801866315305233,100
OpenBMI_SSVEP,25,S1,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.008055279031395912,100
OpenBMI_SSVEP,29,S1,BASELINE,0.98,0.979779411764706,0.07704911381006241,100
OpenBMI_SSVEP,29,S1,P_ONLY_TRANSFER_GATE,0.98,0.979779411764706,0.07698803395032883,100
OpenBMI_SSVEP,29,S1,RANDOM_TRANSFER_GATE,0.98,0.979779411764706,0.0770280510187149,100
OpenBMI_SSVEP,29,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.98,0.979779411764706,0.07736287266016006,100
OpenBMI_SSVEP,36,S1,BASELINE,1.0,1.0,0.007687015924602747,100
OpenBMI_SSVEP,36,S1,P_ONLY_TRANSFER_GATE,1.0,1.0,0.007636645343154669,100
OpenBMI_SSVEP,36,S1,RANDOM_TRANSFER_GATE,1.0,1.0,0.007682920899242163,100
OpenBMI_SSVEP,36,S1,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.0077515565790236,100
OpenBMI_SSVEP,37,S1,BASELINE,0.98,0.9799959983993597,0.06680039316415787,100
OpenBMI_SSVEP,37,S1,P_ONLY_TRANSFER_GATE,0.98,0.9799959983993597,0.06674878299236298,100
OpenBMI_SSVEP,37,S1,RANDOM_TRANSFER_GATE,0.98,0.9799959983993597,0.0667894184589386,100
OpenBMI_SSVEP,37,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.98,0.9799959983993597,0.06674663722515106,100
OpenBMI_SSVEP,39,S1,BASELINE,1.0,1.0,0.0028411659877747297,100
OpenBMI_SSVEP,39,S1,P_ONLY_TRANSFER_GATE,1.0,1.0,0.002829988021403551,100
OpenBMI_SSVEP,39,S1,RANDOM_TRANSFER_GATE,1.0,1.0,0.0028424703050404787,100
OpenBMI_SSVEP,39,S1,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.002834886312484741,100
OpenBMI_SSVEP,42,S1,BASELINE,0.99,0.9899959983993597,0.013485947623848915,100
OpenBMI_SSVEP,42,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993597,0.013467678800225258,100
OpenBMI_SSVEP,42,S1,RANDOM_TRANSFER_GATE,0.99,0.9899959983993597,0.013477487489581108,100
OpenBMI_SSVEP,42,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993597,0.013475353829562664,100
OpenBMI_SSVEP,51,S1,BASELINE,0.67,0.6703497027709922,1.1081466674804688,100
OpenBMI_SSVEP,51,S1,P_ONLY_TRANSFER_GATE,0.67,0.6703497027709922,1.1086642742156982,100
OpenBMI_SSVEP,51,S1,RANDOM_TRANSFER_GATE,0.67,0.6703497027709922,1.108420968055725,100
OpenBMI_SSVEP,51,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.67,0.6703497027709922,1.1081669330596924,100
OpenBMI_SSVEP,54,S1,BASELINE,0.77,0.7627551020408163,0.7375133037567139,100
OpenBMI_SSVEP,54,S1,P_ONLY_TRANSFER_GATE,0.77,0.7627551020408163,0.7368377447128296,100
OpenBMI_SSVEP,54,S1,RANDOM_TRANSFER_GATE,0.77,0.7627551020408163,0.7375528812408447,100
OpenBMI_SSVEP,54,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.77,0.7627551020408163,0.7355450391769409,100
OpenBMI_SSVEP,4,S2,BASELINE,1.0,1.0,0.00040029617957770824,100
OpenBMI_SSVEP,4,S2,P_ONLY_TRANSFER_GATE,1.0,1.0,0.0004001912602689117,100
OpenBMI_SSVEP,4,S2,RANDOM_TRANSFER_GATE,1.0,1.0,0.0004003689100500196,100
OpenBMI_SSVEP,4,S2,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.0004001292691100389,100
OpenBMI_SSVEP,12,S2,BASELINE,0.97,0.9695252077917911,0.1845085322856903,100
OpenBMI_SSVEP,12,S2,P_ONLY_TRANSFER_GATE,0.97,0.9695252077917911,0.18397141993045807,100
OpenBMI_SSVEP,12,S2,RANDOM_TRANSFER_GATE,0.97,0.9695252077917911,0.18450476229190826,100
OpenBMI_SSVEP,12,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.97,0.9695252077917911,0.1840059459209442,100
OpenBMI_SSVEP,13,S2,BASELINE,0.92,0.9151363342539813,0.2979394793510437,100
OpenBMI_SSVEP,13,S2,P_ONLY_TRANSFER_GATE,0.92,0.9151363342539813,0.29740655422210693,100
OpenBMI_SSVEP,13,S2,RANDOM_TRANSFER_GATE,0.92,0.9151363342539813,0.2978591024875641,100
OpenBMI_SSVEP,13,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.91,0.9053317612619938,0.29779520630836487,100
OpenBMI_SSVEP,17,S2,BASELINE,0.98,0.9799919967987194,0.05841243639588356,100
OpenBMI_SSVEP,17,S2,P_ONLY_TRANSFER_GATE,0.98,0.9799919967987194,0.058376941829919815,100
OpenBMI_SSVEP,17,S2,RANDOM_TRANSFER_GATE,0.98,0.9799919967987194,0.05841149017214775,100
OpenBMI_SSVEP,17,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.98,0.9799919967987194,0.05798942223191261,100
OpenBMI_SSVEP,18,S2,BASELINE,1.0,1.0,0.000546265859156847,100
OpenBMI_SSVEP,18,S2,P_ONLY_TRANSFER_GATE,1.0,1.0,0.0005456509534269571,100
OpenBMI_SSVEP,18,S2,RANDOM_TRANSFER_GATE,1.0,1.0,0.0005463248817250133,100
OpenBMI_SSVEP,18,S2,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.00054544786689803,100
OpenBMI_SSVEP,24,S2,BASELINE,0.96,0.9597919167667066,0.19357886910438538,100
OpenBMI_SSVEP,24,S2,P_ONLY_TRANSFER_GATE,0.96,0.9597919167667066,0.19338732957839966,100
OpenBMI_SSVEP,24,S2,RANDOM_TRANSFER_GATE,0.96,0.9597919167667066,0.19360554218292236,100
OpenBMI_SSVEP,24,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.96,0.9597919167667066,0.193255215883255,100
OpenBMI_SSVEP,25,S2,BASELINE,0.96,0.959891609795263,0.10934935510158539,100
OpenBMI_SSVEP,25,S2,P_ONLY_TRANSFER_GATE,0.96,0.959891609795263,0.10974179208278656,100
OpenBMI_SSVEP,25,S2,RANDOM_TRANSFER_GATE,0.96,0.959891609795263,0.1092720478773117,100
OpenBMI_SSVEP,25,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.96,0.959891609795263,0.11028621345758438,100
OpenBMI_SSVEP,29,S2,BASELINE,0.9299999999999999,0.9297423510466989,0.22806502878665924,100
OpenBMI_SSVEP,29,S2,P_ONLY_TRANSFER_GATE,0.9299999999999999,0.9297423510466989,0.22759775817394257,100
OpenBMI_SSVEP,29,S2,RANDOM_TRANSFER_GATE,0.9299999999999999,0.9297423510466989,0.22812014818191528,100
OpenBMI_SSVEP,29,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9299999999999999,0.9297423510466989,0.22740928828716278,100
OpenBMI_SSVEP,36,S2,BASELINE,1.0,1.0,0.0041019488126039505,100
OpenBMI_SSVEP,36,S2,P_ONLY_TRANSFER_GATE,1.0,1.0,0.004059143364429474,100
OpenBMI_SSVEP,36,S2,RANDOM_TRANSFER_GATE,1.0,1.0,0.004101085942238569,100
OpenBMI_SSVEP,36,S2,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.004134826362133026,100
OpenBMI_SSVEP,37,S2,BASELINE,0.99,0.9899959983993598,0.007947545498609543,100
OpenBMI_SSVEP,37,S2,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993598,0.007953177206218243,100
OpenBMI_SSVEP,37,S2,RANDOM_TRANSFER_GATE,0.99,0.9899959983993598,0.007971170358359814,100
OpenBMI_SSVEP,37,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993598,0.007943112403154373,100
OpenBMI_SSVEP,39,S2,BASELINE,1.0,1.0,0.016785375773906708,100
OpenBMI_SSVEP,39,S2,P_ONLY_TRANSFER_GATE,1.0,1.0,0.016581734642386436,100
OpenBMI_SSVEP,39,S2,RANDOM_TRANSFER_GATE,1.0,1.0,0.016809023916721344,100
OpenBMI_SSVEP,39,S2,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.016603983938694,100
OpenBMI_SSVEP,42,S2,BASELINE,0.5700000000000001,0.5661030595813205,1.6370106935501099,100
OpenBMI_SSVEP,42,S2,P_ONLY_TRANSFER_GATE,0.5700000000000001,0.5661030595813205,1.6368974447250366,100
OpenBMI_SSVEP,42,S2,RANDOM_TRANSFER_GATE,0.5700000000000001,0.5661030595813205,1.6375354528427124,100
OpenBMI_SSVEP,42,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.5700000000000001,0.5661030595813205,1.6359864473342896,100
OpenBMI_SSVEP,51,S2,BASELINE,0.82,0.817889697685094,0.6137868762016296,100
OpenBMI_SSVEP,51,S2,P_ONLY_TRANSFER_GATE,0.82,0.817889697685094,0.6134265065193176,100
OpenBMI_SSVEP,51,S2,RANDOM_TRANSFER_GATE,0.82,0.817889697685094,0.6137538552284241,100
OpenBMI_SSVEP,51,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.82,0.817889697685094,0.6132547855377197,100
OpenBMI_SSVEP,54,S2,BASELINE,0.78,0.7773711183623874,0.907164990901947,100
OpenBMI_SSVEP,54,S2,P_ONLY_TRANSFER_GATE,0.78,0.7773711183623874,0.9074994921684265,100
OpenBMI_SSVEP,54,S2,RANDOM_TRANSFER_GATE,0.78,0.7773711183623874,0.9071919322013855,100
OpenBMI_SSVEP,54,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.79,0.7886932420314666,0.9063140749931335,100
WBCIC_MI,sub-4,S0,BASELINE,0.53,0.4685662596110357,0.6872979998588562,200
WBCIC_MI,sub-4,S0,P_ONLY_TRANSFER_GATE,0.53,0.4685662596110357,0.6875452995300293,200
WBCIC_MI,sub-4,S0,RANDOM_TRANSFER_GATE,0.53,0.4685662596110357,0.6872921586036682,200
WBCIC_MI,sub-4,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.535,0.47621863647883755,0.6872177124023438,200
WBCIC_MI,sub-8,S0,BASELINE,0.87,0.8681006493506493,0.5597420334815979,200
WBCIC_MI,sub-8,S0,P_ONLY_TRANSFER_GATE,0.87,0.8681006493506493,0.5586270093917847,200
WBCIC_MI,sub-8,S0,RANDOM_TRANSFER_GATE,0.87,0.8681006493506493,0.5597131252288818,200
WBCIC_MI,sub-8,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.87,0.8681006493506493,0.558638334274292,200
WBCIC_MI,sub-10,S0,BASELINE,0.68,0.6744990336690062,0.6438542008399963,200
WBCIC_MI,sub-10,S0,P_ONLY_TRANSFER_GATE,0.675,0.6689669221562986,0.6435990929603577,200
WBCIC_MI,sub-10,S0,RANDOM_TRANSFER_GATE,0.68,0.6744990336690062,0.6438602209091187,200
WBCIC_MI,sub-10,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.68,0.6744990336690062,0.6435472369194031,200
WBCIC_MI,sub-15,S0,BASELINE,0.78,0.7767857142857143,0.6017639636993408,200
WBCIC_MI,sub-15,S0,P_ONLY_TRANSFER_GATE,0.78,0.7767857142857143,0.6006903648376465,200
WBCIC_MI,sub-15,S0,RANDOM_TRANSFER_GATE,0.78,0.7767857142857143,0.6017274260520935,200
WBCIC_MI,sub-15,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.78,0.7767857142857143,0.6007386445999146,200
WBCIC_MI,sub-20,S0,BASELINE,0.925,0.9247724366207779,0.5050073266029358,200
WBCIC_MI,sub-20,S0,P_ONLY_TRANSFER_GATE,0.925,0.9247724366207779,0.5033333897590637,200
WBCIC_MI,sub-20,S0,RANDOM_TRANSFER_GATE,0.925,0.9247724366207779,0.5049819350242615,200
WBCIC_MI,sub-20,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.925,0.9247724366207779,0.5034132599830627,200
WBCIC_MI,sub-39,S0,BASELINE,0.5,0.41030781931831584,0.695444643497467,200
WBCIC_MI,sub-39,S0,P_ONLY_TRANSFER_GATE,0.505,0.4134897360703812,0.6953767538070679,200
WBCIC_MI,sub-39,S0,RANDOM_TRANSFER_GATE,0.5,0.41030781931831584,0.6954420208930969,200
WBCIC_MI,sub-39,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.505,0.4134897360703812,0.6953008770942688,200
WBCIC_MI,sub-40,S0,BASELINE,0.7949999999999999,0.7885235332043843,0.5934634208679199,200
WBCIC_MI,sub-40,S0,P_ONLY_TRANSFER_GATE,0.7949999999999999,0.7885235332043843,0.5931363105773926,200
WBCIC_MI,sub-40,S0,RANDOM_TRANSFER_GATE,0.8,0.7940479868190712,0.5934287905693054,200
WBCIC_MI,sub-40,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.7949999999999999,0.7885235332043843,0.5930364727973938,200
WBCIC_MI,sub-43,S0,BASELINE,0.98,0.9799979997999799,0.4824281930923462,200
WBCIC_MI,sub-43,S0,P_ONLY_TRANSFER_GATE,0.98,0.9799979997999799,0.48054078221321106,200
WBCIC_MI,sub-43,S0,RANDOM_TRANSFER_GATE,0.98,0.9799979997999799,0.48241278529167175,200
WBCIC_MI,sub-43,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.98,0.9799979997999799,0.48054105043411255,200
WBCIC_MI,sub-46,S0,BASELINE,0.99,0.9899989998999901,0.48917606472969055,200
WBCIC_MI,sub-46,S0,P_ONLY_TRANSFER_GATE,0.99,0.9899989998999901,0.48770949244499207,200
WBCIC_MI,sub-46,S0,RANDOM_TRANSFER_GATE,0.99,0.9899989998999901,0.4891512393951416,200
WBCIC_MI,sub-46,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899989998999901,0.48766258358955383,200
WBCIC_MI,sub-51,S0,BASELINE,0.73,0.7162673392181589,0.6048259139060974,200
WBCIC_MI,sub-51,S0,P_ONLY_TRANSFER_GATE,0.725,0.7116720400513747,0.6042441725730896,200
WBCIC_MI,sub-51,S0,RANDOM_TRANSFER_GATE,0.73,0.7162673392181589,0.6047897934913635,200
WBCIC_MI,sub-51,S0,PROTECTED_NATIVE_TRANSFER_GATE,0.725,0.7116720400513747,0.6042088270187378,200
WBCIC_MI,sub-4,S1,BASELINE,0.55,0.52,0.6763512492179871,200
WBCIC_MI,sub-4,S1,P_ONLY_TRANSFER_GATE,0.55,0.52,0.6760485172271729,200
WBCIC_MI,sub-4,S1,RANDOM_TRANSFER_GATE,0.55,0.52,0.6763458251953125,200
WBCIC_MI,sub-4,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.55,0.52,0.6760780215263367,200
WBCIC_MI,sub-8,S1,BASELINE,0.9299999999999999,0.9298245614035088,0.5314595103263855,200
WBCIC_MI,sub-8,S1,P_ONLY_TRANSFER_GATE,0.9299999999999999,0.9298245614035088,0.53046715259552,200
WBCIC_MI,sub-8,S1,RANDOM_TRANSFER_GATE,0.9299999999999999,0.9298245614035088,0.5314401984214783,200
WBCIC_MI,sub-8,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9299999999999999,0.9298245614035088,0.5304279923439026,200
WBCIC_MI,sub-10,S1,BASELINE,0.7050000000000001,0.7044014128610436,0.6232327818870544,200
WBCIC_MI,sub-10,S1,P_ONLY_TRANSFER_GATE,0.71,0.7092731829573935,0.622678816318512,200
WBCIC_MI,sub-10,S1,RANDOM_TRANSFER_GATE,0.7050000000000001,0.7044014128610436,0.6232298016548157,200
WBCIC_MI,sub-10,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7050000000000001,0.7044014128610436,0.6226608157157898,200
WBCIC_MI,sub-15,S1,BASELINE,0.73,0.7253585596582239,0.6412602066993713,200
WBCIC_MI,sub-15,S1,P_ONLY_TRANSFER_GATE,0.725,0.7206349206349206,0.6409696340560913,200
WBCIC_MI,sub-15,S1,RANDOM_TRANSFER_GATE,0.73,0.7253585596582239,0.6412359476089478,200
WBCIC_MI,sub-15,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.725,0.7213143827113577,0.6408733129501343,200
WBCIC_MI,sub-20,S1,BASELINE,0.78,0.7698504027617952,0.607870876789093,200
WBCIC_MI,sub-20,S1,P_ONLY_TRANSFER_GATE,0.78,0.7698504027617952,0.6072554588317871,200
WBCIC_MI,sub-20,S1,RANDOM_TRANSFER_GATE,0.78,0.7698504027617952,0.6078363656997681,200
WBCIC_MI,sub-20,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.78,0.7698504027617952,0.6071218848228455,200
WBCIC_MI,sub-39,S1,BASELINE,0.72,0.7057587221521648,0.6150805950164795,200
WBCIC_MI,sub-39,S1,P_ONLY_TRANSFER_GATE,0.725,0.7116720400513747,0.6143906116485596,200
WBCIC_MI,sub-39,S1,RANDOM_TRANSFER_GATE,0.72,0.7057587221521648,0.6150637865066528,200
WBCIC_MI,sub-39,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.725,0.7116720400513747,0.6144298315048218,200
WBCIC_MI,sub-40,S1,BASELINE,0.7,0.6744791666666667,0.6358089447021484,200
WBCIC_MI,sub-40,S1,P_ONLY_TRANSFER_GATE,0.695,0.6700473292765382,0.6356948614120483,200
WBCIC_MI,sub-40,S1,RANDOM_TRANSFER_GATE,0.695,0.6700473292765382,0.6357921361923218,200
WBCIC_MI,sub-40,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.695,0.6700473292765382,0.6356172561645508,200
WBCIC_MI,sub-43,S1,BASELINE,0.99,0.9899989998999901,0.4860192537307739,200
WBCIC_MI,sub-43,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899989998999901,0.4844770133495331,200
WBCIC_MI,sub-43,S1,RANDOM_TRANSFER_GATE,0.99,0.9899989998999901,0.4859890043735504,200
WBCIC_MI,sub-43,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899989998999901,0.4844335913658142,200
WBCIC_MI,sub-46,S1,BASELINE,0.9550000000000001,0.9549086900974473,0.5010313391685486,200
WBCIC_MI,sub-46,S1,P_ONLY_TRANSFER_GATE,0.9550000000000001,0.9549086900974473,0.49981003999710083,200
WBCIC_MI,sub-46,S1,RANDOM_TRANSFER_GATE,0.9550000000000001,0.9549086900974473,0.5010147094726562,200
WBCIC_MI,sub-46,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9550000000000001,0.9549086900974473,0.4997238218784332,200
WBCIC_MI,sub-51,S1,BASELINE,0.755,0.7442521986481901,0.5660015344619751,200
WBCIC_MI,sub-51,S1,P_ONLY_TRANSFER_GATE,0.755,0.7442521986481901,0.5646644830703735,200
WBCIC_MI,sub-51,S1,RANDOM_TRANSFER_GATE,0.755,0.7442521986481901,0.5659544467926025,200
WBCIC_MI,sub-51,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.755,0.7442521986481901,0.5645557641983032,200
WBCIC_MI,sub-4,S2,BASELINE,0.6799999999999999,0.6652369494717021,0.6291349530220032,200
WBCIC_MI,sub-4,S2,P_ONLY_TRANSFER_GATE,0.6799999999999999,0.6652369494717021,0.6284319162368774,200
WBCIC_MI,sub-4,S2,RANDOM_TRANSFER_GATE,0.6799999999999999,0.6652369494717021,0.6291062831878662,200
WBCIC_MI,sub-4,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.6799999999999999,0.6652369494717021,0.6284744143486023,200
WBCIC_MI,sub-8,S2,BASELINE,0.9099999999999999,0.9095568284594513,0.5394784808158875,200
WBCIC_MI,sub-8,S2,P_ONLY_TRANSFER_GATE,0.9099999999999999,0.9095568284594513,0.5385550260543823,200
WBCIC_MI,sub-8,S2,RANDOM_TRANSFER_GATE,0.9099999999999999,0.9095568284594513,0.5394651889801025,200
WBCIC_MI,sub-8,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9099999999999999,0.9095568284594513,0.5384824275970459,200
WBCIC_MI,sub-10,S2,BASELINE,0.8300000000000001,0.8293857888398234,0.5668361186981201,200
WBCIC_MI,sub-10,S2,P_ONLY_TRANSFER_GATE,0.8300000000000001,0.8293857888398234,0.5661328434944153,200
WBCIC_MI,sub-10,S2,RANDOM_TRANSFER_GATE,0.8300000000000001,0.8293857888398234,0.566821277141571,200
WBCIC_MI,sub-10,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.8300000000000001,0.8293857888398234,0.5659803748130798,200
WBCIC_MI,sub-15,S2,BASELINE,0.715,0.6968004468203941,0.6340599656105042,200
WBCIC_MI,sub-15,S2,P_ONLY_TRANSFER_GATE,0.715,0.6968004468203941,0.6335885524749756,200
WBCIC_MI,sub-15,S2,RANDOM_TRANSFER_GATE,0.72,0.7028862478777589,0.6340211629867554,200
WBCIC_MI,sub-15,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.72,0.7028862478777589,0.6335270404815674,200
WBCIC_MI,sub-20,S2,BASELINE,0.47,0.3805516596540439,0.7051152586936951,200
WBCIC_MI,sub-20,S2,P_ONLY_TRANSFER_GATE,0.47,0.3805516596540439,0.7053751945495605,200
WBCIC_MI,sub-20,S2,RANDOM_TRANSFER_GATE,0.47,0.3805516596540439,0.705109715461731,200
WBCIC_MI,sub-20,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.47,0.3805516596540439,0.7053523063659668,200
WBCIC_MI,sub-39,S2,BASELINE,0.82,0.816905706438816,0.5974829196929932,200
WBCIC_MI,sub-39,S2,P_ONLY_TRANSFER_GATE,0.82,0.816905706438816,0.5970862507820129,200
WBCIC_MI,sub-39,S2,RANDOM_TRANSFER_GATE,0.82,0.816905706438816,0.5974441766738892,200
WBCIC_MI,sub-39,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.82,0.816905706438816,0.59685879945755,200
WBCIC_MI,sub-40,S2,BASELINE,0.815,0.8110268392962026,0.5866718888282776,200
WBCIC_MI,sub-40,S2,P_ONLY_TRANSFER_GATE,0.815,0.8110268392962026,0.586496114730835,200
WBCIC_MI,sub-40,S2,RANDOM_TRANSFER_GATE,0.815,0.8110268392962026,0.5866305828094482,200
WBCIC_MI,sub-40,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.815,0.8110268392962026,0.5863244533538818,200
WBCIC_MI,sub-43,S2,BASELINE,0.9650000000000001,0.9649570724137068,0.5038661360740662,200
WBCIC_MI,sub-43,S2,P_ONLY_TRANSFER_GATE,0.9650000000000001,0.9649570724137068,0.5022979974746704,200
WBCIC_MI,sub-43,S2,RANDOM_TRANSFER_GATE,0.9650000000000001,0.9649570724137068,0.503823459148407,200
WBCIC_MI,sub-43,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9650000000000001,0.9649570724137068,0.5022346377372742,200
WBCIC_MI,sub-46,S2,BASELINE,0.9550000000000001,0.9549086900974473,0.5161390900611877,200
WBCIC_MI,sub-46,S2,P_ONLY_TRANSFER_GATE,0.9550000000000001,0.9549086900974473,0.5150189399719238,200
WBCIC_MI,sub-46,S2,RANDOM_TRANSFER_GATE,0.9550000000000001,0.9549086900974473,0.5161052942276001,200
WBCIC_MI,sub-46,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.96,0.9599358974358975,0.5149306654930115,200
WBCIC_MI,sub-51,S2,BASELINE,0.745,0.7314022383146808,0.5683696866035461,200
WBCIC_MI,sub-51,S2,P_ONLY_TRANSFER_GATE,0.745,0.7314022383146808,0.5671098232269287,200
WBCIC_MI,sub-51,S2,RANDOM_TRANSFER_GATE,0.745,0.7314022383146808,0.5683220624923706,200
WBCIC_MI,sub-51,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.745,0.7314022383146808,0.5670108199119568,200
