task,subject,session,variant,baseline_errors_rescued,baseline_correct_damaged,trials,label,tau_norm_all_mean,tau_norm_rescued_mean,tau_norm_damaged_mean,intervention_norm_all_mean,intervention_norm_rescued_mean,intervention_norm_damaged_mean,relative_intervention_all_mean,relative_intervention_rescued_mean,relative_intervention_damaged_mean,gate_mean_all_mean,gate_mean_rescued_mean,gate_mean_damaged_mean,gate_low_fraction_all_mean,gate_low_fraction_rescued_mean,gate_low_fraction_damaged_mean,gate_high_fraction_all_mean,gate_high_fraction_rescued_mean,gate_high_fraction_damaged_mean,direction_dot_pfull_all_mean,direction_dot_pfull_rescued_mean,direction_dot_pfull_damaged_mean,pc_disagreement_all_mean,pc_disagreement_rescued_mean,pc_disagreement_damaged_mean
OpenBMI_MI,4,S1,P_ONLY_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.7798807621002197,,,0.009957073256373405,,,0.007936487905681133,,,0.9955139756202698,,,0.0,,,0.0,,,-0.1443360596895218,,,0.20000000298023224,,
OpenBMI_MI,4,S1,RANDOM_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.6207888126373291,,,0.011226756498217583,,,0.02043905295431614,,,0.9976148009300232,,,0.01600000075995922,,,0.00570000009611249,,,-0.061300620436668396,,,0.3839999735355377,,
OpenBMI_MI,4,S1,PROTECTED_NATIVE_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.7798807621002197,,,0.00868416391313076,,,0.007760616485029459,,,0.9944919347763062,,,0.0,,,0.0,,,-0.12462135404348373,,,0.20000000298023224,,
OpenBMI_MI,12,S1,P_ONLY_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,1.032505750656128,,,0.012772738002240658,,,0.008705072104930878,,,0.9972470998764038,,,0.0,,,0.0,,,-0.05133448913693428,,,0.24199998378753662,,
OpenBMI_MI,12,S1,RANDOM_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.8903364539146423,,,0.015771638602018356,,,0.01787741482257843,,,0.9974186420440674,,,0.013499999418854713,,,0.006000000052154064,,,-0.09215200692415237,,,0.5059999823570251,,
OpenBMI_MI,12,S1,PROTECTED_NATIVE_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,1.032505750656128,,,0.011386117897927761,,,0.0077805775217711926,,,0.9965248703956604,,,0.0,,,0.0,,,-0.06683226674795151,,,0.24199998378753662,,
OpenBMI_MI,13,S1,P_ONLY_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,1.3255326747894287,,,0.01735362596809864,,,0.009495153091847897,,,0.9960414171218872,,,0.0,,,0.0,,,-0.12037844955921173,,,0.2940000295639038,,
OpenBMI_MI,13,S1,RANDOM_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,1.222337245941162,,,0.01766849309206009,,,0.014965355396270752,,,0.9972432851791382,,,0.007499999832361937,,,0.0024999999441206455,,,-0.145261749625206,,,0.42800000309944153,,
OpenBMI_MI,13,S1,PROTECTED_NATIVE_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,1.3255326747894287,,,0.014459379017353058,,,0.007754615042358637,,,0.9962665438652039,,,0.0,,,0.0,,,-0.10634537041187286,,,0.2940000295639038,,
OpenBMI_MI,17,S1,P_ONLY_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.9205189347267151,,,0.011590096168220043,,,0.008514567278325558,,,0.9958387017250061,,,0.0,,,0.0,,,-0.11918394267559052,,,0.2619999945163727,,
OpenBMI_MI,17,S1,RANDOM_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.7668503522872925,,,0.011817744001746178,,,0.01633523777127266,,,0.9976771473884583,,,0.010400000028312206,,,0.0038999998942017555,,,-0.11088987439870834,,,0.5360000133514404,,
OpenBMI_MI,17,S1,PROTECTED_NATIVE_TRANSFER_GATE,0,0,100,POST_HOC_HELDOUT_DIAGNOSTIC,0.9205189347267151,,,0.009739900007843971,,,0.007110342383384705,,,0.9957438111305237,,,0.0,,,0.0,,,-0.07096268981695175,,,0.2619999945163727,,
