subject,ba,run,model
11,0.655,fold-1/seed-1,control
17,0.71,fold-1/seed-1,control
19,0.795,fold-1/seed-1,control
22,0.71,fold-1/seed-1,control
3,0.89,fold-1/seed-1,control
38,0.685,fold-1/seed-1,control
40,0.75,fold-1/seed-1,control
50,0.515,fold-1/seed-1,control
7,0.625,fold-1/seed-1,control
