subject,ba,run,model
11,0.64,fold-1/seed-1,method
17,0.69,fold-1/seed-1,method
19,0.8,fold-1/seed-1,method
22,0.73,fold-1/seed-1,method
3,0.88,fold-1/seed-1,method
38,0.71,fold-1/seed-1,method
40,0.7,fold-1/seed-1,method
50,0.52,fold-1/seed-1,method
7,0.645,fold-1/seed-1,method
