subject,ba,run,model
11,0.625,fold-1/seed-0,method
17,0.675,fold-1/seed-0,method
19,0.76,fold-1/seed-0,method
22,0.7250000000000001,fold-1/seed-0,method
3,0.89,fold-1/seed-0,method
38,0.7,fold-1/seed-0,method
40,0.765,fold-1/seed-0,method
50,0.525,fold-1/seed-0,method
7,0.6950000000000001,fold-1/seed-0,method
