task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_SSVEP,4,S1,PCA_POSITIVE_ONLY_ROUTING,0.20272096991539001,0.18829560279846191,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,SHUFFLED_UTILITY_ROUTING,0.010310082696378231,0.007886432111263275,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,PCA_SIGNED_UTILITY_ROUTING,0.20272096991539001,0.18829560279846191,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_0,0.0032428645063191652,0.002397415228188038,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_1,0.003209373913705349,0.002465005498379469,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_2,0.003525364678353071,0.0025649545714259148,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_3,0.003096611239016056,0.0022149558644741774,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S1,RANDOM_BASIS_4,0.0022166557610034943,0.0016349005745723844,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,PCA_POSITIVE_ONLY_ROUTING,0.19221238791942596,0.169590562582016,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,SHUFFLED_UTILITY_ROUTING,0.010789642110466957,0.007552220951765776,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,PCA_SIGNED_UTILITY_ROUTING,0.19221238791942596,0.169590562582016,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_0,0.0033704095985740423,0.0024365424178540707,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_1,0.0033688293769955635,0.002401563338935375,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_2,0.0039008597377687693,0.0026441412046551704,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_3,0.0032311079557985067,0.002307223156094551,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,4,S2,RANDOM_BASIS_4,0.0023319486062973738,0.0017241120804101229,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
