epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7564983164983164,0.7,0.613939393939394,0.9555555555555555,0.4089420476445445,3.486786233054267,3.895728274627968,0.9960206305539167,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,9.191911697387695
1,0.7548989898989898,0.6950000000000001,0.6135858585858586,0.956111111111111,0.4050958885086907,3.37440123822954,3.7794971289458097,1.0804945385014568,0.0,0.0,0.0,0.0,19,0.66690279637788,1.0,16.78909158706665
2,0.7539337822671156,0.6916666666666667,0.6195791245791247,0.9505555555555556,0.4012290686368942,3.2480040744498924,3.6492331248742564,1.0545177691512637,0.025,0.015,0.025,0.034999999999999996,19,0.66690279637788,1.0,24.38900136947632
3,0.7565600448933782,0.7,0.6113468013468013,0.9583333333333334,0.4013569045949865,3.1777772859290794,3.5791341684482716,1.1061100021556571,0.05,0.03,0.05,0.06999999999999999,19,0.66690279637788,1.0,31.977842330932617
4,0.7541189674523009,0.6977777777777778,0.6095791245791246,0.9550000000000001,0.40217244073196695,3.680177931432371,4.082350373268127,1.1012395907331396,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7023099143276421,0.5528720184344325,41.67830419540405
5,0.7550617283950617,0.6966666666666667,0.6151851851851853,0.9533333333333334,0.3976465607130969,3.5806699328952365,3.978316479259067,1.0369388692908816,0.1,0.06,0.1,0.13999999999999999,19,0.7023099143276421,0.5528720184344325,49.26931667327881
6,0.7582716049382716,0.7033333333333334,0.617037037037037,0.9544444444444445,0.39762721017554953,3.5324351346051253,3.930062351403413,1.0487341494471938,0.1,0.06,0.1,0.13999999999999999,19,0.7023099143276421,0.5528720184344325,57.01121926307678
7,0.7542312008978674,0.7027777777777777,0.6043602693602693,0.9555555555555555,0.3998177239188441,3.490941555411727,3.890759264981305,1.0462625368877694,0.1,0.06,0.1,0.13999999999999999,19,0.7023099143276421,0.5528720184344325,64.57757782936096
8,0.7539506172839506,0.7033333333333334,0.6074074074074074,0.9511111111111111,0.3998362786240048,3.5141795608732433,3.9140158317707203,1.0165373550521002,0.1,0.06,0.1,0.13999999999999999,19,0.7658354610711356,0.5084561213181422,74.43035221099854
9,0.7613243546576879,0.7033333333333334,0.6261952861952862,0.9544444444444444,0.39477572507328457,3.470048944155375,3.8648246659172907,1.087194863292906,0.1,0.06,0.1,0.13999999999999999,19,0.7658354610711356,0.5084561213181422,82.16869473457336
10,0.7540347923681257,0.6933333333333334,0.6148821548821548,0.9538888888888888,0.3970308088594013,3.3964337640338473,3.7934645590958773,1.0641152604862496,0.1,0.06,0.1,0.13999999999999999,19,0.7658354610711356,0.5084561213181422,90.0047357082367
11,0.7592087542087542,0.7016666666666667,0.6220707070707071,0.9538888888888888,0.40081127098313085,3.3596046368281045,3.7604159116744995,1.092325653190966,0.1,0.06,0.1,0.13999999999999999,19,0.7658354610711356,0.5084561213181422,97.80137133598328
