model,task,fold,epoch,trajectory_provenance,C_effect_norm,C_margin_sign_flip,C_prediction_flip,C_to_C_rep,C_to_P_norm,C_to_P_rep,C_to_P_true_margin,C_total_norm,PC_prediction_flip_disagreement_rate,P_effect_norm,P_margin_sign_flip,P_prediction_flip,P_to_C_norm,P_to_C_rep,P_to_C_true_margin,P_to_P_rep,P_total_norm,interaction_main_ratio,interaction_norm,pair_count,session,subject
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.8422638233751059,0.0,0.6875,9.638992220163345,0.42360794357955456,1.3588719833642244,0.025616044644266367,0.8422638531774282,0.5625,0.4523531529121101,0.0,0.25,0.141517272364581,0.9705450218170881,-0.11210846854373813,1.2482088096439838,0.452353133528959,0.05457951624703128,0.06871753942687064,16,1,1
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.9554177466779947,0.0,0.5625,10.102327287197113,0.43688696809113026,1.377873195335269,-0.1450300421565771,0.9554177112877369,0.5,0.5199197239708155,0.0,0.3125,0.15284218138549477,0.9844125770032406,-0.10662095947191119,1.209658077917993,0.519919783109799,0.07897657103603706,0.12599663666333072,16,2,1
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.5344915548339486,0.0625,0.3125,9.19213730096817,0.35456843744032085,1.4141906406730413,-0.3690872476436198,0.5344915525056422,0.5,0.578627466224134,0.0,0.3125,0.1838629492558539,1.0413159672170877,-0.1397219430655241,1.216712724417448,0.5786274550482631,0.06701218409580179,0.07366492766595911,16,1,10
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.6143714778590947,0.0,0.3125,9.234593123197556,0.291797784389928,1.3308041021227837,-0.16640462120994925,0.614371485891752,0.4375,0.35837627223190793,0.0,0.125,0.10679174726828933,0.6666095787659287,-0.002264093142002821,0.8598333857953548,0.35837620202255493,0.0446958070861001,0.04021249945071759,16,2,10
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.4863553363829851,0.0625,0.3125,9.555540889501572,0.29253466380760074,1.1620444981381297,-0.13628481049090624,0.4863553489558399,0.375,0.4079743034671992,0.0,0.1875,0.10671971541887615,0.9409020747989416,-0.07414308376610279,1.3021776042878628,0.40797433466650546,0.04370472420123406,0.039782100182492286,16,1,14
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.38100994122214615,0.0,0.1875,9.048316925764084,0.29112214408814907,1.1946167135611176,-0.10786127019673586,0.3810099478578195,0.5625,0.5018221545033157,0.0,0.5,0.14611153828445822,0.9853211864829063,0.11983953369781375,1.2659860886633396,0.501822201651521,0.05659112345892936,0.05183416926229256,16,2,14
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.6882907410617918,0.0,0.5,9.41479304432869,0.3398483474738896,1.2400357201695442,-0.3943098643794656,0.6882907315157354,0.6875,0.5354138340335339,0.0,0.3125,0.1745125085581094,1.2180104292929173,-0.030161517206579447,1.5722202472388744,0.535413816338405,0.039971868976863334,0.04605385145623586,16,1,16
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.9012522133998573,0.0,0.4375,9.970345318317413,0.5684969089925289,1.8519025295972824,-0.5039541926234961,0.9012522492557764,0.3125,0.877207662910223,0.0,0.375,0.24576800467912108,1.682571966201067,-0.18923468701541424,2.016818717122078,0.877207706682384,0.109739420178812,0.17028712725732476,16,2,16
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.6364245345757809,0.0,0.375,8.853765815496445,0.3980099447071552,1.3455255329608917,-0.1428631255403161,0.6364245353324804,0.4375,0.4930793568491936,0.0,0.3125,0.14696712687145919,1.0425397623330355,-0.10199346160516143,1.408864427357912,0.493079349398613,0.057007882656762376,0.05235514973173849,16,1,19
EEGNet,OpenBMI_MI,4,6,RETRAINED_REPLICA_TRAJECTORY,0.635708432761021,0.125,0.375,9.297092229127884,0.4301401125267148,1.7067073360085487,-0.3637884557247162,0.6357084740884602,0.5625,0.6143880251911469,0.0625,0.3125,0.18699330641538836,1.1646628277376294,-0.056735578924417496,1.4624896394088864,0.6143880036543123,0.08585788524942473,0.08212683245074004,16,2,19
