stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[1, 2, 7, 9, 10, 11, 15, 17]",cfe0507e104fee9a7144dd1234260d0fdf7cc6cc8db0cc907a178d863017437c,5053f334cdea16e3d7cb67658a47a6a144ec3ffde829163df33af9940d1b2fbe,6,-3.349896792551969e-08,8,0.08248875957684168,1.8248042010782228e-07,"[[5, 0], [6, 1], [6, 0], [4, 0], [4, 1], [5, 1], [2, 0], [5, 2], [3, 1], [5, 7]]",1.7846847271130173e-06
classifier_input,16,1,"[2, 4, 6, 7, 10, 13, 17, 19]",5c4d8f5955c04c51747c53099bc49b43790ab3ad269be9c2c76f887b3edb09ef,17b13ce71d06e592ea5dc18a9c41e5fb7e4480afd9c4c184d68794454427e555,6,-4.025887284283177e-08,8,0.08298631689449916,1.8188350736636494e-07,"[[5, 0], [4, 2], [5, 2], [4, 0], [7, 0], [5, 14], [6, 0], [1, 0], [5, 1], [1, 1]]",1.7843588437926883e-06
classifier_input,16,2,"[0, 2, 4, 7, 8, 10, 17, 18]",37b74487992a91d84f4c971d1fe3f3dda06414b90f2c1b7fdbeee96c9f05981a,3e017bd6fd6611d063ebc3038a29fca2f1447128742a5a90c673106007e3b7cd,6,-3.9928814417796354e-08,8,0.08309130064183985,1.8456798045463074e-07,"[[5, 1], [5, 0], [4, 0], [7, 1], [2, 0], [5, 2], [7, 0], [4, 1], [4, 7], [6, 1]]",1.7868774762064277e-06
classifier_input,16,3,"[1, 2, 4, 6, 14, 16, 17, 19]",d2165459f06ca4c419a2eb077c51d9097c8ea7c78163990c6fb6d7ff6491258f,e8917d343e5bbad9d0663749494b013598e0d07cf6a4973238e647b26dd4751c,6,-4.192046666832519e-08,8,0.0838437767192486,1.8969106463373464e-07,"[[4, 1], [4, 0], [5, 1], [4, 2], [3, 1], [2, 1], [7, 0], [5, 0], [7, 1], [5, 2]]",1.800618377956198e-06
classifier_input,16,4,"[2, 6, 7, 13, 14, 16, 17, 18]",25ee27d4b535252510e6c9759717e3352c13e5e6c47f90862451e9fdeae5c74d,032bb9ffc3d76534fe4fdac361ef97d7db2859d6b1a62fe3642c5fa70c36c349,6,-4.146214608683844e-08,8,0.08397481145371309,1.841382157863336e-07,"[[3, 1], [5, 1], [3, 2], [7, 1], [4, 1], [4, 2], [2, 1], [4, 0], [7, 2], [6, 1]]",1.799454807382972e-06
classifier_input,16,5,"[0, 1, 2, 3, 9, 10, 14, 16]",5bd96b70261b73359fe7c19ae1ae9595a77d1a09fe6698be13db6821a46edd25,a5af984a606197e78a9660ec7f395288b289c0024c33a9f2ac42d2afcabfd66d,6,-4.9508800881170604e-08,8,0.08332572345799961,1.8312837823941663e-07,"[[5, 0], [5, 1], [6, 0], [6, 2], [7, 1], [5, 2], [3, 0], [7, 2], [4, 1], [7, 0]]",1.788633170463072e-06
classifier_input,16,6,"[0, 1, 4, 6, 10, 15, 16, 17]",d679ca6524ab1abd496212546b4d93c67fa19679614a2502592e37f9a316201a,293073e2dc93d4a9973ea85869a3b71aab14c2152427bbb7ed5f6d0de8b1cc19,6,-4.4696279314730224e-08,8,0.08283623588097117,1.828391305025434e-07,"[[5, 2], [4, 2], [5, 0], [6, 1], [4, 0], [4, 1], [6, 2], [5, 1], [7, 0], [6, 0]]",1.787671138231417e-06
classifier_input,16,7,"[0, 2, 3, 4, 6, 7, 9, 11]",0240977835518b0cc143bca8606b94e70771bffde22fd2bb10e4ba1919f90251,ba4b09a5cbde63a01ae9135105b6bc2a25583caf73cb238bbc8e7bc01ef58696,6,-4.2040006216955326e-08,8,0.08283609342467003,1.8654958466868266e-07,"[[7, 0], [7, 2], [5, 0], [7, 1], [3, 0], [2, 0], [7, 3], [6, 1], [7, 8], [4, 0]]",1.789157948905995e-06
classifier_input,16,8,"[0, 1, 2, 12, 16, 17, 18, 19]",a576732d733882af9d88083e4a85a43244c967f33ea72046ddf6cb00a77c0c2b,c2b078d6c47e5187f9a2a11f517f3bfb6dc2a7520296e16e5a9eef39a8669d21,6,-2.8123465837618744e-08,8,0.0833296076299808,1.857114853009989e-07,"[[4, 1], [6, 1], [3, 1], [7, 1], [4, 0], [3, 0], [3, 2], [7, 0], [7, 2], [5, 1]]",1.7950126078858375e-06
classifier_input,16,9,"[1, 5, 8, 12, 13, 16, 17, 18]",f067f3e080e29f45e362c5ac7f598a62f81092b7558f1d942b43b0f540e8673e,fe2e4387e1bd172197468ea24863cdca7854212819664e87bbcc7df44815c0c3,6,-4.379612995967601e-08,8,0.08295945190293684,1.8712532323661435e-07,"[[4, 0], [3, 0], [4, 1], [3, 1], [2, 0], [6, 0], [5, 1], [5, 0], [7, 1], [4, 2]]",1.790709731608331e-06
classifier_input,16,10,"[0, 3, 4, 6, 9, 12, 18, 19]",9d7b2e2e89590978093b2e6c1b31d91cec0f1f6a90b2e158d4d21fc80b36f8da,6c8224f6d95577954d4805091e98a15137ce64bb4aa092fda0650229544b9d7c,6,-3.826945821720311e-08,8,0.08280151072935897,1.7982134181693255e-07,"[[5, 0], [4, 0], [5, 1], [2, 1], [7, 0], [6, 1], [3, 1], [4, 1], [6, 0], [4, 9]]",1.779306586513485e-06
classifier_input,16,11,"[5, 7, 8, 9, 14, 15, 17, 19]",5414f5fc92a28af14f9b1d9898e31abb00343d525fc5bf0eb5d75a5e035e05a5,29e984575ac3c18520c4095de0eca76afa33775bbaee131db7b56c2534598b4a,6,-4.104084852703712e-08,8,0.08269734461460822,1.825783186859553e-07,"[[3, 0], [4, 1], [7, 1], [2, 0], [5, 1], [1, 1], [5, 0], [2, 1], [6, 0], [5, 9]]",1.7845758577550441e-06
classifier_input,16,12,"[1, 5, 6, 7, 8, 9, 16, 17]",fa6fa7d4a6f2374e2d06321a80cc3d00b6cd3c95296b62c5359575355891435a,f1d98fe1b807ce014a8df119df4c08436c95c3eb9572ac84ad6feef5ad793afc,6,-4.2589742177412404e-08,8,0.0831139355853402,1.8410888458220143e-07,"[[6, 0], [5, 0], [4, 0], [7, 0], [3, 0], [1, 0], [0, 0], [6, 1], [2, 0], [5, 12]]",1.7809699528470446e-06
classifier_input,16,13,"[2, 5, 6, 9, 10, 11, 12, 16]",4eae30cae376d128a58d52f73943783910a1ace0ac4ca09eadf38353ceb841d9,2c861f3d32bd66749d94009a79d4fde257c88d9435e6dc317f89dad4415f2045,6,-3.7675450877590795e-08,8,0.08283193258408639,1.8312145755317033e-07,"[[5, 0], [7, 0], [4, 0], [6, 0], [7, 1], [5, 2], [6, 2], [3, 0], [5, 3], [5, 1]]",1.7887163892282842e-06
