task,block,directions,rank,persistence_strength,raw_utility_CE,raw_BA_drop,random_draws,random_mean_utility_CE,random_std_utility_CE,random_percentile_utility_CE,calibrated_utility_CE,calibrated_BA_drop,inner_fit_subjects,inner_eval_subjects,probe_refit_after_intervention,task_base_risk_CE,task_base_BA
mi,0,"[0, 1, 2, 3, 4, 5]",6,0.6124842166900635,0.0014741603458785502,-0.0025639173768597923,100,0.04593351511306579,0.02061304560681093,0.0,-0.04445935476718724,-0.07309197879976444,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5373356457540297,0.7958505094501049
mi,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2103836089372635,0.04335912027961153,0.06587017633529257,100,0.03022908424726361,0.014146395521058447,0.8,0.01313003603234792,0.023898737763752946,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5373356457540297,0.7958505094501049
mi,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051063746213912964,0.06945817816324384,0.09933721485794278,100,0.021825266268947097,0.012161080403373313,1.0,0.04763291189429675,0.06012836253736151,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5373356457540297,0.7958505094501049
erp,0,"[0, 1, 2, 3, 4, 5]",6,0.6124842166900635,0.003070480464845704,0.0,100,0.0067776486334338824,0.0035113356869322597,0.11,-0.0037071681685881784,-0.0010883260729424998,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5113060186967315,0.5024271844660194
erp,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2103836089372635,0.003924775306371031,-0.004854368932038833,100,0.008969051908879243,0.004412542849714035,0.11,-0.005044276602508212,-0.007149743118907606,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5113060186967315,0.5024271844660194
erp,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051063746213912964,0.014069437130801221,0.0029302025746713034,100,0.004791610260195713,0.0014736798785444096,1.0,0.009277826870605507,0.0039253482057392645,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5113060186967315,0.5024271844660194
ssvep,0,"[0, 1, 2, 3, 4, 5]",6,0.6124842166900635,0.007451127541482583,0.0,100,0.10272417386379247,0.05658387900181151,0.01,-0.09527304632230989,-0.05967077549495142,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8304542530761871,0.9506215440116662
ssvep,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2103836089372635,0.060196515381671256,0.03361611772977646,100,0.0925070144680387,0.04215346200875495,0.29,-0.03231049908636745,-0.008684873607587858,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8304542530761871,0.9506215440116662
ssvep,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051063746213912964,0.21725245713078833,0.1382655132681937,100,0.03779395814985176,0.02503099702368547,1.0,0.17945849898093658,0.11941798762889307,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8304542530761871,0.9506215440116662
