task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
WBCIC_MI,3,S0,PCA_POSITIVE_ONLY_ROUTING,0.08292470127344131,0.01975647360086441,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,SHUFFLED_UTILITY_ROUTING,0.010861165821552277,0.002213713712990284,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,PCA_SIGNED_UTILITY_ROUTING,0.0838402509689331,0.01931917667388916,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,RANDOM_BASIS_0,0.0012585846707224846,0.0002866097493097186,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,RANDOM_BASIS_1,0.013319388963282108,0.0026266821660101414,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,RANDOM_BASIS_2,0.003397054271772504,0.000689258798956871,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,RANDOM_BASIS_3,0.005638191010802984,0.0009400850394740701,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S0,RANDOM_BASIS_4,0.005670461803674698,0.001152698416262865,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,PCA_POSITIVE_ONLY_ROUTING,0.08154450356960297,0.019844386726617813,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,SHUFFLED_UTILITY_ROUTING,0.009853769093751907,0.002231949009001255,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,PCA_SIGNED_UTILITY_ROUTING,0.08221855014562607,0.019963102415204048,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,RANDOM_BASIS_0,0.0010428163222968578,0.00028763344744220376,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,RANDOM_BASIS_1,0.011057236231863499,0.002829540055245161,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,RANDOM_BASIS_2,0.003373188665136695,0.0006844227900728583,1.1920928955078125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,RANDOM_BASIS_3,0.004104073625057936,0.001027583610266447,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S1,RANDOM_BASIS_4,0.0042366343550384045,0.0012012568768113852,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,PCA_POSITIVE_ONLY_ROUTING,0.08545885980129242,0.020274393260478973,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,SHUFFLED_UTILITY_ROUTING,0.010656027123332024,0.0024701685179024935,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,PCA_SIGNED_UTILITY_ROUTING,0.08534589409828186,0.02008974552154541,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,RANDOM_BASIS_0,0.0013114558532834053,0.0003049896040465683,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,RANDOM_BASIS_1,0.013512424193322659,0.003077846020460129,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,RANDOM_BASIS_2,0.003185112029314041,0.0007214336073957384,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,RANDOM_BASIS_3,0.0041396780870854855,0.0010288376361131668,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,3,S2,RANDOM_BASIS_4,0.006168697960674763,0.0013269527116790414,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
