model,task,fold,seed,layer_name,KL_to_native,PCA_C_dim,actual_C_dim,centered_logit_R2,family,hard_prediction_agreement,logit_cosine,native_margin_correlation,selected_bilinear_rank,subject_id,delta_R2_over_additive
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.35763978958129883,16,16,-0.08063328266143799,matched_MLP,0.5625,0.1249999925494194,0.11794546686215766,1,32,-0.04283607006072998
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.35618162155151367,16,16,-0.25157690048217773,matched_MLP,0.640625,0.28125,0.09238484400860786,1,33,-0.04670608043670654
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2889898121356964,16,16,-0.05428421497344971,matched_MLP,0.609375,0.21875,0.15183478499819583,1,38,0.01716470718383789
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.380246639251709,16,16,-0.23928022384643555,matched_MLP,0.609375,0.21875,-0.06749766287601487,1,47,1.142026662826538
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3662630617618561,32,32,0.05904412269592285,additive,0.609375,0.21875,0.06666478568676883,2,3,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2937169671058655,32,32,0.07932811975479126,additive,0.578125,0.15625,0.20570068177013348,2,5,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.37737005949020386,32,32,0.08120661973953247,additive,0.65625,0.3125,-0.07959721494750507,2,6,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.25162237882614136,32,32,0.00998777151107788,additive,0.578125,0.15625,-0.21740285812688395,2,15,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3170436918735504,32,32,-0.03511857986450195,additive,0.515625,0.0312500037252903,-0.06491071075567559,2,32,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.330745130777359,32,32,-0.20573842525482178,additive,0.609375,0.21875,0.08726538111023645,2,33,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2549513578414917,32,32,-0.024804353713989258,additive,0.5625,0.1250000298023224,0.20760131810827265,2,38,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.5308469533920288,32,32,-0.9780596494674683,additive,0.578125,0.15625,-0.11709516702267486,2,47,
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3972592353820801,32,32,0.009120345115661621,bilinear,0.59375,0.1875,-0.08878217336549847,2,3,-0.04992377758026123
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2929346263408661,32,32,0.08368891477584839,bilinear,0.59375,0.1875000298023224,0.26006960526833156,2,5,0.004360795021057129
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.4269059896469116,32,32,0.03605407476425171,bilinear,0.671875,0.34375,-0.1456735306720689,2,6,-0.04515254497528076
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2505369186401367,32,32,0.02190268039703369,bilinear,0.515625,0.031249992549419403,-0.19579576513230487,2,15,0.01191490888595581
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.313312292098999,32,32,-0.018818140029907227,bilinear,0.546875,0.09375,-0.01107100713108676,2,32,0.016300439834594727
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.32904332876205444,32,32,-0.19361186027526855,bilinear,0.609375,0.21875,0.09217624428007463,2,33,0.012126564979553223
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.2557545304298401,32,32,-0.023704051971435547,bilinear,0.515625,0.031250014901161194,0.23400101376984772,2,38,0.001100301742553711
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.5351321697235107,32,32,-1.032959222793579,bilinear,0.65625,0.3125,-0.18430810593212946,2,47,-0.05489957332611084
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3726996183395386,32,32,0.06617307662963867,matched_MLP,0.609375,0.21875,0.08140524100792405,2,3,0.00712895393371582
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.4057796001434326,32,32,-0.09626996517181396,matched_MLP,0.578125,0.15625,0.23558328957751426,2,5,-0.17559808492660522
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.34608155488967896,32,32,0.22223246097564697,matched_MLP,0.6875,0.375,0.17144436310461703,2,6,0.1410258412361145
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3317197263240814,32,32,-0.10180413722991943,matched_MLP,0.53125,0.0625000074505806,-0.15009982813876813,2,15,-0.11179190874099731
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.362121045589447,32,32,-0.06512439250946045,matched_MLP,0.515625,0.031249990686774254,0.006468535322524616,2,32,-0.030005812644958496
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.36425352096557617,32,32,-0.21549880504608154,matched_MLP,0.59375,0.1875,0.1519630536382465,2,33,-0.009760379791259766
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.3278958201408386,32,32,-0.10431575775146484,matched_MLP,0.609375,0.2187500149011612,0.1773781537029169,2,38,-0.07951140403747559
EEGNet,OpenBMI_MI,0,0,temporal_bn,0.46006840467453003,32,32,-0.46720564365386963,matched_MLP,0.609375,0.21875,0.012867061376432528,2,47,0.5108540058135986
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.16086426377296448,16,16,0.5695680975914001,additive,0.78125,0.5625,0.4467242044332435,2,3,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1421739161014557,16,16,0.5018024444580078,additive,0.84375,0.6875,0.3860716924332145,2,5,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.10277099907398224,16,16,0.6731079816818237,additive,0.859375,0.71875,0.598664557752406,2,6,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1997646540403366,16,16,0.3138073682785034,additive,0.734375,0.46875,0.29621129331313883,2,15,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.18047207593917847,16,16,0.43046635389328003,additive,0.75,0.5,0.37279422249931654,2,32,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.12050537765026093,16,16,0.4860195517539978,additive,0.859375,0.71875,0.4876420048856949,2,33,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.11897453665733337,16,16,0.4505733251571655,additive,0.828125,0.65625,0.7037663995922127,2,38,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.21726924180984497,16,16,0.19650036096572876,additive,0.6875,0.375,0.28626002215137125,2,47,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.13968369364738464,16,16,0.6372712850570679,bilinear,0.8125,0.625,0.5459532070044565,2,3,0.06770318746566772
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.14504587650299072,16,16,0.4509430527687073,bilinear,0.84375,0.6875,0.3495254950380399,2,5,-0.05085939168930054
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.101930171251297,16,16,0.7540128231048584,bilinear,0.859375,0.71875,0.6791218255092761,2,6,0.08090484142303467
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.20187872648239136,16,16,0.371992826461792,bilinear,0.71875,0.4375,0.47172509416783864,2,15,0.058185458183288574
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.168108731508255,16,16,0.48647844791412354,bilinear,0.78125,0.5625,0.31838323228655185,2,32,0.056012094020843506
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.10935835540294647,16,16,0.5493690967559814,bilinear,0.828125,0.65625,0.5485773440425288,2,33,0.06334954500198364
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.09876307845115662,16,16,0.5566458702087402,bilinear,0.78125,0.5625,0.714877887353676,2,38,0.10607254505157471
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.14321888983249664,16,16,0.4656381607055664,bilinear,0.75,0.5,0.5108871423651477,2,47,0.26913779973983765
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1908925324678421,16,16,0.5860646963119507,matched_MLP,0.8125,0.625,0.5567520959115924,2,3,0.016496598720550537
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1302167773246765,16,16,0.6122463941574097,matched_MLP,0.796875,0.59375,0.5084531917464918,2,5,0.11044394969940186
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.09733937680721283,16,16,0.8022854328155518,matched_MLP,0.84375,0.6875,0.7143273165182048,2,6,0.12917745113372803
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.2152540385723114,16,16,0.36611276865005493,matched_MLP,0.734375,0.46875,0.4941060030134269,2,15,0.052305400371551514
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1819278597831726,16,16,0.5099866986274719,matched_MLP,0.78125,0.5625,0.37723353222353806,2,32,0.0795203447341919
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1045103371143341,16,16,0.6498193740844727,matched_MLP,0.828125,0.65625,0.5850944719310476,2,33,0.16379982233047485
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.10057507455348969,16,16,0.61262047290802,matched_MLP,0.796875,0.59375,0.6889650654802398,2,38,0.1620471477508545
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.20187842845916748,16,16,0.3514828681945801,matched_MLP,0.78125,0.5625,0.44336601902421763,2,47,0.15498250722885132
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1433112621307373,32,32,0.6185257434844971,additive,0.84375,0.6875,0.4729824172486786,2,3,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.12117312848567963,32,32,0.5630081295967102,additive,0.84375,0.6875,0.47132648291578133,2,5,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.07827073335647583,32,32,0.7214659452438354,additive,0.890625,0.78125,0.6149615126778724,2,6,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.16861435770988464,32,32,0.419686496257782,additive,0.734375,0.46875,0.39299765306960316,2,15,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.19267243146896362,32,32,0.4621400237083435,additive,0.75,0.5,0.39133614219868723,2,32,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.11301257461309433,32,32,0.5121678113937378,additive,0.859375,0.71875,0.5012012710080289,2,33,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.11885295808315277,32,32,0.4669855237007141,additive,0.828125,0.65625,0.7282101110131515,2,38,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.22858089208602905,32,32,0.16755419969558716,additive,0.71875,0.4375,0.2942327477890561,2,47,
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.11479336023330688,32,32,0.6822735071182251,bilinear,0.859375,0.71875,0.5662379001387806,2,3,0.06374776363372803
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.15522454679012299,32,32,0.525408148765564,bilinear,0.828125,0.65625,0.4506408666660673,2,5,-0.03759998083114624
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.08171113580465317,32,32,0.7876772284507751,bilinear,0.859375,0.71875,0.7040447670908979,2,6,0.0662112832069397
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.19487452507019043,32,32,0.38590115308761597,bilinear,0.75,0.5,0.4692673750568916,2,15,-0.033785343170166016
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.17971068620681763,32,32,0.4932193160057068,bilinear,0.734375,0.46875,0.3870980526251623,2,32,0.03107929229736328
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.11372758448123932,32,32,0.47238022089004517,bilinear,0.84375,0.6875,0.4744923680618113,2,33,-0.03978759050369263
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.10790211707353592,32,32,0.5378659963607788,bilinear,0.796875,0.59375,0.6890650945929638,2,38,0.0708804726600647
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.18041154742240906,32,32,0.3470471501350403,bilinear,0.765625,0.53125,0.4267382075428312,2,47,0.17949295043945312
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1585366576910019,32,32,0.6536545753479004,matched_MLP,0.828125,0.65625,0.5916722072384712,2,3,0.03512883186340332
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.13607242703437805,32,32,0.606200098991394,matched_MLP,0.828125,0.65625,0.5168719687467052,2,5,0.04319196939468384
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.07942908257246017,32,32,0.8414434790611267,matched_MLP,0.859375,0.71875,0.7605459268417747,2,6,0.11997753381729126
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.1977805346250534,32,32,0.4458361864089966,matched_MLP,0.796875,0.59375,0.5232992035710257,2,15,0.0261496901512146
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.15138429403305054,32,32,0.6033115386962891,matched_MLP,0.75,0.5,0.5224432792253623,2,32,0.14117151498794556
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.09960433095693588,32,32,0.6619746685028076,matched_MLP,0.828125,0.65625,0.6379187475847674,2,33,0.14980685710906982
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.08551979809999466,32,32,0.6760692596435547,matched_MLP,0.796875,0.59375,0.7284347018083788,2,38,0.20908373594284058
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.2154177725315094,32,32,0.25892460346221924,matched_MLP,0.75,0.5,0.352283111856788,2,47,0.09137040376663208
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10218021273612976,16,16,0.7399859428405762,additive,0.859375,0.71875,0.6874409601160729,1,3,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.11799061298370361,16,16,0.5856040716171265,additive,0.84375,0.6875,0.477901937609495,1,5,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.04144726321101189,16,16,0.8597264289855957,additive,0.90625,0.8125,0.7965811965390355,1,6,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.14996971189975739,16,16,0.483695387840271,additive,0.8125,0.625,0.39122947756403054,1,15,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.24380207061767578,16,16,0.3490985631942749,additive,0.828125,0.65625,0.27349734741878406,1,32,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10033036768436432,16,16,0.5698987245559692,additive,0.84375,0.6875,0.6064476802634661,1,33,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.08213430643081665,16,16,0.6649348735809326,additive,0.875,0.75,0.7936404754800408,1,38,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.16533759236335754,16,16,0.3997485041618347,additive,0.765625,0.53125,0.4003607178427584,1,47,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.11590290814638138,16,16,0.7100468277931213,bilinear,0.890625,0.78125,0.6654521755933811,1,3,-0.029939115047454834
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10188433527946472,16,16,0.6587588787078857,bilinear,0.890625,0.78125,0.5440562611909142,1,5,0.07315480709075928
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.03843260183930397,16,16,0.8778270483016968,bilinear,0.890625,0.78125,0.8292390844525122,1,6,0.018100619316101074
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.138276606798172,16,16,0.5294836163520813,bilinear,0.8125,0.625,0.4790304184196903,1,15,0.0457882285118103
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.2801864445209503,16,16,0.28992992639541626,bilinear,0.796875,0.59375,0.29584413765276346,1,32,-0.05916863679885864
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10083842277526855,16,16,0.6037869453430176,bilinear,0.875,0.75,0.6198625782938953,1,33,0.03388822078704834
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.07204394042491913,16,16,0.6967949867248535,bilinear,0.890625,0.78125,0.8033965259634418,1,38,0.0318601131439209
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.1258825957775116,16,16,0.5211560726165771,bilinear,0.828125,0.65625,0.47632255218340364,1,47,0.12140756845474243
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.12284249067306519,16,16,0.7514594793319702,matched_MLP,0.859375,0.71875,0.6877893262640105,1,3,0.011473536491394043
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.1461755633354187,16,16,0.6575595736503601,matched_MLP,0.859375,0.71875,0.5958132117093633,1,5,0.07195550203323364
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.045425474643707275,16,16,0.9107615947723389,matched_MLP,0.890625,0.78125,0.8741829397871889,1,6,0.051035165786743164
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.1135241687297821,16,16,0.6602933406829834,matched_MLP,0.78125,0.5625,0.6662960220803928,1,15,0.1765979528427124
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.24254971742630005,16,16,0.37677282094955444,matched_MLP,0.765625,0.53125,0.31145795145895033,1,32,0.02767425775527954
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.0823768824338913,16,16,0.714568018913269,matched_MLP,0.875,0.75,0.6650786402426894,1,33,0.1446692943572998
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06895074248313904,16,16,0.7642424702644348,matched_MLP,0.890625,0.78125,0.8117332046885924,1,38,0.0993075966835022
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.11835378408432007,16,16,0.5641785860061646,matched_MLP,0.90625,0.8125,0.5242135369267542,1,47,0.16443008184432983
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.07618683576583862,32,32,0.8009551763534546,additive,0.875,0.75,0.75806759261615,1,3,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.08475130796432495,32,32,0.6622723340988159,additive,0.890625,0.78125,0.5572165531985699,1,5,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.03370317071676254,32,32,0.8666207790374756,additive,0.9375,0.875,0.7905546336844513,1,6,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.08760103583335876,32,32,0.6519868969917297,additive,0.84375,0.6875,0.582137152711052,1,15,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.14963680505752563,32,32,0.6073107719421387,additive,0.875,0.75,0.5501519884643864,1,32,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.07261215895414352,32,32,0.6802445650100708,additive,0.84375,0.6875,0.6825697121759406,1,33,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.08356368541717529,32,32,0.6937010288238525,additive,0.890625,0.78125,0.8095967533400316,1,38,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.1548984944820404,32,32,0.436318576335907,additive,0.828125,0.65625,0.40493924185395846,1,47,
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.09191617369651794,32,32,0.7655048966407776,bilinear,0.890625,0.78125,0.7429450431901341,1,3,-0.035450279712677
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06627915799617767,32,32,0.7176468372344971,bilinear,0.90625,0.8125,0.6068773711449116,1,5,0.05537450313568115
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.03497496247291565,32,32,0.8737442493438721,bilinear,0.953125,0.90625,0.8125779028094089,1,6,0.007123470306396484
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.07383500039577484,32,32,0.6966077089309692,bilinear,0.859375,0.71875,0.681427685905189,1,15,0.0446208119392395
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.16680409014225006,32,32,0.5550979375839233,bilinear,0.796875,0.59375,0.5612511987963965,1,32,-0.05221283435821533
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.08163853734731674,32,32,0.6940110921859741,bilinear,0.84375,0.6875,0.6840384569537478,1,33,0.01376652717590332
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06603866815567017,32,32,0.7383416295051575,bilinear,0.890625,0.78125,0.841175374035512,1,38,0.04464060068130493
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.13117460906505585,32,32,0.4995797276496887,bilinear,0.828125,0.65625,0.4600863931009532,1,47,0.06326115131378174
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10228858888149261,32,32,0.7951827049255371,matched_MLP,0.890625,0.78125,0.7616863778869964,1,3,-0.0057724714279174805
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.10438896715641022,32,32,0.743492841720581,matched_MLP,0.859375,0.71875,0.6750948127825245,1,5,0.08122050762176514
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.032888494431972504,32,32,0.9150987863540649,matched_MLP,0.953125,0.90625,0.8605344060395443,1,6,0.048478007316589355
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.09498899430036545,32,32,0.7098058462142944,matched_MLP,0.796875,0.59375,0.6814444079657846,1,15,0.0578189492225647
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06655777245759964,32,32,0.804560124874115,matched_MLP,0.90625,0.8125,0.7509548352181472,1,32,0.19724935293197632
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06860677897930145,32,32,0.7752695083618164,matched_MLP,0.9375,0.875,0.73584040557196,1,33,0.0950249433517456
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.06409057229757309,32,32,0.8097519874572754,matched_MLP,0.921875,0.84375,0.8356116797370389,1,38,0.11605095863342285
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.12987151741981506,32,32,0.5104990005493164,matched_MLP,0.84375,0.6875,0.4972848944369157,1,47,0.07418042421340942
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0011419772636145353,16,16,0.9966174960136414,additive,1.0,1.0,0.9945771111350301,1,3,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.002129123779013753,16,16,0.9941349029541016,additive,1.0,1.0,0.9913182688447267,1,5,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0006020895671099424,16,16,0.9988279938697815,additive,1.0,1.0,0.9981734892261515,1,6,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0014476777287200093,16,16,0.9956291317939758,additive,0.96875,0.9375,0.9952952232831369,1,15,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0014641243033111095,16,16,0.9965003132820129,additive,0.953125,0.90625,0.9953791659209094,1,32,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.001878245733678341,16,16,0.9943113327026367,additive,1.0,1.0,0.9921491993239361,1,33,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0013317465782165527,16,16,0.9963181018829346,additive,0.96875,0.9375,0.9960979367030163,1,38,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0016697385581210256,16,16,0.9941815137863159,additive,0.96875,0.9375,0.9935765866149995,1,47,
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0010766515042632818,16,16,0.9967172741889954,bilinear,1.0,1.0,0.9947439612736123,1,3,9.97781753540039e-05
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0021490578074008226,16,16,0.994027853012085,bilinear,1.0,1.0,0.9910949101381944,1,5,-0.00010704994201660156
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0006559680332429707,16,16,0.9988273978233337,bilinear,1.0,1.0,0.9981472881788879,1,6,-5.960464477539062e-07
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0014772595604881644,16,16,0.9954697489738464,bilinear,0.96875,0.9375,0.9950785116451117,1,15,-0.00015938282012939453
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.001347775454632938,16,16,0.9967822432518005,bilinear,0.953125,0.90625,0.9957777486131031,1,32,0.00028192996978759766
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0018453794764354825,16,16,0.994293749332428,bilinear,1.0,1.0,0.9921070199772997,1,33,-1.7583370208740234e-05
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0013467164244502783,16,16,0.9963095188140869,bilinear,0.96875,0.9375,0.996082342601461,1,38,-8.58306884765625e-06
