model,task,fold,seed,layer_name,subject_id,D_JP,D_JC
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,38,0.28240707516670227,0.28970542177557945
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,47,0.35922711342573166,0.3021280914545059
EEGNet,OpenBMI_MI,0,0,embedding_64d,3,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,5,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,6,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,15,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,32,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,33,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,38,0.0,0.0
EEGNet,OpenBMI_MI,0,0,embedding_64d,47,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,3,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,5,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,6,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,15,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,32,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,33,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,38,0.0,0.0
EEGNet,OpenBMI_MI,0,0,classifier_input,47,0.0,0.0
EEGNet,OpenBMI_MI,1,0,temporal_bn,2,0.7687478065490723,0.29652465134859085
EEGNet,OpenBMI_MI,1,0,temporal_bn,14,0.4333422835916281,0.10459847189486027
EEGNet,OpenBMI_MI,1,0,temporal_bn,26,0.5272987186908722,1.2621307969093323
EEGNet,OpenBMI_MI,1,0,temporal_bn,28,0.9290124252438545,0.3022708147764206
EEGNet,OpenBMI_MI,1,0,temporal_bn,31,0.6461691111326218,0.2106141410768032
EEGNet,OpenBMI_MI,1,0,temporal_bn,35,0.851681649684906,0.9665558040142059
EEGNet,OpenBMI_MI,1,0,temporal_bn,40,0.4048394560813904,0.18242906779050827
EEGNet,OpenBMI_MI,1,0,temporal_bn,43,0.5203874260187149,0.24583760648965836
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,2,0.16353780776262283,0.32542891800403595
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,14,0.32413432747125626,0.1873493269085884
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,26,0.8687353283166885,1.7114584222435951
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,28,0.7302285730838776,0.1283114030957222
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,31,0.3636486902832985,0.19098396599292755
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,35,1.2300073504447937,2.2373947501182556
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,40,0.3695295490324497,0.13651056960225105
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,43,0.508420966565609,0.19688929617404938
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,2,0.3464852571487427,0.4163616895675659
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,14,0.3616791218519211,0.3079976588487625
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,26,0.06896688230335712,0.40416503697633743
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,28,0.3204183094203472,0.2925480604171753
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,31,0.3118405416607857,0.26662104576826096
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,35,0.24648316949605942,0.4979904443025589
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,40,0.3987293988466263,0.23418205976486206
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,43,0.3926297426223755,0.1483883634209633
EEGNet,OpenBMI_MI,1,0,embedding_64d,2,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,14,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,26,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,28,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,31,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,35,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,40,0.0,0.0
EEGNet,OpenBMI_MI,1,0,embedding_64d,43,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,2,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,14,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,26,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,28,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,31,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,35,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,40,0.0,0.0
EEGNet,OpenBMI_MI,1,0,classifier_input,43,0.0,0.0
EEGNet,OpenBMI_MI,2,0,temporal_bn,1,0.6550664752721786,0.45955123007297516
EEGNet,OpenBMI_MI,2,0,temporal_bn,8,0.38711215555667877,0.3567512035369873
EEGNet,OpenBMI_MI,2,0,temporal_bn,11,0.4980161190032959,0.5449665635824203
EEGNet,OpenBMI_MI,2,0,temporal_bn,23,0.49491003155708313,0.5412825644016266
EEGNet,OpenBMI_MI,2,0,temporal_bn,30,0.7495392858982086,0.6644477844238281
EEGNet,OpenBMI_MI,2,0,temporal_bn,48,0.07353368401527405,0.17170338332653046
EEGNet,OpenBMI_MI,2,0,temporal_bn,50,0.3500113934278488,0.10065500065684319
EEGNet,OpenBMI_MI,2,0,temporal_bn,52,0.2697286196053028,0.2537318076938391
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,1,0.3997464030981064,0.14752829261124134
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,8,0.3532680943608284,0.07530261017382145
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,11,0.4009237065911293,0.177718048915267
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,23,0.3304625153541565,0.13310430571436882
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,30,0.2883712947368622,0.05289430357515812
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,48,0.23951993137598038,0.28565527498722076
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,50,0.07221471890807152,0.3082861453294754
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,52,0.737024575471878,0.5742816627025604
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,1,0.15868044644594193,0.554443284869194
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,8,0.09181710053235292,0.22034728899598122
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,11,0.538577489554882,0.09870237484574318
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,23,0.2591296434402466,0.4110150784254074
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,30,0.2583232820034027,0.3324103131890297
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,48,0.11980536952614784,0.37517397105693817
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,50,0.5059846341609955,0.40803951770067215
EEGNet,OpenBMI_MI,2,0,depth_point_elu_pool2,52,0.32340364903211594,0.480814129114151
EEGNet,OpenBMI_MI,2,0,embedding_64d,1,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,8,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,11,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,23,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,30,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,48,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,50,0.0,0.0
EEGNet,OpenBMI_MI,2,0,embedding_64d,52,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,1,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,8,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,11,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,23,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,30,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,48,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,50,0.0,0.0
EEGNet,OpenBMI_MI,2,0,classifier_input,52,0.0,0.0
EEGNet,OpenBMI_MI,3,0,temporal_bn,10,0.5270150899887085,0.29697802662849426
EEGNet,OpenBMI_MI,3,0,temporal_bn,16,1.4874305129051208,0.44447745382785797
EEGNet,OpenBMI_MI,3,0,temporal_bn,19,0.13856714218854904,0.40624064207077026
EEGNet,OpenBMI_MI,3,0,temporal_bn,22,0.5724268853664398,0.30880239605903625
EEGNet,OpenBMI_MI,3,0,temporal_bn,27,1.176086314022541,0.5216599106788635
EEGNet,OpenBMI_MI,3,0,temporal_bn,34,0.5288075953722,0.32570136338472366
EEGNet,OpenBMI_MI,3,0,temporal_bn,45,0.16668209061026573,0.14273397251963615
EEGNet,OpenBMI_MI,3,0,temporal_bn,49,0.6770021617412567,0.39406420290470123
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,10,0.2449735403060913,0.32238300144672394
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,16,0.4880168288946152,1.5271862894296646
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,19,0.31109680235385895,0.0657590557821095
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,22,0.20284587144851685,0.22051730379462242
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,27,0.6812772154808044,0.8416235446929932
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,34,0.608013242483139,0.34628693759441376
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,45,0.3043047711253166,0.043691747821867466
EEGNet,OpenBMI_MI,3,0,spatial_elu_pool1,49,0.28103237599134445,0.14473609253764153
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,10,0.6402386054396629,0.4816330410540104
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,16,0.17394665628671646,0.1506691351532936
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,19,0.2459684982895851,0.22512388043105602
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,22,0.469151571393013,0.08250056952238083
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,27,0.8836317509412766,0.7538140118122101
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,34,0.32185299694538116,0.1199454516172409
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,45,0.19821763038635254,0.18857142888009548
EEGNet,OpenBMI_MI,3,0,depth_point_elu_pool2,49,0.39095791056752205,0.08234365098178387
EEGNet,OpenBMI_MI,3,0,embedding_64d,10,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,16,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,19,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,22,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,27,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,34,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,45,0.0,0.0
EEGNet,OpenBMI_MI,3,0,embedding_64d,49,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,10,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,16,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,19,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,22,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,27,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,34,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,45,0.0,0.0
EEGNet,OpenBMI_MI,3,0,classifier_input,49,0.0,0.0
EEGNet,OpenBMI_MI,4,0,temporal_bn,7,0.39182041585445404,0.34805896133184433
EEGNet,OpenBMI_MI,4,0,temporal_bn,9,0.36476776003837585,0.1055886298418045
EEGNet,OpenBMI_MI,4,0,temporal_bn,20,0.17065060883760452,0.059259118512272835
EEGNet,OpenBMI_MI,4,0,temporal_bn,21,0.2721523717045784,0.12881437316536903
EEGNet,OpenBMI_MI,4,0,temporal_bn,41,0.1434371992945671,0.04608340933918953
EEGNet,OpenBMI_MI,4,0,temporal_bn,44,0.19799908995628357,0.1461467742919922
EEGNet,OpenBMI_MI,4,0,temporal_bn,46,0.4459091126918793,0.49167297780513763
EEGNet,OpenBMI_MI,4,0,temporal_bn,53,0.22745870798826218,0.12294379249215126
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,7,0.16071093827486038,0.07356168096885085
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,9,0.399546816945076,0.11759169772267342
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,20,0.10961849987506866,0.3217439576983452
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,21,0.22538242116570473,0.12899759784340858
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,41,0.23362257704138756,0.19901509582996368
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,44,0.6986560970544815,0.2313486598432064
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,46,2.2357678189873695,0.6182203739881516
EEGNet,OpenBMI_MI,4,0,spatial_elu_pool1,53,0.14265423268079758,0.12889208272099495
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,7,0.49090976268053055,0.3341848626732826
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,9,0.13970769569277763,0.5255067944526672
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,20,0.14499644190073013,0.3661045432090759
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,21,0.652287445962429,0.3944231607019901
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,41,0.398481622338295,0.3173159956932068
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,44,0.11248980090022087,0.24867787212133408
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,46,0.09753436222672462,0.15386083908379078
EEGNet,OpenBMI_MI,4,0,depth_point_elu_pool2,53,0.2239780519157648,0.1386997252702713
EEGNet,OpenBMI_MI,4,0,embedding_64d,7,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,9,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,20,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,21,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,41,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,44,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,46,0.0,0.0
EEGNet,OpenBMI_MI,4,0,embedding_64d,53,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,7,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,9,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,20,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,21,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,41,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,44,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,46,0.0,0.0
EEGNet,OpenBMI_MI,4,0,classifier_input,53,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,3,1.2831967025995255,0.1294934212540587
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,5,1.3498923455675442,0.17743980201582113
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,6,0.9230164537827173,0.2684082134316365
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,15,0.8537002926071485,0.06137864120925466
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,32,0.7510968993107477,0.1339584783030053
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,33,0.972380205988884,0.1802825117483735
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,38,1.701010060807069,0.1077745258808136
EEGNet,OpenBMI_SSVEP,0,0,temporal_bn,47,1.1844503730535507,0.25699604240556556
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,3,1.563525766134262,0.38631946469346684
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,5,1.1303792297840118,0.35467890712122124
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,6,0.8542809983094534,0.5793000602473816
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,15,0.5566843723257383,0.2158381100744009
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,32,0.6096579482158025,0.32610714187224704
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,33,0.6427454625566801,0.323171512534221
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,38,1.4788541446129482,0.2798996511846781
EEGNet,OpenBMI_SSVEP,0,0,spatial_elu_pool1,47,1.1624578734238942,0.5098115876317024
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,3,1.3766567607720692,0.7272389903664589
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,5,0.8175402308503786,0.36571272773047286
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,6,0.9205575784047445,0.7644417037566503
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,15,0.4293506561468045,0.38753438244263333
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,32,0.49610605277121067,0.45568906515836716
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,33,0.8971745918194453,0.695047332594792
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,38,0.7743895798921585,0.5341188913832108
EEGNet,OpenBMI_SSVEP,0,0,depth_point_elu_pool2,47,1.1150034815073013,0.5531073150535425
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,3,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,5,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,6,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,15,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,32,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,33,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,38,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,embedding_64d,47,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,3,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,5,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,6,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,15,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,32,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,33,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,38,0.0,0.0
EEGNet,OpenBMI_SSVEP,0,0,classifier_input,47,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,2,1.2020552679896355,0.32034943501154584
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,14,0.6600230385859808,0.3466217592358589
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,26,0.7705646778146426,0.3059199204047521
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,28,1.1339605450630188,0.34853125115235645
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,31,1.2870938976605732,0.30787364145119983
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,35,0.5881308652460575,0.17293972987681627
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,40,0.9247766708334287,0.3091995219389598
EEGNet,OpenBMI_SSVEP,1,0,temporal_bn,43,1.5040186295906703,0.32054314762353897
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,2,1.189934139450391,0.6467681700984637
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,14,1.004706121981144,0.3086471886684497
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,26,0.8173565218846003,0.6367416257659594
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,28,0.6852800895770391,0.5066842970748743
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,31,1.1481824815273285,0.9954375425974528
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,35,0.39686931545535725,0.38755681986610097
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,40,0.8647567555308342,0.773439904054006
EEGNet,OpenBMI_SSVEP,1,0,spatial_elu_pool1,43,1.6079223255316417,0.8496654133001963
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,2,0.6499260018269221,1.134802649418513
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,14,0.4969710757335027,0.5550564173609018
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,26,0.433915792653958,0.6215612689654032
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,28,0.4500061944127083,0.529504251976808
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,31,0.9258430947860082,1.036442590256532
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,35,0.5141930567721525,0.6237754647930464
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,40,0.4291776493191719,0.7451669027407964
EEGNet,OpenBMI_SSVEP,1,0,depth_point_elu_pool2,43,0.9174749304850897,1.1398447751998901
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,2,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,14,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,26,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,28,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,31,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,35,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,40,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,embedding_64d,43,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,2,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,14,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,26,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,28,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,31,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,35,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,40,0.0,0.0
EEGNet,OpenBMI_SSVEP,1,0,classifier_input,43,0.0,0.0
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,1,0.803109385073185,0.18006806261837482
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,8,1.5894847363233566,0.21605012565851212
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,11,1.8667018910249074,0.15786785135666528
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,23,0.5961808835466703,0.1639170398314794
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,30,0.8003055850664774,0.10836940445005894
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,48,1.2620862821737926,0.1286126043026646
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,50,1.5152543609340985,0.15345052257180214
EEGNet,OpenBMI_SSVEP,2,0,temporal_bn,52,0.9043406297763189,0.14719968351225057
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,1,0.7243778333067894,0.17858532754083475
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,8,1.454874038696289,0.28991129994392395
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,11,1.218810240427653,0.2807460390031338
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,23,0.2641186695545912,0.11384569574147463
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,30,0.8021476939320564,0.3271204422538479
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,48,0.9623946795860926,0.331524021923542
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,50,1.2466296628117561,0.22114254720509052
EEGNet,OpenBMI_SSVEP,2,0,spatial_elu_pool1,52,0.6733509004116058,0.20679912778238455
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,1,1.22118146220843,0.5572209904591242
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,8,0.8990578576922417,0.46658692757288617
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,11,1.1973102688789368,0.3536790919800599
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,23,0.35371021926403046,0.22135263122618198
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,30,1.0956404954195023,0.6039228190978368
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,48,1.0364019175370534,0.54356899112463
EEGNet,OpenBMI_SSVEP,2,0,depth_point_elu_pool2,50,0.8892411962151527,0.5648744627833366
