model,task,fold,seed,AUPRC,AUROC,Brier,ECE_10bin,family,subject_id,target,train_selected_C,delta_AUROC_over_BASE,delta_AUPRC_over_BASE,delta_Brier_over_BASE,delta_ECE_10bin_over_BASE
EEGNet,OpenBMI_MI,0,0,0.28315536315536316,0.7232323232323232,0.13048668971434355,0.11872155126184225,depth_point_elu_pool2,47,native_error,0.1,0.03434343434343434,0.043936667018683206,-0.0020761355090110623,0.0018737602513283491
EEGNet,OpenBMI_MI,0,0,0.1822039519620165,0.7413793103448276,0.09424425431580642,0.08965320617426187,embedding_64d,3,native_error,1.0,-0.011494252873563204,-0.005608235850171339,-0.0026220472330507477,-0.010756914911326021
EEGNet,OpenBMI_MI,0,0,0.5446956000993615,0.6998491704374058,0.14422517802290843,0.10391757311299443,embedding_64d,5,native_error,1.0,0.003016591251885359,0.03091061580582899,-0.00025231358497329603,-0.008716449607163668
EEGNet,OpenBMI_MI,0,0,0.5227441338854383,0.9151785714285715,0.07622595613098443,0.08492486181785353,embedding_64d,6,native_error,1.0,0.017857142857142905,0.07921401515151522,-0.0028024537752724676,0.007361195486737415
EEGNet,OpenBMI_MI,0,0,0.22505612774203226,0.5608919382504287,0.17264102751169602,0.17472678667400032,embedding_64d,15,native_error,1.0,-0.010291595197255643,-0.01377928521102778,0.0014170973364187323,0.008351061143912375
EEGNet,OpenBMI_MI,0,0,0.4272759715873784,0.5953216374269006,0.21392686831318475,0.08283122384455055,embedding_64d,32,native_error,1.0,-0.005847953216374213,0.013321609129483047,-0.0006998606396228513,-0.019434595596976578
EEGNet,OpenBMI_MI,0,0,0.5223500244233552,0.7137681159420289,0.18876989667888733,0.09816084243357182,embedding_64d,33,native_error,1.0,0.006038647342995085,0.017361978486711394,0.0012947857070909619,-0.005309737869538367
EEGNet,OpenBMI_MI,0,0,0.4873962488891918,0.6431818181818181,0.21364444786811548,0.09309777652379125,embedding_64d,38,native_error,1.0,0.002272727272727204,0.027210589112287575,-0.001883701570315588,-0.008151702932082117
EEGNet,OpenBMI_MI,0,0,0.24233482566815898,0.692929292929293,0.1339781235331466,0.11563508177641779,embedding_64d,47,native_error,1.0,0.004040404040404066,0.0031161295314790227,0.0014152983097919791,-0.0012127092340961099
EEGNet,OpenBMI_MI,0,0,0.1884074259074259,0.7528735632183908,0.09579073114801633,0.094915836234577,classifier_input,3,native_error,1.0,0.0,0.0005952380952380654,-0.0010755704008408445,-0.005494284851010889
EEGNet,OpenBMI_MI,0,0,0.5698552134932348,0.7058823529411765,0.14409784911223741,0.10560640832409263,classifier_input,5,native_error,1.0,0.009049773755656076,0.05607022919970228,-0.00037964249564431674,-0.0070276143960654736
EEGNet,OpenBMI_MI,0,0,0.4890387767425811,0.90625,0.07860735006373833,0.07722415268654004,classifier_input,6,native_error,1.0,0.008928571428571397,0.045508658008658054,-0.0004210598425185702,-0.0003395136445760727
EEGNet,OpenBMI_MI,0,0,0.2422350500051069,0.5746140651801029,0.17236681281868402,0.17866517620859668,classifier_input,15,native_error,1.0,0.0034305317324185847,0.00339963705204685,0.0011428826434067285,0.012289450678508729
EEGNet,OpenBMI_MI,0,0,0.39438710723360815,0.5871345029239766,0.216097530628901,0.14142265054397285,classifier_input,32,native_error,1.0,-0.014035087719298178,-0.019567255224287206,0.0014708016760933973,0.03915683110244572
EEGNet,OpenBMI_MI,0,0,0.5074311637036413,0.7089371980676329,0.18755252461907146,0.10792262107133865,classifier_input,33,native_error,1.0,0.0012077294685990392,0.00244311776699746,7.741364727509303e-05,0.004452040768228471
EEGNet,OpenBMI_MI,0,0,0.43906466352982415,0.6386363636363637,0.21665906938082793,0.12096016388386488,classifier_input,38,native_error,1.0,-0.002272727272727204,-0.02112099624708008,0.001130919942396863,0.01971068442799151
EEGNet,OpenBMI_MI,0,0,0.24996224292899483,0.707070707070707,0.13384575174769237,0.12031725683482364,classifier_input,47,native_error,1.0,0.018181818181818077,0.010743546792314873,0.0012829265243377574,0.0034694658243097365
EEGNet,OpenBMI_MI,0,0,0.24060445727112392,0.7873563218390806,0.0887335515506435,0.09205200802534819,ALL_LAYER,3,native_error,0.01,0.034482758620689724,0.052792269458936086,-0.008132749998213673,-0.008358113060239702
EEGNet,OpenBMI_MI,0,0,0.5033849923832383,0.717948717948718,0.14266487807673325,0.11723117996007204,ALL_LAYER,5,native_error,0.01,0.02111613876319751,-0.01039999191029417,-0.001812613531148477,0.00459715723991394
EEGNet,OpenBMI_MI,0,0,0.5224702380952382,0.9330357142857143,0.07505245449158149,0.09902078937739134,ALL_LAYER,6,native_error,0.01,0.0357142857142857,0.07894011936131512,-0.003975955414675408,0.021457123046275228
EEGNet,OpenBMI_MI,0,0,0.39054213571303764,0.620926243567753,0.1531815763208288,0.14430010062642395,ALL_LAYER,15,native_error,0.01,0.04974271012006859,0.1517067227599776,-0.018042353854448495,-0.022075624903663993
EEGNet,OpenBMI_MI,0,0,0.49573234963150975,0.6456140350877192,0.20550808296387407,0.11975774320308119,ALL_LAYER,32,native_error,0.01,0.0444444444444444,0.0817779871736144,-0.009118645988933527,0.017491923761554062
EEGNet,OpenBMI_MI,0,0,0.5579335318582659,0.7572463768115942,0.18202682274715123,0.0935030858963728,ALL_LAYER,33,native_error,0.01,0.049516908212560384,0.05294548592162207,-0.005448288224645131,-0.009967494406737387
EEGNet,OpenBMI_MI,0,0,0.588765271347055,0.6920454545454546,0.20413136875930182,0.12304689537268132,ALL_LAYER,38,native_error,0.01,0.05113636363636376,0.1285796115701508,-0.011396780679129248,0.02179741591680795
EEGNet,OpenBMI_MI,0,0,0.3906514867694992,0.7595959595959596,0.12295368075833422,0.1314658276969567,ALL_LAYER,47,native_error,0.01,0.07070707070707072,0.15143279063281923,-0.009609144465020383,0.014618036686442792
EEGNet,OpenBMI_MI,0,0,0.8675612148551068,0.9499374217772215,0.08259081778270866,0.084809101565952,BASE,3,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.829945214791706,0.9408212560386473,0.08809957187880135,0.0686571526134685,BASE,5,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.7480019493177388,0.9353535353535353,0.08132028304632156,0.11676714380155317,BASE,6,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.6229214267449562,0.8685857321652066,0.14190912575236764,0.09859706785732669,BASE,15,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.6346754292406467,0.9034013605442177,0.1088795634663751,0.09027810915358714,BASE,32,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.6195729085828695,0.864831038798498,0.14479396445210296,0.14843572918243808,BASE,33,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8417897572488533,0.9193181818181818,0.10637366532036277,0.05220346611713467,BASE,38,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8880947759444717,0.9403508771929825,0.09444363792024223,0.06847910346914432,BASE,47,P_correct_C_wrong,10.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8245452960692918,0.9386733416770964,0.08886415705991654,0.055486732395365834,temporal_bn,3,P_correct_C_wrong,1.0,-0.01126408010012514,-0.04301591878581501,0.006273339277207884,-0.02932236917058617
EEGNet,OpenBMI_MI,0,0,0.8224714274199401,0.9444444444444444,0.08514743089579642,0.06010295927262632,temporal_bn,5,P_correct_C_wrong,1.0,0.0036231884057971175,-0.007473787371765961,-0.0029521409830049333,-0.008554193340842176
EEGNet,OpenBMI_MI,0,0,0.7501711795829442,0.9353535353535354,0.08110035110802367,0.10778783960267901,temporal_bn,6,P_correct_C_wrong,1.0,1.1102230246251565e-16,0.002169230265205435,-0.00021993193829789037,-0.00897930419887416
EEGNet,OpenBMI_MI,0,0,0.6774815379756695,0.8748435544430538,0.13542488585945128,0.1522891520344274,temporal_bn,15,P_correct_C_wrong,1.0,0.006257822277847214,0.05456011123071325,-0.006484239892916355,0.053692084177100696
EEGNet,OpenBMI_MI,0,0,0.6377882838409155,0.9034013605442177,0.10768975494788216,0.06416776723926887,temporal_bn,32,P_correct_C_wrong,1.0,0.0,0.0031128546002687774,-0.0011898085184929436,-0.02611034191431827
EEGNet,OpenBMI_MI,0,0,0.6450885325330287,0.8635794743429287,0.14245981728070967,0.13050695907804766,temporal_bn,33,P_correct_C_wrong,1.0,-0.0012515644555692873,0.02551562395015916,-0.002334147171393297,-0.017928770104390424
EEGNet,OpenBMI_MI,0,0,0.860080146103753,0.9227272727272728,0.10795625101303262,0.06255867021536687,temporal_bn,38,P_correct_C_wrong,1.0,0.003409090909091028,0.018290388854899753,0.0015825856926698495,0.010355204098232207
EEGNet,OpenBMI_MI,0,0,0.8680209896561534,0.9368421052631579,0.09955952414746963,0.08977172509185039,temporal_bn,47,P_correct_C_wrong,1.0,-0.0035087719298245723,-0.02007378628831835,0.005115886227227404,0.021292621622706065
EEGNet,OpenBMI_MI,0,0,0.8453851338554965,0.9424280350438048,0.08573096018152161,0.08698661685048137,spatial_elu_pool1,3,P_correct_C_wrong,1.0,-0.007509386733416723,-0.022176080999610326,0.0031401423988129534,0.0021775152845293633
EEGNet,OpenBMI_MI,0,0,0.8257637353747194,0.9432367149758454,0.0882114155519308,0.0710906787080603,spatial_elu_pool1,5,P_correct_C_wrong,1.0,0.0024154589371980784,-0.004181479416986655,0.00011184367312944143,0.002433526094591798
EEGNet,OpenBMI_MI,0,0,0.7467864923747276,0.9373737373737373,0.08167766219990011,0.1174410241546866,spatial_elu_pool1,6,P_correct_C_wrong,1.0,0.002020202020202033,-0.0012154569430111728,0.00035737915357854366,0.000673880353133427
EEGNet,OpenBMI_MI,0,0,0.5611912962338659,0.83729662077597,0.15996145385795912,0.10950193529788521,spatial_elu_pool1,15,P_correct_C_wrong,1.0,-0.031289111389236623,-0.06173013051109033,0.018052328105591486,0.010904867440558519
EEGNet,OpenBMI_MI,0,0,0.6149909831024382,0.9006802721088435,0.10661451662841921,0.065169499392141,spatial_elu_pool1,32,P_correct_C_wrong,1.0,-0.0027210884353742193,-0.019684446138208522,-0.002265046837955892,-0.025108609761446132
EEGNet,OpenBMI_MI,0,0,0.628773934184151,0.8598247809762203,0.15009958189786682,0.13927808268272202,spatial_elu_pool1,33,P_correct_C_wrong,1.0,-0.005006257822277704,0.009201025601281443,0.005305617445763855,-0.009157646499716066
EEGNet,OpenBMI_MI,0,0,0.7720214789796833,0.9,0.11693553712909666,0.07999515594201512,spatial_elu_pool1,38,P_correct_C_wrong,1.0,-0.01931818181818179,-0.06976827826916998,0.010561871808733886,0.02779168982488045
EEGNet,OpenBMI_MI,0,0,0.8908570193166382,0.9415204678362573,0.09641098217177664,0.10876928221841808,spatial_elu_pool1,47,P_correct_C_wrong,1.0,0.0011695906432748204,0.002762243372166462,0.001967344251534414,0.040290178749273764
EEGNet,OpenBMI_MI,0,0,0.8459333329331072,0.9449311639549437,0.08558152256751037,0.05368293220635678,depth_point_elu_pool2,3,P_correct_C_wrong,10.0,-0.005006257822277815,-0.021627881921999603,0.0029907047848017065,-0.031126169359595224
EEGNet,OpenBMI_MI,0,0,0.8267839612788462,0.9371980676328503,0.0911607652211959,0.036727692078329696,depth_point_elu_pool2,5,P_correct_C_wrong,10.0,-0.0036231884057970065,-0.003161253512859785,0.003061193342394547,-0.0319294605351388
EEGNet,OpenBMI_MI,0,0,0.7552655677655677,0.9434343434343435,0.08324511425173264,0.11774526184308343,depth_point_elu_pool2,6,P_correct_C_wrong,10.0,0.008080808080808244,0.007263618447828968,0.0019248312054110789,0.0009781180415302515
EEGNet,OpenBMI_MI,0,0,0.6335592291676555,0.8773466833541927,0.13717324883470727,0.14063305311719887,depth_point_elu_pool2,15,P_correct_C_wrong,10.0,0.008760951188986121,0.010637802422699294,-0.004735876917660364,0.04203598525987218
EEGNet,OpenBMI_MI,0,0,0.6027072054989675,0.8938775510204082,0.11092622166723237,0.09835506037825326,depth_point_elu_pool2,32,P_correct_C_wrong,10.0,-0.00952380952380949,-0.03196822374167918,0.002046658200857268,0.008076951224666118
EEGNet,OpenBMI_MI,0,0,0.6119380417597657,0.8635794743429286,0.15083710756511476,0.15914476767648011,depth_point_elu_pool2,33,P_correct_C_wrong,10.0,-0.0012515644555693983,-0.00763486682310377,0.006043143113011795,0.010709038494042034
EEGNet,OpenBMI_MI,0,0,0.8257707780742389,0.9193181818181818,0.10512288856195925,0.1050064085102349,depth_point_elu_pool2,38,P_correct_C_wrong,10.0,0.0,-0.016018979174614367,-0.0012507767584035157,0.05280294239310024
EEGNet,OpenBMI_MI,0,0,0.866062311347328,0.9298245614035088,0.09832957239441671,0.04627941422222648,depth_point_elu_pool2,47,P_correct_C_wrong,10.0,-0.010526315789473717,-0.022032464597143697,0.003885934474174485,-0.022199689246917842
EEGNet,OpenBMI_MI,0,0,0.8637635419397869,0.9499374217772215,0.08294228446564789,0.05616612833637191,embedding_64d,3,P_correct_C_wrong,10.0,0.0,-0.0037976729153199607,0.00035146668293922767,-0.028642973229580093
EEGNet,OpenBMI_MI,0,0,0.81846490254385,0.9408212560386473,0.08904391337203629,0.06145774936021553,embedding_64d,5,P_correct_C_wrong,10.0,0.0,-0.011480312247856062,0.0009443414932349403,-0.007199403253252967
EEGNet,OpenBMI_MI,0,0,0.7411865969141511,0.9313131313131313,0.07745631744022859,0.10195187172212172,embedding_64d,6,P_correct_C_wrong,10.0,-0.004040404040403955,-0.00681535240358766,-0.0038639656060929783,-0.014815272079431452
EEGNet,OpenBMI_MI,0,0,0.6254318351067576,0.8623279098873592,0.1428618084336071,0.11412159325914217,embedding_64d,15,P_correct_C_wrong,10.0,-0.006257822277847436,0.002510408361801386,0.000952682681239464,0.015524525401815481
EEGNet,OpenBMI_MI,0,0,0.5981283531283532,0.8979591836734694,0.11117023956520411,0.08072962671940331,embedding_64d,32,P_correct_C_wrong,10.0,-0.0054421768707483276,-0.036547076112293464,0.002290676098829006,-0.009548482434183825
EEGNet,OpenBMI_MI,0,0,0.6352756340264836,0.8698372966207759,0.1419290447513246,0.13210269856972445,embedding_64d,33,P_correct_C_wrong,10.0,0.005006257822277926,0.015702725443614063,-0.0028649197007783733,-0.016333030612713628
EEGNet,OpenBMI_MI,0,0,0.8421265891243339,0.9181818181818182,0.10510729480146452,0.05408225834298719,embedding_64d,38,P_correct_C_wrong,10.0,-0.001136363636363602,0.00033683187548061433,-0.0012663705188982466,0.0018787922258525214
EEGNet,OpenBMI_MI,0,0,0.8820478647776889,0.9345029239766082,0.0958921271289091,0.07148187896018499,embedding_64d,47,P_correct_C_wrong,10.0,-0.005847953216374324,-0.006046911166782798,0.0014484892086668727,0.0030027754910406657
EEGNet,OpenBMI_MI,0,0,0.8631114255271968,0.9499374217772216,0.0818794245981831,0.0818665037786559,classifier_input,3,P_correct_C_wrong,10.0,1.1102230246251565e-16,-0.00444978932791007,-0.0007113931845255522,-0.0029425977872961084
EEGNet,OpenBMI_MI,0,0,0.7760219931987666,0.9263285024154588,0.09982627276671642,0.08937420720485534,classifier_input,5,P_correct_C_wrong,10.0,-0.01449275362318847,-0.053923221592939385,0.011726700887915067,0.02071705459138684
EEGNet,OpenBMI_MI,0,0,0.7515092444917006,0.9313131313131313,0.08341855588623208,0.0818447866186034,classifier_input,6,P_correct_C_wrong,10.0,-0.004040404040403955,0.0035072951739618663,0.0020982728399105144,-0.03492235718294978
EEGNet,OpenBMI_MI,0,0,0.64331034806267,0.8585732165206508,0.14600006105652463,0.09304419418685939,classifier_input,15,P_correct_C_wrong,10.0,-0.010012515644555853,0.02038892131771375,0.004090935304156995,-0.0055528736704673065
EEGNet,OpenBMI_MI,0,0,0.6028794692093924,0.8979591836734694,0.11327329493410446,0.11217801568272989,classifier_input,32,P_correct_C_wrong,10.0,-0.0054421768707483276,-0.03179596003125429,0.004393731467729353,0.021899906529142754
EEGNet,OpenBMI_MI,0,0,0.6540153979547692,0.8710888610763454,0.1429454086508938,0.128957225312206,classifier_input,33,P_correct_C_wrong,10.0,0.006257822277847436,0.03444248937189964,-0.0018485558012091563,-0.01947850387023209
EEGNet,OpenBMI_MI,0,0,0.8058125713068705,0.9068181818181819,0.11234299589832172,0.09188280592661613,classifier_input,38,P_correct_C_wrong,10.0,-0.012499999999999956,-0.03597718594198285,0.005969330577958953,0.03967933980948146
EEGNet,OpenBMI_MI,0,0,0.8632068108868662,0.9263157894736842,0.10067664134502985,0.04171907898489735,classifier_input,47,P_correct_C_wrong,10.0,-0.01403508771929829,-0.024887965057605488,0.006233003424787623,-0.02676002448424697
EEGNet,OpenBMI_MI,0,0,0.8354229804763881,0.9424280350438048,0.09029022630681978,0.08922875501548333,ALL_LAYER,3,P_correct_C_wrong,10.0,-0.007509386733416723,-0.032138234378718766,0.00769940852411112,0.0044196534495313244
EEGNet,OpenBMI_MI,0,0,0.7923758632348088,0.9214975845410629,0.10171428064002216,0.10890022292733192,ALL_LAYER,5,P_correct_C_wrong,10.0,-0.019323671497584405,-0.037569351556897224,0.013614708761220812,0.04024307031386343
EEGNet,OpenBMI_MI,0,0,0.7367135406351093,0.9353535353535353,0.08862167844283814,0.08109739794599591,ALL_LAYER,6,P_correct_C_wrong,10.0,0.0,-0.01128840868262948,0.007301395396516572,-0.03566974585555727
EEGNet,OpenBMI_MI,0,0,0.5735440397842511,0.8322903629536922,0.1660445501748804,0.16208115953486413,ALL_LAYER,15,P_correct_C_wrong,10.0,-0.03629536921151444,-0.04937738696070515,0.024135424422512763,0.06348409167753744
EEGNet,OpenBMI_MI,0,0,0.554767142065096,0.8775510204081631,0.1268123837223149,0.08891856440459378,ALL_LAYER,32,P_correct_C_wrong,10.0,-0.025850340136054584,-0.07990828717555065,0.0179328202559398,-0.0013595447489933576
EEGNet,OpenBMI_MI,0,0,0.6355077748687252,0.8660826032540675,0.1567255045282629,0.1789457255437128,ALL_LAYER,33,P_correct_C_wrong,10.0,0.0012515644555695093,0.01593486628585572,0.01193154007615993,0.030509996361274716
EEGNet,OpenBMI_MI,0,0,0.7216139208303698,0.8988636363636364,0.11900238894332953,0.06884245375840692,ALL_LAYER,38,P_correct_C_wrong,10.0,-0.020454545454545392,-0.1201758364184835,0.012628723622966756,0.01663898764127225
EEGNet,OpenBMI_MI,0,0,0.827795043676763,0.9134502923976608,0.11175948414519192,0.0986879914853489,ALL_LAYER,47,P_correct_C_wrong,10.0,-0.026900584795321647,-0.06029973226770868,0.017315846224949694,0.030208888016204583
EEGNet,OpenBMI_MI,0,0,0.7949545623458667,0.9411764705882353,0.08253368399841873,0.10070489194913534,BASE,3,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8337095996538721,0.9346938775510204,0.08787575461695941,0.07689179432782112,BASE,5,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8617014792590451,0.95703125,0.08211350058549044,0.10728775485040387,BASE,6,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.7368150695051415,0.8798701298701299,0.14364009174278905,0.09962842240929604,BASE,15,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.7736525132579243,0.8997395833333333,0.11204163639907744,0.07951857408625074,BASE,32,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.5433815881638023,0.8457142857142856,0.14501924614299616,0.13157434269669466,BASE,33,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.6722812248442501,0.8985714285714286,0.10610975340636473,0.05787151190452278,BASE,38,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.8435610682491328,0.9391812865497077,0.09408820863937642,0.08569396985694766,BASE,47,P_wrong_C_correct,1.0,0.0,0.0,0.0,0.0
EEGNet,OpenBMI_MI,0,0,0.784313052457849,0.9260935143288084,0.08875859326731624,0.09159476416243706,temporal_bn,3,P_wrong_C_correct,10.0,-0.015082956259426905,-0.010641509888017708,0.006224909268897502,-0.009110127786698285
EEGNet,OpenBMI_MI,0,0,0.8598063060349588,0.9387755102040817,0.08474970190771272,0.06708598474506289,temporal_bn,5,P_wrong_C_correct,10.0,0.004081632653061273,0.026096706381086632,-0.0031260527092466933,-0.00980580958275823
EEGNet,OpenBMI_MI,0,0,0.8698998627791197,0.95703125,0.08243181424446933,0.12057589439791627,temporal_bn,6,P_wrong_C_correct,10.0,0.0,0.008198383520074626,0.00031831365897888597,0.013288139547512401
