model,task,fold,seed,layer_name,C_donor_label_transfer,C_donor_margin_effect,C_effect_context_cosine,C_effect_magnitude_ratio,C_effect_norm,C_margin_sign_flip,C_prediction_flip,C_recipient_margin_effect,P_donor_label_transfer,P_donor_margin_effect,P_effect_context_cosine,P_effect_magnitude_ratio,P_effect_norm,P_margin_sign_flip,P_prediction_flip,P_recipient_margin_effect,pairs,subject_id
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.0,1.686461329460144,1.0,1.022784411907196,1.1925082206726074,0.0,0.0,-1.686461329460144,0.5,4.2283846735954285,1.0000000596046448,1.0170472264289856,2.9899194091558456,0.0,0.5,-4.2283846735954285,2,6
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,1.0,0.8487036824226379,0.9999999701976776,1.1088645458221436,1.2754416465759277,0.0,0.5,-0.8487036824226379,0.5,1.9893843680620193,1.0,0.5700564011931419,1.4270287649706006,0.0,0.0,-1.9893843680620193,2,15
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.5,3.1506199836730957,1.0,1.0167840123176575,2.2278248071670532,0.0,0.5,-3.1506199836730957,0.5,2.0451260209083557,1.0000000596046448,1.1229275166988373,1.4461224675178528,0.0,0.5,-2.0451260209083557,2,32
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.5,1.1743678450584412,1.0000000298023224,1.8908545970916748,1.5733368694782257,0.0,0.5,-1.1743678450584412,1.0,3.109908163547516,0.9999999403953552,0.9743539690971375,2.199037194252014,0.0,1.0,-3.109908163547516,2,33
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.0,2.3614512979984283,1.0,0.6756517142057419,1.6697982847690582,0.0,0.0,-2.3614512979984283,0.5,1.3201706409454346,1.0,0.6111462712287903,0.9335016310214996,0.0,0.5,-1.3201706409454346,2,38
EEGNet,OpenBMI_MI,0,0,spatial_elu_pool1,0.5,-0.3808639198541641,1.0,1.7609602212905884,0.5530728399753571,0.0,0.0,0.3808639198541641,0.5,1.35695219039917,0.9999999701976776,0.8660717904567719,1.1924803331494331,0.0,1.0,-1.35695219039917,2,47
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,1.0,3.1372792720794678,0.9999999701976776,0.9800559878349304,2.218391478061676,0.0,1.0,-3.1372792720794678,0.0,0.8765356540679932,0.9999999105930328,0.8486829102039337,0.619804322719574,0.0,0.0,-0.8765356540679932,2,3
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.5,2.0033500492572784,0.9999999403953552,0.6661137789487839,1.416582465171814,0.0,0.5,-2.0033500492572784,0.0,0.8844416290521622,1.0,0.6869916021823883,0.8638830706477165,0.0,0.0,-0.8844416290521622,2,5
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.0,2.5706906914711,0.9999999403953552,1.0717450082302094,1.8177528381347656,0.0,0.0,-2.5706906914711,0.5,5.174908638000488,0.9999999105930328,0.9679221510887146,3.6592131853103638,0.0,0.5,-5.174908638000488,2,6
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.0,-0.11664831638336182,-5.960464477539063e-08,0.5379014052450657,0.14735397696495056,0.5,0.0,0.11664831638336182,1.0,4.088428497314453,1.0,1.2017216682434082,2.8909555673599243,0.0,1.0,-4.088428497314453,2,15
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,1.0,1.9789204597473145,1.0,0.7460609078407288,1.3993080854415894,0.0,0.5,-1.9789204597473145,0.5,0.17555394768714905,1.0,1.5412014722824097,0.34735269099473953,0.0,0.0,-0.17555394768714905,2,32
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.5,-0.848605215549469,0.9999999701976776,1.1589741110801697,1.4048752188682556,0.0,0.0,0.848605215549469,0.5,0.1464863121509552,1.0000000596046448,0.8265194594860077,0.69777712225914,0.0,0.0,-0.1464863121509552,2,33
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.0,-1.9335768222808838,1.0,0.9528374671936035,1.3672452569007874,0.0,0.0,1.9335768222808838,0.5,2.294439911842346,1.0,1.106117069721222,1.622413992881775,0.0,0.5,-2.294439911842346,2,38
EEGNet,OpenBMI_MI,0,0,depth_point_elu_pool2,0.5,0.5852006673812866,1.0,24.20758354663849,1.1256732940673828,0.0,0.5,-0.5852006673812866,0.5,1.572587251663208,1.0000000596046448,0.8177609443664551,1.1119871139526367,0.0,0.5,-1.572587251663208,2,47
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0,2.7635719776153564,0.9999999701976776,1.0,1.9541404247283936,0.0,0.0,-2.7635719776153564,0.0,2.6313668489456177,1.0,1.0000001192092896,1.8606573343276978,0.0,0.0,-2.6313668489456177,2,3
EEGNet,OpenBMI_MI,0,0,embedding_64d,1.0,2.1289453506469727,0.9999999403953552,1.0000001788139343,1.50539168715477,0.0,0.5,-2.1289453506469727,0.5,0.5720575302839279,1.0000000298023224,1.0000005960464478,0.40450576692819595,0.0,0.0,-0.5720575302839279,2,5
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.5,2.8851091265678406,1.0,0.9999999701976776,2.040080279111862,0.0,0.5,-2.8851091265678406,0.0,3.0742886066436768,0.9999999403953552,1.0,2.173850417137146,0.0,0.0,-3.0742886066436768,2,6
EEGNet,OpenBMI_MI,0,0,embedding_64d,1.0,1.9153792560100555,1.0,1.0000006556510925,1.548515871167183,0.0,0.5,-1.9153792560100555,1.0,0.4680851399898529,1.0,1.000000774860382,0.4880238473415375,0.0,0.5,-0.4680851399898529,2,15
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0,0.7704818844795227,1.0,1.0000002980232239,1.7518551349639893,0.0,0.0,-0.7704818844795227,0.0,0.2553372383117676,0.9999999701976776,1.0000004172325134,1.1197645664215088,0.0,0.0,-0.2553372383117676,2,32
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.0,-0.29018719866871834,1.0,1.000000774860382,0.20519333146512508,0.0,0.0,0.29018719866871834,0.5,2.0582059621810913,0.9999999701976776,0.9999997913837433,1.455371379852295,0.0,0.5,-2.0582059621810913,2,33
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.5,1.2543048858642578,1.0,0.9999999403953552,0.8869274649769068,0.0,0.0,-1.2543048858642578,0.5,0.6317307353019714,1.0,1.0,0.5024000741541386,0.0,0.0,-0.6317307353019714,2,38
EEGNet,OpenBMI_MI,0,0,embedding_64d,0.5,1.9923694133758545,1.0,1.0000001192092896,1.4088178873062134,0.0,0.5,-1.9923694133758545,0.5,1.6856576800346375,1.0000000596046448,1.0000000596046448,1.1919399499893188,0.0,0.5,-1.6856576800346375,2,47
EEGNet,OpenBMI_MI,0,0,classifier_input,0.5,0.6567972004413605,0.9999999403953552,1.0000000298023224,0.4644257724285126,0.0,0.5,-0.6567972004413605,1.0,3.9772465229034424,0.9999999403953552,0.9999998211860657,2.8123379945755005,0.0,1.0,-3.9772465229034424,2,3
EEGNet,OpenBMI_MI,0,0,classifier_input,0.5,2.4128820300102234,0.9999999403953552,1.0000014901161194,1.7561744078993797,0.0,0.5,-2.4128820300102234,0.5,2.047817587852478,1.0000000596046448,0.9999998807907104,2.239236831665039,0.0,0.5,-2.047817587852478,2,5
EEGNet,OpenBMI_MI,0,0,classifier_input,0.0,2.433295249938965,1.0,0.9999998211860657,1.7205995917320251,0.0,0.0,-2.433295249938965,0.5,4.005709171295166,1.0000001192092896,0.9999999403953552,2.832464039325714,0.0,0.5,-4.005709171295166,2,6
EEGNet,OpenBMI_MI,0,0,classifier_input,0.0,-0.8872461915016174,0.9999999403953552,1.000000536441803,0.8265411332249641,0.0,0.0,0.8872461915016174,1.0,4.203155040740967,0.9999999701976776,1.0000000596046448,2.9720795154571533,0.0,1.0,-4.203155040740967,2,15
EEGNet,OpenBMI_MI,0,0,classifier_input,0.0,-0.3495081216096878,1.0000000298023224,1.0000000596046448,0.2471395581960678,0.0,0.0,0.3495081216096878,0.5,0.2439258098602295,1.0,1.0000001788139343,0.554755374789238,0.0,0.5,-0.2439258098602295,2,32
EEGNet,OpenBMI_MI,0,0,classifier_input,0.5,1.9017918705940247,0.9999998807907104,0.9999998211860657,1.5954587012529373,0.0,0.5,-1.9017918705940247,0.5,3.1180750131607056,0.9999999701976776,1.0000000596046448,2.2048120498657227,0.0,0.5,-3.1180750131607056,2,33
EEGNet,OpenBMI_MI,0,0,classifier_input,0.5,-2.5026203393936157,1.0,0.9999999403953552,1.7696198225021362,0.0,0.5,2.5026203393936157,1.0,0.4595533013343811,0.9999999701976776,1.0000005662441254,0.32495325803756714,0.0,0.0,-0.4595533013343811,2,38
EEGNet,OpenBMI_MI,0,0,classifier_input,0.5,-0.39965176582336426,1.0,0.9999999105930328,1.6387994289398193,0.0,0.5,0.39965176582336426,1.0,3.3003562688827515,1.0000000596046448,1.0000000596046448,2.333704352378845,0.0,1.0,-3.3003562688827515,2,47
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,3.8648147583007812,1.0000000596046448,0.9533548355102539,2.7328367233276367,0.0,1.0,-3.8648147583007812,0.0,-0.014137506484985352,1.0,0.4481259286403656,0.503833457827568,0.0,0.0,0.014137506484985352,2,2
EEGNet,OpenBMI_MI,1,0,temporal_bn,0.5,-0.13820159435272217,1.0000000596046448,0.9619683027267456,2.8096563816070557,0.0,1.0,0.13820159435272217,0.5,0.38389310240745544,0.0,3.8027358055114746,0.2714534103870392,0.5,0.0,-0.38389310240745544,2,14
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,7.735456943511963,0.9999999701976776,1.3906428217887878,5.469794273376465,0.0,1.0,-7.735456943511963,0.0,3.302924156188965,1.0000000596046448,3.1056408882141113,2.335520088672638,0.0,0.0,-3.302924156188965,2,26
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,4.395367503166199,1.0,1.541483461856842,3.1079941987991333,0.0,1.0,-4.395367503166199,0.5,1.2125754356384277,0.9999999403953552,0.7058726362884045,1.0883351564407349,0.0,0.5,-1.2125754356384277,2,28
EEGNet,OpenBMI_MI,1,0,temporal_bn,0.5,-0.29492783546447754,1.0,0.7684223651885986,2.973402976989746,0.0,0.0,0.29492783546447754,0.5,-1.2423743605613708,1.0,2.2067208886146545,1.749573826789856,0.0,1.0,1.2423743605613708,2,31
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,6.385926246643066,0.9999999403953552,0.985934317111969,4.515531778335571,0.0,1.0,-6.385926246643066,0.0,2.095174729824066,1.0000000596046448,0.9493790566921234,1.4815122485160828,0.0,0.0,-2.095174729824066,2,35
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,4.271636962890625,0.9999998807907104,1.0120972096920013,3.020503520965576,0.0,1.0,-4.271636962890625,0.0,1.1758044362068176,-8.940696716308594e-08,0.749833881855011,0.8314192965626717,0.5,0.0,-1.1758044362068176,2,40
EEGNet,OpenBMI_MI,1,0,temporal_bn,1.0,4.873159646987915,1.0000000596046448,1.0021684169769287,3.4458441734313965,0.0,1.0,-4.873159646987915,0.0,1.355258047580719,1.0000000596046448,0.8986580967903137,0.9583121687173843,0.0,0.0,-1.355258047580719,2,43
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,1.0,4.645491123199463,1.0000001192092896,1.2150481939315796,3.284858226776123,0.0,1.0,-4.645491123199463,0.5,2.3174838423728943,1.0000000298023224,1.6443448066711426,1.6387085318565369,0.0,0.5,-2.3174838423728943,2,2
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.5,1.4192704558372498,1.0,1.108039140701294,1.0035757720470428,0.0,0.5,-1.4192704558372498,0.5,2.43910551071167,1.0000001192092896,1.0353187024593353,1.7247080206871033,0.0,0.5,-2.43910551071167,2,14
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.5,2.0080994367599487,1.0,0.6714536845684052,1.419940710067749,0.0,0.0,-2.0080994367599487,0.0,0.4937855005264282,1.0,0.8806201815605164,2.1149789690971375,0.0,0.5,-0.4937855005264282,2,26
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.5,3.096477746963501,1.0000001192092896,0.9429385662078857,2.1895402669906616,0.0,0.0,-3.096477746963501,0.0,-0.23843485116958618,1.0,0.8084788620471954,0.391338087618351,0.0,0.5,0.23843485116958618,2,28
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.0,0.16292715072631836,1.0,1.2504199147224426,0.9146630167961121,0.0,0.0,-0.16292715072631836,0.5,1.6612577438354492,0.9999999701976776,0.8730036318302155,2.1301165521144867,0.0,0.5,-1.6612577438354492,2,31
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.0,1.5631651878356934,1.0000000596046448,0.3008890897035599,1.1053246781229973,0.0,0.0,-1.5631651878356934,0.0,3.566979765892029,1.0,0.5578236281871796,2.522235631942749,0.0,0.0,-3.566979765892029,2,35
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.5,2.0314678847789764,1.0000000596046448,0.7121050804853439,1.5255914814770222,0.0,0.5,-2.0314678847789764,0.5,0.7926520705223083,0.9999999701976776,1.0481233894824982,1.1232978999614716,0.0,0.5,-0.7926520705223083,2,40
EEGNet,OpenBMI_MI,1,0,spatial_elu_pool1,0.5,3.081820845603943,0.9999999701976776,1.0048055946826935,2.179176449775696,0.0,0.5,-3.081820845603943,0.5,1.8138548135757446,1.0,0.9120281040668488,1.282589077949524,0.0,0.5,-1.8138548135757446,2,43
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.0,0.3433188199996948,0.9999999701976776,1.9032683074474335,0.8327344357967377,0.0,0.0,-0.3433188199996948,0.5,-0.19967293739318848,1.0000000596046448,1.0220360457897186,2.349044680595398,0.0,0.5,0.19967293739318848,2,2
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,1.0,3.421804428100586,1.0,1.1341568529605865,2.419581115245819,0.0,1.0,-3.421804428100586,0.0,0.20441538095474243,1.0000000596046448,0.5810965001583099,0.6405627578496933,0.0,0.0,-0.20441538095474243,2,14
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.5,1.3013125658035278,0.9999999403953552,0.5595588362775743,0.9201669553294778,0.0,0.5,-1.3013125658035278,1.0,3.034449815750122,1.0000000596046448,1.0330466032028198,2.145680010318756,0.0,1.0,-3.034449815750122,2,26
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.5,1.9908267259597778,1.0000000596046448,0.9909144639968872,1.407727062702179,0.0,0.5,-1.9908267259597778,0.5,2.701035976409912,1.0,1.020770400762558,1.909920871257782,0.0,0.5,-2.701035976409912,2,28
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.5,2.243732213973999,0.9999999403953552,0.8490881025791168,1.5865582823753357,0.0,0.5,-2.243732213973999,1.0,2.5209102630615234,1.0000000298023224,1.0100622475147247,1.782552719116211,0.0,1.0,-2.5209102630615234,2,31
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.5,1.9968611598014832,1.0,1.0414029657840729,1.4119940996170044,0.0,0.0,-1.9968611598014832,0.5,1.8737038373947144,0.9999999701976776,1.0770559012889862,1.3249087035655975,0.0,0.0,-1.8737038373947144,2,35
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.0,0.2564016431570053,-0.9999999403953552,0.6201213449239731,0.18130334466695786,1.0,0.0,-0.2564016431570053,0.5,2.49259877204895,0.9999999701976776,0.8917504847049713,2.4993592500686646,0.0,0.5,-2.49259877204895,2,40
EEGNet,OpenBMI_MI,1,0,depth_point_elu_pool2,0.5,1.0276751518249512,0.9999999403953552,0.951420783996582,2.3835705518722534,0.0,1.0,-1.0276751518249512,0.5,-0.282925546169281,0.9999999701976776,1.2594975531101227,0.7789628207683563,0.0,0.0,0.282925546169281,2,43
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.5,0.8623344302177429,1.0000000596046448,1.0000000298023224,1.2769226133823395,0.0,1.0,-0.8623344302177429,0.5,1.156173288822174,1.0,1.0000001192092896,0.8175379931926727,0.0,0.0,-1.156173288822174,2,2
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.5,0.535014271736145,1.0,1.0000001192092896,0.7909124046564102,0.0,0.5,-0.535014271736145,0.5,0.5871895849704742,0.9999999701976776,1.0000003576278687,0.4152057617902756,0.0,0.5,-0.5871895849704742,2,14
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.0,0.9909923076629639,1.0000000596046448,1.0000000596046448,0.7007373571395874,0.0,0.0,-0.9909923076629639,0.0,-0.26954370737075806,1.0000000596046448,0.9999998509883881,0.19059617817401886,0.0,0.0,0.26954370737075806,2,26
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.0,1.1976906657218933,1.0,0.9999999403953552,0.8468952029943466,0.0,0.0,-1.1976906657218933,0.0,0.47909340262413025,0.9999999403953552,0.9999992549419403,0.33877018466591835,0.0,0.0,-0.47909340262413025,2,28
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.5,-0.5609149038791656,1.0,0.9999998509883881,0.575674332678318,0.0,0.0,0.5609149038791656,0.5,0.08513505756855011,1.0,1.0000003576278687,0.1495099924504757,0.0,0.0,-0.08513505756855011,2,31
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.5,1.4981315732002258,0.9999999701976776,0.9999998211860657,1.059339016675949,0.0,0.0,-1.4981315732002258,0.5,0.3065481185913086,0.9999999403953552,1.0000001192092896,0.7943924069404602,0.0,0.0,-0.3065481185913086,2,35
EEGNet,OpenBMI_MI,1,0,embedding_64d,1.0,2.07337486743927,0.9999999403953552,1.0000000596046448,1.4660974740982056,0.0,1.0,-2.07337486743927,1.0,2.0142232179641724,1.0000000596046448,1.0000000596046448,1.4242708683013916,0.0,1.0,-2.0142232179641724,2,40
EEGNet,OpenBMI_MI,1,0,embedding_64d,0.0,1.0680752992630005,1.0000000298023224,1.0000001192092896,0.7552432864904404,0.0,0.0,-1.0680752992630005,0.0,1.5884439945220947,1.0,1.0000001192092896,1.1231995224952698,0.0,0.0,-1.5884439945220947,2,43
EEGNet,OpenBMI_MI,1,0,classifier_input,0.5,0.5288519263267517,1.0,1.0000008940696716,0.5399788022041321,0.0,0.5,-0.5288519263267517,0.0,0.5961570143699646,0.9999999701976776,0.9999997913837433,0.8364281952381134,0.0,0.0,-0.5961570143699646,2,2
EEGNet,OpenBMI_MI,1,0,classifier_input,0.5,0.6850777864456177,1.0000000596046448,0.9999997317790985,1.4561553001403809,0.0,0.0,-0.6850777864456177,1.0,2.1839962005615234,1.0,0.9999997913837433,1.544318526983261,0.0,0.5,-2.1839962005615234,2,14
EEGNet,OpenBMI_MI,1,0,classifier_input,0.0,-0.006369173526763916,1.0,1.0000002086162567,0.9756783545017242,0.0,0.0,0.006369173526763916,0.5,-0.05583465099334717,1.0,0.9999998211860657,0.6171550452709198,0.0,0.5,0.05583465099334717,2,26
EEGNet,OpenBMI_MI,1,0,classifier_input,0.0,2.401619791984558,1.0000000298023224,1.0000000596046448,1.6982016563415527,0.0,0.0,-2.401619791984558,0.0,0.9917057156562805,0.9999999701976776,0.9999999403953552,0.7012418545782566,0.0,0.0,-0.9917057156562805,2,28
EEGNet,OpenBMI_MI,1,0,classifier_input,0.5,1.7078612446784973,1.0,0.9999999105930328,1.2076403051614761,0.0,0.0,-1.7078612446784973,0.5,-0.3403446674346924,1.0000000596046448,0.9999998211860657,1.1592998802661896,0.0,0.0,0.3403446674346924,2,31
EEGNet,OpenBMI_MI,1,0,classifier_input,0.0,0.720960795879364,1.0000000596046448,0.9999989569187164,0.5313638299703598,0.0,0.0,-0.720960795879364,0.5,2.8867777585983276,1.0000000596046448,1.0000000596046448,2.0412601232528687,0.0,0.5,-2.8867777585983276,2,35
EEGNet,OpenBMI_MI,1,0,classifier_input,0.5,1.3855558633804321,1.0,1.0000003576278687,0.9797359555959702,0.0,0.5,-1.3855558633804321,0.5,0.20175641775131226,1.0,0.999999463558197,0.2694026529788971,0.0,0.5,-0.20175641775131226,2,40
EEGNet,OpenBMI_MI,1,0,classifier_input,0.0,0.7316198945045471,1.0000000298023224,0.9999999105930328,0.8483481556177139,0.0,0.0,-0.7316198945045471,0.0,0.6431397795677185,1.0,0.9999992549419403,0.45476849377155304,0.0,0.0,-0.6431397795677185,2,43
EEGNet,OpenBMI_MI,2,0,temporal_bn,1.0,3.5732605308294296,0.0,0.6953530013561249,2.6634009182453156,0.5,0.5,-3.5732605308294296,0.5,-1.0306456089019775,0.9999999701976776,0.8955163359642029,1.8691374063491821,0.0,0.0,1.0306456089019775,2,1
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.5,3.055774301290512,1.0000000596046448,0.784501925110817,2.1607586145401,0.0,0.5,-3.055774301290512,0.0,-0.08620429039001465,0.9999999105930328,0.6644286215305328,1.507139801979065,0.0,0.0,0.08620429039001465,2,8
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.5,3.843600630760193,5.960464477539063e-08,11.315276235342026,2.717835932970047,0.5,0.5,-3.843600630760193,0.5,1.4095368385314941,1.0000000596046448,2.3235692381858826,2.2507272958755493,0.0,0.5,-1.4095368385314941,2,11
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.0,-4.615426540374756,1.0000001192092896,1.0501245856285095,3.2635992765426636,0.0,1.0,4.615426540374756,1.0,2.295448660850525,1.0,0.9181991517543793,1.6231273412704468,0.0,0.0,-2.295448660850525,2,23
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.0,-5.439613342285156,1.0,0.8843328654766083,3.8463873863220215,0.0,0.5,5.439613342285156,1.0,3.042932868003845,1.0,1.1301347613334656,2.151678442955017,0.0,0.5,-3.042932868003845,2,30
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.0,1.3861420154571533,0.9999999403953552,1.1697735786437988,0.9801504611968994,0.0,0.0,-1.3861420154571533,1.0,3.0809600353240967,1.0000001788139343,1.0695922374725342,2.17856764793396,0.0,1.0,-3.0809600353240967,2,48
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.0,-1.9723470211029053,1.0000000596046448,0.9913023114204407,1.3946599662303925,0.0,0.5,1.9723470211029053,0.5,0.29654985666275024,0.9999999403953552,1.5959197282791138,0.974551260471344,0.0,1.0,-0.29654985666275024,2,50
EEGNet,OpenBMI_MI,2,0,temporal_bn,0.5,4.594579696655273,1.0,1.0169384479522705,3.2488585710525513,0.0,0.5,-4.594579696655273,0.0,1.1271032691001892,1.0,1.084629476070404,0.8836844302713871,0.0,0.0,-1.1271032691001892,2,52
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,1.0,-1.3772263526916504,1.0000001788139343,29.74339058995247,0.9738460183143616,0.0,0.0,1.3772263526916504,1.0,0.9920503795146942,-5.960464477539063e-08,1.1941329538822174,0.7014855686575174,0.5,0.0,-0.9920503795146942,2,1
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,1.0,1.1430591940879822,1.0000000298023224,0.7688372135162354,0.8082648813724518,0.0,0.0,-1.1430591940879822,0.5,-1.161998987197876,1.0000000596046448,1.3809407353401184,0.8216573596000671,0.0,0.5,1.161998987197876,2,8
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,0.5,1.7149092555046082,0.9999999403953552,1.6059297323226929,1.2126239836215973,0.0,0.0,-1.7149092555046082,0.5,0.3952707052230835,0.9999999403953552,0.9718496799468994,0.8877125680446625,0.0,0.0,-0.3952707052230835,2,11
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,0.5,0.862882673740387,0.9999999701976776,1.2428666353225708,1.8010849356651306,0.0,1.0,-0.862882673740387,0.5,0.9856990873813629,1.0,1.1755443811416626,0.6969945132732391,0.0,0.0,-0.9856990873813629,2,23
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,1.0,1.7356246709823608,0.9999999403953552,1.0921155512332916,1.2272720336914062,0.0,0.5,-1.7356246709823608,1.0,0.8702906370162964,1.0000000298023224,0.9588107466697693,0.6153884008526802,0.0,0.5,-0.8702906370162964,2,30
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,0.5,-0.3790053129196167,0.9999999701976776,0.6534045040607452,0.8403401672840118,0.0,0.0,0.3790053129196167,0.5,-0.4349064826965332,1.0000000596046448,1.1940231323242188,2.6133044958114624,0.0,1.0,0.4349064826965332,2,48
EEGNet,OpenBMI_MI,2,0,spatial_elu_pool1,0.5,-0.12849807739257812,0.9999999403953552,1.4717084765434265,0.5787664502859116,0.0,0.5,0.12849807739257812,1.0,0.3858550786972046,1.0,0.868092268705368,1.2385276854038239,0.0,0.0,-0.3858550786972046,2,50
