setting_id,layer,source_subject,class_label,method,independent_probe_BA,clean_accuracy,transported_accuracy,accuracy_change,true_log_probability_change,mean_perturbation_norm,pair_count,fold_count
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,no_transport,0.7762500000000001,0.715,0.715,0.0,5.840738520854084e-18,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,norm_matched_random,0.7762500000000001,0.715,0.7221739130434782,0.007173913043478281,-0.018212810204148108,0.6591016921709292,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,same_class_mixup,0.7762500000000001,0.715,0.9110869565217391,0.19608695652173908,0.278014572174333,4.214682767119638,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,scst,0.7762500000000001,0.715,0.7382608695652174,0.023260869565217383,0.026887757280398286,0.6591016921709292,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,unconditional_subject_transport,0.7762500000000001,0.715,0.732608695652174,0.01760869565217391,0.01908341300150637,0.625828330226516,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,no_transport,0.7762500000000001,0.93,0.93,0.0,-1.3274405729213828e-19,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,norm_matched_random,0.7762500000000001,0.93,0.9217391304347826,-0.008260869565217401,-0.011267375680033992,0.7929501220873076,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,same_class_mixup,0.7762500000000001,0.93,0.9856521739130434,0.05565217391304343,0.058624869982736014,4.040214295659143,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,scst,0.7762500000000001,0.93,0.9278260869565217,-0.0021739130434782618,-0.0011646378885696795,0.7929501220873076,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,unconditional_subject_transport,0.7762500000000001,0.93,0.9289130434782608,-0.0010869565217391304,-0.004482763444358417,0.7246433002861055,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,no_transport,0.75375,0.8799999999999999,0.8799999999999999,0.0,-9.955804296910374e-18,0.0,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,norm_matched_random,0.75375,0.8799999999999999,0.8573913043478261,-0.022608695652173903,-0.017004238393017724,0.9398989947864628,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,same_class_mixup,0.75375,0.8799999999999999,0.972608695652174,0.09260869565217383,0.058142049910626416,3.6671320920472668,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,scst,0.75375,0.8799999999999999,0.8804347826086957,0.0004347826086956521,0.0034786441930813004,0.9398989947864628,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,unconditional_subject_transport,0.75375,0.8799999999999999,0.8782608695652173,-0.0017391304347826088,-0.0031598745768321736,0.9198502748558838,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,1,no_transport,0.75375,0.7899999999999999,0.7899999999999999,0.0,1.5929286875056591e-18,0.0,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,1,norm_matched_random,0.75375,0.7899999999999999,0.7830434782608696,-0.006956521739130426,-0.010244380407756826,0.9805740488028427,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,1,same_class_mixup,0.75375,0.7899999999999999,0.97,0.18,0.19197179540449022,3.872307743235038,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,1,scst,0.75375,0.7899999999999999,0.8047826086956522,0.014782608695652183,0.011468260461176044,0.9805740488028426,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,1,unconditional_subject_transport,0.75375,0.7899999999999999,0.7995652173913044,0.009565217391304353,0.005295515448503677,0.8762505209788245,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,3,0,no_transport,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,-8.849603819475906e-20,0.0,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,0,norm_matched_random,0.7687499999999999,0.9733333333333333,0.9689855072463768,-0.004347826086956522,-0.005220530023696957,0.8464585985751398,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,0,same_class_mixup,0.7687499999999999,0.9733333333333333,0.986376811594203,0.013043478260869566,-0.02747750198388116,4.265715486679446,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,0,scst,0.7687499999999999,0.9733333333333333,0.9710144927536232,-0.002318840579710145,-0.0058155679269111145,0.8464585985751398,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,0,unconditional_subject_transport,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,-0.0017526524808750231,0.8197374931718753,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,1,no_transport,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,-1.504432649310901e-18,0.0,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,1,norm_matched_random,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,-0.002748867985099958,0.7873135098793708,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,1,same_class_mixup,0.7687499999999999,0.9733333333333333,0.9846376811594203,0.011304347826086957,0.02898868267007025,4.338722507274384,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,1,scst,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,-0.0011432509111466258,0.7873135098793708,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,3,1,unconditional_subject_transport,0.7687499999999999,0.9733333333333333,0.9733333333333333,0.0,0.0003849795064773411,0.7085112971520361,69,3
OPENBMI_MI_EEGCONFORMER,final_embedding,5,0,no_transport,0.7762500000000001,0.8700000000000001,0.8700000000000001,0.0,1.327440572921383e-19,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,0,norm_matched_random,0.7762500000000001,0.8700000000000001,0.8743478260869565,0.004347826086956497,0.002315454745766657,0.6806181355550048,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,0,same_class_mixup,0.7762500000000001,0.8700000000000001,0.9693478260869565,0.09934782608695643,0.08545270291483517,4.1687326349929785,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,0,scst,0.7762500000000001,0.8700000000000001,0.8667391304347826,-0.0032608695652173946,-0.013144450489367313,0.6806181355550048,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,0,unconditional_subject_transport,0.7762500000000001,0.8700000000000001,0.875,0.004999999999999984,-0.00209934691656166,0.6825028965735223,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,1,no_transport,0.7762500000000001,0.93,0.93,0.0,1.6593007161517288e-18,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,5,1,norm_matched_random,0.7762500000000001,0.93,0.9167391304347826,-0.013260869565217383,-0.022851557088349232,0.693966005779038,92,4
