status,reason,setting_id,subject_id,method,balanced_accuracy
NOT_RUN_BY_STAGE0_GATE,Stage-0 Repair 1 validated TRANSPORT_OFF_MANIFOLD; training and future/outer evaluation prohibited,,,,
