setting_id,fold,seed,checkpoint_sha256,normalizer_sha256,unit_protocol_sha256,source_validation_BA,source_validation_NLL,outcome_metric_read_for_this_audit
OPENBMI_MI_EEGNET,0,0,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,967470fe7404e63543d378d854ca0700be475f2b04c9dc5f526d2c8655a2dbcc,0.7575,0.5384697914123535,False
OPENBMI_MI_EEGNET,1,0,bc7c9be7c9f25b2dbc8ffb4c8ede651b84ca40a8ae666ea6b04d4afe97807d7d,e5f7540991104305649c2285c9510677b734abb1e5ec63f962354213eef3b179,9382ba2da7ff898e3c9a073569389531be1bd1b99d5204111fd0e1986cd13f73,0.7793749999999999,0.4649273157119751,False
OPENBMI_MI_EEGNET,2,0,4d807d82c24c00eeb546102fed8d4c0cfdb857f128ed6fb509328685c640317c,5df04bdd04114ec8e5fb5ab268d0fde90a365eaa53b34fb4e76726d0ffd8fb7f,2ab24d2f737db181bc44e9f609573bbbdba4df3373b12af591274a8fa45c62d1,0.74,0.5604839324951172,False
OPENBMI_MI_EEGNET,3,0,c85f65816255814d93c9d35a11cba6073371f8b0ca2219fde660b2161d27a22e,e4a31bc65183be86cc248bb77e47700712d63c9967b831ccbc6d23e90e555776,2d6bd55a405927e66e797b6462f616e836a7418edbde68ee60fb53b7c9c17780,0.735625,0.5784400105476379,False
OPENBMI_MI_EEGNET,4,0,8ff0a1352d21333537711ce06d5e0041ac433044c4dd295facaf803de11f42f0,1580c87cb1e214ffb816671b250115a55604f2955aba26057e5993b5ebb87e28,6426385128a94be6036e9b3520507120d78cafc8fbb8d50e34aaaa990ba967ba,0.7849999999999999,0.4820970892906189,False
OPENBMI_MI_EEGCONFORMER,0,0,297498db804917c3f667e314a4874e4f3e3bcb45123c0ca31d62a2dc32382100,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,82a648324df3dff0de320a374b10e43598e5cc1e3541380e42bc2914027d342f,0.745,0.654285192489624,False
OPENBMI_MI_EEGCONFORMER,1,0,63d015ce2bbe403fe8bf8d32f52ad3d677cee5edb8c07610a2e707eb823a9fbb,e5f7540991104305649c2285c9510677b734abb1e5ec63f962354213eef3b179,7029beb9e2cb1eb3ff37ea75a232ed00464764481519c72a759b9ba699ab1207,0.8162499999999999,0.46613219380378723,False
OPENBMI_MI_EEGCONFORMER,2,0,8348a5ea709f8502fbafc154cbfa8429205b585a4051a938d8734bada90ebcbc,5df04bdd04114ec8e5fb5ab268d0fde90a365eaa53b34fb4e76726d0ffd8fb7f,a5bed5dd18cef5b2eb1ed5ec0f959df5efa8ca3e092359849de91af34c663a8a,0.78,0.6092219352722168,False
OPENBMI_MI_EEGCONFORMER,3,0,717ae63eb7e885e5a28243c6e26fba97bde85c66c78e83883dcc17b8ccdd93a4,e4a31bc65183be86cc248bb77e47700712d63c9967b831ccbc6d23e90e555776,aa2ed2ddf2546d9e795e1274d48cc31bae9033e3d4455ee283a8c11889c08717,0.75125,0.6460217833518982,False
OPENBMI_MI_EEGCONFORMER,4,0,25c3e46618fcdcd38f75b72556af3b98ea62e56826c5f57918b396eb24397c5d,1580c87cb1e214ffb816671b250115a55604f2955aba26057e5993b5ebb87e28,bfeadb5212eebab613cc85d0e6afc406188e369794e661d34efee5cef3ff83d4,0.74,0.7216041088104248,False
WBCIC_MI_EEGNET,0,0,4747a96e6faea1bc2cdb32aeb12f0c2f142e3307832900dd51011170a9b2f4fb,f648f2e6fb45dfbeec1d73862d9085970c3e86af80a656e769c940847e891f25,191f147c5597a33662cc0a4676b1b580a2182052d06f064dc47cd59ead34e800,0.7831250000000001,0.42314621806144714,False
