setting_id,layer,source_subject,class_label,method,target_distance,clean_target_distance,relative_target_affinity_improvement,perturbation_norm,pair_count,fold_count
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,no_transport,5.3755471536545745,5.3755471536545745,0.0,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,norm_matched_random,5.539387446172343,5.3755471536545745,-0.036287428598880664,1.2835995166287681,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,same_class_mixup,2.6877735768272872,5.3755471536545745,0.5,2.6877735768272872,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,scst,4.512204503999881,5.3755471536545745,0.16637888952479216,1.2835995166287681,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,subject_permutation,5.202857068532611,5.3755471536545745,0.03218333907319012,1.2092396233887461,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,unconditional_subject_transport,4.609181363147239,5.3755471536545745,0.14707154853164256,1.2100781616692615,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,0,wrong_class,4.750196419257237,5.3755471536545745,0.11830911246431687,1.3218479436099304,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,no_transport,5.439798820180061,5.439798820180061,0.0,0.0,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,norm_matched_random,5.6067501606086605,5.439798820180061,-0.035472058800958516,1.3218479436099304,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,same_class_mixup,2.7198994100900307,5.439798820180061,0.5,2.7198994100900307,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,scst,4.5997070178716175,5.439798820180061,0.1560285848037635,1.3218479436099304,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,subject_permutation,5.3149748719790795,5.439798820180061,0.02479295571324959,1.2481853187382226,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,unconditional_subject_transport,4.707174813333009,5.439798820180061,0.1359230783405334,1.2100781616692615,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,1,1,wrong_class,4.860599382684032,5.439798820180061,0.10550174913538694,1.2835995166287681,92,4
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,no_transport,5.44009550807719,5.44009550807719,0.0,0.0,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,norm_matched_random,5.5378338967828205,5.44009550807719,-0.01985472959818521,1.209245772097903,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,same_class_mixup,2.720047754038595,5.44009550807719,0.5,2.720047754038595,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,scst,4.701052146915934,5.44009550807719,0.12742521840939236,1.209245772097903,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,subject_permutation,5.2636418537279415,5.44009550807719,0.03491389479397567,1.1538919252402449,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,unconditional_subject_transport,4.701025863211008,5.44009550807719,0.12787194710358551,1.181435743274479,46,2
OPENBMI_MI_EEGCONFORMER,final_embedding,2,0,wrong_class,4.743108932250039,5.44009550807719,0.1202467869676775,1.3194472894745204,46,2
