setting_id,dataset,backbone,layer,alpha,independent_probe_BA,stability_effect_mean,stability_CI_low,stability_CI_high,subject_affinity_improvement_mean,subject_affinity_CI_low,subject_affinity_CI_high,subject_advantage_over_random_mean,subject_advantage_over_random_CI_low,subject_advantage_over_random_CI_high,class_accuracy_change,class_accuracy_CI_low,class_accuracy_CI_high,class_logp_change,class_logp_CI_low,class_logp_CI_high,manifold_knn_ratio_to_clean,scst_off_manifold_rate,random_off_manifold_rate,off_manifold_excess_over_random,gate_competence,gate_stability,gate_subject_fidelity,gate_class_fidelity,gate_manifold,all_gates_pass
OPENBMI_MI_EEGNET,OpenBMI,EEGNet,pre_embedding,0.25,0.6935000000000001,0.5126872386093785,0.44466598299212234,0.5796920411021281,0.09378691009499758,0.08421506518984756,0.1030295957220617,0.547088870201828,0.49831065029099175,0.601134411061809,0.005504528985507247,-0.004239221014492744,0.014722146739130424,0.019195844810694362,-0.03456333311737186,0.0665995253685409,1.1661653150171063,0.00036231884057971015,0.5047101449275362,-0.5043478260869565,True,True,True,True,True,True
OPENBMI_MI_EEGNET,OpenBMI,EEGNet,final_embedding,0.25,0.7462499999999999,0.6037867548744729,0.5346336837712017,0.669146621070926,0.12714505619276711,0.11754982832637645,0.13668388334210926,0.6057131238127257,0.5735392278978353,0.6413206953716769,0.006507246376811593,-0.0034287590579710177,0.015773007246376803,0.007080120038032026,-0.0077588517659124825,0.02097776588545491,1.1642526998950709,0.0,0.9112318840579711,-0.9112318840579711,True,True,True,True,True,True
OPENBMI_MI_EEGCONFORMER,OpenBMI,EEGConformer,pre_embedding,0.25,0.7650000000000002,0.7399471707967896,0.6864355550356002,0.7899383011173277,0.16140530580244722,0.15207836053028867,0.17023823153283657,0.5953160441858494,0.5674088957108366,0.622247003120389,0.006583333333333332,0.0005941349637681137,0.012600588768115935,0.013409914635244704,0.002593074708891656,0.025178243907344723,1.1387324123309037,0.0,0.6994565217391304,-0.6994565217391304,True,True,True,True,True,True
OPENBMI_MI_EEGCONFORMER,OpenBMI,EEGConformer,final_embedding,0.25,0.7712499999999999,0.725336375949005,0.669701144063359,0.7786596861472396,0.1553901245700807,0.14595581831028362,0.16445038000456658,0.5842774471820192,0.5580634599406796,0.611644358893994,0.006334239130434781,-0.0002438405797101422,0.013263745471014485,0.011074324675672782,0.000925980351314286,0.02126556497787898,1.1519246185998222,0.0012681159420289854,0.7483695652173913,-0.7471014492753623,True,True,True,True,True,True
WBCIC_MI_EEGNET,WBCIC,EEGNet,pre_embedding,0.25,0.7374357589146674,0.3617596583600717,0.24385043897836292,0.4732896737139507,-0.009099842683212761,-0.08979333485274986,0.0406834104962605,0.8151561306357228,0.6494004791166834,1.0826534261943779,0.0022280478882162127,-0.008543478287810128,0.013702314406889715,-0.021777563921464193,-0.06576499461806516,0.018448631983773785,1.3026718984478414,0.038223140495867766,0.44610881542699726,-0.4078856749311295,True,True,False,True,False,False
WBCIC_MI_EEGNET,WBCIC,EEGNet,final_embedding,0.25,0.7751131924547557,0.5708234886565998,0.40885687791182174,0.7136122831891798,0.08184382514793807,0.042402505991230445,0.11231863706082526,0.7000007940638687,0.6305045799339996,0.7994858177073201,0.020031365948834173,0.0008908673834086094,0.04060989696803634,0.012986747576007915,-0.006903925582150394,0.03339381284542739,1.3445709752177024,0.034263085399449035,0.7794421487603306,-0.7451790633608816,True,True,True,True,False,False
WBCIC_MI_EEGCONFORMER,WBCIC,EEGConformer,pre_embedding,0.25,0.7789031428174107,0.6125124775573267,0.44543558271331357,0.7605362454680565,0.0844828634580005,0.04432861232486004,0.11593886502606372,0.7852108219106894,0.6768694235825701,0.9494102145192186,0.0160512489199796,-0.0005505540247520967,0.03432912776920205,0.011571264643699333,-0.006168055241840642,0.03073945744967849,1.3877641625586121,0.043732782369146,0.7641184573002755,-0.7203856749311295,True,True,True,True,False,False
WBCIC_MI_EEGCONFORMER,WBCIC,EEGConformer,final_embedding,0.25,0.7767574797928078,0.6227510143107068,0.4611380008204454,0.7636556155720288,0.09640697277707745,0.06448137048770569,0.12294659294030065,0.7245222994005827,0.6525750962569504,0.8292403380969767,0.023030794523236982,0.001800566374038768,0.04610993383930088,0.013767464825374647,-0.0063003913370892495,0.035087553581941926,1.3659438391022782,0.024104683195592287,0.7741046831955923,-0.75,True,True,True,True,False,False
OPENBMI_MI_EEGNET,OpenBMI,EEGNet,pre_embedding,0.5,0.6935000000000001,0.5126872386093785,0.44466598299212234,0.5796920411021281,0.1164779154807853,0.09652090685035333,0.1362300001582982,0.5697798755876157,0.5253447873488141,0.617144782736971,0.0030099637681159424,-0.01573566576086956,0.02048845108695651,-0.01568371139168649,-0.1295103210858314,0.0819710027781122,1.3966740981521182,0.02355072463768116,0.5047101449275362,-0.48115942028985503,True,True,True,True,False,False
OPENBMI_MI_EEGNET,OpenBMI,EEGNet,final_embedding,0.5,0.7462499999999999,0.6037867548744729,0.5346336837712017,0.669146621070926,0.18394298320756017,0.1646655338986318,0.20268348632699254,0.6625110508275187,0.6282712344949444,0.6995432923127335,0.006595108695652172,-0.012524615036231878,0.024185031702898527,0.003109213666181829,-0.028071381469103762,0.03174633376792267,1.3780776246235296,0.008695652173913044,0.9112318840579711,-0.9025362318840581,True,True,True,True,False,False
