setting_id,query_unit,scope,scope_value,candidate_count,fraction_alpha_zero,alpha_mean,alpha_median,alpha_q25,alpha_q75,fraction_alpha_max,realized_norm_ratio_mean,realized_norm_ratio_median
WBCIC_MI_EEGCONFORMER,centroid,source_subject,18,142,0.0,0.25,0.25,0.25,0.25,1.0,0.40376867401138156,0.43329036235809326
WBCIC_MI_EEGCONFORMER,centroid,source_subject,19,144,0.0,0.23936631944444445,0.25,0.25,0.25,0.8194444444444444,0.16231949399742815,0.14982610195875168
WBCIC_MI_EEGCONFORMER,centroid,source_subject,2,142,0.0,0.25,0.25,0.25,0.25,1.0,0.3136508214011998,0.30096369981765747
WBCIC_MI_EEGCONFORMER,centroid,source_subject,21,144,0.0,0.2492404513888889,0.25,0.25,0.25,0.9930555555555556,0.20332150637275642,0.19004511833190918
WBCIC_MI_EEGCONFORMER,centroid,source_subject,22,140,0.0,0.25,0.25,0.25,0.25,1.0,0.37455191229070933,0.37073710560798645
WBCIC_MI_EEGCONFORMER,centroid,source_subject,23,140,0.0,0.24944196428571427,0.25,0.25,0.25,0.9857142857142858,0.1939571480665888,0.16601677983999252
WBCIC_MI_EEGCONFORMER,centroid,source_subject,24,140,0.0,0.24910714285714286,0.25,0.25,0.25,0.9785714285714285,0.19948244682912317,0.17080147564411163
WBCIC_MI_EEGCONFORMER,centroid,source_subject,25,140,0.0,0.24765625,0.25,0.25,0.25,0.9642857142857143,0.189085024887962,0.1632595956325531
WBCIC_MI_EEGCONFORMER,centroid,source_subject,26,140,0.0,0.23683035714285713,0.25,0.25,0.25,0.9,0.2276239635688918,0.19548596441745758
WBCIC_MI_EEGCONFORMER,centroid,source_subject,27,142,0.0,0.25,0.25,0.25,0.25,1.0,0.35531061134812697,0.3762041926383972
WBCIC_MI_EEGCONFORMER,centroid,source_subject,28,144,0.2152777777777778,0.1957465277777778,0.25,0.25,0.25,0.7777777777777778,0.21438452218555742,0.24288224428892136
WBCIC_MI_EEGCONFORMER,centroid,source_subject,29,140,0.17142857142857143,0.1806919642857143,0.25,0.125,0.25,0.5642857142857143,0.1556328124765839,0.15554843842983246
WBCIC_MI_EEGCONFORMER,centroid,source_subject,3,144,0.0,0.24967447916666666,0.25,0.25,0.25,0.9930555555555556,0.20001717449890244,0.1755063608288765
WBCIC_MI_EEGCONFORMER,centroid,source_subject,30,140,0.11428571428571428,0.21964285714285714,0.25,0.25,0.25,0.8571428571428571,0.18620763048529626,0.17822475731372833
WBCIC_MI_EEGCONFORMER,centroid,source_subject,31,140,0.32857142857142857,0.146875,0.21875,0.0,0.25,0.4714285714285714,0.12402968459895679,0.0994468703866005
WBCIC_MI_EEGCONFORMER,centroid,source_subject,32,142,0.0,0.24922975352112675,0.25,0.25,0.25,0.9929577464788732,0.30336716301529343,0.3090398907661438
WBCIC_MI_EEGCONFORMER,centroid,source_subject,33,144,0.2777777777777778,0.18033854166666666,0.25,0.0,0.25,0.7152777777777778,0.1402073227541728,0.1094396524131298
WBCIC_MI_EEGCONFORMER,centroid,source_subject,34,140,0.0,0.24988839285714284,0.25,0.25,0.25,0.9928571428571429,0.39302517814295634,0.40160392224788666
WBCIC_MI_EEGCONFORMER,centroid,source_subject,35,140,0.0,0.24988839285714284,0.25,0.25,0.25,0.9928571428571429,0.19083663778645651,0.16941101104021072
WBCIC_MI_EEGCONFORMER,centroid,source_subject,36,142,0.028169014084507043,0.24295774647887325,0.25,0.25,0.25,0.971830985915493,0.15024189181415967,0.12819506227970123
WBCIC_MI_EEGCONFORMER,centroid,source_subject,37,144,0.3333333333333333,0.16634114583333334,0.25,0.0,0.25,0.6597222222222222,0.14207094659407934,0.11728304624557495
WBCIC_MI_EEGCONFORMER,centroid,source_subject,38,140,0.0,0.23761160714285715,0.25,0.25,0.25,0.8214285714285714,0.6212903918964522,0.6053490042686462
WBCIC_MI_EEGCONFORMER,centroid,source_subject,41,140,0.07857142857142857,0.22935267857142858,0.25,0.25,0.25,0.9142857142857143,0.23191379638654844,0.22892431169748306
WBCIC_MI_EEGCONFORMER,centroid,source_subject,42,140,0.0,0.24933035714285715,0.25,0.25,0.25,0.9928571428571429,0.3424685173268829,0.33121728897094727
WBCIC_MI_EEGCONFORMER,centroid,source_subject,44,142,0.0,0.24944982394366197,0.25,0.25,0.25,0.9929577464788732,0.316525597676215,0.30180636048316956
WBCIC_MI_EEGCONFORMER,centroid,source_subject,45,142,0.0,0.25,0.25,0.25,0.25,1.0,0.21180547842047584,0.17293017357587814
WBCIC_MI_EEGCONFORMER,centroid,source_subject,47,142,0.0,0.24933978873239437,0.25,0.25,0.25,0.9929577464788732,0.21228993668312757,0.19170299917459488
WBCIC_MI_EEGCONFORMER,centroid,source_subject,48,142,0.0,0.2496698943661972,0.25,0.25,0.25,0.9929577464788732,0.21612195723073582,0.19685734808444977
WBCIC_MI_EEGCONFORMER,centroid,source_subject,49,140,0.014285714285714285,0.24620535714285716,0.25,0.25,0.25,0.9785714285714285,0.24029008895158768,0.23198215663433075
WBCIC_MI_EEGCONFORMER,centroid,source_subject,5,144,0.0,0.2492404513888889,0.25,0.25,0.25,0.9861111111111112,0.18019780006984043,0.1791168451309204
WBCIC_MI_EEGCONFORMER,centroid,source_subject,50,142,0.14084507042253522,0.21423855633802816,0.25,0.25,0.25,0.852112676056338,0.14484463254330862,0.1328011006116867
WBCIC_MI_EEGCONFORMER,centroid,source_subject,6,140,0.0,0.24910714285714286,0.25,0.25,0.25,0.9928571428571429,0.2319836366655571,0.20991141349077225
WBCIC_MI_EEGCONFORMER,centroid,source_subject,7,142,0.0,0.24878961267605634,0.25,0.25,0.25,0.9929577464788732,0.29798087005464124,0.26599086821079254
WBCIC_MI_EEGCONFORMER,centroid,source_subject,9,140,0.0,0.25,0.25,0.25,0.25,1.0,0.3676821427685874,0.33055269718170166
WBCIC_MI_EEGCONFORMER,trial,class,0,290259,0.6729610451355513,0.07714274148260691,0.0,0.0,0.25,0.28619956659397294,0.07000659764321722,0.0
WBCIC_MI_EEGCONFORMER,trial,class,1,290400,0.5725516528925619,0.10153161587465565,0.0,0.0,0.25,0.37727272727272726,0.08413830007386353,0.0
WBCIC_MI_EEGCONFORMER,trial,setting,ALL,580659,0.6227441579309027,0.08934013982388975,0.0,0.0,0.25,0.3317472044694046,0.07707416464185099,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,1,14400,0.778125,0.053827039930555556,0.0,0.0,0.0,0.20576388888888889,0.03557567118118944,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,11,14200,0.6579577464788733,0.08123789612676056,0.0,0.0,0.25,0.3028169014084507,0.057716066124931006,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,12,14200,0.4045774647887324,0.14429907570422534,0.25,0.0,0.25,0.5527464788732395,0.1516865538575024,0.0999898836016655
WBCIC_MI_EEGCONFORMER,trial,source_subject,13,14200,0.4675352112676056,0.12421985035211268,0.140625,0.0,0.25,0.44429577464788733,0.0949356138909852,0.0658198818564415
WBCIC_MI_EEGCONFORMER,trial,source_subject,14,14200,0.2856338028169014,0.1736113556338028,0.25,0.0,0.25,0.6638028169014084,0.17790840482759013,0.17012928426265717
WBCIC_MI_EEGCONFORMER,trial,source_subject,16,14400,0.34875,0.1601681857638889,0.25,0.0,0.25,0.619375,0.18947211745072207,0.14822781831026077
WBCIC_MI_EEGCONFORMER,trial,source_subject,17,14200,0.6644366197183098,0.07972491197183099,0.0,0.0,0.25,0.3,0.06003141070007753,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,18,14200,0.46767605633802817,0.12788512323943663,0.171875,0.0,0.25,0.4771830985915493,0.13876024456671768,0.06744830310344696
WBCIC_MI_EEGCONFORMER,trial,source_subject,19,14400,0.7808333333333334,0.04458116319444445,0.0,0.0,0.0,0.1279861111111111,0.030810255047173187,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,2,14200,0.5098591549295775,0.11961267605633803,0.0,0.0,0.25,0.4619014084507042,0.10292747726536054,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,21,14400,0.7850694444444445,0.05046983506944445,0.0,0.0,0.0,0.18722222222222223,0.0328612076867042,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,22,14000,0.5352857142857143,0.10428236607142857,0.0,0.0,0.25,0.357,0.1041255567216514,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,23,14000,0.5459285714285714,0.10995982142857143,0.0,0.0,0.25,0.4207142857142857,0.07404560143696809,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,24,13930,0.6933955491744437,0.07394898600143575,0.0,0.0,0.25,0.2797559224694903,0.04753343695413645,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,25,14000,0.6656428571428571,0.08227232142857142,0.0,0.0,0.25,0.3206428571428571,0.055077292790985666,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,26,14000,0.6346428571428572,0.08384040178571428,0.0,0.0,0.25,0.29235714285714287,0.06140602983471139,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,27,14200,0.25373239436619716,0.18416483274647888,0.25,0.0,0.25,0.7171830985915493,0.22289115122808012,0.20130903273820877
WBCIC_MI_EEGCONFORMER,trial,source_subject,28,14400,0.6947916666666667,0.07485026041666666,0.0,0.0,0.25,0.29020833333333335,0.06660794569438117,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,29,14000,0.8848571428571429,0.019526785714285715,0.0,0.0,0.0,0.04607142857142857,0.01377015670235934,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,3,14400,0.8304861111111111,0.041136067708333335,0.0,0.0,0.0,0.15770833333333334,0.029979847243974088,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,30,14000,0.7592857142857142,0.05747321428571429,0.0,0.0,0.0,0.21728571428571428,0.04748521207565708,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,31,14000,0.7913571428571429,0.04682700892857143,0.0,0.0,0.0,0.16328571428571428,0.03466681707284546,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,32,14129,0.5625309646825678,0.10643003751150117,0.0,0.0,0.25,0.40887536272913866,0.10325001275215778,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,33,14400,0.74375,0.062281901041666664,0.0,0.0,0.140625,0.23729166666666668,0.042039025328154414,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,34,14000,0.32235714285714284,0.1655703125,0.25,0.0,0.25,0.6402142857142857,0.18472082763521133,0.1547194942831993
WBCIC_MI_EEGCONFORMER,trial,source_subject,35,14000,0.33964285714285714,0.1633984375,0.25,0.0,0.25,0.6413571428571428,0.11400659471095008,0.08900044113397598
WBCIC_MI_EEGCONFORMER,trial,source_subject,36,14200,0.6269014084507042,0.09113116197183098,0.0,0.0,0.25,0.3492957746478873,0.053737094823933455,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,37,14400,0.8036111111111112,0.04768012152777778,0.0,0.0,0.0,0.18375,0.034074810655794055,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,38,14000,0.5730714285714286,0.07542857142857143,0.0,0.0,0.171875,0.1505,0.14545260031335056,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,41,14000,0.7665714285714286,0.05473995535714286,0.0,0.0,0.0,0.203,0.03364633184714642,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,42,14000,0.5252142857142857,0.10993526785714286,0.0,0.0,0.25,0.4004285714285714,0.08323096531042497,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,44,14200,0.6088732394366198,0.08989436619718309,0.0,0.0,0.25,0.3266901408450704,0.07955075745510173,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,45,14200,0.6924647887323944,0.07380501760563381,0.0,0.0,0.25,0.2775352112676056,0.04807411300934995,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,47,14200,0.7501408450704226,0.05859375,0.0,0.0,0.0,0.2138732394366197,0.04225989736131274,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,48,14200,0.7577464788732394,0.056612015845070425,0.0,0.0,0.0,0.2063380281690141,0.03645117003414911,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,49,14000,0.7332142857142857,0.0650703125,0.0,0.0,0.25,0.25264285714285717,0.04504554302052462,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,5,14400,0.7884027777777778,0.05067057291666666,0.0,0.0,0.0,0.18965277777777778,0.03067050461993656,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,50,14200,0.6920422535211268,0.07400418133802816,0.0,0.0,0.25,0.28035211267605636,0.0490633068957143,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,6,14000,0.6715,0.075625,0.0,0.0,0.25,0.27564285714285713,0.05269105774704699,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,7,14200,0.6552112676056338,0.07961927816901408,0.0,0.0,0.25,0.28725352112676056,0.053963555764229836,0.0
WBCIC_MI_EEGCONFORMER,trial,source_subject,9,14000,0.4652857142857143,0.12742299107142857,0.1640625,0.0,0.25,0.4805,0.10015401308867149,0.05450076051056385
WBCIC_MI_EEGNET,centroid,class,0,2904,0.04269972451790634,0.2361667097107438,0.25,0.25,0.25,0.9214876033057852,0.23690707734388303,0.19549769908189774
WBCIC_MI_EEGNET,centroid,class,1,2904,0.038223140495867766,0.23647877926997246,0.25,0.25,0.25,0.9173553719008265,0.2578131456598999,0.20828927308321
WBCIC_MI_EEGNET,centroid,setting,ALL,5808,0.04046143250688705,0.23632274449035812,0.25,0.25,0.25,0.9194214876033058,0.24736011150189144,0.20233090966939926
WBCIC_MI_EEGNET,centroid,source_subject,1,144,0.0,0.25,0.25,0.25,0.25,1.0,0.17521413777851397,0.16068237274885178
WBCIC_MI_EEGNET,centroid,source_subject,11,142,0.0,0.25,0.25,0.25,0.25,1.0,0.2471753908190089,0.22877123206853867
WBCIC_MI_EEGNET,centroid,source_subject,12,142,0.0,0.24911971830985916,0.25,0.25,0.25,0.971830985915493,0.4287043019447108,0.4206453114748001
WBCIC_MI_EEGNET,centroid,source_subject,13,142,0.0,0.24944982394366197,0.25,0.25,0.25,0.9859154929577465,0.3111598380434681,0.28890667855739594
WBCIC_MI_EEGNET,centroid,source_subject,14,142,0.0,0.24955985915492956,0.25,0.25,0.25,0.9859154929577465,0.37679535706698053,0.36248108744621277
WBCIC_MI_EEGNET,centroid,source_subject,16,144,0.0,0.2492404513888889,0.25,0.25,0.25,0.9861111111111112,0.4643419499302076,0.4236581027507782
WBCIC_MI_EEGNET,centroid,source_subject,17,142,0.0,0.24944982394366197,0.25,0.25,0.25,0.9788732394366197,0.19412301089876974,0.17165150493383408
WBCIC_MI_EEGNET,centroid,source_subject,18,142,0.0,0.25,0.25,0.25,0.25,1.0,0.41847656268469047,0.35442250967025757
WBCIC_MI_EEGNET,centroid,source_subject,19,144,0.3333333333333333,0.16471354166666666,0.25,0.0,0.25,0.6180555555555556,0.09510230554992126,0.08553323149681091
WBCIC_MI_EEGNET,centroid,source_subject,2,142,0.0,0.25,0.25,0.25,0.25,1.0,0.3955390897750015,0.34234216809272766
WBCIC_MI_EEGNET,centroid,source_subject,21,144,0.0,0.2482638888888889,0.25,0.25,0.25,0.9861111111111112,0.17854771105986503,0.16607534140348434
WBCIC_MI_EEGNET,centroid,source_subject,22,140,0.0,0.24921875,0.25,0.25,0.25,0.9857142857142858,0.28760839152548995,0.2716097831726074
WBCIC_MI_EEGNET,centroid,source_subject,23,140,0.0,0.2474330357142857,0.25,0.25,0.25,0.9428571428571428,0.14286263595734325,0.12273390963673592
WBCIC_MI_EEGNET,centroid,source_subject,24,140,0.0,0.2390625,0.25,0.25,0.25,0.8928571428571429,0.1854992699144142,0.1669049710035324
WBCIC_MI_EEGNET,centroid,source_subject,25,140,0.17142857142857143,0.2041294642857143,0.25,0.25,0.25,0.8,0.14618261919489928,0.12985707819461823
WBCIC_MI_EEGNET,centroid,source_subject,26,140,0.0,0.24776785714285715,0.25,0.25,0.25,0.9785714285714285,0.1693575173350317,0.15936103463172913
WBCIC_MI_EEGNET,centroid,source_subject,27,142,0.0,0.25,0.25,0.25,0.25,1.0,0.5078440504804463,0.4751974195241928
WBCIC_MI_EEGNET,centroid,source_subject,28,144,0.020833333333333332,0.2427300347222222,0.25,0.25,0.25,0.9513888888888888,0.22286971503247818,0.2068898305296898
WBCIC_MI_EEGNET,centroid,source_subject,29,140,0.0,0.24386160714285715,0.25,0.25,0.25,0.9214285714285714,0.2077102798170277,0.20638447254896164
WBCIC_MI_EEGNET,centroid,source_subject,3,144,0.0,0.2495659722222222,0.25,0.25,0.25,0.9791666666666666,0.17569158712608945,0.15502528846263885
WBCIC_MI_EEGNET,centroid,source_subject,30,140,0.007142857142857143,0.24464285714285713,0.25,0.25,0.25,0.9714285714285714,0.18950877860188484,0.1769496649503708
WBCIC_MI_EEGNET,centroid,source_subject,31,140,0.0,0.24453125,0.25,0.25,0.25,0.9428571428571428,0.3498200937573399,0.31915023922920227
WBCIC_MI_EEGNET,centroid,source_subject,32,142,0.1619718309859155,0.20752640845070422,0.25,0.25,0.25,0.8098591549295775,0.34460698773848336,0.3394256681203842
WBCIC_MI_EEGNET,centroid,source_subject,33,144,0.0,0.25,0.25,0.25,0.25,1.0,0.18939426598242587,0.1636650711297989
WBCIC_MI_EEGNET,centroid,source_subject,34,140,0.0,0.24977678571428572,0.25,0.25,0.25,0.9857142857142858,0.38732766759182724,0.3949575871229172
WBCIC_MI_EEGNET,centroid,source_subject,35,140,0.0,0.24720982142857142,0.25,0.25,0.25,0.9785714285714285,0.1551912488149745,0.14359814673662186
WBCIC_MI_EEGNET,centroid,source_subject,36,142,0.08450704225352113,0.22579225352112675,0.25,0.25,0.25,0.8873239436619719,0.12560238240575286,0.11813937500119209
WBCIC_MI_EEGNET,centroid,source_subject,37,144,0.20833333333333334,0.19737413194444445,0.25,0.25,0.25,0.7777777777777778,0.12889902999935052,0.1259002760052681
WBCIC_MI_EEGNET,centroid,source_subject,38,140,0.0,0.1890625,0.21875,0.140625,0.25,0.32857142857142857,0.4773802400699684,0.5141911804676056
WBCIC_MI_EEGNET,centroid,source_subject,41,140,0.07857142857142857,0.21785714285714286,0.25,0.25,0.25,0.85,0.18786487342523678,0.16759250313043594
WBCIC_MI_EEGNET,centroid,source_subject,42,140,0.0,0.2484375,0.25,0.25,0.25,0.9785714285714285,0.2566834167178188,0.24090848863124847
WBCIC_MI_EEGNET,centroid,source_subject,44,142,0.0,0.25,0.25,0.25,0.25,1.0,0.2693656897565848,0.23680897802114487
WBCIC_MI_EEGNET,centroid,source_subject,45,142,0.11971830985915492,0.22007042253521128,0.25,0.25,0.25,0.8802816901408451,0.18442259665945887,0.1645372286438942
WBCIC_MI_EEGNET,centroid,source_subject,47,142,0.0,0.24955985915492956,0.25,0.25,0.25,0.9859154929577465,0.1749261258248712,0.14994104206562042
WBCIC_MI_EEGNET,centroid,source_subject,48,142,0.0,0.2382262323943662,0.25,0.25,0.25,0.9014084507042254,0.18516698658046588,0.15542256087064743
WBCIC_MI_EEGNET,centroid,source_subject,49,140,0.34285714285714286,0.16238839285714285,0.25,0.0,0.25,0.6357142857142857,0.14776052295097283,0.14829692244529724
WBCIC_MI_EEGNET,centroid,source_subject,5,144,0.0,0.25,0.25,0.25,0.25,1.0,0.14813900705323452,0.12936002761125565
WBCIC_MI_EEGNET,centroid,source_subject,50,142,0.1267605633802817,0.21775968309859156,0.25,0.25,0.25,0.8591549295774648,0.12496615803315186,0.10727988928556442
WBCIC_MI_EEGNET,centroid,source_subject,6,140,0.0,0.24832589285714285,0.25,0.25,0.25,0.9785714285714285,0.21041215248405934,0.20487739145755768
WBCIC_MI_EEGNET,centroid,source_subject,7,142,0.0,0.2483494718309859,0.25,0.25,0.25,0.9859154929577465,0.20565898113057646,0.18378780782222748
WBCIC_MI_EEGNET,centroid,source_subject,9,140,0.0,0.2484375,0.25,0.25,0.25,0.9857142857142858,0.3729946563818625,0.33450379967689514
WBCIC_MI_EEGNET,trial,class,0,290259,0.9614378882308559,0.008843879517947763,0.0,0.0,0.0,0.03171305627043434,0.010151920905272149,0.0
WBCIC_MI_EEGNET,trial,class,1,290400,0.9203822314049587,0.019245222107438016,0.0,0.0,0.0,0.07355027548209367,0.019588281942960247,0.0
WBCIC_MI_EEGNET,trial,setting,ALL,580659,0.9409050750957102,0.014045813678940653,0.0,0.0,0.0,0.05263674549089913,0.014871247128312908,0.0
WBCIC_MI_EEGNET,trial,source_subject,1,14400,0.9824305555555556,0.004249131944444444,0.0,0.0,0.0,0.015625,0.003966938535320676,0.0
WBCIC_MI_EEGNET,trial,source_subject,11,14200,0.9340140845070423,0.016036531690140843,0.0,0.0,0.0,0.06183098591549296,0.014376894034687955,0.0
WBCIC_MI_EEGNET,trial,source_subject,12,14200,0.9687323943661972,0.007523107394366197,0.0,0.0,0.0,0.027816901408450705,0.007996880809553492,0.0
WBCIC_MI_EEGNET,trial,source_subject,13,14200,0.7911971830985915,0.04885453345070422,0.0,0.0,0.0,0.18190140845070424,0.04455411402879178,0.0
WBCIC_MI_EEGNET,trial,source_subject,14,14200,0.9346478873239437,0.01571412852112676,0.0,0.0,0.0,0.05788732394366197,0.01722268115401163,0.0
WBCIC_MI_EEGNET,trial,source_subject,16,14400,0.9936111111111111,0.0015657552083333333,0.0,0.0,0.0,0.0059722222222222225,0.0017681240735368596,0.0
WBCIC_MI_EEGNET,trial,source_subject,17,14200,0.972112676056338,0.006396346830985915,0.0,0.0,0.0,0.021901408450704225,0.004854187178491077,0.0
WBCIC_MI_EEGNET,trial,source_subject,18,14200,0.9035211267605634,0.023516725352112675,0.0,0.0,0.0,0.09126760563380282,0.024869797345198376,0.0
WBCIC_MI_EEGNET,trial,source_subject,19,14400,0.9979861111111111,0.00048828125,0.0,0.0,0.0,0.0018055555555555555,0.0006037130372391807,0.0
WBCIC_MI_EEGNET,trial,source_subject,2,14200,0.880774647887324,0.029240757042253523,0.0,0.0,0.0,0.11401408450704226,0.028933578084098358,0.0
WBCIC_MI_EEGNET,trial,source_subject,21,14400,0.9930555555555556,0.0015516493055555555,0.0,0.0,0.0,0.004930555555555555,0.00120615635610496,0.0
WBCIC_MI_EEGNET,trial,source_subject,22,14000,0.9402142857142857,0.014046875,0.0,0.0,0.0,0.0505,0.01501847672675337,0.0
WBCIC_MI_EEGNET,trial,source_subject,23,14000,0.9307142857142857,0.016705357142857143,0.0,0.0,0.0,0.061714285714285715,0.01196249434458358,0.0
WBCIC_MI_EEGNET,trial,source_subject,24,13930,0.960229720028715,0.009631864680545586,0.0,0.0,0.0,0.035319454414931804,0.007819886815286932,0.0
WBCIC_MI_EEGNET,trial,source_subject,25,14000,0.9677142857142857,0.008055803571428571,0.0,0.0,0.0,0.03192857142857143,0.00532758812526507,0.0
WBCIC_MI_EEGNET,trial,source_subject,26,14000,0.9732857142857143,0.006380580357142857,0.0,0.0,0.0,0.022714285714285715,0.005944702841075403,0.0
WBCIC_MI_EEGNET,trial,source_subject,27,14200,0.8157042253521126,0.04551386443661972,0.0,0.0,0.0,0.1773943661971831,0.06432254142823143,0.0
WBCIC_MI_EEGNET,trial,source_subject,28,14400,0.9949305555555555,0.0011436631944444445,0.0,0.0,0.0,0.0042361111111111115,0.0008385113133246907,0.0
WBCIC_MI_EEGNET,trial,source_subject,29,14000,0.995,0.0009508928571428572,0.0,0.0,0.0,0.0035,0.0009369973268226853,0.0
WBCIC_MI_EEGNET,trial,source_subject,3,14400,0.9984722222222222,0.00037109375,0.0,0.0,0.0,0.0013194444444444445,0.00034035703632980587,0.0
WBCIC_MI_EEGNET,trial,source_subject,30,14000,0.9968571428571429,0.0007790178571428571,0.0,0.0,0.0,0.0030714285714285713,0.0006819112822413444,0.0
WBCIC_MI_EEGNET,trial,source_subject,31,14000,0.7685,0.05621986607142857,0.0,0.0,0.0,0.21242857142857144,0.0649148127226425,0.0
WBCIC_MI_EEGNET,trial,source_subject,32,14129,0.9879680090593814,0.002941644843938,0.0,0.0,0.0,0.011253450350343266,0.002999801017326596,0.0
WBCIC_MI_EEGNET,trial,source_subject,33,14400,0.9963194444444444,0.0007790798611111111,0.0,0.0,0.0,0.0020833333333333333,0.0005913413740280602,0.0
WBCIC_MI_EEGNET,trial,source_subject,34,14000,0.6737142857142857,0.08101116071428571,0.0,0.0,0.25,0.32142857142857145,0.10163820971329031,0.0
WBCIC_MI_EEGNET,trial,source_subject,35,14000,0.9152857142857143,0.02040848214285714,0.0,0.0,0.0,0.07685714285714286,0.015717789992690086,0.0
WBCIC_MI_EEGNET,trial,source_subject,36,14200,0.9346478873239437,0.015696522887323944,0.0,0.0,0.0,0.06007042253521127,0.011266209026208332,0.0
WBCIC_MI_EEGNET,trial,source_subject,37,14400,0.9983333333333333,0.0003331163194444444,0.0,0.0,0.0,0.00125,0.0002512048866548058,0.0
WBCIC_MI_EEGNET,trial,source_subject,38,14000,0.8780714285714286,0.021904017857142858,0.0,0.0,0.0,0.06092857142857143,0.03988935505465738,0.0
WBCIC_MI_EEGNET,trial,source_subject,41,14000,0.8797142857142857,0.028123883928571427,0.0,0.0,0.0,0.1015,0.0259286744381035,0.0
WBCIC_MI_EEGNET,trial,source_subject,42,14000,0.9132142857142858,0.020530133928571427,0.0,0.0,0.0,0.07607142857142857,0.02090426833129355,0.0
WBCIC_MI_EEGNET,trial,source_subject,44,14200,0.9197183098591549,0.019895466549295776,0.0,0.0,0.0,0.0776056338028169,0.02007599440140938,0.0
WBCIC_MI_EEGNET,trial,source_subject,45,14200,0.9288732394366197,0.01691131161971831,0.0,0.0,0.0,0.0628169014084507,0.014610333723855585,0.0
WBCIC_MI_EEGNET,trial,source_subject,47,14200,0.9922535211267606,0.0014546654929577464,0.0,0.0,0.0,0.004929577464788733,0.0010743541288858569,0.0
WBCIC_MI_EEGNET,trial,source_subject,48,14200,0.9983098591549295,0.00022557218309859155,0.0,0.0,0.0,0.0006338028169014084,0.00011322948543853323,0.0
WBCIC_MI_EEGNET,trial,source_subject,49,14000,0.9982857142857143,0.0002924107142857143,0.0,0.0,0.0,0.00028571428571428574,0.0003798290621489286,0.0
WBCIC_MI_EEGNET,trial,source_subject,5,14400,0.9947916666666666,0.001181640625,0.0,0.0,0.0,0.0043055555555555555,0.0007706949479567508,0.0
WBCIC_MI_EEGNET,trial,source_subject,50,14200,0.9959154929577465,0.0007449383802816901,0.0,0.0,0.0,0.0024647887323943664,0.0005978751847599174,0.0
WBCIC_MI_EEGNET,trial,source_subject,6,14000,0.9411428571428572,0.013371651785714285,0.0,0.0,0.0,0.047,0.011465966617156353,0.0
WBCIC_MI_EEGNET,trial,source_subject,7,14200,0.9859859154929578,0.0029434419014084507,0.0,0.0,0.0,0.009507042253521126,0.0019123008220233548,0.0
WBCIC_MI_EEGNET,trial,source_subject,9,14000,0.939,0.014981026785714285,0.0,0.0,0.0,0.05835714285714286,0.01419357270920383,0.0
