task,subject_id,EEGNet_BA,LOGIT50_BA,LiteBN_BA,EEGNet_macro_F1,LOGIT50_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LOGIT50_accuracy,LiteBN_accuracy,EEGNet_AUROC,LOGIT50_AUROC,LiteBN_AUROC,EEGNet_AUPRC,LOGIT50_AUPRC,LiteBN_AUPRC,replicates_per_subject,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp
ERP,4,0.8981616161616162,0.9112929292929294,0.9052525252525252,0.8522201433137816,0.8793466049747877,0.8720441498598397,0.9074410774410775,0.9274410774410775,0.9227609427609428,0.9608262014080196,0.971437037037037,0.9678493419038874,0.8814098395498317,0.9097738402368418,0.8998443758951822,15,1.3131313131313216,0.6040404040404179
ERP,12,0.962888888888889,0.9677373737373738,0.9634747474747475,0.9229641526071056,0.9328538969630984,0.925753927992173,0.9529629629629629,0.9596969696969696,0.9551515151515151,0.9941453321089685,0.9948055096418732,0.9933416590143863,0.9827720608758762,0.9857568647562903,0.9824914114393775,15,0.48484848484847687,0.4262626262626301
ERP,13,0.913070707070707,0.9234949494949495,0.9162626262626262,0.8375399586714518,0.8563905943199742,0.8483949761313081,0.8901346801346802,0.9057575757575758,0.9001683501683502,0.9794736455463728,0.9828656871747781,0.9790841750841751,0.9353571380745732,0.940806886758814,0.926343553699365,15,1.0424242424242447,0.7232323232323257
ERP,17,0.8285656565656565,0.8362020202020202,0.8144848484848485,0.7561127409234653,0.7581055710840204,0.7219750621546075,0.8309090909090908,0.8303030303030303,0.7928956228956229,0.9108680746862564,0.9185685950413223,0.9081957759412305,0.7753237742809378,0.791161906017175,0.7602261009051712,15,0.7636363636363663,2.171717171717169
ERP,18,0.9123838383838385,0.9166868686868687,0.9077979797979798,0.8854725327058931,0.8956475785932688,0.8827325603598956,0.931952861952862,0.938989898989899,0.9306397306397306,0.9765361493725131,0.9791671870217324,0.97390584634221,0.9168489929166657,0.9232718013462292,0.9067014028982351,15,0.4303030303030142,0.8888888888888835
ERP,24,0.8087272727272727,0.8280808080808081,0.8119999999999999,0.7259033361101191,0.7527651601316803,0.7416594080572996,0.7991919191919192,0.8241750841750842,0.8183838383838383,0.9069608815426998,0.9202700948882767,0.9014445668809306,0.7491721822397006,0.7850886139747094,0.751877027253519,15,1.9353535353535345,1.608080808080814
ERP,25,0.7661212121212121,0.7882626262626263,0.7973131313131313,0.768527867135229,0.7893564201130704,0.7865705656544354,0.8726936026936027,0.8834680134680134,0.8774074074074074,0.8814967860422407,0.9046272421181512,0.9029893480257116,0.6577794165522625,0.7068462362306658,0.6977208151125546,15,2.214141414141424,-0.9050505050504976
ERP,29,0.8478383838383838,0.8551515151515151,0.846,0.8211620704816073,0.8357783430608483,0.8222708664863941,0.8925252525252526,0.9035016835016836,0.894040404040404,0.9353139271502908,0.9439958983777166,0.9337285583103765,0.8095608234652781,0.8355381519224302,0.8163788372112172,15,0.7313131313131271,0.9151515151515133
ERP,36,0.9555959595959596,0.9600606060606062,0.9517575757575758,0.8949760064022488,0.9053765220745011,0.8930935279216747,0.932861952861953,0.9405723905723905,0.9321212121212121,0.9953516988062443,0.9957335169880625,0.9933786348331802,0.9810976804291646,0.9827934822064268,0.974047117664384,15,0.44646464646466155,0.8303030303030368
ERP,37,0.9457575757575757,0.948949494949495,0.9435757575757576,0.9179845095153085,0.9267721539434842,0.9188866195388301,0.9513468013468014,0.9572053872053873,0.9522895622895623,0.987771533516988,0.9896368533823079,0.9874664217936945,0.957655320728453,0.9619953081206827,0.9542813631422862,15,0.31919191919193013,0.5373737373737364
ERP,39,0.7200808080808081,0.725919191919192,0.721010101010101,0.6876480520787486,0.6946488289892891,0.6829765518997087,0.8008080808080807,0.8067676767676768,0.793063973063973,0.7973431894704622,0.8107549433731251,0.7974891949801041,0.5111950658654061,0.5273953001509638,0.49286654578649336,15,0.5838383838383865,0.4909090909090974
ERP,42,0.8518383838383838,0.8608888888888889,0.8433333333333334,0.8099634752924683,0.8289878267379441,0.8093176744842607,0.8808754208754209,0.8964983164983165,0.8835353535353536,0.9288757269666361,0.9384678298132844,0.9265667584940313,0.8172699600016915,0.8336052546119952,0.7917021840137284,15,0.9050505050505087,1.7555555555555546
ERP,51,0.7464242424242424,0.7585858585858586,0.7461414141414141,0.7095087224754756,0.7167294548658668,0.6877724780652749,0.8131986531986531,0.815959595959596,0.7833670033670034,0.8266830731558005,0.8418927456382002,0.8290061830425466,0.5644412272838462,0.594808644116816,0.5706489150212474,15,1.2161616161616151,1.244444444444448
ERP,54,0.7167676767676768,0.716969696969697,0.7031313131313132,0.6933801032980977,0.6961640089268845,0.6749450022432925,0.8107744107744107,0.815016835016835,0.7946464646464647,0.8063822467095194,0.8116078359351087,0.7893253749617386,0.5302637910131667,0.5345115913591202,0.4911374930844525,15,0.020202020202020332,1.3838383838383872
SSVEP,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,15,0.0,0.0
SSVEP,12,0.9433333333333332,0.9573333333333333,0.9626666666666667,0.9430779661011933,0.9571257134769832,0.9626787575895969,0.9433333333333332,0.9573333333333333,0.9626666666666667,,,,,,,15,1.4000000000000012,-0.5333333333333412
SSVEP,13,0.7533333333333334,0.8313333333333334,0.8119999999999999,0.749253414719892,0.8288772790455604,0.8077017027107088,0.7533333333333334,0.8313333333333334,0.8119999999999999,,,,,,,15,7.799999999999995,1.9333333333333425
SSVEP,17,0.9606666666666667,0.9746666666666666,0.9573333333333333,0.9606698822948051,0.974560024064181,0.9571670293078203,0.9606666666666667,0.9746666666666666,0.9573333333333333,,,,,,,15,1.3999999999999901,1.7333333333333312
SSVEP,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,15,0.0,0.0
SSVEP,24,0.9286666666666666,0.9453333333333334,0.8919999999999999,0.9287258470310901,0.945391514230349,0.8915947278315237,0.9286666666666666,0.9453333333333334,0.892,,,,,,,15,1.6666666666666718,5.3333333333333455
SSVEP,25,0.9333333333333333,0.9546666666666667,0.9440000000000001,0.933035257828117,0.9544062162414563,0.9434276977416428,0.9333333333333333,0.9546666666666667,0.9440000000000001,,,,,,,15,2.1333333333333315,1.0666666666666602
SSVEP,29,0.9046666666666667,0.9573333333333333,0.9506666666666667,0.9033838533244523,0.9575195467388439,0.9509798087999606,0.9046666666666667,0.9573333333333333,0.9506666666666667,,,,,,,15,5.266666666666653,0.6666666666666599
SSVEP,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,15,0.0,0.0
SSVEP,37,0.9986666666666667,0.998,0.9933333333333334,0.9986661331199147,0.997999199679872,0.9933306655995733,0.9986666666666667,0.998,0.9933333333333334,,,,,,,15,-0.06666666666667043,0.4666666666666597
SSVEP,39,0.988,0.9966666666666666,0.9953333333333333,0.9880352756487211,0.9966655995731626,0.9953298627143164,0.988,0.9966666666666666,0.9953333333333333,,,,,,,15,0.86666666666666,0.13333333333332975
SSVEP,42,0.5559999999999999,0.6020000000000001,0.5953333333333333,0.5561569865757083,0.6002147136738307,0.593639900959287,0.5559999999999999,0.602,0.5953333333333333,,,,,,,15,4.600000000000016,0.6666666666666821
SSVEP,51,0.7613333333333333,0.8086666666666668,0.76,0.7606367809233412,0.8065669479711544,0.7523602444233415,0.7613333333333333,0.8086666666666668,0.76,,,,,,,15,4.733333333333345,4.866666666666674
SSVEP,54,0.7426666666666667,0.8473333333333333,0.8806666666666666,0.7354326496054535,0.8448757078590287,0.879847390930637,0.7426666666666667,0.8473333333333333,0.8806666666666667,,,,,,,15,10.466666666666658,-3.3333333333333326
