task,subject_id,EEGNet_BA,LOGIT50_BA,LiteBN_BA,EEGNet_macro_F1,LOGIT50_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LOGIT50_accuracy,LiteBN_accuracy,EEGNet_AUROC,LOGIT50_AUROC,LiteBN_AUROC,EEGNet_AUPRC,LOGIT50_AUPRC,LiteBN_AUPRC,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp
ERP,20,0.8936363636363637,0.8912121212121212,0.8845454545454545,0.8416057945216879,0.8364928257666817,0.8185645933014354,0.8994949494949495,0.8954545454545455,0.8803030303030303,0.9573884297520662,0.9590413223140496,0.9539081726354454,0.8777495040657959,0.886271254731948,0.8796842828053495,-0.24242424242424399,0.666666666666671
ERP,21,0.8778787878787879,0.8672727272727272,0.8636363636363636,0.8055076950033584,0.7951220838544782,0.7883021102497847,0.8691919191919192,0.8616161616161616,0.8555555555555555,0.9458347107438017,0.946850321395776,0.9342075298438934,0.8398795366237974,0.834936125310099,0.7900533660460014,-1.060606060606073,0.3636363636363549
ERP,22,0.926060606060606,0.9354545454545454,0.8918181818181818,0.8769886749142893,0.8708878858691593,0.7889731962179611,0.9232323232323232,0.9166666666666666,0.847979797979798,0.9828595041322312,0.9834306703397612,0.9732764003673094,0.9486017672696844,0.9512942921013416,0.9241466111987536,0.9393939393939399,4.363636363636358
ERP,23,0.5627272727272727,0.5548484848484849,0.5533333333333333,0.5666884522872679,0.5611408635130287,0.5590526203724424,0.7762626262626262,0.7974747474747474,0.7929292929292929,0.670910927456382,0.6581469237832874,0.6266152433425161,0.266619896529241,0.2701752261280878,0.255382850109103,-0.7878787878787818,0.15151515151515804
ERP,26,0.9557575757575758,0.9527272727272726,0.9412121212121212,0.929638136511376,0.924820205346464,0.8992510981613617,0.9585858585858584,0.9555555555555556,0.9383838383838384,0.989325987144169,0.9906868686868688,0.9869752066115702,0.9675963146501092,0.9705596009620024,0.9576459692962096,-0.3030303030303161,1.1515151515151478
ERP,27,0.9524242424242424,0.961818181818182,0.9609090909090908,0.8888362849706004,0.9106232734041452,0.9139084447989148,0.9287878787878788,0.9444444444444444,0.946969696969697,0.9964315886134067,0.9970064279155187,0.9965711662075298,0.9870481174194544,0.9896931704418284,0.9883269996199372,0.9393939393939621,0.09090909090911925
ERP,28,0.9251515151515152,0.9293939393939394,0.9187878787878788,0.8825125240719862,0.8924706285513173,0.8680609279617217,0.9277777777777778,0.9348484848484848,0.9171717171717172,0.9824646464646464,0.98544536271809,0.9829586776859504,0.9414750202204936,0.950092316692066,0.9450276302804742,0.424242424242427,1.0606060606060619
ERP,30,0.9315151515151516,0.9372727272727271,0.9393939393939394,0.884391447368421,0.9005980066445183,0.9030020051657937,0.9282828282828284,0.93989898989899,0.9414141414141414,0.984396694214876,0.987368227731864,0.9855206611570247,0.953009471327738,0.96230178611806,0.9596346872813972,0.5757575757575517,-0.21212121212123014
ERP,31,0.943030303030303,0.9403030303030304,0.9272727272727272,0.8878088898098742,0.891827234118415,0.8722786647314948,0.9292929292929292,0.9328282828282828,0.9191919191919192,0.9910064279155189,0.9890413223140496,0.9812966023875116,0.9715114410616998,0.9672745356418984,0.9479577515748276,-0.27272727272725783,1.303030303030317
ERP,32,0.9187878787878788,0.9196969696969696,0.9045454545454544,0.8425830085665054,0.8422388345909522,0.8104684567231942,0.8949494949494949,0.8944444444444445,0.8671717171717171,0.9822038567493112,0.9829476584022038,0.9797281910009182,0.9541277466650228,0.9543832182506904,0.939167719329833,0.09090909090907484,1.5151515151515138
ERP,33,0.7666666666666666,0.7563636363636363,0.7578787878787878,0.7660213367434991,0.7659373659373658,0.7613501988748343,0.8696969696969697,0.8747474747474747,0.8691919191919192,0.8723507805325986,0.8803232323232323,0.8584444444444445,0.634993332987222,0.6723051204207541,0.6448629564032807,-1.0303030303030258,-0.15151515151514694
ERP,34,0.8815151515151516,0.8903030303030303,0.8587878787878788,0.7761841985078246,0.7956564915906952,0.7597259301553988,0.8368686868686869,0.8555555555555555,0.8252525252525252,0.966611570247934,0.9671515151515152,0.9523140495867768,0.8936049913212198,0.8886524208151175,0.8475522415479708,0.8787878787878678,3.1515151515151496
ERP,35,0.9166666666666669,0.8996969696969697,0.87,0.8633655622944159,0.8547048736302997,0.8230706807521133,0.9136363636363636,0.9095959595959596,0.8883838383838384,0.9773590449954088,0.9750449954086318,0.9569458218549128,0.9233435798317678,0.9143926055396046,0.8728858762436816,-1.696969696969719,2.9696969696969666
ERP,38,0.770909090909091,0.7715151515151515,0.7287878787878788,0.7366384910728624,0.7327636465279719,0.69065395273547,0.8343434343434344,0.8292929292929293,0.7984848484848485,0.8578530762167127,0.8488870523415979,0.8172249770431588,0.6150381859752018,0.5802230833572568,0.4847900381349636,0.060606060606049894,4.2727272727272725
ERP,40,0.8433333333333334,0.8290909090909091,0.7966666666666666,0.810694416900644,0.8001544261252669,0.7543442937847247,0.8843434343434343,0.8787878787878788,0.842929292929293,0.9250119375573922,0.9204426078971534,0.8794876033057851,0.8007840249323048,0.7749316214853301,0.6566997358575857,-1.4242424242424279,3.2424242424242466
ERP,41,0.8727272727272727,0.8912121212121211,0.8906060606060606,0.7861805382261391,0.8320757091221509,0.8419770091659493,0.8505050505050505,0.8914141414141414,0.9005050505050505,0.951502295684114,0.959842056932966,0.9544885215794308,0.8656420640932441,0.8865711333867075,0.8761765130472744,1.8484848484848437,0.060606060606049894
ERP,43,0.9306060606060608,0.9412121212121212,0.936060606060606,0.8468458508582708,0.8738220480196874,0.8698073648256244,0.8964646464646465,0.9181818181818182,0.9156565656565656,0.9891827364554636,0.9907768595041324,0.9870192837465566,0.9544687004690956,0.9568514034767456,0.9274355315329492,1.0606060606060397,0.5151515151515129
ERP,44,0.9063636363636364,0.9096969696969696,0.8993939393939394,0.8241311966431792,0.8202922077922078,0.7932432947299054,0.8803030303030303,0.8757575757575757,0.8505050505050505,0.9743673094582186,0.9803856749311296,0.9767860422405876,0.911015603883252,0.9283074289302964,0.8920863736851156,0.3333333333333188,1.0303030303030147
ERP,45,0.8506060606060606,0.8490909090909091,0.8309090909090909,0.8239356770852169,0.8184736037304507,0.7896319654301522,0.8944444444444445,0.8898989898989899,0.8676767676767677,0.9133921028466482,0.9197483930211204,0.9105252525252524,0.7891496816704802,0.7782282033006508,0.7199260594352797,-0.15151515151514694,1.8181818181818188
ERP,46,0.7021212121212121,0.7051515151515151,0.7048484848484848,0.6774152715910905,0.6679230491244121,0.6499009820959463,0.7984848484848485,0.7813131313131313,0.7525252525252525,0.7807566574839303,0.7863801652892562,0.7660091827364555,0.5147780042404393,0.499062525823468,0.4197091334085639,0.3030303030302939,0.030303030303024947
ERP,47,0.853030303030303,0.8454545454545455,0.8054545454545454,0.8246821829699131,0.8024788683046468,0.7528296883504766,0.8944444444444445,0.8757575757575757,0.8373737373737373,0.9336124885215794,0.9233700642791552,0.8892102846648301,0.8234550085592852,0.7942055454041329,0.6912285905445953,-0.7575757575757569,4.0000000000000036
ERP,48,0.7824242424242425,0.8103030303030303,0.8078787878787879,0.7372248328893802,0.7822897431593083,0.7853396526644312,0.8292929292929293,0.8676767676767677,0.8717171717171717,0.8741303948576677,0.8907970615243342,0.8862607897153352,0.6746113251130794,0.7155350367270291,0.7013054228402298,2.7878787878787836,0.24242424242424399
ERP,49,0.8709090909090909,0.8821212121212121,0.8693939393939394,0.7719525844525845,0.7901673734752376,0.7801412411498223,0.8353535353535354,0.852020202020202,0.8449494949494949,0.9613957759412304,0.9650523415977962,0.9545068870523415,0.9002571256953319,0.8966905200464763,0.8421848885517882,1.1212121212121229,1.2727272727272698
ERP,50,0.5163636363636364,0.5145454545454545,0.5118181818181818,0.5162375490244343,0.5148863148863149,0.5117733521630112,0.7292929292929293,0.7404040404040404,0.7277777777777777,0.585919191919192,0.5832819100091828,0.5656712580348944,0.2228423861643371,0.2063344427590223,0.1944880769136508,-0.181818181818183,0.27272727272726893
ERP,52,0.8757575757575757,0.8460606060606061,0.8178787878787879,0.8642364703975665,0.8494447370568468,0.819814992320218,0.9222222222222224,0.9171717171717172,0.9005050505050505,0.9585307621671258,0.9417079889807162,0.8928411386593205,0.8726640428557456,0.8328680649201246,0.7279112831808665,-2.9696969696969666,2.8181818181818197
ERP,53,0.7666666666666666,0.7121212121212122,0.6563636363636364,0.7493783107963822,0.7040667605294996,0.6507379337854009,0.8515151515151516,0.8292929292929293,0.798989898989899,0.8682038567493112,0.8351937557392103,0.7589237832874197,0.6112739466326328,0.5208511446655609,0.3888532666683563,-5.454545454545445,5.575757575757578
SSVEP,1,0.8500000000000001,0.8600000000000001,0.8500000000000001,0.8494117647058823,0.8601817538609646,0.8484074643638729,0.85,0.86,0.85,,,,,,,1.0000000000000009,1.0000000000000009
SSVEP,2,0.93,0.94,0.93,0.9298275072311604,0.9394560606566686,0.9266328636666504,0.93,0.94,0.93,,,,,,,0.9999999999999898,0.9999999999999898
SSVEP,3,0.95,0.98,1.0,0.9504219938566444,0.9801805337519622,1.0,0.95,0.98,1.0,,,,,,,3.0000000000000027,-2.0000000000000018
SSVEP,5,0.93,0.96,0.81,0.9304819471308832,0.9599764521193092,0.8189110626932614,0.93,0.96,0.81,,,,,,,2.9999999999999916,14.999999999999991
SSVEP,6,0.99,1.0,0.99,0.9899959983993596,1.0,0.9899959983993598,0.99,1.0,0.99,,,,,,,1.0000000000000009,1.0000000000000009
SSVEP,7,0.98,1.0,0.99,0.98,1.0,0.9899959983993596,0.98,1.0,0.99,,,,,,,2.0000000000000018,1.0000000000000009
SSVEP,8,0.96,0.93,0.89,0.9597212862231635,0.927607204116638,0.8878861889583419,0.96,0.93,0.89,,,,,,,-2.9999999999999916,4.0000000000000036
SSVEP,9,0.97,1.0,0.98,0.9701805337519622,1.0,0.9797794117647058,0.97,1.0,0.98,,,,,,,3.0000000000000027,2.0000000000000018
SSVEP,10,0.97,1.0,1.0,0.9695252077917912,1.0,1.0,0.97,1.0,1.0,,,,,,,3.0000000000000027,0.0
SSVEP,11,0.98,1.0,1.0,0.9799679487179488,1.0,1.0,0.98,1.0,1.0,,,,,,,2.0000000000000018,0.0
SSVEP,14,0.84,0.8700000000000001,0.78,0.8419604863221885,0.8720002743726175,0.7792895622337516,0.84,0.87,0.78,,,,,,,3.0000000000000138,9.000000000000007
SSVEP,15,0.9,0.7100000000000001,0.35,0.9006871345029239,0.7220994119728297,0.2909774436090225,0.9,0.71,0.35,,,,,,,-18.999999999999993,36.00000000000001
SSVEP,16,0.99,1.0,1.0,0.9899959983993598,1.0,1.0,0.99,1.0,1.0,,,,,,,1.0000000000000009,0.0
SSVEP,19,0.97,0.98,0.97,0.969891609795263,0.9799679487179488,0.9699764521193092,0.97,0.98,0.97,,,,,,,1.0000000000000009,1.0000000000000009
SSVEP,20,0.92,0.95,0.95,0.9201974267968056,0.949891609795263,0.9495588235294116,0.92,0.95,0.95,,,,,,,2.9999999999999916,0.0
SSVEP,21,0.97,0.98,0.95,0.9703303491207804,0.9801805337519623,0.950431556021618,0.97,0.98,0.95,,,,,,,1.0000000000000009,3.0000000000000027
SSVEP,22,0.66,0.83,0.77,0.6630211710877106,0.8366782121062181,0.7821139944136014,0.66,0.83,0.77,,,,,,,16.999999999999993,5.999999999999995
SSVEP,23,0.3,0.43,0.43,0.2962549087549088,0.4327020202020201,0.3993869549906165,0.3,0.43,0.43,,,,,,,13.0,0.0
SSVEP,26,0.98,0.99,0.99,0.9797794117647058,0.9899959983993598,0.9899959983993598,0.98,0.99,0.99,,,,,,,1.0000000000000009,0.0
SSVEP,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,28,0.95,0.97,0.96,0.95090489025799,0.970542934154794,0.959891609795263,0.95,0.97,0.96,,,,,,,2.0000000000000018,1.0000000000000009
SSVEP,30,0.93,0.93,0.8200000000000001,0.9301209845640384,0.9302314814814816,0.8213824289405686,0.93,0.93,0.82,,,,,,,0.0,10.999999999999998
SSVEP,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,32,0.5800000000000001,0.71,0.74,0.5329861111111112,0.65001665001665,0.6974592074592075,0.58,0.71,0.74,,,,,,,12.99999999999999,-3.0000000000000027
SSVEP,33,0.99,1.0,0.96,0.9899959983993598,1.0,0.9604219938566444,0.99,1.0,0.96,,,,,,,1.0000000000000009,4.0000000000000036
SSVEP,34,0.7799999999999999,0.8999999999999999,0.83,0.7792100756386471,0.8986860790827959,0.8308844858844858,0.78,0.9,0.83,,,,,,,12.0,6.999999999999995
SSVEP,35,0.71,0.7200000000000001,0.64,0.7275604901810233,0.7351398601398602,0.6367717958079404,0.71,0.72,0.64,,,,,,,1.000000000000012,8.000000000000007
SSVEP,38,0.97,0.98,0.97,0.9701920768307324,0.9799959983993598,0.9699959983993598,0.97,0.98,0.97,,,,,,,1.0000000000000009,1.0000000000000009
SSVEP,40,0.98,1.0,0.98,0.9801805337519623,1.0,0.9799679487179488,0.98,1.0,0.98,,,,,,,2.0000000000000018,2.0000000000000018
SSVEP,41,0.96,0.98,0.99,0.9599959983993598,0.9799959983993598,0.9899959983993598,0.96,0.98,0.99,,,,,,,2.0000000000000018,-1.0000000000000009
SSVEP,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,45,0.94,0.94,0.87,0.9389862782719928,0.9389862782719928,0.8700503051294739,0.94,0.94,0.87,,,,,,,0.0,6.999999999999995
SSVEP,46,0.96,0.98,0.96,0.9604219938566444,0.9801805337519623,0.9599136824541136,0.96,0.98,0.96,,,,,,,2.0000000000000018,2.0000000000000018
SSVEP,47,0.96,0.98,0.97,0.9597919167667068,0.9799679487179488,0.9703303491207804,0.96,0.98,0.97,,,,,,,2.0000000000000018,1.0000000000000009
SSVEP,48,1.0,1.0,0.99,1.0,1.0,0.9899959983993596,1.0,1.0,0.99,,,,,,,0.0,1.0000000000000009
SSVEP,49,0.96,0.87,0.49,0.9599754901960784,0.8700937632262222,0.4557890893618978,0.96,0.87,0.49,,,,,,,-8.999999999999996,38.0
SSVEP,50,0.94,0.97,0.95,0.9385229355198884,0.9695252077917912,0.9482673572573684,0.94,0.97,0.95,,,,,,,3.0000000000000027,2.0000000000000018
SSVEP,52,0.8,0.9,0.93,0.7697438039543303,0.8922809002143368,0.926959668238738,0.8,0.9,0.93,,,,,,,9.999999999999998,-3.0000000000000027
SSVEP,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
