task,subject_id,EEGNet_BA,LOGIT50_BA,LiteBN_BA,EEGNet_macro_F1,LOGIT50_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LOGIT50_accuracy,LiteBN_accuracy,EEGNet_AUROC,LOGIT50_AUROC,LiteBN_AUROC,EEGNet_AUPRC,LOGIT50_AUPRC,LiteBN_AUPRC,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp
ERP,1,0.7615151515151515,0.7551515151515151,0.7560606060606061,0.7379762964543828,0.736322722957884,0.7329853687677996,0.8409090909090909,0.8424242424242424,0.8378787878787879,0.858077134986226,0.8731808999081726,0.8648943985307621,0.6385053551392128,0.6718732338892911,0.6485107690491597,-0.6363636363636349,-0.09090909090909705
ERP,2,0.9748484848484849,0.9781818181818184,0.9766666666666668,0.9400607578745404,0.9487410490998618,0.9447705618082642,0.9641414141414142,0.9696969696969696,0.9671717171717172,0.9975335169880624,0.9970780532598714,0.9960918273645546,0.9931523035155996,0.9929025661182466,0.990993481252768,0.33333333333335213,0.15151515151515804
ERP,3,0.9448484848484848,0.9424242424242424,0.9236363636363636,0.8745156828011842,0.8669130724337153,0.8307939160069486,0.9181818181818182,0.912121212121212,0.8828282828282829,0.9934380165289256,0.9939100091827364,0.9899687786960514,0.9776078665905472,0.97975668419105,0.9643570076876558,-0.24242424242424399,1.8787878787878798
ERP,5,0.6724242424242424,0.6772727272727272,0.6463636363636364,0.5876536361547178,0.6043106651802304,0.56605291005291,0.6681818181818182,0.6944444444444444,0.646969696969697,0.7492598714416896,0.7518530762167126,0.7051992653810835,0.4363294475319871,0.4338166763730753,0.3603346339276337,0.48484848484848797,3.0909090909090886
ERP,6,0.8890909090909092,0.8972727272727272,0.8821212121212121,0.8234497773931976,0.8187643020594966,0.7882878228596301,0.8838383838383839,0.8772727272727273,0.85,0.9669825528007346,0.971325987144169,0.9671037649219468,0.9002861421897262,0.9098357192068998,0.898189449869934,0.8181818181818068,1.5151515151515138
ERP,7,0.8672727272727272,0.886060606060606,0.8815151515151516,0.844514515602914,0.84138013344211,0.8085114371654687,0.908080808080808,0.901010101010101,0.8712121212121212,0.9496106519742884,0.9568595041322312,0.95035261707989,0.8299851295816376,0.8466740858617576,0.8191317776023928,1.8787878787878798,0.4545454545454408
ERP,8,0.7848484848484849,0.7833333333333334,0.7648484848484849,0.7741101308183754,0.7789210591862852,0.7585365853658537,0.8696969696969697,0.8752525252525253,0.8626262626262626,0.8883875114784208,0.8948576675849402,0.8804113865932048,0.710067072353038,0.7146130280648626,0.672921083938285,-0.15151515151514694,1.8484848484848548
ERP,9,0.8006060606060605,0.8333333333333333,0.8333333333333334,0.7906656905668961,0.8246373673955402,0.8005640612409348,0.8797979797979798,0.9,0.8777777777777778,0.9006409550045914,0.9221157024793388,0.9185032139577596,0.7277575171191207,0.7823760170972804,0.773055232955635,3.2727272727272716,-1.1102230246251565e-14
ERP,10,0.8042424242424242,0.8127272727272727,0.7981818181818181,0.7722936602623397,0.7912037037037036,0.7699506499759268,0.8595959595959596,0.8757575757575757,0.8595959595959596,0.8742277318640955,0.8844664830119375,0.8770027548209367,0.66046080131353,0.6901814941212968,0.6853898344661823,0.848484848484854,1.454545454545464
ERP,11,0.976060606060606,0.976969696969697,0.9687878787878788,0.9431940561439358,0.9486287153373554,0.93641125687754,0.966161616161616,0.9696969696969696,0.9621212121212122,0.9968650137741046,0.9969990817263544,0.9952176308539944,0.9850910066212134,0.9891929018732925,0.9865647356122144,0.09090909090910815,0.818181818181829
ERP,14,0.7424242424242424,0.7530303030303029,0.7593939393939394,0.73102541630149,0.7374380753233862,0.724335625841986,0.8434343434343434,0.8449494949494949,0.8252525252525252,0.8325674931129475,0.8550964187327824,0.8514288337924701,0.5797030077992293,0.6341992740053639,0.6298377359116433,1.0606060606060508,-0.636363636363646
ERP,15,0.7960606060606061,0.8051515151515152,0.7884848484848486,0.7772668009956145,0.781815025670197,0.760514905465532,0.8681818181818182,0.8691919191919192,0.8535353535353535,0.8866354453627181,0.8922956841138658,0.8767878787878788,0.6942627486539631,0.7056673771864941,0.6752154221916505,0.9090909090909038,1.6666666666666607
ERP,16,0.8366666666666667,0.8448484848484848,0.8378787878787879,0.8032381179681494,0.8182325100641933,0.8143208700824169,0.8792929292929293,0.8909090909090909,0.8893939393939394,0.9257337006427916,0.9357190082644627,0.929307621671258,0.7821573713457044,0.8016746319466876,0.7805066583500009,0.8181818181818179,0.6969696969696959
ERP,19,0.9596969696969696,0.958181818181818,0.9566666666666668,0.9109899858578752,0.912822429906542,0.9037905195973428,0.944949494949495,0.9464646464646465,0.93989898989899,0.9949935720844812,0.995939393939394,0.9946666666666668,0.980683585938675,0.9839772935148312,0.980505585147257,-0.15151515151515804,0.15151515151512474
