task,n_classes,n_subjects,EEGNet_BA,LiteBN_BA,LOGIT50_BA,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp,median_subject_delta_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,positive_subjects,harm_le_minus_1pp,harm_le_minus_3pp,harm_le_minus_5pp,positive_replicates_of_15,task_confirmation
ERP,2,14,0.8481587301587302,0.8479668109668111,0.8570202020202021,0.886147186147188,0.9053391053391083,0.7474747474747467,0.5988347763347793,1.2144408369408406,14,0,0,0,15,POSITIVE_TASK_GENERALIZATION
SSVEP,4,14,0.8907619047619046,0.9102380952380952,0.9195238095238095,2.8761904761904753,0.9285714285714294,1.5333333333333365,1.380952380952382,4.580952380952381,10,0,0,0,15,STRONG_TASK_GENERALIZATION
