task,subject_id,EEGNet_BA,LOGIT50_BA,LiteBN_BA,EEGNet_macro_F1,LOGIT50_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LOGIT50_accuracy,LiteBN_accuracy,EEGNet_AUROC,LOGIT50_AUROC,LiteBN_AUROC,EEGNet_AUPRC,LOGIT50_AUPRC,LiteBN_AUPRC,replicates_per_subject,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp
ERP,1,0.7619191919191919,0.7689898989898989,0.7673737373737374,0.7354246267219849,0.7437766281004704,0.7291734784912444,0.8375420875420875,0.8439393939393939,0.827104377104377,0.8559106213651669,0.8756210590756046,0.8726091215182125,0.6428975763103072,0.6749261262742312,0.6574602739191734,3,0.7070707070707005,0.16161616161615155
ERP,2,0.9754545454545456,0.9784848484848485,0.9772727272727274,0.9416345200443171,0.9516585615699559,0.9485587282747038,0.9651515151515152,0.9715488215488216,0.9695286195286196,0.9967927762473217,0.9968197122742578,0.9964009794918885,0.9874127257400508,0.9898756223683,0.9905339946175612,3,0.3030303030302939,0.12121212121211089
ERP,3,0.9402020202020203,0.9438383838383838,0.9243434343434344,0.8694089369695842,0.8691866626990294,0.8346013199689885,0.9144781144781144,0.9138047138047137,0.8853535353535354,0.9928068564432201,0.9942571166207529,0.9912053872053871,0.976707839010844,0.9808331675569147,0.9686229294539036,3,0.3636363636363549,1.9494949494949454
ERP,5,0.6722222222222222,0.6827272727272727,0.6641414141414141,0.5817520314132146,0.6075046307438875,0.592214197788958,0.6584175084175085,0.6968013468013469,0.6826599326599326,0.7514594429139884,0.7556577900214264,0.7210119375573921,0.4321101844349791,0.4300830172272487,0.37207931652717635,3,1.0505050505050573,1.8585858585858595
ERP,6,0.8923232323232323,0.8955555555555555,0.8818181818181818,0.8194336274539294,0.8127432396580007,0.7865458594016047,0.8791245791245791,0.8717171717171718,0.8481481481481481,0.9643520048974595,0.9692078359351086,0.9652748699112337,0.8935930124002626,0.907156733469373,0.8992245499174286,3,0.3232323232323253,1.3737373737373715
ERP,7,0.8743434343434343,0.8874747474747474,0.8767676767676768,0.8406323450674669,0.8362303531133713,0.804935846224163,0.903030303030303,0.895959595959596,0.8686868686868686,0.9484217936945211,0.955657177838996,0.9483342516069789,0.8272394474050712,0.8401205071735703,0.8079498956992985,3,1.3131313131313105,1.0707070707070665
ERP,8,0.7648484848484848,0.7690909090909092,0.7533333333333333,0.7622697429935452,0.7671094156470435,0.7404941006078699,0.8666666666666667,0.8696969696969697,0.8481481481481481,0.870097337006428,0.877828282828283,0.8615304560759108,0.6762861200375868,0.6826624633620879,0.6348997710888638,3,0.4242424242424381,1.575757575757586
ERP,9,0.8028282828282828,0.8202020202020202,0.8145454545454545,0.789295825846284,0.8127985229847692,0.7961988632815249,0.8774410774410774,0.8936026936026936,0.8801346801346801,0.8992776247321702,0.9134563820018364,0.903952861952862,0.7214563400526304,0.7617182746997067,0.7401098978220894,3,1.7373737373737375,0.5656565656565693
ERP,10,0.7891919191919191,0.7996969696969698,0.792020202020202,0.7543010955433047,0.7718455280895299,0.7610539836588202,0.845959595959596,0.8607744107744107,0.8526936026936026,0.8756161616161617,0.885946127946128,0.8776988062442608,0.6596167316438748,0.6850115158297342,0.6762332564475969,3,1.0505050505050684,0.7676767676767837
ERP,11,0.9741414141414141,0.9752525252525253,0.9664646464646465,0.9453120701674104,0.9482602295392383,0.9315250650784942,0.9676767676767676,0.9695286195286196,0.9589225589225588,0.9967438016528926,0.9970400979491889,0.9957006427915518,0.9860758537174829,0.9892410044329408,0.986356870371958,3,0.11111111111111738,0.8787878787878789
ERP,14,0.7534343434343435,0.7679797979797979,0.7696969696969697,0.7320975029898583,0.7464788975214157,0.7339003090398842,0.8382154882154883,0.8476430976430976,0.8316498316498316,0.8380348943985307,0.8645374961738598,0.8624064891337618,0.5828773509960299,0.643421887664361,0.6481574708140929,3,1.4545454545454417,-0.17171717171717837
ERP,15,0.7824242424242426,0.784040404040404,0.7691919191919192,0.7652587618918805,0.7706326720468996,0.7542879211145376,0.8616161616161616,0.8670033670033671,0.8563973063973064,0.8732708907254362,0.8833982246709519,0.8723220079583717,0.6727521046624014,0.6848146771651997,0.6565593896594235,3,0.16161616161614045,1.4848484848484778
ERP,16,0.8371717171717172,0.835858585858586,0.818989898989899,0.8072338025454563,0.8158974961958467,0.794519010706769,0.8828282828282829,0.8914141414141414,0.8767676767676768,0.9252310988674625,0.9329329660238751,0.9192708907254362,0.7725392996819984,0.7851135097514943,0.7486463860186786,3,-0.1313131313131266,1.6868686868686922
ERP,19,0.9594949494949495,0.963030303030303,0.9572727272727274,0.9105840662905004,0.9200296002740623,0.9061149794046499,0.9446127946127946,0.9511784511784512,0.9415824915824915,0.9949923477196204,0.9959816345270891,0.9947125803489439,0.9819245993328624,0.9843001967792039,0.9795407662365837,3,0.35353535353535026,0.5757575757575628
