dataset,budget,violation,cp_upper,worst_seed_violation,relative_set_size_gain,paired_gain_ci_low,paired_gain_ci_high,oracle_gain_recovered,sentinel_rate_delta,budget_pass
eegmmidb,5,0.033846153846153845,0.05540169126655665,0.046153846153846156,-0.0220340965006637,-0.13990649460188925,-0.020545529689608724,-0.15664189709654536,0.6246153846153846,False
eegmmidb,10,0.036923076923076927,0.05913772556491935,0.06153846153846154,-0.019869718954547533,-0.1221140350877193,-0.023942712550607308,-0.14125518928002156,0.47384615384615386,False
eegmmidb,20,0.06153846153846154,0.08816841476896,0.09230769230769231,0.0126481539227354,-0.01831423751686903,0.12077253711201091,0.08991659018860644,0.27692307692307694,False
hmc,5,0.04888888888888889,0.06907708411112207,0.07777777777777778,0.0301988308304807,-0.14108657407407407,0.35729583333333276,0.07678223454481253,0.09777777777777777,False
hmc,10,0.04888888888888889,0.06907708411112207,0.06666666666666667,0.010881557932529711,-0.2160895833333333,0.28808541666666665,0.027666976184559863,0.10444444444444442,False
hmc,20,0.044444444444444446,0.06392957554398454,0.06666666666666667,0.018507135637552314,-0.18584745370370367,0.3185972222222221,0.04705543857813587,0.1311111111111111,False
