dataset,n_subjects,spearman,mae,constant_mae,relative_mae_improvement,predicted_vs_true_slope,underestimation_rate,paired_improvement_mean,paired_ci_low,paired_ci_high,full_context_pass
eegmmidb,65,0.6127121318131397,1.0468255169554463,10.59230769230769,0.9011711567144459,0.8497338810236537,0.6615384615384615,9.545482175352245,8.692671739827697,10.344573488353225,True
hmc,90,0.5921297654226276,2.2173030791901516,2.66,0.16642741383828893,0.45598344045992084,0.5555555555555556,0.44269692080984857,0.04152069254918877,0.8508789633716795,True
