task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
WBCIC_MI,1,S0,PCA_POSITIVE_ONLY_ROUTING,0.3507915735244751,0.2529122233390808,4.470348358154297e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,SHUFFLED_UTILITY_ROUTING,0.08979066461324692,0.0553036704659462,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,PCA_SIGNED_UTILITY_ROUTING,0.350798100233078,0.2528119683265686,4.470348358154297e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,RANDOM_BASIS_0,0.006819123402237892,0.004426321014761925,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,RANDOM_BASIS_1,0.006692097522318363,0.004220984876155853,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,RANDOM_BASIS_2,0.0049331774935126305,0.003206680528819561,4.470348358154297e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,RANDOM_BASIS_3,0.005051521118730307,0.003078655106946826,4.470348358154297e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S0,RANDOM_BASIS_4,0.004372359719127417,0.002621925435960293,3.725290298461914e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,PCA_POSITIVE_ONLY_ROUTING,0.38097259402275085,0.26497355103492737,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,SHUFFLED_UTILITY_ROUTING,0.08625563234090805,0.052159544080495834,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,PCA_SIGNED_UTILITY_ROUTING,0.3809601366519928,0.264870285987854,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,RANDOM_BASIS_0,0.007227775640785694,0.004734331276267767,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,RANDOM_BASIS_1,0.007034540642052889,0.004288907162845135,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,RANDOM_BASIS_2,0.005262346472591162,0.00325035210698843,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,RANDOM_BASIS_3,0.005360507871955633,0.0031865867786109447,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S1,RANDOM_BASIS_4,0.004746158141642809,0.0027949116192758083,5.960464477539063e-08,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,PCA_POSITIVE_ONLY_ROUTING,0.3739512264728546,0.2774971127510071,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,SHUFFLED_UTILITY_ROUTING,0.08913169056177139,0.057807471603155136,4.76837158203125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,PCA_SIGNED_UTILITY_ROUTING,0.3739517033100128,0.2775000333786011,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,RANDOM_BASIS_0,0.006982315797358751,0.004816523753106594,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,RANDOM_BASIS_1,0.007049103267490864,0.004523078911006451,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,RANDOM_BASIS_2,0.004998847842216492,0.0032765797805041075,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,RANDOM_BASIS_3,0.005043928977102041,0.0031786656472831964,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
WBCIC_MI,1,S2,RANDOM_BASIS_4,0.004779462702572346,0.0028233183547854424,2.384185791015625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
