task,fold,architecture,population,subject_id,trials,LiteBN_BA,model_BA,delta_BA_pp,LiteBN_macro_F1,model_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,model_accuracy,delta_accuracy_pp
OpenBMI_MI,0,StaticScale,outer,15,100,0.87,0.86,-1.0000000000000009,0.8698828946051447,0.859775641025641,-1.0107253579503706,0.87,0.86,-1.0000000000000009
OpenBMI_MI,0,StaticScale,outer,38,100,0.77,0.73,-4.0000000000000036,0.757153415690001,0.7149192271143491,-4.223418857565198,0.77,0.73,-4.0000000000000036
OpenBMI_MI,0,StaticScale,outer,6,100,0.9099999999999999,0.9299999999999999,2.0000000000000018,0.9099189270343309,0.9299929992999301,2.0074072265599208,0.91,0.93,2.0000000000000018
OpenBMI_MI,0,StaticScale,outer,33,100,0.88,0.88,0.0,0.8799519807923168,0.8798076923076923,-0.014428848462455512,0.88,0.88,0.0
OpenBMI_MI,0,StaticScale,outer,32,100,0.7,0.65,-4.999999999999993,0.6998799519807923,0.64996499649965,-4.991495548114234,0.7,0.65,-4.999999999999993
OpenBMI_MI,0,StaticScale,outer,3,100,0.87,0.91,4.0000000000000036,0.8699869986998701,0.90999099909991,4.000400040003993,0.87,0.91,4.0000000000000036
OpenBMI_MI,0,StaticScale,outer,5,100,0.75,0.74,-1.0000000000000009,0.7469379491851402,0.7362012987012987,-1.0736650483841537,0.75,0.74,-1.0000000000000009
OpenBMI_MI,0,StaticScale,outer,47,100,0.86,0.88,2.0000000000000018,0.8579545454545454,0.8799519807923168,2.199743533777143,0.86,0.88,2.0000000000000018
OpenBMI_MI,0,StaticScale,heldout,4,100,0.8,0.83,2.9999999999999916,0.797077922077922,0.8299829982998299,3.290507622190786,0.8,0.83,2.9999999999999916
OpenBMI_MI,0,StaticScale,heldout,12,100,0.7,0.6699999999999999,-3.0000000000000027,0.6875,0.6440513428972063,-4.344865710279366,0.7,0.67,-2.9999999999999916
OpenBMI_MI,0,StaticScale,heldout,13,100,0.6799999999999999,0.69,1.0000000000000009,0.6794871794871795,0.6874684948079444,0.7981315320764848,0.68,0.69,0.9999999999999898
OpenBMI_MI,0,StaticScale,heldout,17,100,0.65,0.55,-9.999999999999998,0.6457131288591963,0.5396419437340154,-10.607118512518088,0.65,0.55,-9.999999999999998
OpenBMI_MI,0,StaticScale,heldout,18,100,0.6399999999999999,0.6699999999999999,3.0000000000000027,0.6386993175431553,0.6691729323308271,3.0473614787671743,0.64,0.67,3.0000000000000027
OpenBMI_MI,0,StaticScale,heldout,24,100,0.55,0.59,3.9999999999999925,0.5248653785239151,0.5249681381068243,0.01027595829091732,0.55,0.59,3.9999999999999925
OpenBMI_MI,0,StaticScale,heldout,25,100,0.96,0.95,-1.0000000000000009,0.9599358974358975,0.949874686716792,-1.0061210719105484,0.96,0.95,-1.0000000000000009
OpenBMI_MI,0,StaticScale,heldout,29,100,0.65,0.6699999999999999,1.9999999999999907,0.64996499649965,0.6697027324592133,1.9737735959563296,0.65,0.67,2.0000000000000018
OpenBMI_MI,0,StaticScale,heldout,36,100,0.9099999999999999,0.9199999999999999,1.0000000000000009,0.9097744360902256,0.9198717948717949,1.0097358781569366,0.91,0.92,1.0000000000000009
OpenBMI_MI,0,StaticScale,heldout,37,100,0.72,0.73,1.0000000000000009,0.7126436781609196,0.7198879551820728,0.7244277021153267,0.72,0.73,1.0000000000000009
OpenBMI_MI,0,StaticScale,heldout,39,100,0.76,0.73,-3.0000000000000027,0.7596153846153846,0.72997299729973,-2.9642387315654606,0.76,0.73,-3.0000000000000027
OpenBMI_MI,0,StaticScale,heldout,42,100,0.69,0.74,5.000000000000004,0.6892230576441103,0.7348021215830274,4.557906393891709,0.69,0.74,5.000000000000004
OpenBMI_MI,0,StaticScale,heldout,51,100,0.7,0.65,-4.999999999999993,0.6921182266009853,0.6457131288591963,-4.640509774178902,0.7,0.65,-4.999999999999993
OpenBMI_MI,0,StaticScale,heldout,54,100,0.71,0.75,4.0000000000000036,0.7076318177235609,0.7469379491851402,3.9306131461579352,0.71,0.75,4.0000000000000036
OpenBMI_MI,0,TSW,outer,15,100,0.87,0.87,0.0,0.8698828946051447,0.8696741854636592,-0.02087091414855191,0.87,0.87,0.0
OpenBMI_MI,0,TSW,outer,38,100,0.77,0.73,-4.0000000000000036,0.757153415690001,0.7149192271143491,-4.223418857565198,0.77,0.73,-4.0000000000000036
OpenBMI_MI,0,TSW,outer,6,100,0.9099999999999999,0.9299999999999999,2.0000000000000018,0.9099189270343309,0.9299929992999301,2.0074072265599208,0.91,0.93,2.0000000000000018
OpenBMI_MI,0,TSW,outer,33,100,0.88,0.88,0.0,0.8799519807923168,0.8798076923076923,-0.014428848462455512,0.88,0.88,0.0
OpenBMI_MI,0,TSW,outer,32,100,0.7,0.65,-4.999999999999993,0.6998799519807923,0.64996499649965,-4.991495548114234,0.7,0.65,-4.999999999999993
OpenBMI_MI,0,TSW,outer,3,100,0.87,0.91,4.0000000000000036,0.8699869986998701,0.90999099909991,4.000400040003993,0.87,0.91,4.0000000000000036
OpenBMI_MI,0,TSW,outer,5,100,0.75,0.74,-1.0000000000000009,0.7469379491851402,0.7362012987012987,-1.0736650483841537,0.75,0.74,-1.0000000000000009
OpenBMI_MI,0,TSW,outer,47,100,0.86,0.88,2.0000000000000018,0.8579545454545454,0.8799519807923168,2.199743533777143,0.86,0.88,2.0000000000000018
OpenBMI_MI,0,TSW,heldout,4,100,0.8,0.82,1.9999999999999907,0.797077922077922,0.82,2.29220779220779,0.8,0.82,1.9999999999999907
OpenBMI_MI,0,TSW,heldout,12,100,0.7,0.6699999999999999,-3.0000000000000027,0.6875,0.6440513428972063,-4.344865710279366,0.7,0.67,-2.9999999999999916
OpenBMI_MI,0,TSW,heldout,13,100,0.6799999999999999,0.71,3.0000000000000027,0.6794871794871795,0.7064480210547626,2.696084156758305,0.68,0.71,2.9999999999999916
OpenBMI_MI,0,TSW,heldout,17,100,0.65,0.55,-9.999999999999998,0.6457131288591963,0.5396419437340154,-10.607118512518088,0.65,0.55,-9.999999999999998
OpenBMI_MI,0,TSW,heldout,18,100,0.6399999999999999,0.6699999999999999,3.0000000000000027,0.6386993175431553,0.6691729323308271,3.0473614787671743,0.64,0.67,3.0000000000000027
OpenBMI_MI,0,TSW,heldout,24,100,0.55,0.58,2.9999999999999916,0.5248653785239151,0.5091164095371669,-1.5748968986748269,0.55,0.58,2.9999999999999916
OpenBMI_MI,0,TSW,heldout,25,100,0.96,0.95,-1.0000000000000009,0.9599358974358975,0.949874686716792,-1.0061210719105484,0.96,0.95,-1.0000000000000009
OpenBMI_MI,0,TSW,heldout,29,100,0.65,0.6799999999999999,2.9999999999999916,0.64996499649965,0.6798719487795117,2.990695227986173,0.65,0.68,3.0000000000000027
OpenBMI_MI,0,TSW,heldout,36,100,0.9099999999999999,0.9099999999999999,0.0,0.9097744360902256,0.9097744360902256,0.0,0.91,0.91,0.0
OpenBMI_MI,0,TSW,heldout,37,100,0.72,0.72,0.0,0.7126436781609196,0.7083333333333334,-0.4310344827586188,0.72,0.72,0.0
OpenBMI_MI,0,TSW,heldout,39,100,0.76,0.73,-3.0000000000000027,0.7596153846153846,0.72997299729973,-2.9642387315654606,0.76,0.73,-3.0000000000000027
OpenBMI_MI,0,TSW,heldout,42,100,0.69,0.75,6.000000000000005,0.6892230576441103,0.7457023700539112,5.647931240980086,0.69,0.75,6.000000000000005
OpenBMI_MI,0,TSW,heldout,51,100,0.7,0.65,-4.999999999999993,0.6921182266009853,0.6457131288591963,-4.640509774178902,0.7,0.65,-4.999999999999993
OpenBMI_MI,0,TSW,heldout,54,100,0.71,0.76,5.000000000000004,0.7076318177235609,0.7575757575757576,4.99439398521967,0.71,0.76,5.000000000000004
OpenBMI_MI,1,StaticScale,outer,26,100,0.85,0.8400000000000001,-0.9999999999999898,0.84998499849985,0.8397435897435898,-1.0241408756260229,0.85,0.84,-1.0000000000000009
OpenBMI_MI,1,StaticScale,outer,2,100,0.78,0.75,-3.0000000000000027,0.7796474358974359,0.7493734335839599,-3.027400231347599,0.78,0.75,-3.0000000000000027
OpenBMI_MI,1,StaticScale,outer,14,100,0.75,0.61,-14.000000000000002,0.7457023700539112,0.5920075321686369,-15.369483788527427,0.75,0.61,-14.000000000000002
OpenBMI_MI,1,StaticScale,outer,31,100,0.79,0.79,0.0,0.7874278773155178,0.7863899908452854,-0.10378864702323964,0.79,0.79,0.0
OpenBMI_MI,1,StaticScale,outer,28,100,0.9299999999999999,0.8400000000000001,-8.999999999999986,0.9298245614035088,0.8397435897435898,-9.008097165991902,0.93,0.84,-9.000000000000007
OpenBMI_MI,1,StaticScale,outer,35,100,0.8,0.79,-1.0000000000000009,0.7933030177759405,0.7803117480908045,-1.2991269685135975,0.8,0.79,-1.0000000000000009
OpenBMI_MI,1,StaticScale,outer,40,100,0.81,0.69,-12.00000000000001,0.8067338012409724,0.6756982948007113,-13.103550644026107,0.81,0.69,-12.00000000000001
OpenBMI_MI,1,StaticScale,outer,43,100,0.95,0.91,-3.9999999999999925,0.9499549594635172,0.90999099909991,-3.9963960363607165,0.95,0.91,-3.9999999999999925
OpenBMI_MI,1,StaticScale,heldout,4,100,0.81,0.68,-13.0,0.8076728413807066,0.6637242538881883,-14.394858749251826,0.81,0.68,-13.0
