task,fold,architecture,population,subject_id,trials,LiteBN_BA,model_BA,delta_BA_pp,LiteBN_macro_F1,model_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,model_accuracy,delta_accuracy_pp
OpenBMI_MI,1,StaticScale,heldout,12,100,0.76,0.79,3.0000000000000027,0.7596153846153846,0.7894736842105263,2.9858299595141746,0.76,0.79,3.0000000000000027
OpenBMI_MI,1,StaticScale,heldout,13,100,0.75,0.7,-5.000000000000004,0.7479584635547938,0.6998799519807923,-4.807851157400145,0.75,0.7,-5.000000000000004
OpenBMI_MI,1,StaticScale,heldout,17,100,0.7,0.5900000000000001,-10.999999999999988,0.6989160979526294,0.5896306676008407,-10.928543035178873,0.7,0.59,-10.999999999999998
OpenBMI_MI,1,StaticScale,heldout,18,100,0.77,0.6799999999999999,-9.000000000000007,0.7699769976997699,0.6798719487795117,-9.010504892025818,0.77,0.68,-8.999999999999996
OpenBMI_MI,1,StaticScale,heldout,24,100,0.58,0.55,-2.9999999999999916,0.5495495495495495,0.52,-2.954954954954947,0.58,0.55,-2.9999999999999916
OpenBMI_MI,1,StaticScale,heldout,25,100,1.0,0.99,-1.0000000000000009,1.0,0.9899989998999901,-1.0001000100009927,1.0,0.99,-1.0000000000000009
OpenBMI_MI,1,StaticScale,heldout,29,100,0.69,0.73,4.0000000000000036,0.6874684948079444,0.7277951406391774,4.032664583123302,0.69,0.73,4.0000000000000036
OpenBMI_MI,1,StaticScale,heldout,36,100,0.95,0.95,0.0,0.9499949994999499,0.9499949994999499,0.0,0.95,0.95,0.0
OpenBMI_MI,1,StaticScale,heldout,37,100,0.73,0.73,0.0,0.712,0.7175436761167486,0.5543676116748664,0.73,0.73,0.0
OpenBMI_MI,1,StaticScale,heldout,39,100,0.81,0.76,-5.000000000000004,0.8090644156366193,0.7584541062801933,-5.0610309356426075,0.81,0.76,-5.000000000000004
OpenBMI_MI,1,StaticScale,heldout,42,100,0.78,0.69,-9.000000000000007,0.7777777777777778,0.6892230576441103,-8.85547201336675,0.78,0.69,-9.000000000000007
OpenBMI_MI,1,StaticScale,heldout,51,100,0.71,0.7,-1.0000000000000009,0.7064480210547626,0.6940024479804161,-1.244557307434646,0.71,0.7,-1.0000000000000009
OpenBMI_MI,1,StaticScale,heldout,54,100,0.76,0.72,-4.0000000000000036,0.7599039615846338,0.719551282051282,-4.035267953335175,0.76,0.72,-4.0000000000000036
OpenBMI_MI,1,TSW,outer,26,100,0.85,0.8400000000000001,-0.9999999999999898,0.84998499849985,0.8397435897435898,-1.0241408756260229,0.85,0.84,-1.0000000000000009
OpenBMI_MI,1,TSW,outer,2,100,0.78,0.75,-3.0000000000000027,0.7796474358974359,0.7493734335839599,-3.027400231347599,0.78,0.75,-3.0000000000000027
OpenBMI_MI,1,TSW,outer,14,100,0.75,0.61,-14.000000000000002,0.7457023700539112,0.5920075321686369,-15.369483788527427,0.75,0.61,-14.000000000000002
OpenBMI_MI,1,TSW,outer,31,100,0.79,0.79,0.0,0.7874278773155178,0.7863899908452854,-0.10378864702323964,0.79,0.79,0.0
OpenBMI_MI,1,TSW,outer,28,100,0.9299999999999999,0.8400000000000001,-8.999999999999986,0.9298245614035088,0.8397435897435898,-9.008097165991902,0.93,0.84,-9.000000000000007
OpenBMI_MI,1,TSW,outer,35,100,0.8,0.79,-1.0000000000000009,0.7933030177759405,0.7803117480908045,-1.2991269685135975,0.8,0.79,-1.0000000000000009
OpenBMI_MI,1,TSW,outer,40,100,0.81,0.69,-12.00000000000001,0.8067338012409724,0.6756982948007113,-13.103550644026107,0.81,0.69,-12.00000000000001
OpenBMI_MI,1,TSW,outer,43,100,0.95,0.9199999999999999,-3.0000000000000027,0.9499549594635172,0.9199679871948779,-2.9986972268639223,0.95,0.92,-2.9999999999999916
OpenBMI_MI,1,TSW,heldout,4,100,0.81,0.68,-13.0,0.8076728413807066,0.6637242538881883,-14.394858749251826,0.81,0.68,-13.0
OpenBMI_MI,1,TSW,heldout,12,100,0.76,0.79,3.0000000000000027,0.7596153846153846,0.7894736842105263,2.9858299595141746,0.76,0.79,3.0000000000000027
OpenBMI_MI,1,TSW,heldout,13,100,0.75,0.7,-5.000000000000004,0.7479584635547938,0.6998799519807923,-4.807851157400145,0.75,0.7,-5.000000000000004
OpenBMI_MI,1,TSW,heldout,17,100,0.7,0.5900000000000001,-10.999999999999988,0.6989160979526294,0.5896306676008407,-10.928543035178873,0.7,0.59,-10.999999999999998
OpenBMI_MI,1,TSW,heldout,18,100,0.77,0.6799999999999999,-9.000000000000007,0.7699769976997699,0.6798719487795117,-9.010504892025818,0.77,0.68,-8.999999999999996
OpenBMI_MI,1,TSW,heldout,24,100,0.58,0.55,-2.9999999999999916,0.5495495495495495,0.52,-2.954954954954947,0.58,0.55,-2.9999999999999916
OpenBMI_MI,1,TSW,heldout,25,100,1.0,0.99,-1.0000000000000009,1.0,0.9899989998999901,-1.0001000100009927,1.0,0.99,-1.0000000000000009
OpenBMI_MI,1,TSW,heldout,29,100,0.69,0.72,3.0000000000000027,0.6874684948079444,0.7181964573268921,3.0727962518947716,0.69,0.72,3.0000000000000027
OpenBMI_MI,1,TSW,heldout,36,100,0.95,0.95,0.0,0.9499949994999499,0.9499949994999499,0.0,0.95,0.95,0.0
OpenBMI_MI,1,TSW,heldout,37,100,0.73,0.74,1.0000000000000009,0.712,0.7267759562841529,1.4775956284152958,0.73,0.74,1.0000000000000009
OpenBMI_MI,1,TSW,heldout,39,100,0.81,0.76,-5.000000000000004,0.8090644156366193,0.7584541062801933,-5.0610309356426075,0.81,0.76,-5.000000000000004
OpenBMI_MI,1,TSW,heldout,42,100,0.78,0.69,-9.000000000000007,0.7777777777777778,0.6892230576441103,-8.85547201336675,0.78,0.69,-9.000000000000007
OpenBMI_MI,1,TSW,heldout,51,100,0.71,0.7,-1.0000000000000009,0.7064480210547626,0.6940024479804161,-1.244557307434646,0.71,0.7,-1.0000000000000009
OpenBMI_MI,1,TSW,heldout,54,100,0.76,0.72,-4.0000000000000036,0.7599039615846338,0.719551282051282,-4.035267953335175,0.76,0.72,-4.0000000000000036
OpenBMI_MI,2,StaticScale,outer,50,100,0.63,0.63,0.0,0.6236395076797885,0.6290726817042607,0.5433174024472187,0.63,0.63,0.0
OpenBMI_MI,2,StaticScale,outer,52,100,0.81,0.78,-3.0000000000000027,0.8090644156366193,0.7799119647859143,-2.915245085070506,0.81,0.78,-3.0000000000000027
OpenBMI_MI,2,StaticScale,outer,23,100,0.74,0.71,-3.0000000000000027,0.7348021215830274,0.7013695808876532,-3.3432540695374158,0.74,0.71,-3.0000000000000027
OpenBMI_MI,2,StaticScale,outer,1,100,0.65,0.67,2.0000000000000018,0.6266666666666667,0.6515679442508711,2.490127758420435,0.65,0.67,2.0000000000000018
OpenBMI_MI,2,StaticScale,outer,30,100,0.75,0.73,-2.0000000000000018,0.7493734335839599,0.7266929851199515,-2.2680448464008407,0.75,0.73,-2.0000000000000018
OpenBMI_MI,2,StaticScale,outer,48,100,0.66,0.66,0.0,0.6565656565656566,0.6598639455782312,0.32982890125746733,0.66,0.66,0.0
OpenBMI_MI,2,StaticScale,outer,11,100,0.73,0.6799999999999999,-5.000000000000004,0.7286704853783539,0.6767676767676768,-5.190280861067709,0.73,0.68,-4.999999999999993
OpenBMI_MI,2,StaticScale,outer,8,100,0.8500000000000001,0.8300000000000001,-2.0000000000000018,0.8492613807657522,0.8286117552172598,-2.0649625548492367,0.85,0.83,-2.0000000000000018
OpenBMI_MI,2,StaticScale,heldout,4,100,0.8300000000000001,0.83,-1.1102230246251565e-14,0.8295739348370927,0.8299829982998299,0.04090634627371692,0.83,0.83,0.0
OpenBMI_MI,2,StaticScale,heldout,12,100,0.77,0.77,0.0,0.7688674505074866,0.7681217864704104,-0.07456640370762102,0.77,0.77,0.0
OpenBMI_MI,2,StaticScale,heldout,13,100,0.71,0.69,-2.0000000000000018,0.7092731829573935,0.6897207486738064,-1.9552434283587106,0.71,0.69,-2.0000000000000018
OpenBMI_MI,2,StaticScale,heldout,17,100,0.59,0.55,-3.9999999999999925,0.5670995670995671,0.5146154675870995,-5.2484099512467575,0.59,0.55,-3.9999999999999925
OpenBMI_MI,2,StaticScale,heldout,18,100,0.7,0.64,-5.999999999999995,0.7,0.6347402597402598,-6.525974025974013,0.7,0.64,-5.999999999999995
OpenBMI_MI,2,StaticScale,heldout,24,100,0.62,0.59,-3.0000000000000027,0.5703301673450927,0.516452411841019,-5.38777555040737,0.62,0.59,-3.0000000000000027
OpenBMI_MI,2,StaticScale,heldout,25,100,0.98,0.96,-2.0000000000000018,0.9799919967987194,0.9599358974358975,-2.0056099362821933,0.98,0.96,-2.0000000000000018
OpenBMI_MI,2,StaticScale,heldout,29,100,0.78,0.8400000000000001,6.000000000000005,0.7799119647859143,0.839421918908069,5.950995412215477,0.78,0.84,5.999999999999995
OpenBMI_MI,2,StaticScale,heldout,36,100,0.9199999999999999,0.9199999999999999,0.0,0.9198717948717949,0.9198717948717949,0.0,0.92,0.92,0.0
OpenBMI_MI,2,StaticScale,heldout,37,100,0.75,0.79,4.0000000000000036,0.7406369955389562,0.7821350762527233,4.149808071376704,0.75,0.79,4.0000000000000036
OpenBMI_MI,2,StaticScale,heldout,39,100,0.72,0.75,3.0000000000000027,0.7189883580891208,0.7487689679429204,2.97806098537996,0.72,0.75,3.0000000000000027
OpenBMI_MI,2,StaticScale,heldout,42,100,0.74,0.7,-4.0000000000000036,0.7348021215830274,0.6875,-4.730212158302738,0.74,0.7,-4.0000000000000036
OpenBMI_MI,2,StaticScale,heldout,51,100,0.67,0.64,-3.0000000000000027,0.6659580929243851,0.6363636363636364,-2.959445656074877,0.67,0.64,-3.0000000000000027
OpenBMI_MI,2,StaticScale,heldout,54,100,0.8,0.79,-1.0000000000000009,0.7996794871794872,0.78997899789979,-0.9700489279697244,0.8,0.79,-1.0000000000000009
OpenBMI_MI,2,TSW,outer,50,100,0.63,0.6200000000000001,-0.9999999999999898,0.6236395076797885,0.6186270574066639,-0.501245027312458,0.63,0.62,-1.0000000000000009
OpenBMI_MI,2,TSW,outer,52,100,0.81,0.77,-4.0000000000000036,0.8090644156366193,0.769792813532179,-3.927160210444036,0.81,0.77,-4.0000000000000036
OpenBMI_MI,2,TSW,outer,23,100,0.74,0.71,-3.0000000000000027,0.7348021215830274,0.7013695808876532,-3.3432540695374158,0.74,0.71,-3.0000000000000027
OpenBMI_MI,2,TSW,outer,1,100,0.65,0.67,2.0000000000000018,0.6266666666666667,0.6515679442508711,2.490127758420435,0.65,0.67,2.0000000000000018
OpenBMI_MI,2,TSW,outer,30,100,0.75,0.73,-2.0000000000000018,0.7493734335839599,0.7266929851199515,-2.2680448464008407,0.75,0.73,-2.0000000000000018
OpenBMI_MI,2,TSW,outer,48,100,0.66,0.66,0.0,0.6565656565656566,0.6598639455782312,0.32982890125746733,0.66,0.66,0.0
OpenBMI_MI,2,TSW,outer,11,100,0.73,0.6799999999999999,-5.000000000000004,0.7286704853783539,0.6767676767676768,-5.190280861067709,0.73,0.68,-4.999999999999993
OpenBMI_MI,2,TSW,outer,8,100,0.8500000000000001,0.8300000000000001,-2.0000000000000018,0.8492613807657522,0.8286117552172598,-2.0649625548492367,0.85,0.83,-2.0000000000000018
OpenBMI_MI,2,TSW,heldout,4,100,0.8300000000000001,0.83,-1.1102230246251565e-14,0.8295739348370927,0.8299829982998299,0.04090634627371692,0.83,0.83,0.0
OpenBMI_MI,2,TSW,heldout,12,100,0.77,0.77,0.0,0.7688674505074866,0.7681217864704104,-0.07456640370762102,0.77,0.77,0.0
OpenBMI_MI,2,TSW,heldout,13,100,0.71,0.69,-2.0000000000000018,0.7092731829573935,0.6897207486738064,-1.9552434283587106,0.71,0.69,-2.0000000000000018
OpenBMI_MI,2,TSW,heldout,17,100,0.59,0.55,-3.9999999999999925,0.5670995670995671,0.5146154675870995,-5.2484099512467575,0.59,0.55,-3.9999999999999925
OpenBMI_MI,2,TSW,heldout,18,100,0.7,0.65,-4.999999999999993,0.7,0.6457131288591963,-5.4286871140803665,0.7,0.65,-4.999999999999993
OpenBMI_MI,2,TSW,heldout,24,100,0.62,0.59,-3.0000000000000027,0.5703301673450927,0.516452411841019,-5.38777555040737,0.62,0.59,-3.0000000000000027
OpenBMI_MI,2,TSW,heldout,25,100,0.98,0.96,-2.0000000000000018,0.9799919967987194,0.9599358974358975,-2.0056099362821933,0.98,0.96,-2.0000000000000018
OpenBMI_MI,2,TSW,heldout,29,100,0.78,0.8400000000000001,6.000000000000005,0.7799119647859143,0.839421918908069,5.950995412215477,0.78,0.84,5.999999999999995
OpenBMI_MI,2,TSW,heldout,36,100,0.9199999999999999,0.9199999999999999,0.0,0.9198717948717949,0.9198717948717949,0.0,0.92,0.92,0.0
OpenBMI_MI,2,TSW,heldout,37,100,0.75,0.79,4.0000000000000036,0.7406369955389562,0.7821350762527233,4.149808071376704,0.75,0.79,4.0000000000000036
OpenBMI_MI,2,TSW,heldout,39,100,0.72,0.75,3.0000000000000027,0.7189883580891208,0.7487689679429204,2.97806098537996,0.72,0.75,3.0000000000000027
OpenBMI_MI,2,TSW,heldout,42,100,0.74,0.7,-4.0000000000000036,0.7348021215830274,0.6875,-4.730212158302738,0.74,0.7,-4.0000000000000036
OpenBMI_MI,2,TSW,heldout,51,100,0.67,0.64,-3.0000000000000027,0.6659580929243851,0.6363636363636364,-2.959445656074877,0.67,0.64,-3.0000000000000027
OpenBMI_MI,2,TSW,heldout,54,100,0.8,0.79,-1.0000000000000009,0.7996794871794872,0.78997899789979,-0.9700489279697244,0.8,0.79,-1.0000000000000009
OpenBMI_MI,3,StaticScale,outer,45,100,0.74,0.72,-2.0000000000000018,0.74,0.7106242248863166,-2.937577511368339,0.74,0.72,-2.0000000000000018
OpenBMI_MI,3,StaticScale,outer,34,100,0.61,0.63,2.0000000000000018,0.5953937130407718,0.6093337556752191,1.3940042634447258,0.61,0.63,2.0000000000000018
OpenBMI_MI,3,StaticScale,outer,27,100,0.95,0.94,-1.0000000000000009,0.9499549594635172,0.94,-0.995495946351721,0.95,0.94,-1.0000000000000009
OpenBMI_MI,3,StaticScale,outer,49,100,0.84,0.8300000000000001,-0.9999999999999898,0.8383838383838383,0.8260869565217391,-1.2296881862099207,0.84,0.83,-1.0000000000000009
OpenBMI_MI,3,StaticScale,outer,10,100,0.81,0.78,-3.0000000000000027,0.8095238095238095,0.7756017951856384,-3.3922014338171103,0.81,0.78,-3.0000000000000027
OpenBMI_MI,3,StaticScale,outer,22,100,0.7,0.6599999999999999,-4.0000000000000036,0.6980676328502415,0.6587715776796468,-3.9296055170594757,0.7,0.66,-3.9999999999999925
OpenBMI_MI,3,StaticScale,outer,19,100,0.78,0.75,-3.0000000000000027,0.7799119647859143,0.7479584635547938,-3.1953501231120507,0.78,0.75,-3.0000000000000027
OpenBMI_MI,3,StaticScale,outer,16,100,0.87,0.8400000000000001,-2.9999999999999916,0.8699869986998701,0.8397435897435898,-3.0243408956280304,0.87,0.84,-3.0000000000000027
OpenBMI_MI,3,StaticScale,heldout,4,100,0.83,0.79,-3.9999999999999925,0.8279178054458953,0.7851662404092072,-4.275156503668809,0.83,0.79,-3.9999999999999925
OpenBMI_MI,3,StaticScale,heldout,12,100,0.67,0.76,8.999999999999996,0.6515679442508711,0.7596153846153846,10.804744036451353,0.67,0.76,8.999999999999996
OpenBMI_MI,3,StaticScale,heldout,13,100,0.79,0.77,-2.0000000000000018,0.78997899789979,0.7593890574327858,-3.058994046700414,0.79,0.77,-2.0000000000000018
OpenBMI_MI,3,StaticScale,heldout,17,100,0.61,0.64,3.0000000000000027,0.5983935742971888,0.6305418719211823,3.2148297623993516,0.61,0.64,3.0000000000000027
OpenBMI_MI,3,StaticScale,heldout,18,100,0.77,0.69,-8.000000000000007,0.7694235588972431,0.6807743795695603,-8.864917932768279,0.77,0.69,-8.000000000000007
OpenBMI_MI,3,StaticScale,heldout,24,100,0.51,0.5700000000000001,6.000000000000005,0.4221016629319495,0.5501621508525996,12.806048792065006,0.51,0.57,5.999999999999995
OpenBMI_MI,3,StaticScale,heldout,25,100,0.97,0.98,1.0000000000000009,0.96999699969997,0.98,1.0003000300029985,0.97,0.98,1.0000000000000009
OpenBMI_MI,3,StaticScale,heldout,29,100,0.6599999999999999,0.6000000000000001,-5.999999999999983,0.6587715776796468,0.5985547972701726,-6.02167804094742,0.66,0.6,-6.000000000000005
OpenBMI_MI,3,StaticScale,heldout,36,100,0.9299999999999999,0.94,1.0000000000000009,0.9299369432489241,0.94,1.0063056751075883,0.93,0.94,0.9999999999999898
OpenBMI_MI,3,StaticScale,heldout,37,100,0.76,0.81,5.000000000000004,0.7477931904161412,0.8067338012409724,5.894061082483115,0.76,0.81,5.000000000000004
OpenBMI_MI,3,StaticScale,heldout,39,100,0.84,0.73,-10.999999999999998,0.8399359743897559,0.7277951406391774,-11.214083375057848,0.84,0.73,-10.999999999999998
OpenBMI_MI,3,StaticScale,heldout,42,100,0.6699999999999999,0.72,5.000000000000004,0.6624040920716112,0.7189883580891208,5.658426601750954,0.67,0.72,4.999999999999993
OpenBMI_MI,3,StaticScale,heldout,51,100,0.7,0.6699999999999999,-3.0000000000000027,0.696969696969697,0.6601791782514674,-3.679051871822958,0.7,0.67,-2.9999999999999916
OpenBMI_MI,3,StaticScale,heldout,54,100,0.6799999999999999,0.7,2.0000000000000018,0.6788438378161381,0.6899545266639107,1.1110688847772554,0.68,0.7,1.9999999999999907
OpenBMI_MI,3,TSW,outer,45,100,0.74,0.72,-2.0000000000000018,0.74,0.7106242248863166,-2.937577511368339,0.74,0.72,-2.0000000000000018
OpenBMI_MI,3,TSW,outer,34,100,0.61,0.63,2.0000000000000018,0.5953937130407718,0.6093337556752191,1.3940042634447258,0.61,0.63,2.0000000000000018
OpenBMI_MI,3,TSW,outer,27,100,0.95,0.94,-1.0000000000000009,0.9499549594635172,0.94,-0.995495946351721,0.95,0.94,-1.0000000000000009
OpenBMI_MI,3,TSW,outer,49,100,0.84,0.8300000000000001,-0.9999999999999898,0.8383838383838383,0.8260869565217391,-1.2296881862099207,0.84,0.83,-1.0000000000000009
OpenBMI_MI,3,TSW,outer,10,100,0.81,0.79,-2.0000000000000018,0.8095238095238095,0.7863899908452854,-2.3133818678524154,0.81,0.79,-2.0000000000000018
