task,architecture,LiteBN_BA,model_BA,delta_BA_pp,LiteBN_macro_F1,model_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,model_accuracy,delta_accuracy_pp,positive_subjects,negative_subjects,tied_subjects,median_subject_delta_pp
OpenBMI_MI,StaticScale,0.7448571428571429,0.7355714285714284,-0.928571428571428,0.7371565373269793,0.7275110307064353,-0.9645506620544079,0.7448571428571429,0.7355714285714284,-0.9285714285714288,5,9,0,-0.30000000000000027
OpenBMI_MI,TSW,0.7448571428571429,0.7345714285714287,-1.0285714285714282,0.7371565373269793,0.7265689732566615,-1.058756407031798,0.7448571428571429,0.7345714285714287,-1.028571428571429,5,7,2,-0.20000000000000018
