epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7752300785634119,0.7466666666666666,0.6418013468013468,0.9372222222222223,0.41217210171399293,3.503025346332126,3.9151974386639066,1.0078324598294717,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,9.180359601974487
1,0.7721380471380472,0.7511111111111111,0.6458585858585859,0.9194444444444445,0.4097348948319753,3.3955699382004916,3.8053048230983593,1.0430572264724307,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,16.7845196723938
2,0.7686195286195286,0.7405555555555556,0.6441919191919192,0.9211111111111111,0.40422785889219354,3.2796707065017134,3.683898546077587,1.087460164670591,0.025,0.015,0.025,0.034999999999999996,20,0.7014731866097604,1.0,24.395939111709595
3,0.7717901234567902,0.7394444444444445,0.6470370370370371,0.9288888888888889,0.4122875421135514,3.207022026733116,3.619309571054247,1.150578146731412,0.05,0.03,0.05,0.06999999999999999,20,0.7014731866097604,1.0,31.91126561164856
4,0.7704882154882154,0.7438888888888888,0.6381313131313131,0.9294444444444445,0.40659350487920976,3.1869550192797624,3.5935485142248647,1.131894110529511,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7105812759694335,0.6919503720977145,41.62620162963867
5,0.7710998877665545,0.7355555555555555,0.6477441077441077,0.93,0.4046540779096109,3.227107255547135,3.631761325730218,1.1492207822976288,0.1,0.06,0.1,0.13999999999999999,19,0.7105812759694335,0.6919503720977145,49.194615602493286
6,0.7727553310886645,0.735,0.6499326599326599,0.9333333333333333,0.409392265258012,3.2947011170563876,3.7040933635499744,1.176882497690342,0.1,0.06,0.1,0.13999999999999999,19,0.7105812759694335,0.6919503720977145,56.89831495285034
7,0.7723681257014591,0.7494444444444445,0.6404377104377104,0.9272222222222223,0.4104636278417375,3.327250979564808,3.7377145952648587,1.1886364210534979,0.1,0.06,0.1,0.13999999999999999,19,0.7105812759694335,0.6919503720977145,64.49660420417786
8,0.7739393939393939,0.7472222222222222,0.6429292929292929,0.9316666666666666,0.40435917730684634,3.456784491185789,3.8611436464168407,1.1381690866417356,0.1,0.06,0.1,0.13999999999999999,19,0.7228093533817748,0.5022712149448237,74.31736087799072
9,0.7713355780022447,0.75,0.6395622895622897,0.9244444444444444,0.4130183899844134,3.4406326435230397,3.8536510202619763,1.23253983479959,0.1,0.06,0.1,0.13999999999999999,19,0.7228093533817748,0.5022712149448237,81.99852061271667
10,0.7746913580246915,0.755,0.6412962962962963,0.9277777777777778,0.4054774879305451,3.414317426858125,3.819794880019294,1.1655035924028467,0.1,0.06,0.1,0.13999999999999999,19,0.7228093533817748,0.5022712149448237,89.72901940345764
11,0.7714927048260382,0.741111111111111,0.6444781144781144,0.9288888888888889,0.4080451037044878,3.4149916966756186,3.823036789894104,1.1653566757837932,0.1,0.06,0.1,0.13999999999999999,19,0.7228093533817748,0.5022712149448237,97.45110583305359
