method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,4,1,3,0.95,0.9499549594635172,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,3,0.95,0.9499549594635172,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,3,0.9199999999999999,0.9197109594540345,100,0.95,-0.030000000000000027,True,0.7427922999486327,130,False,False,False
A2_DUAL_CONTROL,4,1,3,0.86,0.8579545454545454,100,0.9099999999999999,-0.04999999999999993,True,0.7053351000067778,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,3,0.8300000000000001,0.8286117552172598,100,0.8200000000000001,0.010000000000000009,False,0.7392658000462689,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,3,0.87,0.8693598633303186,100,0.87,0.0,False,0.5955897000385448,98,False,False,False
A8_RANDOM_PROTECTED,4,1,3,0.87,0.8698828946051447,100,0.86,0.010000000000000009,False,0.8369716000161134,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,3,0.87,0.8699869986998701,100,0.8200000000000001,0.04999999999999993,False,0.7867243000073358,98,False,False,False
B0_VANILLA_EEGNET,4,1,8,0.85,0.8498648783905515,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,8,0.85,0.8498648783905515,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,8,0.79,0.7889659330720531,100,0.85,-0.05999999999999994,True,0.7233424999867566,130,False,False,False
A2_DUAL_CONTROL,4,1,8,0.76,0.7596153846153846,100,0.77,-0.010000000000000009,True,0.7721618000068702,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,8,0.73,0.7253585596582239,100,0.7,0.030000000000000027,False,0.7164474000455812,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,8,0.79,0.7898108297467721,100,0.79,0.0,False,0.6916732999961823,98,False,False,False
A8_RANDOM_PROTECTED,4,1,8,0.77,0.7699769976997699,100,0.79,-0.020000000000000018,True,0.7622995999990962,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,8,0.69,0.6884735202492211,100,0.7,-0.010000000000000009,True,0.8067545000230893,98,False,False,False
B0_VANILLA_EEGNET,4,1,11,0.73,0.7277951406391774,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,11,0.73,0.7277951406391774,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,11,0.71,0.7085720028137876,100,0.73,-0.020000000000000018,True,0.7033699000021443,130,False,False,False
A2_DUAL_CONTROL,4,1,11,0.74,0.7312939231087227,100,0.75,-0.010000000000000009,True,0.7430040999897756,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,11,0.74,0.7395833333333333,100,0.73,0.010000000000000009,False,0.8371839000028558,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,11,0.75,0.7469379491851402,100,0.73,0.020000000000000018,False,0.7084373999969102,98,False,False,False
A8_RANDOM_PROTECTED,4,1,11,0.74,0.7362012987012987,100,0.73,0.010000000000000009,False,0.5611059999791905,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,11,0.75,0.7497747973175859,100,0.73,0.020000000000000018,False,0.5325001000310294,98,False,False,False
B0_VANILLA_EEGNET,4,1,27,0.94,0.9399038461538461,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,27,0.94,0.9399038461538461,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,27,0.9299999999999999,0.9299369432489241,100,0.94,-0.010000000000000009,True,0.6468735000235029,130,False,False,False
A2_DUAL_CONTROL,4,1,27,0.89,0.8891017239641092,100,0.89,0.0,False,0.7097281999886036,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,27,0.9199999999999999,0.9198717948717949,100,0.88,0.039999999999999925,False,0.7704446999705397,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,27,0.9299999999999999,0.9299369432489241,100,0.9299999999999999,0.0,False,0.6003895999747328,98,False,False,False
A8_RANDOM_PROTECTED,4,1,27,0.9199999999999999,0.9198717948717949,100,0.9299999999999999,-0.010000000000000009,True,0.5812810999923386,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,27,0.89,0.8891017239641092,100,0.88,0.010000000000000009,False,0.6201699000084773,98,False,False,False
B0_VANILLA_EEGNET,4,1,28,0.9299999999999999,0.9299369432489241,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,28,0.9299999999999999,0.9299369432489241,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,28,0.94,0.9399759903961584,100,0.9299999999999999,0.010000000000000009,False,0.5753251999849454,130,False,False,False
A2_DUAL_CONTROL,4,1,28,0.88,0.8799519807923168,100,0.87,0.010000000000000009,False,0.5746040000231005,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,28,0.86,0.8599439775910365,100,0.87,-0.010000000000000009,True,0.6165400000172667,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,28,0.91,0.90999099909991,100,0.88,0.030000000000000027,False,0.6588422000058927,98,False,False,False
A8_RANDOM_PROTECTED,4,1,28,0.86,0.8599439775910365,100,0.89,-0.030000000000000027,True,0.8469271000358276,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,28,0.86,0.8599439775910365,100,0.87,-0.010000000000000009,True,0.717365599994082,98,False,False,False
B0_VANILLA_EEGNET,4,1,30,0.7,0.6980676328502415,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,30,0.7,0.6980676328502415,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,30,0.69,0.6783898744683059,100,0.7,-0.010000000000000009,True,0.772712700010743,130,False,False,False
A2_DUAL_CONTROL,4,1,30,0.74,0.7331691297208538,100,0.74,0.0,False,0.8116316000232473,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,30,0.67,0.6643271284711627,100,0.69,-0.019999999999999907,True,0.8900519000017084,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,30,0.69,0.6783898744683059,100,0.7,-0.010000000000000009,True,0.9144601000007242,98,False,False,False
A8_RANDOM_PROTECTED,4,1,30,0.74,0.7348021215830274,100,0.71,0.030000000000000027,False,0.8278951999964193,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,30,0.6699999999999999,0.6683750376846548,100,0.69,-0.020000000000000018,True,0.925757400051225,98,False,False,False
B0_VANILLA_EEGNET,4,1,38,0.6699999999999999,0.6349153667441089,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,38,0.6699999999999999,0.6349153667441089,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,38,0.71,0.6906666666666667,100,0.6699999999999999,0.040000000000000036,False,0.6836763000464998,130,False,False,False
A2_DUAL_CONTROL,4,1,38,0.73,0.721964782205746,100,0.7,0.030000000000000027,False,0.7391494999756105,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,38,0.71,0.69662098545873,100,0.77,-0.06000000000000005,True,0.8101893000421114,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,38,0.66,0.6353496353496353,100,0.67,-0.010000000000000009,True,0.7876122000161558,98,False,False,False
A8_RANDOM_PROTECTED,4,1,38,0.6900000000000001,0.6726850385386971,100,0.67,0.020000000000000018,False,0.7392100000288337,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,38,0.75,0.742559983523839,100,0.77,-0.020000000000000018,True,0.7254227999947034,98,False,False,False
B0_VANILLA_EEGNET,4,1,52,0.81,0.8090644156366193,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,1,52,0.81,0.8090644156366193,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,1,52,0.8,0.797979797979798,100,0.81,-0.010000000000000009,True,0.7076063999556936,130,False,False,False
A2_DUAL_CONTROL,4,1,52,0.82,0.8173701298701299,100,0.79,0.029999999999999916,False,0.6205268999910913,98,False,False,False
A6_PUD_ALL_ADAPT,4,1,52,0.78,0.7767857142857143,100,0.78,0.0,False,0.6424224000074901,196,False,False,False
A7_IDENTITY_PROTECTED,4,1,52,0.78,0.7785829307568438,100,0.78,0.0,False,0.7543008999782614,98,False,False,False
A8_RANDOM_PROTECTED,4,1,52,0.79,0.7874278773155178,100,0.78,0.010000000000000009,False,0.6606776000116952,98,False,False,False
A10_FULL_PUD_FREEZE,4,1,52,0.79,0.7874278773155178,100,0.78,0.010000000000000009,False,0.7816190000157803,98,False,False,False
