Model,Task,subject_id,Protected_WSBA,Random_WSBA,PSWA_pp,folds
EEGConformer,OpenBMI_ERP,37,0.6510416666666666,0.6055729166666667,4.546875000000003,3
EEGConformer,OpenBMI_ERP,39,0.5989583333333334,0.5315625,6.739583333333336,3
EEGConformer,OpenBMI_ERP,42,0.6354166666666666,0.5921875,4.322916666666665,3
EEGConformer,OpenBMI_ERP,51,0.6302083333333334,0.5633854166666666,6.682291666666667,3
EEGConformer,OpenBMI_ERP,54,0.5052083333333334,0.5229166666666667,-1.7708333333333346,3
EEGConformer,OpenBMI_SSVEP,4,0.8220000000000001,0.6776199999999999,14.438000000000002,5
EEGConformer,OpenBMI_SSVEP,12,0.6659999999999999,0.5731200000000001,9.288000000000002,5
EEGConformer,OpenBMI_SSVEP,13,0.462,0.38472,7.728,5
EEGConformer,OpenBMI_SSVEP,17,0.516,0.4732,4.280000000000003,5
EEGConformer,OpenBMI_SSVEP,18,0.82,0.7015,11.85,5
EEGConformer,OpenBMI_SSVEP,24,0.45199999999999996,0.3981,5.389999999999998,5
EEGConformer,OpenBMI_SSVEP,25,0.724,0.54376,18.023999999999994,5
EEGConformer,OpenBMI_SSVEP,29,0.64,0.45271999999999996,18.728,5
EEGConformer,OpenBMI_SSVEP,36,0.766,0.6408799999999999,12.512,5
EEGConformer,OpenBMI_SSVEP,37,0.704,0.6327400000000001,7.125999999999993,5
EEGConformer,OpenBMI_SSVEP,39,0.6360000000000001,0.49942000000000003,13.657999999999998,5
EEGConformer,OpenBMI_SSVEP,42,0.4640000000000001,0.36994000000000005,9.406000000000002,5
EEGConformer,OpenBMI_SSVEP,51,0.476,0.37938,9.661999999999999,5
EEGConformer,OpenBMI_SSVEP,54,0.376,0.34048000000000006,3.5519999999999987,5
EEGConformer,WBCIC_MI,sub-4,0.484375,0.474125,1.024999999999999,5
EEGConformer,WBCIC_MI,sub-8,0.79375,0.59209375,20.165625,5
EEGConformer,WBCIC_MI,sub-10,0.55,0.49784375000000003,5.215625,5
EEGConformer,WBCIC_MI,sub-15,0.584375,0.505875,7.849999999999999,5
EEGConformer,WBCIC_MI,sub-20,0.5,0.484625,1.5374999999999994,5
EEGConformer,WBCIC_MI,sub-39,0.496875,0.470125,2.675,5
EEGConformer,WBCIC_MI,sub-40,0.615625,0.52025,9.5375,5
EEGConformer,WBCIC_MI,sub-43,0.90625,0.6265000000000001,27.975,5
EEGConformer,WBCIC_MI,sub-46,0.840625,0.5695937499999999,27.103125,5
EEGConformer,WBCIC_MI,sub-51,0.646875,0.5369375,10.99375,5
FBCNet,OpenBMI_MI,4,0.50390625,0.49265625,1.1249999999999998,4
FBCNet,OpenBMI_MI,12,0.5859375,0.5079687500000001,7.796874999999998,4
FBCNet,OpenBMI_MI,13,0.51953125,0.5005859374999999,1.8945312500000018,4
FBCNet,OpenBMI_MI,17,0.55078125,0.51078125,3.999999999999997,4
FBCNet,OpenBMI_MI,18,0.6328125,0.5743749999999999,5.8437500000000036,4
FBCNet,OpenBMI_MI,24,0.50390625,0.5008203125,0.3085937500000011,4
FBCNet,OpenBMI_MI,25,0.5859375,0.51109375,7.484375000000001,4
FBCNet,OpenBMI_MI,29,0.68359375,0.5512890625000001,13.230468749999998,4
FBCNet,OpenBMI_MI,36,0.7109375,0.616875,9.406250000000002,4
FBCNet,OpenBMI_MI,37,0.72265625,0.6248828125,9.777343750000004,4
FBCNet,OpenBMI_MI,39,0.671875,0.5581640625,11.37109375,4
FBCNet,OpenBMI_MI,42,0.53515625,0.5,3.5156249999999982,4
FBCNet,OpenBMI_MI,51,0.5234375,0.51515625,0.8281250000000003,4
FBCNet,OpenBMI_MI,54,0.46484375,0.469453125,-0.4609375000000001,4
FBCNet,OpenBMI_ERP,4,0.7,0.5723437499999999,12.765625,5
FBCNet,OpenBMI_ERP,12,0.85625,0.6741249999999999,18.2125,5
FBCNet,OpenBMI_ERP,13,0.740625,0.5996874999999999,14.093750000000004,5
FBCNet,OpenBMI_ERP,17,0.58125,0.549375,3.187499999999999,5
FBCNet,OpenBMI_ERP,18,0.634375,0.56459375,6.978125,5
FBCNet,OpenBMI_ERP,24,0.721875,0.59034375,13.153125,5
FBCNet,OpenBMI_ERP,25,0.596875,0.52840625,6.846875,5
FBCNet,OpenBMI_ERP,29,0.540625,0.5219687500000001,1.8656249999999985,5
FBCNet,OpenBMI_ERP,36,0.78125,0.6406875,14.056250000000002,5
FBCNet,OpenBMI_ERP,37,0.640625,0.59184375,4.878125000000001,5
FBCNet,OpenBMI_ERP,39,0.640625,0.56509375,7.553125000000001,5
FBCNet,OpenBMI_ERP,42,0.73125,0.59528125,13.596875,5
FBCNet,OpenBMI_ERP,51,0.68125,0.5620625,11.91875,5
FBCNet,OpenBMI_ERP,54,0.584375,0.52153125,6.284375,5
FBCNet,OpenBMI_SSVEP,4,0.778,0.50752,27.048000000000002,5
FBCNet,OpenBMI_SSVEP,12,0.7,0.4722799999999999,22.772,5
FBCNet,OpenBMI_SSVEP,13,0.492,0.35541999999999996,13.658000000000001,5
FBCNet,OpenBMI_SSVEP,17,0.6659999999999999,0.38696,27.903999999999996,5
FBCNet,OpenBMI_SSVEP,18,0.766,0.5333800000000001,23.261999999999993,5
FBCNet,OpenBMI_SSVEP,24,0.618,0.39938,21.862000000000002,5
FBCNet,OpenBMI_SSVEP,25,0.766,0.49400000000000005,27.2,5
FBCNet,OpenBMI_SSVEP,29,0.7,0.43513999999999997,26.486,5
FBCNet,OpenBMI_SSVEP,36,0.758,0.54432,21.368000000000002,5
FBCNet,OpenBMI_SSVEP,37,0.732,0.50152,23.048,5
FBCNet,OpenBMI_SSVEP,39,0.6779999999999999,0.46577999999999997,21.221999999999998,5
FBCNet,OpenBMI_SSVEP,42,0.45600000000000007,0.33552,12.048000000000002,5
FBCNet,OpenBMI_SSVEP,51,0.438,0.30770000000000003,13.029999999999998,5
FBCNet,OpenBMI_SSVEP,54,0.5040000000000001,0.37851999999999997,12.548000000000005,5
FBCNet,WBCIC_MI,sub-4,0.484375,0.4534375,3.093750000000001,1
FBCNet,WBCIC_MI,sub-8,0.5,0.48078125,1.9218750000000007,1
FBCNet,WBCIC_MI,sub-10,0.515625,0.4753125,4.031249999999997,1
FBCNet,WBCIC_MI,sub-15,0.46875,0.45953125,0.9218749999999998,1
FBCNet,WBCIC_MI,sub-20,0.453125,0.46359375,-1.0468750000000027,1
FBCNet,WBCIC_MI,sub-39,0.46875,0.48359375,-1.484374999999999,1
FBCNet,WBCIC_MI,sub-40,0.53125,0.5321875,-0.09375000000000355,1
FBCNet,WBCIC_MI,sub-43,0.515625,0.4884375,2.7187499999999973,1
FBCNet,WBCIC_MI,sub-46,0.53125,0.49484375,3.6406249999999973,1
FBCNet,WBCIC_MI,sub-51,0.453125,0.46875,-1.5625,1
