Model,Task,subject_id,Protected_WSBA,Random_WSBA,PSWA_pp,folds
EEGConformer,OpenBMI_MI,4,0.615625,0.5549999999999999,6.062499999999998,5
EEGConformer,OpenBMI_MI,12,0.65625,0.5729375,8.33125,5
EEGConformer,OpenBMI_MI,13,0.665625,0.54821875,11.740625000000001,5
EEGConformer,OpenBMI_MI,17,0.55625,0.5180937499999999,3.815625000000003,5
EEGConformer,OpenBMI_MI,18,0.625,0.5603750000000001,6.462499999999999,5
EEGConformer,OpenBMI_MI,24,0.54375,0.49012500000000003,5.362499999999999,5
EEGConformer,OpenBMI_MI,25,0.73125,0.6207812500000001,11.046875000000002,5
EEGConformer,OpenBMI_MI,29,0.61875,0.55621875,6.253125000000002,5
EEGConformer,OpenBMI_MI,36,0.75625,0.6689375,8.731250000000001,5
EEGConformer,OpenBMI_MI,37,0.609375,0.5625000000000001,4.687499999999998,5
EEGConformer,OpenBMI_MI,39,0.65625,0.5942500000000001,6.199999999999998,5
EEGConformer,OpenBMI_MI,42,0.621875,0.5338125,8.80625,5
EEGConformer,OpenBMI_MI,51,0.653125,0.5510312500000001,10.209374999999998,5
EEGConformer,OpenBMI_MI,54,0.58125,0.5317500000000001,4.949999999999998,5
EEGConformer,OpenBMI_ERP,4,0.65625,0.5836458333333333,7.260416666666665,3
EEGConformer,OpenBMI_ERP,12,0.734375,0.7164583333333333,1.7916666666666654,3
EEGConformer,OpenBMI_ERP,13,0.5989583333333334,0.6205729166666667,-2.1614583333333326,3
EEGConformer,OpenBMI_ERP,17,0.703125,0.57625,12.6875,3
EEGConformer,OpenBMI_ERP,18,0.609375,0.6019791666666667,0.7395833333333339,3
EEGConformer,OpenBMI_ERP,24,0.65625,0.60484375,5.140625000000003,3
EEGConformer,OpenBMI_ERP,25,0.6041666666666666,0.5627083333333333,4.145833333333333,3
EEGConformer,OpenBMI_ERP,29,0.6875,0.6033333333333334,8.416666666666664,3
EEGConformer,OpenBMI_ERP,36,0.703125,0.7018749999999999,0.12500000000000058,3
