Model,Task,fold,seed,status,checkpoint_sha256,normalizer_sha256,split_sha256,peeh_cell_sha256,q_cache_path,q_cache_sha256,transform_sha256,stored_active_rank,recovered_active_rank,protected_rank,recovery_checksum,reason
EEGConformer,OpenBMI_SSVEP,0,0,RECOVERY_OK,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,d18042fde7521ccc49c9bb7307afec42c1448d5e4a42db249cbf01baa19b5dc1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\openbmi_ssvep\fold0_seed0.npz,fbb05d0808b6038c9bebee2b3edb9e6ebb0695192a18dd10b602dcfc1e7a942e,0b767aabefa7e2910a44d54d52d2e80f7b9b36744073267e23c06509d5fb75d2,18,18,4,NOT_RUN_OPTIONAL,
EEGConformer,OpenBMI_SSVEP,1,0,RECOVERY_OK,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,75f2573f4cd23d99217d8c08ebe4ddf90099520b7f9f2400ee4df563707120ff,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\openbmi_ssvep\fold1_seed0.npz,eca98b7172aa0fbaa8e17f81b06d39cf83c03bda598d531a23af07ab7b42f176,d7fd7766c48d5a48fb25e443ebbf0fa49372a41f5eeef23c1150cfaf8830c548,20,20,6,NOT_RUN_OPTIONAL,
EEGConformer,OpenBMI_SSVEP,2,0,RECOVERY_OK,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21a2627936a69eac6995d8eb6224d165ce8469b0ca434c07518eafb9a334353b,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\openbmi_ssvep\fold2_seed0.npz,3ef39d90d0c2a4bda28f96d22379a228b0f3600044b0deb78f163c724d1db0bb,acbbd971ec15996a5fc90f4512ea4fcc97cc574792bbbea0349563f7eb4b2c3d,15,15,4,NOT_RUN_OPTIONAL,
EEGConformer,OpenBMI_SSVEP,3,0,RECOVERY_OK,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,93cbea224c4b9738b83f7783a94eb7d270e091052bf8b7f53b081f925967ad17,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\openbmi_ssvep\fold3_seed0.npz,0de16d3ad29b62969223a8512b6018a8bdaa1d13f0538e7e930df80bf74a030e,60d513bb04cbe5f1dd18904ed50f7d600c52a2911a5a2b2cb210f9986893749f,20,20,8,NOT_RUN_OPTIONAL,
EEGConformer,OpenBMI_SSVEP,4,0,RECOVERY_OK,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7253048d0d73909e97f98225cff97245d8e62c2f3542592559d9527787d912bd,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\openbmi_ssvep\fold4_seed0.npz,12d3b06d1f037f84318a414effdd8ecf13c2676d0dc761d2aaf18648a4e19848,4ad7f362ee96164d055bd3bbf2ff738017b1fa5ac6bf7ee65aaf5be0a764ad3f,20,20,4,NOT_RUN_OPTIONAL,
EEGConformer,WBCIC_MI,0,0,RECOVERY_OK,bdf24713b2eec8f83a54596c74207c27b9f889449e4736b844fdd33b16f00031,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,f599e7c1c2f29734c8304795abb51b49f4b2bd1157269e002ff21412f2d14b78,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\wbcic_mi\fold0_seed0.npz,acb769aa688fba4cbb4856df453bdb8fde6019967c3a09700db755ea2f11e32d,e2940700d4ebe79f2cdca877660c265d623d7b4bff0ee318276e9a6c19098920,20,20,3,NOT_RUN_OPTIONAL,
EEGConformer,WBCIC_MI,1,0,RECOVERY_OK,1408c2b63d277b9952bd3825308561993c91fc4863f5ae6c297b8ad8c563b10a,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,7efeba4dbb2d5644b8ff775de50168c2c3e94dee1894146201b58b8f9074861c,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\wbcic_mi\fold1_seed0.npz,b5104c92bd03402124e3071b2e7b0bf85a3370eb5f25f311f8a286b958466cf4,90823fcb7ceba4712f1c758b121a72dcd6dd8caee2d433323a95b051ff9178e0,20,20,4,NOT_RUN_OPTIONAL,
EEGConformer,WBCIC_MI,2,0,RECOVERY_OK,bb9eaaaf5aa6e1cea93e93245608dc4c2e7dbd5e6ce76b96edbaf68022190a31,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,2f428e28484b520083cdeb81fe5d0cd4a38b39b1f9010a35a9f5516d3ede089e,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\wbcic_mi\fold2_seed0.npz,f15e6457ff1fbede4e908f683ad12836b50f53c329e31d3d085c36ad5537a5b4,effbcf2a1b77a3890035ce39a51a01c520a7e310ffcf168088294312413d6c48,20,20,1,NOT_RUN_OPTIONAL,
EEGConformer,WBCIC_MI,3,0,RECOVERY_OK,1a268d6e74722fb72139b7ef8e40a3dc7c691f803ee498ade81c64fada3ccfd9,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41b8da98664b35576533cc2101ef6d57f8ae7bcc31e2aefea67ff13ccf506af9,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\wbcic_mi\fold3_seed0.npz,b9d00873fb65ee6d9555d4657a6aacdd8455a46eec824d4fde6491530cfcb0a8,bad9d6cf9fe5c82b1060a96a281f63c52681c136d587f08827bcecaf04535dab,20,20,3,NOT_RUN_OPTIONAL,
EEGConformer,WBCIC_MI,4,0,RECOVERY_OK,e633d9215b74a96e7d8697ca90a6d50cce1fb521f8cb987701bcf8a3865cc7a6,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,ab86b089297e3e43b9b377d2dbcd7a90c19b91bf1bae31f2fa00839374137de4,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\eegconformer\wbcic_mi\fold4_seed0.npz,090d95688c66cd1b0b7175fbcf65c40354ffa25de0e4ffa773967ba3c0a21298,8628ae46e7b1f285ba590992ec7238e32d5d7d50b0e324b551d364af98b908ed,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_MI,0,0,RECOVERY_OK,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,e4cc5ba2efa2def7dce042810b0d91d4a30f01a79bce0697947abaf99c805ff5,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_mi\fold0_seed0.npz,0d4681eddd2fb88a6d42a12d8d7a37a594222f3086e2747e61dcac4ad44c7700,ddc2e07ebabab4f49752d9da11ed3de092ebbee82690e823afeb0c23ee769073,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_MI,1,0,RECOVERY_OK,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,d0454357848559355b95c12bc76572874c6c1b2eb20204de0e79db10f845fdec,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_mi\fold1_seed0.npz,afcbcf6092ee51cf2fbcce2a671de08efc119c95c51bec591fefd321c4048b57,2fc86b4fbc87ea07ee6263a2af1fc89ea5612c39e51bc6e469318103d9441751,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_MI,2,0,RECOVERY_OK,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,9f398f200aff108fa7a370900083762014691e8fe25ff28a32a1d9d52d380534,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_mi\fold2_seed0.npz,e9c582a0421817da56e2c04f6c9cb9aaaddd0fe27f8cb8ca81b3b4ccc6952d2e,a161c0d909abccb983153a002ee992e59443b341ee17c3079e8ed80555bd64f6,20,20,8,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_MI,3,0,RECOVERY_OK,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,e014c7679d15bcb5fa8518f73b3b0baf39cd9b3a0e966ffcfd64934e0aea5dad,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_mi\fold3_seed0.npz,f385216c2c11902c60a6254dec4acccdb26e2ebac498f29d9864bfeb7947386f,d4df33d370a5f45991bf0138ef30ac183902c48401356dbe7c47a71cd8f74da6,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_MI,4,0,EMPTY_PROTECTED,,,,33d94d28f660e9ca39fe58bf6c97da442ba25640136c9341c0ca688c57606a7b,,,,,,0,,
FBCNet,OpenBMI_ERP,0,0,RECOVERY_OK,6e7c89e80225a34cda9c1f364f88f7a1d37aa82d605b4f00ed4ac91812163d67,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,ccba9edc08c0aad224dab85bfe5c1065eea10b5c0b5d6c6a56c04ef047ff246c,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_erp\fold0_seed0.npz,58c632bfcadbcca81209cabe0ab755075bf0dbab908125599834527752300083,c803ecb0edc2b63b22f95c8f2bea2d3f425c8ed048220ad9d1abd2ba5a85b5ff,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_ERP,1,0,RECOVERY_OK,6ae052dc228376c095ef97cb1064edf8a4849d0232c0c042bf56b3a3a19caca5,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1f3e5acc9b32afabcaf882703983f018835cfc2cd690e83cbf15ac0caf83e29d,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_erp\fold1_seed0.npz,f9e53a5d300614819b824bbcea1b2f3f520d18e16f2b566806dedc5f56adba58,a23e686253b6bfd075e5efed8525821dbf78bf0b161794782818f886e76e96c1,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_ERP,2,0,RECOVERY_OK,5753f15a539ea9d383c29445a194bc913d6741bff94fe4fb8a561207e4fa566d,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,82439a601b075934cb011d85ed08ef64211bd581d0146e1664e7855267501b87,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_erp\fold2_seed0.npz,c3507c3e47539033efe84c1999d1574d712776bc7bb9e10580689b217f9199b5,4ea066e690e143328347536da0743bf27533fba617735ebe31d9dd1a24ae6ea2,20,20,8,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_ERP,3,0,RECOVERY_OK,093fdec276839401310a37d97e01fc1d2246a7fc6ce152005f409764bf4078f3,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4321fa03bd5b1df4a310109d02f035d185c8a4e5a141f47b68f7d6a62cf92918,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_erp\fold3_seed0.npz,dcbc45c0ffa74225f4a6e2ac5d24938d3fa782b80d468b9ffaa78218f6369c8e,11f5104e5d43a524024b8d6774eba9297f498ce9ecc99bed3edbd0ace7d4bbd5,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_ERP,4,0,RECOVERY_OK,30816ebdd205f1352b9345b3707c917703598079fc248d9b0d5834f182a706c3,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,6b05f05aa0d27945d98190b2b558e0aa78399ec6e8ec16f00664884ae64f7a4d,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_erp\fold4_seed0.npz,090774e758ac432858ef05f1974c09496148eed03884e30391bc39bf924a44f3,0395107c134bc2cb5f6b91672aff4f6b317f0da33ac07e23ded45a68cc77fbc9,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_SSVEP,0,0,RECOVERY_OK,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,9d4a338357b0996cba3aea426cb44618f71ecb6df06f819b7267a1235e3bc369,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_ssvep\fold0_seed0.npz,592ee3ab7f31c4a3d7b7baf088a1eed506030d096391c24e0646ff56e41a333e,4146d199ff3c4f1bb6d436aedff6e0f979129bd9a7fdb85b1097f954a6980d2f,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_SSVEP,1,0,RECOVERY_OK,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,2361d796ac4e8816620af7be054af6cff5a094cbbbd94c638d9a1def4e8831b1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_ssvep\fold1_seed0.npz,4cf484912e7798c3c30fa19e52529045abb11ad482095d14ad8b733ea3db8e43,bdecc9c2d6d05eead756e3550f9197dff5692e462846ef1f52289891d321eae6,20,20,8,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_SSVEP,2,0,RECOVERY_OK,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,91b3bf76efcf6181403fabb1e0741a66a8068bd2ebfbea1c4f094640be070375,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_ssvep\fold2_seed0.npz,59be6b471d69c46df58ce77b7a644751befbeb659eddf373348675a65b142a3a,d33c111e427b272165e4c22b2d65555fa33832a5326cd4dbdd457a294c6f9810,20,20,8,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_SSVEP,3,0,RECOVERY_OK,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,3f3737e9e95ebeca8185cd787c3628eb221d12cbb246504663397480ce84e956,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_ssvep\fold3_seed0.npz,9c5781d0a8591f39a5319c0fcb79fcd1a0667d66f9d59e8ccd23b69736082a38,e76ef2642ad0088e04ea9d32627c43677b98cdad6048471ae8482ade8930a9fe,20,20,8,NOT_RUN_OPTIONAL,
FBCNet,OpenBMI_SSVEP,4,0,RECOVERY_OK,8bd111fd7213f9ee971ff9d6dd720c7eb60407a477c1a01b39efad5d5a9c4d56,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0b06146b48f5c65088408d8962333d28f080b830f78116f39f0b23c875222360,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\openbmi_ssvep\fold4_seed0.npz,7ea6a0f3bd2cbaf05959761387434a496861421c554fb38d4728c2517e545efd,ec4ebad11ab3e505aa0b684a79dbf2ac6880b96f5f80191d6fc0697774f7bff3,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,WBCIC_MI,0,0,EMPTY_PROTECTED,,,,d373bb94dfa974c88cfa394689092dee524d594409f6d2f95817fcf7cb24c323,,,,,,0,,
FBCNet,WBCIC_MI,1,0,EMPTY_PROTECTED,,,,4add8e0fbcde72387e324b649a1e514fb8cb68d307af45fbc93aad94babf86a7,,,,,,0,,
FBCNet,WBCIC_MI,2,0,EMPTY_PROTECTED,,,,29d9919acea02bf66c75ef8ff2bed160fd0591dafd7554e9f8fef14d9e59ff30,,,,,,0,,
FBCNet,WBCIC_MI,3,0,RECOVERY_OK,e8879edce4900e2835519df18e5a7203cafb2ee7a7a1caf3bb7170789acfebee,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,94dfdeaf485a032a9baf506ff5fa7ae591618b5bd920ce2fca04362381dd7af7,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_pswa_runtime\q_cache\fbcnet\wbcic_mi\fold3_seed0.npz,3b1dd2f1d1b308c38453bbd8601f71cbd5d2a26e624a8d3a164036fe7d6fe06e,5118667692904edf8058489aad125b461f7871782c0ad09dea13567f45d7a92f,20,20,4,NOT_RUN_OPTIONAL,
FBCNet,WBCIC_MI,4,0,EMPTY_PROTECTED,,,,96dd248942d4b1e16aee6f69357dc8ade426f11b7b4d38b6acf9e936ddca89a1,,,,,,0,,
