Model,Task,fold,seed,session,subject_id,BA
EEGConformer,OpenBMI_MI,2,0,S1,13,0.703125
EEGConformer,OpenBMI_MI,2,0,S1,17,0.578125
EEGConformer,OpenBMI_MI,2,0,S1,18,0.53125
EEGConformer,OpenBMI_MI,2,0,S1,24,0.546875
EEGConformer,OpenBMI_MI,2,0,S1,25,0.6875
EEGConformer,OpenBMI_MI,2,0,S1,29,0.53125
EEGConformer,OpenBMI_MI,2,0,S1,36,0.546875
EEGConformer,OpenBMI_MI,2,0,S1,37,0.515625
EEGConformer,OpenBMI_MI,2,0,S1,39,0.703125
EEGConformer,OpenBMI_MI,2,0,S1,42,0.703125
EEGConformer,OpenBMI_MI,2,0,S1,51,0.6875
EEGConformer,OpenBMI_MI,2,0,S1,54,0.53125
EEGConformer,OpenBMI_MI,2,0,S2,4,0.65625
EEGConformer,OpenBMI_MI,2,0,S2,12,0.515625
EEGConformer,OpenBMI_MI,2,0,S2,13,0.703125
EEGConformer,OpenBMI_MI,2,0,S2,17,0.5625
EEGConformer,OpenBMI_MI,2,0,S2,18,0.578125
EEGConformer,OpenBMI_MI,2,0,S2,24,0.53125
EEGConformer,OpenBMI_MI,2,0,S2,25,0.953125
EEGConformer,OpenBMI_MI,2,0,S2,29,0.671875
EEGConformer,OpenBMI_MI,2,0,S2,36,0.65625
EEGConformer,OpenBMI_MI,2,0,S2,37,0.578125
EEGConformer,OpenBMI_MI,2,0,S2,39,0.578125
EEGConformer,OpenBMI_MI,2,0,S2,42,0.609375
EEGConformer,OpenBMI_MI,2,0,S2,51,0.6875
EEGConformer,OpenBMI_MI,2,0,S2,54,0.71875
EEGConformer,OpenBMI_MI,3,0,S1,4,0.609375
EEGConformer,OpenBMI_MI,3,0,S1,12,0.71875
EEGConformer,OpenBMI_MI,3,0,S1,13,0.765625
EEGConformer,OpenBMI_MI,3,0,S1,17,0.734375
EEGConformer,OpenBMI_MI,3,0,S1,18,0.75
EEGConformer,OpenBMI_MI,3,0,S1,24,0.65625
EEGConformer,OpenBMI_MI,3,0,S1,25,0.703125
EEGConformer,OpenBMI_MI,3,0,S1,29,0.5625
EEGConformer,OpenBMI_MI,3,0,S1,36,0.765625
EEGConformer,OpenBMI_MI,3,0,S1,37,0.59375
EEGConformer,OpenBMI_MI,3,0,S1,39,0.734375
EEGConformer,OpenBMI_MI,3,0,S1,42,0.734375
EEGConformer,OpenBMI_MI,3,0,S1,51,0.6875
EEGConformer,OpenBMI_MI,3,0,S1,54,0.59375
EEGConformer,OpenBMI_MI,3,0,S2,4,0.765625
EEGConformer,OpenBMI_MI,3,0,S2,12,0.734375
EEGConformer,OpenBMI_MI,3,0,S2,13,0.65625
EEGConformer,OpenBMI_MI,3,0,S2,17,0.515625
EEGConformer,OpenBMI_MI,3,0,S2,18,0.734375
EEGConformer,OpenBMI_MI,3,0,S2,24,0.515625
EEGConformer,OpenBMI_MI,3,0,S2,25,0.90625
EEGConformer,OpenBMI_MI,3,0,S2,29,0.703125
EEGConformer,OpenBMI_MI,3,0,S2,36,0.796875
EEGConformer,OpenBMI_MI,3,0,S2,37,0.703125
EEGConformer,OpenBMI_MI,3,0,S2,39,0.6875
EEGConformer,OpenBMI_MI,3,0,S2,42,0.71875
EEGConformer,OpenBMI_MI,3,0,S2,51,0.671875
EEGConformer,OpenBMI_MI,3,0,S2,54,0.671875
EEGConformer,OpenBMI_MI,4,0,S1,4,0.671875
EEGConformer,OpenBMI_MI,4,0,S1,12,0.765625
EEGConformer,OpenBMI_MI,4,0,S1,13,0.796875
EEGConformer,OpenBMI_MI,4,0,S1,17,0.75
EEGConformer,OpenBMI_MI,4,0,S1,18,0.765625
EEGConformer,OpenBMI_MI,4,0,S1,24,0.65625
EEGConformer,OpenBMI_MI,4,0,S1,25,0.6875
EEGConformer,OpenBMI_MI,4,0,S1,29,0.765625
EEGConformer,OpenBMI_MI,4,0,S1,36,0.921875
EEGConformer,OpenBMI_MI,4,0,S1,37,0.734375
EEGConformer,OpenBMI_MI,4,0,S1,39,0.84375
EEGConformer,OpenBMI_MI,4,0,S1,42,0.65625
EEGConformer,OpenBMI_MI,4,0,S1,51,0.71875
EEGConformer,OpenBMI_MI,4,0,S1,54,0.5625
EEGConformer,OpenBMI_MI,4,0,S2,4,0.78125
EEGConformer,OpenBMI_MI,4,0,S2,12,0.703125
EEGConformer,OpenBMI_MI,4,0,S2,13,0.703125
EEGConformer,OpenBMI_MI,4,0,S2,17,0.5625
EEGConformer,OpenBMI_MI,4,0,S2,18,0.734375
EEGConformer,OpenBMI_MI,4,0,S2,24,0.5625
EEGConformer,OpenBMI_MI,4,0,S2,25,0.96875
EEGConformer,OpenBMI_MI,4,0,S2,29,0.890625
EEGConformer,OpenBMI_MI,4,0,S2,36,0.953125
EEGConformer,OpenBMI_MI,4,0,S2,37,0.84375
EEGConformer,OpenBMI_MI,4,0,S2,39,0.796875
EEGConformer,OpenBMI_MI,4,0,S2,42,0.640625
EEGConformer,OpenBMI_MI,4,0,S2,51,0.625
EEGConformer,OpenBMI_MI,4,0,S2,54,0.625
EEGConformer,OpenBMI_ERP,1,0,S1,4,0.671875
EEGConformer,OpenBMI_ERP,1,0,S1,12,0.859375
EEGConformer,OpenBMI_ERP,1,0,S1,13,0.609375
EEGConformer,OpenBMI_ERP,1,0,S1,17,0.78125
EEGConformer,OpenBMI_ERP,1,0,S1,18,0.609375
EEGConformer,OpenBMI_ERP,1,0,S1,24,0.8125
EEGConformer,OpenBMI_ERP,1,0,S1,25,0.59375
EEGConformer,OpenBMI_ERP,1,0,S1,29,0.765625
EEGConformer,OpenBMI_ERP,1,0,S1,36,0.65625
EEGConformer,OpenBMI_ERP,1,0,S1,37,0.640625
EEGConformer,OpenBMI_ERP,1,0,S1,39,0.75
EEGConformer,OpenBMI_ERP,1,0,S1,42,0.828125
EEGConformer,OpenBMI_ERP,1,0,S1,51,0.703125
EEGConformer,OpenBMI_ERP,1,0,S1,54,0.53125
EEGConformer,OpenBMI_ERP,1,0,S2,4,0.765625
EEGConformer,OpenBMI_ERP,1,0,S2,12,0.78125
EEGConformer,OpenBMI_ERP,1,0,S2,13,0.734375
EEGConformer,OpenBMI_ERP,1,0,S2,17,0.71875
EEGConformer,OpenBMI_ERP,1,0,S2,18,0.75
EEGConformer,OpenBMI_ERP,1,0,S2,24,0.5625
EEGConformer,OpenBMI_ERP,1,0,S2,25,0.5625
EEGConformer,OpenBMI_ERP,1,0,S2,29,0.75
EEGConformer,OpenBMI_ERP,1,0,S2,36,0.828125
EEGConformer,OpenBMI_ERP,1,0,S2,37,0.8125
EEGConformer,OpenBMI_ERP,1,0,S2,39,0.6875
EEGConformer,OpenBMI_ERP,1,0,S2,42,0.703125
EEGConformer,OpenBMI_ERP,1,0,S2,51,0.671875
EEGConformer,OpenBMI_ERP,1,0,S2,54,0.578125
EEGConformer,OpenBMI_ERP,2,0,S1,4,0.625
EEGConformer,OpenBMI_ERP,2,0,S1,12,0.578125
EEGConformer,OpenBMI_ERP,2,0,S1,13,0.578125
EEGConformer,OpenBMI_ERP,2,0,S1,17,0.671875
EEGConformer,OpenBMI_ERP,2,0,S1,18,0.640625
EEGConformer,OpenBMI_ERP,2,0,S1,24,0.8125
EEGConformer,OpenBMI_ERP,2,0,S1,25,0.578125
EEGConformer,OpenBMI_ERP,2,0,S1,29,0.5625
EEGConformer,OpenBMI_ERP,2,0,S1,36,0.65625
EEGConformer,OpenBMI_ERP,2,0,S1,37,0.65625
EEGConformer,OpenBMI_ERP,2,0,S1,39,0.53125
EEGConformer,OpenBMI_ERP,2,0,S1,42,0.671875
EEGConformer,OpenBMI_ERP,2,0,S1,51,0.703125
EEGConformer,OpenBMI_ERP,2,0,S1,54,0.359375
EEGConformer,OpenBMI_ERP,2,0,S2,4,0.578125
EEGConformer,OpenBMI_ERP,2,0,S2,12,0.796875
EEGConformer,OpenBMI_ERP,2,0,S2,13,0.6875
EEGConformer,OpenBMI_ERP,2,0,S2,17,0.703125
EEGConformer,OpenBMI_ERP,2,0,S2,18,0.546875
EEGConformer,OpenBMI_ERP,2,0,S2,24,0.75
EEGConformer,OpenBMI_ERP,2,0,S2,25,0.75
EEGConformer,OpenBMI_ERP,2,0,S2,29,0.5
EEGConformer,OpenBMI_ERP,2,0,S2,36,0.703125
EEGConformer,OpenBMI_ERP,2,0,S2,37,0.84375
EEGConformer,OpenBMI_ERP,2,0,S2,39,0.5625
EEGConformer,OpenBMI_ERP,2,0,S2,42,0.5625
EEGConformer,OpenBMI_ERP,2,0,S2,51,0.59375
EEGConformer,OpenBMI_ERP,2,0,S2,54,0.453125
EEGConformer,OpenBMI_ERP,4,0,S1,4,0.71875
EEGConformer,OpenBMI_ERP,4,0,S1,12,0.84375
EEGConformer,OpenBMI_ERP,4,0,S1,13,0.671875
EEGConformer,OpenBMI_ERP,4,0,S1,17,0.71875
EEGConformer,OpenBMI_ERP,4,0,S1,18,0.671875
EEGConformer,OpenBMI_ERP,4,0,S1,24,0.921875
EEGConformer,OpenBMI_ERP,4,0,S1,25,0.78125
EEGConformer,OpenBMI_ERP,4,0,S1,29,0.8125
EEGConformer,OpenBMI_ERP,4,0,S1,36,0.875
EEGConformer,OpenBMI_ERP,4,0,S1,37,0.65625
EEGConformer,OpenBMI_ERP,4,0,S1,39,0.703125
EEGConformer,OpenBMI_ERP,4,0,S1,42,0.75
EEGConformer,OpenBMI_ERP,4,0,S1,51,0.8125
EEGConformer,OpenBMI_ERP,4,0,S1,54,0.625
EEGConformer,OpenBMI_ERP,4,0,S2,4,0.875
EEGConformer,OpenBMI_ERP,4,0,S2,12,0.859375
EEGConformer,OpenBMI_ERP,4,0,S2,13,0.609375
EEGConformer,OpenBMI_ERP,4,0,S2,17,0.734375
EEGConformer,OpenBMI_ERP,4,0,S2,18,0.859375
EEGConformer,OpenBMI_ERP,4,0,S2,24,0.65625
EEGConformer,OpenBMI_ERP,4,0,S2,25,0.671875
EEGConformer,OpenBMI_ERP,4,0,S2,29,0.8125
EEGConformer,OpenBMI_ERP,4,0,S2,36,0.796875
EEGConformer,OpenBMI_ERP,4,0,S2,37,0.890625
EEGConformer,OpenBMI_ERP,4,0,S2,39,0.578125
EEGConformer,OpenBMI_ERP,4,0,S2,42,0.640625
EEGConformer,OpenBMI_ERP,4,0,S2,51,0.625
EEGConformer,OpenBMI_ERP,4,0,S2,54,0.6875
EEGConformer,OpenBMI_SSVEP,0,0,S1,4,0.8599999999999999
EEGConformer,OpenBMI_SSVEP,0,0,S1,12,0.77
EEGConformer,OpenBMI_SSVEP,0,0,S1,13,0.44
EEGConformer,OpenBMI_SSVEP,0,0,S1,17,0.39
EEGConformer,OpenBMI_SSVEP,0,0,S1,18,0.87
EEGConformer,OpenBMI_SSVEP,0,0,S1,24,0.5
EEGConformer,OpenBMI_SSVEP,0,0,S1,25,0.72
EEGConformer,OpenBMI_SSVEP,0,0,S1,29,0.48
EEGConformer,OpenBMI_SSVEP,0,0,S1,36,0.75
EEGConformer,OpenBMI_SSVEP,0,0,S1,37,0.5800000000000001
EEGConformer,OpenBMI_SSVEP,0,0,S1,39,0.53
EEGConformer,OpenBMI_SSVEP,0,0,S1,42,0.67
EEGConformer,OpenBMI_SSVEP,0,0,S1,51,0.47
EEGConformer,OpenBMI_SSVEP,0,0,S1,54,0.29000000000000004
EEGConformer,OpenBMI_SSVEP,0,0,S2,4,0.91
EEGConformer,OpenBMI_SSVEP,0,0,S2,12,0.63
EEGConformer,OpenBMI_SSVEP,0,0,S2,13,0.46
EEGConformer,OpenBMI_SSVEP,0,0,S2,17,0.54
EEGConformer,OpenBMI_SSVEP,0,0,S2,18,0.95
EEGConformer,OpenBMI_SSVEP,0,0,S2,24,0.41
EEGConformer,OpenBMI_SSVEP,0,0,S2,25,0.65
EEGConformer,OpenBMI_SSVEP,0,0,S2,29,0.5900000000000001
EEGConformer,OpenBMI_SSVEP,0,0,S2,36,0.8899999999999999
EEGConformer,OpenBMI_SSVEP,0,0,S2,37,0.73
EEGConformer,OpenBMI_SSVEP,0,0,S2,39,0.6799999999999999
EEGConformer,OpenBMI_SSVEP,0,0,S2,42,0.39
EEGConformer,OpenBMI_SSVEP,0,0,S2,51,0.42
EEGConformer,OpenBMI_SSVEP,0,0,S2,54,0.45
EEGConformer,OpenBMI_SSVEP,1,0,S1,4,0.8099999999999999
EEGConformer,OpenBMI_SSVEP,1,0,S1,12,0.35000000000000003
EEGConformer,OpenBMI_SSVEP,1,0,S1,13,0.35
EEGConformer,OpenBMI_SSVEP,1,0,S1,17,0.6000000000000001
EEGConformer,OpenBMI_SSVEP,1,0,S1,18,0.7
EEGConformer,OpenBMI_SSVEP,1,0,S1,24,0.5700000000000001
EEGConformer,OpenBMI_SSVEP,1,0,S1,25,0.87
EEGConformer,OpenBMI_SSVEP,1,0,S1,29,0.7
EEGConformer,OpenBMI_SSVEP,1,0,S1,36,0.5
EEGConformer,OpenBMI_SSVEP,1,0,S1,37,0.73
EEGConformer,OpenBMI_SSVEP,1,0,S1,39,0.5700000000000001
EEGConformer,OpenBMI_SSVEP,1,0,S1,42,0.7000000000000001
EEGConformer,OpenBMI_SSVEP,1,0,S1,51,0.5
EEGConformer,OpenBMI_SSVEP,1,0,S1,54,0.43000000000000005
EEGConformer,OpenBMI_SSVEP,1,0,S2,4,0.68
EEGConformer,OpenBMI_SSVEP,1,0,S2,12,0.55
EEGConformer,OpenBMI_SSVEP,1,0,S2,13,0.32999999999999996
EEGConformer,OpenBMI_SSVEP,1,0,S2,17,0.54
EEGConformer,OpenBMI_SSVEP,1,0,S2,18,0.74
EEGConformer,OpenBMI_SSVEP,1,0,S2,24,0.55
EEGConformer,OpenBMI_SSVEP,1,0,S2,25,0.69
EEGConformer,OpenBMI_SSVEP,1,0,S2,29,0.6599999999999999
EEGConformer,OpenBMI_SSVEP,1,0,S2,36,0.54
EEGConformer,OpenBMI_SSVEP,1,0,S2,37,0.7999999999999999
EEGConformer,OpenBMI_SSVEP,1,0,S2,39,0.63
EEGConformer,OpenBMI_SSVEP,1,0,S2,42,0.42000000000000004
EEGConformer,OpenBMI_SSVEP,1,0,S2,51,0.47000000000000003
EEGConformer,OpenBMI_SSVEP,1,0,S2,54,0.49
EEGConformer,OpenBMI_SSVEP,2,0,S1,4,0.95
EEGConformer,OpenBMI_SSVEP,2,0,S1,12,0.97
EEGConformer,OpenBMI_SSVEP,2,0,S1,13,0.76
EEGConformer,OpenBMI_SSVEP,2,0,S1,17,0.5900000000000001
EEGConformer,OpenBMI_SSVEP,2,0,S1,18,0.88
EEGConformer,OpenBMI_SSVEP,2,0,S1,24,0.41
EEGConformer,OpenBMI_SSVEP,2,0,S1,25,0.9199999999999999
EEGConformer,OpenBMI_SSVEP,2,0,S1,29,0.89
EEGConformer,OpenBMI_SSVEP,2,0,S1,36,0.86
EEGConformer,OpenBMI_SSVEP,2,0,S1,37,0.6900000000000001
EEGConformer,OpenBMI_SSVEP,2,0,S1,39,0.96
EEGConformer,OpenBMI_SSVEP,2,0,S1,42,0.97
EEGConformer,OpenBMI_SSVEP,2,0,S1,51,0.6
EEGConformer,OpenBMI_SSVEP,2,0,S1,54,0.39999999999999997
EEGConformer,OpenBMI_SSVEP,2,0,S2,4,1.0
EEGConformer,OpenBMI_SSVEP,2,0,S2,12,0.88
EEGConformer,OpenBMI_SSVEP,2,0,S2,13,0.56
EEGConformer,OpenBMI_SSVEP,2,0,S2,17,0.64
EEGConformer,OpenBMI_SSVEP,2,0,S2,18,1.0
EEGConformer,OpenBMI_SSVEP,2,0,S2,24,0.58
EEGConformer,OpenBMI_SSVEP,2,0,S2,25,0.86
EEGConformer,OpenBMI_SSVEP,2,0,S2,29,0.8999999999999999
EEGConformer,OpenBMI_SSVEP,2,0,S2,36,0.96
EEGConformer,OpenBMI_SSVEP,2,0,S2,37,0.85
EEGConformer,OpenBMI_SSVEP,2,0,S2,39,0.89
EEGConformer,OpenBMI_SSVEP,2,0,S2,42,0.51
EEGConformer,OpenBMI_SSVEP,2,0,S2,51,0.61
EEGConformer,OpenBMI_SSVEP,2,0,S2,54,0.49
EEGConformer,OpenBMI_SSVEP,3,0,S1,4,0.87
EEGConformer,OpenBMI_SSVEP,3,0,S1,12,0.98
EEGConformer,OpenBMI_SSVEP,3,0,S1,13,0.59
EEGConformer,OpenBMI_SSVEP,3,0,S1,17,0.72
EEGConformer,OpenBMI_SSVEP,3,0,S1,18,0.83
EEGConformer,OpenBMI_SSVEP,3,0,S1,24,0.62
EEGConformer,OpenBMI_SSVEP,3,0,S1,25,0.8500000000000001
EEGConformer,OpenBMI_SSVEP,3,0,S1,29,0.7200000000000001
EEGConformer,OpenBMI_SSVEP,3,0,S1,36,0.91
EEGConformer,OpenBMI_SSVEP,3,0,S1,37,0.74
EEGConformer,OpenBMI_SSVEP,3,0,S1,39,0.68
EEGConformer,OpenBMI_SSVEP,3,0,S1,42,0.85
EEGConformer,OpenBMI_SSVEP,3,0,S1,51,0.63
EEGConformer,OpenBMI_SSVEP,3,0,S1,54,0.55
EEGConformer,OpenBMI_SSVEP,3,0,S2,4,0.94
EEGConformer,OpenBMI_SSVEP,3,0,S2,12,0.78
EEGConformer,OpenBMI_SSVEP,3,0,S2,13,0.5
EEGConformer,OpenBMI_SSVEP,3,0,S2,17,0.62
EEGConformer,OpenBMI_SSVEP,3,0,S2,18,0.98
EEGConformer,OpenBMI_SSVEP,3,0,S2,24,0.5700000000000001
EEGConformer,OpenBMI_SSVEP,3,0,S2,25,0.77
EEGConformer,OpenBMI_SSVEP,3,0,S2,29,0.6799999999999999
EEGConformer,OpenBMI_SSVEP,3,0,S2,36,0.95
EEGConformer,OpenBMI_SSVEP,3,0,S2,37,0.9
EEGConformer,OpenBMI_SSVEP,3,0,S2,39,0.79
EEGConformer,OpenBMI_SSVEP,3,0,S2,42,0.53
EEGConformer,OpenBMI_SSVEP,3,0,S2,51,0.55
EEGConformer,OpenBMI_SSVEP,3,0,S2,54,0.47
EEGConformer,OpenBMI_SSVEP,4,0,S1,4,0.75
EEGConformer,OpenBMI_SSVEP,4,0,S1,12,0.84
EEGConformer,OpenBMI_SSVEP,4,0,S1,13,0.48
EEGConformer,OpenBMI_SSVEP,4,0,S1,17,0.45
EEGConformer,OpenBMI_SSVEP,4,0,S1,18,0.8200000000000001
EEGConformer,OpenBMI_SSVEP,4,0,S1,24,0.41
EEGConformer,OpenBMI_SSVEP,4,0,S1,25,0.7999999999999999
EEGConformer,OpenBMI_SSVEP,4,0,S1,29,0.61
EEGConformer,OpenBMI_SSVEP,4,0,S1,36,0.8300000000000001
EEGConformer,OpenBMI_SSVEP,4,0,S1,37,0.7799999999999999
EEGConformer,OpenBMI_SSVEP,4,0,S1,39,0.51
EEGConformer,OpenBMI_SSVEP,4,0,S1,42,0.77
EEGConformer,OpenBMI_SSVEP,4,0,S1,51,0.36
EEGConformer,OpenBMI_SSVEP,4,0,S1,54,0.29000000000000004
EEGConformer,OpenBMI_SSVEP,4,0,S2,4,0.96
EEGConformer,OpenBMI_SSVEP,4,0,S2,12,0.6900000000000001
EEGConformer,OpenBMI_SSVEP,4,0,S2,13,0.48
EEGConformer,OpenBMI_SSVEP,4,0,S2,17,0.43999999999999995
EEGConformer,OpenBMI_SSVEP,4,0,S2,18,0.94
EEGConformer,OpenBMI_SSVEP,4,0,S2,24,0.32
EEGConformer,OpenBMI_SSVEP,4,0,S2,25,0.6499999999999999
EEGConformer,OpenBMI_SSVEP,4,0,S2,29,0.49
EEGConformer,OpenBMI_SSVEP,4,0,S2,36,0.8099999999999999
EEGConformer,OpenBMI_SSVEP,4,0,S2,37,0.8999999999999999
EEGConformer,OpenBMI_SSVEP,4,0,S2,39,0.59
EEGConformer,OpenBMI_SSVEP,4,0,S2,42,0.47
EEGConformer,OpenBMI_SSVEP,4,0,S2,51,0.33999999999999997
EEGConformer,OpenBMI_SSVEP,4,0,S2,54,0.36
EEGConformer,WBCIC_MI,0,0,S0,sub-4,0.453125
EEGConformer,WBCIC_MI,0,0,S0,sub-8,0.875
EEGConformer,WBCIC_MI,0,0,S0,sub-10,0.453125
EEGConformer,WBCIC_MI,0,0,S0,sub-15,0.625
EEGConformer,WBCIC_MI,0,0,S0,sub-20,0.890625
EEGConformer,WBCIC_MI,0,0,S0,sub-39,0.453125
EEGConformer,WBCIC_MI,0,0,S0,sub-40,0.65625
EEGConformer,WBCIC_MI,0,0,S0,sub-43,0.96875
EEGConformer,WBCIC_MI,0,0,S0,sub-46,0.953125
EEGConformer,WBCIC_MI,0,0,S0,sub-51,0.65625
EEGConformer,WBCIC_MI,0,0,S1,sub-4,0.609375
EEGConformer,WBCIC_MI,0,0,S1,sub-8,0.875
EEGConformer,WBCIC_MI,0,0,S1,sub-10,0.625
EEGConformer,WBCIC_MI,0,0,S1,sub-15,0.75
EEGConformer,WBCIC_MI,0,0,S1,sub-20,0.859375
EEGConformer,WBCIC_MI,0,0,S1,sub-39,0.75
EEGConformer,WBCIC_MI,0,0,S1,sub-40,0.65625
EEGConformer,WBCIC_MI,0,0,S1,sub-43,0.9375
EEGConformer,WBCIC_MI,0,0,S1,sub-46,0.90625
EEGConformer,WBCIC_MI,0,0,S1,sub-51,0.796875
EEGConformer,WBCIC_MI,0,0,S2,sub-4,0.609375
EEGConformer,WBCIC_MI,0,0,S2,sub-8,0.828125
EEGConformer,WBCIC_MI,0,0,S2,sub-10,0.765625
EEGConformer,WBCIC_MI,0,0,S2,sub-15,0.640625
EEGConformer,WBCIC_MI,0,0,S2,sub-20,0.453125
EEGConformer,WBCIC_MI,0,0,S2,sub-39,0.765625
EEGConformer,WBCIC_MI,0,0,S2,sub-40,0.765625
EEGConformer,WBCIC_MI,0,0,S2,sub-43,0.90625
EEGConformer,WBCIC_MI,0,0,S2,sub-46,0.859375
EEGConformer,WBCIC_MI,0,0,S2,sub-51,0.734375
EEGConformer,WBCIC_MI,1,0,S0,sub-4,0.609375
EEGConformer,WBCIC_MI,1,0,S0,sub-8,0.765625
EEGConformer,WBCIC_MI,1,0,S0,sub-10,0.609375
EEGConformer,WBCIC_MI,1,0,S0,sub-15,0.65625
EEGConformer,WBCIC_MI,1,0,S0,sub-20,0.9375
EEGConformer,WBCIC_MI,1,0,S0,sub-39,0.5
EEGConformer,WBCIC_MI,1,0,S0,sub-40,0.828125
EEGConformer,WBCIC_MI,1,0,S0,sub-43,0.984375
EEGConformer,WBCIC_MI,1,0,S0,sub-46,0.84375
EEGConformer,WBCIC_MI,1,0,S0,sub-51,0.65625
EEGConformer,WBCIC_MI,1,0,S1,sub-4,0.546875
EEGConformer,WBCIC_MI,1,0,S1,sub-8,0.890625
EEGConformer,WBCIC_MI,1,0,S1,sub-10,0.53125
EEGConformer,WBCIC_MI,1,0,S1,sub-15,0.609375
EEGConformer,WBCIC_MI,1,0,S1,sub-20,0.609375
EEGConformer,WBCIC_MI,1,0,S1,sub-39,0.8125
EEGConformer,WBCIC_MI,1,0,S1,sub-40,0.6875
EEGConformer,WBCIC_MI,1,0,S1,sub-43,0.953125
EEGConformer,WBCIC_MI,1,0,S1,sub-46,0.890625
EEGConformer,WBCIC_MI,1,0,S1,sub-51,0.78125
EEGConformer,WBCIC_MI,1,0,S2,sub-4,0.53125
EEGConformer,WBCIC_MI,1,0,S2,sub-8,0.859375
EEGConformer,WBCIC_MI,1,0,S2,sub-10,0.859375
EEGConformer,WBCIC_MI,1,0,S2,sub-15,0.6875
EEGConformer,WBCIC_MI,1,0,S2,sub-20,0.4375
EEGConformer,WBCIC_MI,1,0,S2,sub-39,0.765625
EEGConformer,WBCIC_MI,1,0,S2,sub-40,0.734375
EEGConformer,WBCIC_MI,1,0,S2,sub-43,1.0
EEGConformer,WBCIC_MI,1,0,S2,sub-46,0.921875
EEGConformer,WBCIC_MI,1,0,S2,sub-51,0.703125
EEGConformer,WBCIC_MI,2,0,S0,sub-4,0.453125
EEGConformer,WBCIC_MI,2,0,S0,sub-8,0.75
EEGConformer,WBCIC_MI,2,0,S0,sub-10,0.546875
EEGConformer,WBCIC_MI,2,0,S0,sub-15,0.453125
EEGConformer,WBCIC_MI,2,0,S0,sub-20,0.8125
