model,dataset,fold,seed,BA,macro_F1,NLL,threshold,competent,future_session_used,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,subject_fidelity,subject_fidelity_CI_low,subject_fidelity_CI_high,random_advantage,random_advantage_CI_low,random_advantage_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,historical_strict_pass,stage1_manifold_pass,source_subjects
ATCNet-CleanRoom,OpenBMI,3,1,0.8125,0.8105875267893656,0.41579264052378434,0.7519166667,True,False,0.73,0.5112969838308696,0.39639437511336306,0.6159799224535645,0.10579872140472264,0.0891915704650861,0.12225020764883919,0.15072389126630895,0.1311249385154567,0.16939017385435873,0.0,-0.0,-5.754247809379708e-06,1.081419033831208,0.9028444696290047,1.1977910594895518,0.022644927536231884,0.041666666666666664,-0.01902173913043478,True,True,24
ATCNet-CleanRoom,OpenBMI,3,2,0.79125,0.7893739870552443,0.4580350405247403,0.7519166667,True,False,0.73375,0.4966622748897877,0.3901548161922652,0.5968321668178678,0.0932788508256514,0.07828479755353261,0.1075026917678515,0.14210697539104974,0.1208816002443327,0.16225212038141515,0.0,-0.0,-5.207676164322686e-06,0.987084826144923,0.8239004300843988,1.1980632490309635,0.041666666666666664,0.07608695652173914,-0.03442028985507247,True,True,24
ATCNet-CleanRoom,OpenBMI,4,0,0.771875,0.7689599208291579,0.48559179436406624,0.7519166667,True,False,0.74125,0.5306663331616176,0.4042512044507697,0.6517836473983254,0.1221752159511897,0.10403337603944751,0.14014001817882885,0.1721671878923147,0.1472286046438426,0.19770659491803938,0.0,-0.0,4.178965943311008e-05,0.9270112035723066,0.7787453412485232,1.19039068931838,0.0,0.012681159420289856,-0.012681159420289856,True,True,24
ATCNet-CleanRoom,OpenBMI,4,1,0.78125,0.7784037866543498,0.4703665727848261,0.7519166667,True,False,0.76125,0.578716851451712,0.46184713548364786,0.6885476671897196,0.13364302207946824,0.11495342749884897,0.15225754853354892,0.17484368865241165,0.1510030305477788,0.19879807688692758,0.0,-0.0,8.318333764004169e-06,1.0381230733944087,0.8917462605885076,1.164146259171639,0.0,0.0018115942028985507,-0.0018115942028985507,True,True,24
ATCNet-CleanRoom,OpenBMI,4,2,0.770625,0.7673117095775894,0.49040066476221994,0.7519166667,True,False,0.7537499999999999,0.6465153634586572,0.5246941311512505,0.7559912213002244,0.13647078438071944,0.12161342272292226,0.14965745283659151,0.17280530421375487,0.15365122298693676,0.1895729297511352,0.0010144927536231887,-0.0010144927536231887,0.0003009648861441421,1.0324723883331137,0.8880188701880277,1.162669424034311,0.0,0.009057971014492754,-0.009057971014492754,True,True,24
ATCNet-CleanRoom,WBCIC,0,0,0.8225,0.8207585337576807,0.36798050461605125,0.7684300821,True,False,0.705625,0.5988643129019716,0.4150332017437404,0.7679871456681407,0.08914894822189938,0.04597585791506394,0.12352802020347942,0.17031962151253663,0.14479870493347136,0.19484835676195966,9.057971014492762e-06,-9.057971014492762e-06,1.075607771990184e-05,0.99874992362545,0.7891435444941066,1.265612486592303,0.002717391304347826,0.059782608695652176,-0.05706521739130435,False,True,24
ATCNet-CleanRoom,WBCIC,0,1,0.8211111111111111,0.8198457956457793,0.37479915893518534,0.7684300821,True,False,0.7025,0.5828509676148418,0.3708316114728336,0.7695673966020518,0.07643928183505685,0.026112274868279776,0.11608403309312372,0.15272920810167856,0.1258031689235788,0.17739745207079569,-4.52898550724638e-05,4.52898550724638e-05,5.1170020385809204e-05,1.0152785367474582,0.8047815096130974,1.2615579814148046,0.0,0.02717391304347826,-0.02717391304347826,False,True,24
ATCNet-CleanRoom,WBCIC,0,2,0.8163888888888888,0.8158654493990368,0.35221925184998654,0.7684300821,True,False,0.72125,0.7225531353265197,0.5818503343731565,0.8460981336625367,0.12255943529070079,0.09671304296039757,0.1459944820910539,0.19191258269389314,0.17304999964615528,0.2123227667256612,0.013216677646025474,-0.013216677646025474,0.009287232947839988,1.034488815546103,0.797032272249853,1.2979258827574955,0.0009057971014492754,0.09692028985507246,-0.09601449275362318,False,True,24
ATCNet-CleanRoom,WBCIC,1,0,0.735625,0.728746478407857,0.5244490334846232,0.7684300821,False,False,0.81,0.677756921056764,0.4727368542274142,0.8399201358194288,0.12079808193404273,0.0855671699812471,0.15051531082573882,0.18327366543982024,0.149373860491506,0.2139297409850705,0.017848063973063974,-0.017848063973063974,0.01551152139507524,1.1092204469752514,0.8688366224157661,1.276673218367692,0.008333333333333333,0.08916666666666667,-0.08083333333333334,False,True,25
ATCNet-CleanRoom,WBCIC,1,1,0.7418750000000001,0.7406498265187724,0.5063417464007077,0.7684300821,False,False,0.81125,0.5535641557511289,0.3060088581536217,0.7689636617543522,0.07453251220895138,0.020172025602139054,0.11800566531604086,0.15411138665786273,0.11650858148874618,0.18758144446166977,0.022636616161616163,-0.022636616161616163,0.015545458892663948,1.029187028939369,0.7662609918748667,1.3431285682717344,0.0033333333333333335,0.07166666666666667,-0.06833333333333334,False,False,25
ATCNet-CleanRoom,WBCIC,1,2,0.7324999999999999,0.7245152025671836,0.512065590357558,0.7684300821,False,False,0.811875,0.5673004004544229,0.3553168076579789,0.7559774063066236,0.08581331266524388,0.033499447456526305,0.12636180071882472,0.154388966322769,0.12103335850909507,0.1864510195474479,0.0039294612794612774,-0.0039294612794612774,0.0028643653340747455,1.030792775251039,0.7922672629253433,1.3010669801563823,0.013333333333333334,0.10083333333333333,-0.0875,False,False,25
ATCNet-CleanRoom,WBCIC,2,0,0.7774560301507538,0.7771547557804426,0.46536200119947435,0.7684300821,True,False,0.8330193992490613,0.6412848307662941,0.402512623929154,0.8370414437105869,0.09922882908813847,0.07601948623759361,0.12010324443291297,0.14099945744813097,0.11681453538247008,0.16398275757268901,0.0016749999999999996,-0.0016749999999999996,0.0008069098840489783,0.9980730278283689,0.7891851399939437,1.2646880652568144,0.0,0.0025,-0.0025,False,True,25
ATCNet-CleanRoom,WBCIC,2,1,0.7906140075376884,0.7885031454496406,0.45948934822971815,0.7684300821,True,False,0.8367920838548185,0.6033219315144548,0.3784291797279565,0.8005611914593396,0.10677272985353628,0.0804780579105581,0.13118567080546295,0.16013390056782498,0.13197542610079338,0.18742643122802646,0.0005333333333333311,-0.0005333333333333311,0.00044784870435761177,1.056294004308357,0.832126492169873,1.2693911493599241,0.0,0.0125,-0.0125,False,True,25
ATCNet-CleanRoom,WBCIC,2,2,0.8005559045226132,0.7994147579009098,0.43200163641067485,0.7684300821,True,False,0.8617991239048811,0.6101926169554115,0.36928025166449424,0.8213894353535932,0.11534010507750686,0.09143702761540261,0.13719840915312342,0.1687200595323484,0.13986780073003136,0.19608696115701138,0.003625336700336701,-0.003625336700336701,0.00269992605499847,1.0046778456153398,0.814400794597468,1.2336405517776043,0.0,0.035833333333333335,-0.035833333333333335,True,True,25
ATCNet-CleanRoom,WBCIC,3,0,0.8371403894472362,0.8361567765709225,0.36060975465935624,0.7684300821,True,False,0.7573693679599499,0.5547380960498749,0.3227468819246463,0.75366718822293,0.1136312793396102,0.08597866477279313,0.13782302213899403,0.15822606021796232,0.126072548164045,0.18793441873623043,0.0004083333333333337,-0.0004083333333333337,0.0005549473982601349,1.1454030456687085,0.9334864650169324,1.2270162327934044,0.0008333333333333334,0.0275,-0.02666666666666667,True,True,25
ATCNet-CleanRoom,WBCIC,3,1,0.8283888190954775,0.8263098267470428,0.36515995779331417,0.7684300821,True,False,0.7429818523153942,0.5648200549752694,0.36336729362561204,0.7432713065804398,0.11383303885368529,0.086139169434224,0.1393995722945854,0.15617414796873974,0.1253414146233397,0.18613368546109632,0.0007666666666666674,-0.0007666666666666674,0.00019753964834030835,1.1099647805303523,0.8850539721565441,1.2541210089434263,0.0025,0.04083333333333333,-0.03833333333333333,False,True,25
ATCNet-CleanRoom,WBCIC,3,2,0.8293074748743718,0.8285872271579192,0.33700907421609977,0.7684300821,True,False,0.7436256257822278,0.5237843883243023,0.26397323421919106,0.7562240955378027,0.10027562434954909,0.06558936466905142,0.12972440474157668,0.1565340820324539,0.12477617297354297,0.18385196710211907,0.0025583333333333304,-0.0025583333333333304,0.0020584672572801672,0.998416473683269,0.7618504242155195,1.3105150853086975,0.0016666666666666668,0.095,-0.09333333333333334,False,False,25
ATCNet-CleanRoom,WBCIC,4,0,0.7467760678391959,0.745019893187618,0.48581244944473606,0.7684300821,False,False,0.8516666666666666,0.481613448246089,0.25746160709371185,0.6891717159294546,0.0869007741017654,0.05005326211824485,0.11716501025074383,0.14155354563393496,0.11585567352991744,0.16557004091811467,0.0009692028985507254,-0.0009692028985507254,0.0008031078073944372,1.1193674026401401,0.8958584945292897,1.249491308589186,0.0009057971014492754,0.09963768115942029,-0.09873188405797101,True,True,24
ATCNet-CleanRoom,WBCIC,4,1,0.7508668341708542,0.7493460248386167,0.46863073827207385,0.7684300821,False,False,0.8472222222222223,0.5305790696567444,0.3253170248259962,0.7172418610705802,0.08880037735006363,0.05067546786335382,0.12096743019309399,0.160284851004276,0.13350463042461,0.18570257983018762,0.0010326086956521736,-0.0010326086956521736,0.0022169422599460377,1.088148873323836,0.8558625887317963,1.2714060500485689,0.0018115942028985507,0.08423913043478261,-0.08242753623188406,False,True,24
ATCNet-CleanRoom,WBCIC,4,2,0.757401067839196,0.7570594114491166,0.4578300581979164,0.7684300821,False,False,0.836111111111111,0.4812524976066399,0.21671870106961963,0.7268083403505892,0.08204812482971657,0.038512012953427883,0.1191561982675969,0.14855041063412297,0.1194539450654977,0.17557588828723905,0.005697189284145812,-0.005697189284145812,0.007112306762729652,1.0445577211940829,0.8061343221734865,1.2957613792919311,0.0018115942028985507,0.12318840579710146,-0.12137681159420291,False,True,24
ATCNet-Official,OpenBMI,0,0,0.7649999999999999,0.7629899732291918,0.5197911076068581,0.7519166667,True,False,0.7125,0.5438384223723144,0.45774151837697935,0.6301657475677999,0.10042946721694984,0.08844063966840181,0.11195964669264889,0.13676567114469307,0.12242563696385207,0.1507090812548703,0.0,-0.0,0.0,2.4425962908929773,2.0654038656242353,1.1826240531193843,0.0009057971014492754,0.02355072463768116,-0.022644927536231884,True,True,24
ATCNet-Official,OpenBMI,0,1,0.795,0.7937881257981585,0.4558212777804896,0.7519166667,True,False,0.745,0.5989679222415144,0.5135506522731952,0.6809878783325902,0.11678602674783657,0.10240858385676868,0.1324619844656451,0.15404886870344883,0.1370742770870616,0.17262372569573628,0.0,-0.0,0.0,2.6142753057154695,2.226356894424673,1.1742390953859358,0.0,0.009057971014492754,-0.009057971014492754,True,True,24
ATCNet-Official,OpenBMI,0,2,0.78,0.778340795432941,0.483955082296028,0.7519166667,True,False,0.7362500000000001,0.604481926369944,0.5278740731571847,0.6799812491612056,0.12754003035647066,0.1132702771231949,0.14417895461135613,0.16655319700224838,0.1490753670531557,0.18824782167202203,0.0,-0.0,0.0,2.4829591883839344,2.1085391707908143,1.1775731856348168,0.0009057971014492754,0.03894927536231884,-0.03804347826086957,True,True,24
ATCNet-Official,OpenBMI,1,0,0.7174999999999999,0.7151761858661069,0.5634100945129643,0.7519166667,False,False,0.78125,0.5482671794284073,0.4394458327519598,0.6503132663950395,0.10510066425813264,0.09181545699563358,0.1184874153587939,0.1419936276522717,0.12531756303059566,0.15798562407652586,0.0,-0.0,0.0,2.3997457994554643,2.0089205958851433,1.194544873685324,0.0,0.009963768115942028,-0.009963768115942028,True,True,24
ATCNet-Official,OpenBMI,1,1,0.724375,0.7226557909903073,0.5508883349829091,0.7519166667,False,False,0.78125,0.5316654463405327,0.41955330293645626,0.6397862183943034,0.10539677956551774,0.08961780022542727,0.12165919812607714,0.1414785467146393,0.1221222990525855,0.1613907918415052,0.0,-0.0,0.0,2.415250225627998,2.049409616644904,1.1785102431509096,0.0,0.02717391304347826,-0.02717391304347826,True,True,24
ATCNet-Official,OpenBMI,1,2,0.72125,0.7196804782755608,0.5637029862408529,0.7519166667,False,False,0.7275,0.5400762789126303,0.43633803092845375,0.6434663485165573,0.10944391322878472,0.09213256856435469,0.1274232627108238,0.14644729208406967,0.12520511792381092,0.1679946220061317,0.0,-0.0,0.0,2.3984208549729815,2.0270320586417627,1.183218018061378,0.008152173913043478,0.03170289855072464,-0.02355072463768116,True,True,24
ATCNet-Official,OpenBMI,2,0,0.7475,0.7458528432083513,0.5507641859871236,0.7519166667,False,False,0.6725,0.5221702269853586,0.4174925244497358,0.6237242286063973,0.09753944633529994,0.08345537175868492,0.11123718935719326,0.13479035546199905,0.1197558306178954,0.14933194965312369,0.0,-0.0,0.0,2.490850640979985,2.160873994928794,1.1527051770837127,0.0,0.002717391304347826,-0.002717391304347826,True,True,24
ATCNet-Official,OpenBMI,2,1,0.718125,0.7160433672084625,0.5827275263793072,0.7519166667,False,False,0.68625,0.4870982723851471,0.3713019342830797,0.5986568839045137,0.09164399955871362,0.07745744486276814,0.10516024940921105,0.12937829748652496,0.11442811147002802,0.14383348030725623,0.0,-0.0,0.0,2.3847943106287013,2.0018377025706844,1.1913025254576026,0.0009057971014492754,0.01358695652173913,-0.012681159420289854,True,True,24
ATCNet-Official,OpenBMI,2,2,0.7424999999999999,0.7413407440111053,0.5531949272462168,0.7519166667,False,False,0.6812499999999999,0.5230616437872943,0.4268759054627373,0.6160329972908954,0.10240878513448622,0.08936898689977063,0.11532805935913257,0.14132942396099715,0.12714765021162386,0.15509077011277794,0.0,-0.0,0.0,2.480521610270539,2.0948664440365663,1.1840953476207579,0.0,0.021739130434782608,-0.021739130434782608,True,True,24
ATCNet-Official,OpenBMI,3,0,0.811875,0.8111117048310329,0.4239330639402487,0.7519166667,True,False,0.71125,0.5083995507346568,0.44554152520330087,0.5716050331876951,0.08440844753902292,0.07242178891342847,0.09584751789159794,0.11735862395056706,0.10290036763844221,0.13062355245805193,0.0,-0.0,0.0,2.4700801873015767,2.155930807289656,1.1457140363455613,0.0,0.0,0.0,True,True,24
ATCNet-Official,OpenBMI,3,1,0.808125,0.8068744633759608,0.4188522971849589,0.7519166667,True,False,0.6799999999999999,0.5388703428831813,0.4642189761861368,0.6109359583976811,0.08800765926259424,0.07412516509669842,0.1018755314918656,0.12014679235742835,0.10287065909708906,0.13635562484178657,0.0,-0.0,0.0,2.5728618392708467,2.2498675998532502,1.1435614430994356,0.0,0.0,0.0,True,True,24
ATCNet-Official,OpenBMI,3,2,0.795625,0.7946777290756957,0.42980917820721554,0.7519166667,True,False,0.70875,0.48078742142852154,0.4106632576154144,0.5501865092240851,0.0788846093902585,0.06735287762897388,0.09061502161970346,0.1109270839661935,0.09660101416766924,0.12435788711457167,0.0,-0.0,0.0,2.500177796402133,2.180729058864975,1.1464871283475373,0.0,0.002717391304347826,-0.002717391304347826,True,True,24
ATCNet-Official,OpenBMI,4,0,0.78375,0.7821071296541642,0.4694179647377992,0.7519166667,True,False,0.73875,0.563267207491529,0.4788534503011129,0.6417944571333609,0.11395752851273304,0.09970543657839233,0.12835383168191888,0.15118770769663362,0.1334635296885185,0.16831354138373722,0.0,-0.0,0.0,2.524361958504852,2.157999195161955,1.169769647812775,0.0,0.028079710144927536,-0.028079710144927536,True,True,24
ATCNet-Official,OpenBMI,4,1,0.799375,0.7968887261836595,0.4618455083183439,0.7519166667,True,False,0.7275,0.5371643382664281,0.46098424872791044,0.6104366563937227,0.09765066545843298,0.08352651159820962,0.11037539642387101,0.1325363454832472,0.1135552484819336,0.14863041506970354,0.0,-0.0,0.0,2.457034504077199,2.134213535386892,1.1512599200303477,0.0,0.005434782608695652,-0.005434782608695652,True,True,24
ATCNet-Official,OpenBMI,4,2,0.7831250000000001,0.7803623037201298,0.4779363309509631,0.7519166667,True,False,0.72375,0.5144104914096994,0.4221847025831928,0.5984182621556756,0.09781077282028565,0.08167499879485646,0.11265236541988882,0.13436172334152918,0.11341403840583532,0.15288561012203983,0.0,-0.0,0.0,2.429091876779033,2.1023686917087927,1.1554071777984296,0.0,0.015398550724637682,-0.015398550724637682,True,True,24
ATCNet-Official,WBCIC,0,0,0.8180555555555555,0.817017754304907,0.35711723543912877,0.7684300821,True,False,0.700625,0.4885040703113768,0.284524286392406,0.6823773698921378,0.07574796063885127,0.03605468263499206,0.11095379247445794,0.12834745154268987,0.10166788092914497,0.15550306856768142,0.0,-0.0,7.259782215891851e-07,2.62695340709126,2.1202897175387134,1.2389596503541482,0.0009057971014492754,0.03260869565217391,-0.03170289855072464,True,True,24
ATCNet-Official,WBCIC,0,1,0.8286111111111112,0.8280674103329951,0.35070565685784255,0.7684300821,True,False,0.70625,0.5295467164995028,0.30594351915610474,0.7336200211724588,0.0841624007445513,0.04084143892756928,0.11990776118624565,0.13692189514300243,0.10820498481845855,0.16322968430971702,0.0,-0.0,5.317797467578871e-07,2.6069528592178415,2.0894076449510766,1.2476994929722693,0.0,0.043478260869565216,-0.043478260869565216,True,True,24
ATCNet-Official,WBCIC,0,2,0.8308333333333334,0.8305750731242078,0.35267783119289675,0.7684300821,True,False,0.71,0.5307024956994004,0.3177346124134866,0.7213700473883926,0.08444493523739477,0.040802558309061814,0.12091253252569961,0.14095544103972305,0.11411623168855398,0.16619640834362526,0.0,-0.0,5.931096936361643e-05,2.6657963573930794,2.1712731374257137,1.2277572597585202,0.0,0.057065217391304345,-0.057065217391304345,True,True,24
ATCNet-Official,WBCIC,1,0,0.7371875,0.736937382780779,0.5156319792131749,0.7684300821,False,False,0.7893749999999999,0.5389602138136259,0.32310243806399425,0.7354104210939011,0.07910360314916443,0.0340243403542004,0.11587214463534337,0.13718528348224676,0.10556741752156261,0.16734008769475814,0.002947643097643096,-0.002947643097643096,0.0033690687049004707,2.4400617580215838,1.9263056821875122,1.2667053731838918,0.0008333333333333334,0.051666666666666666,-0.050833333333333335,False,True,25
ATCNet-Official,WBCIC,1,1,0.7253125,0.7243583690767985,0.5411034809308378,0.7684300821,False,False,0.7806249999999999,0.5658232546648759,0.37263251734153047,0.7415552728834647,0.09830114388290367,0.06490469598559974,0.1276712292503554,0.15032444865313843,0.1252055790693998,0.17333983012620757,0.0016266835016835038,-0.0016266835016835038,0.0011419229005236726,2.556818956182802,2.0744037111836686,1.2325561039050899,0.0,0.03916666666666667,-0.03916666666666667,True,True,25
ATCNet-Official,WBCIC,1,2,0.7359375,0.7356939777358766,0.52847881782014,0.7684300821,False,False,0.798125,0.5897059734019326,0.39452612780537355,0.7675232721511919,0.10362222777671615,0.069884624469426,0.13280103565369974,0.15394316099662064,0.127922399993945,0.1780014908520127,0.0004507575757575755,-0.0004507575757575755,0.0002102290867066367,2.4734147090834466,2.0096118876721243,1.2307922361807773,0.0,0.043333333333333335,-0.043333333333333335,True,True,25
ATCNet-Official,WBCIC,2,0,0.7777763819095478,0.7775373896298678,0.438807814863553,0.7684300821,True,False,0.8336326658322903,0.6239362990629798,0.41769592440307096,0.7974620060250712,0.09913324544419677,0.0782375144863225,0.1179017801985001,0.13001132762674295,0.10574587749927052,0.15185545146479784,0.0,-0.0,0.0,2.571621655971327,2.1882694262608453,1.1751851143693608,0.0,0.0,0.0,True,True,25
ATCNet-Official,WBCIC,2,1,0.7918341708542713,0.7916029482744743,0.43508210774771267,0.7684300821,True,False,0.8255319148936171,0.583314667281346,0.3916996029151749,0.751887694736559,0.09570626482742461,0.07784996072296005,0.11242054965306107,0.1348656455911734,0.11554250236744198,0.15271175372304147,0.0,-0.0,0.0,2.487403081178062,2.028079722023928,1.226481905107631,0.0,0.009166666666666667,-0.009166666666666667,True,True,25
ATCNet-Official,WBCIC,2,2,0.7883966708542713,0.7881827151714679,0.4427026131282182,0.7684300821,True,False,0.8255420838548184,0.6182198115762549,0.3884842824005996,0.808263655537522,0.10170198362969277,0.08233508134124276,0.11919625593665509,0.1416231156136025,0.12106759902468081,0.15982485447698963,0.0,-0.0,0.0,2.4877029560876,1.9680777965045313,1.2640267374114813,0.0,0.0075,-0.0075,False,True,25
ATCNet-Official,WBCIC,3,0,0.8349418969849246,0.8347465708078006,0.33075045275749376,0.7684300821,True,False,0.7323474655819775,0.49196798850019613,0.27220252191706995,0.6922749899389707,0.08138545473671849,0.05256314424761171,0.10807954686891967,0.12698120942394986,0.10149874444256723,0.1515986316156216,0.0,-0.0,0.0,2.5748114396283124,2.0582269769446557,1.2509851772764649,0.0,0.028333333333333332,-0.028333333333333332,False,True,25
ATCNet-Official,WBCIC,3,1,0.8390059673366834,0.8387320077948011,0.33329577809978805,0.7684300821,True,False,0.7392169899874843,0.5522866753284308,0.32284375806049015,0.751074148525524,0.09316434301655636,0.061347930897789,0.11952638009658152,0.13425633107241772,0.10489314095148972,0.16029879786972445,0.0,-0.0,0.0,2.6630767943238545,2.1922525550382677,1.214767335179303,0.0,0.030833333333333334,-0.030833333333333334,True,True,25
ATCNet-Official,WBCIC,3,2,0.8349340452261307,0.8347464199539187,0.3420464686460147,0.7684300821,True,False,0.7267029098873592,0.4710843435734611,0.2465102484422013,0.6768000578275781,0.07630994835226838,0.04295140890177695,0.1058014181179355,0.12407072734150146,0.09500755226391941,0.14994038392866227,0.0,-0.0,0.0,2.4549381110399113,1.9661636088444339,1.2485929960237354,0.0008333333333333334,0.051666666666666666,-0.050833333333333335,True,True,25
ATCNet-Official,WBCIC,4,0,0.7517336683417085,0.7514629903010344,0.4694236610234184,0.7684300821,False,False,0.8633333333333333,0.48510253220456745,0.27748314060034296,0.6802493923734342,0.07694322060174587,0.03706658852171353,0.11162342249075081,0.13182455436897042,0.10165281798019314,0.16055084339913886,0.0,-0.0,3.1843493103023244e-05,2.6211524275948266,2.0873578908679593,1.2557273666687347,0.004528985507246377,0.058876811594202896,-0.05434782608695652,False,True,24
ATCNet-Official,WBCIC,4,1,0.7539195979899498,0.7535860914562963,0.4668228094311098,0.7684300821,False,False,0.8388888888888889,0.4722074489064605,0.24601609275281963,0.683129146336356,0.07321673476419682,0.031570747133164274,0.11005744551190295,0.1309139697712257,0.10084142494614853,0.15982061613510415,0.0,-0.0,5.744075083563534e-06,2.575079951841393,2.070708834623083,1.2435741369259756,0.0,0.04619565217391304,-0.04619565217391304,True,True,24
ATCNet-Official,WBCIC,4,2,0.7551868718592964,0.7549400178501804,0.4661078906243329,0.7684300821,False,False,0.8472222222222223,0.4803062558714168,0.257678455707163,0.6907476736216492,0.0777047764615486,0.03996911793047661,0.11064808203377213,0.12898568537120583,0.09848210953375466,0.15747600028569644,0.0,-0.0,0.0,2.6644706585893814,2.135798685305731,1.2475289346888856,0.0,0.044384057971014496,-0.044384057971014496,True,True,24
