model,method,fold,seed,BA,macro_F1,CE,subjects
EEGNet,RandomTransport,3,0,0.7884580176767677,0.7864124665691472,0.3932044721074314,8
EEGNet,RandomTransport,3,1,0.7965175189393939,0.7938743335920145,0.39298400701452796,8
EEGNet,RandomTransport,3,2,0.7990893308080808,0.7968214312388285,0.3825067226955736,8
EEGNet,RandomTransport,4,0,0.805,0.804592428906135,0.3990678163620722,8
EEGNet,RandomTransport,4,1,0.809375,0.80892082139898,0.4189809850104598,8
EEGNet,RandomTransport,4,2,0.796875,0.7966069029814726,0.4133389784974236,8
EEGNet,SCST-NoConsistency,0,0,0.8305555555555555,0.8301246005490962,0.34828540054047225,9
EEGNet,SCST-NoConsistency,0,1,0.825,0.8247992827704986,0.3610752516354979,9
EEGNet,SCST-NoConsistency,0,2,0.83,0.8296522281371249,0.3438837245635386,9
EEGNet,SCST-NoConsistency,1,0,0.805625,0.8035030726910304,0.41079743546889047,8
EEGNet,SCST-NoConsistency,1,1,0.81,0.8097722912516323,0.4026891031143724,8
EEGNet,SCST-NoConsistency,1,2,0.80875,0.8085010566104479,0.39375349108551233,8
EEGNet,SCST-NoConsistency,2,0,0.7887500000000001,0.7882103092429658,0.43751644810535884,8
EEGNet,SCST-NoConsistency,2,1,0.8049999999999999,0.8041016164541698,0.42887043390098095,8
EEGNet,SCST-NoConsistency,2,2,0.78875,0.7879345580457741,0.4352177995281468,8
EEGNet,SCST-NoConsistency,3,0,0.7865767045454546,0.7843735079813513,0.3956109260983795,8
EEGNet,SCST-NoConsistency,3,1,0.8015759154040404,0.7990502554187949,0.38973905864545755,8
EEGNet,SCST-NoConsistency,3,2,0.7940893308080808,0.7913731749810583,0.3866360794317795,8
EEGNet,SCST-NoConsistency,4,0,0.8043750000000001,0.8041025386466178,0.4002888136780933,8
EEGNet,SCST-NoConsistency,4,1,0.803125,0.8025344311342589,0.4186657782472851,8
EEGNet,SCST-NoConsistency,4,2,0.8,0.7995638079817383,0.4102379287656705,8
