model,comparison,delta_BA,CI95_L,CI95_U,positive_folds,folds
EEGConformer,Mixup-ERM,0.0006906463004023785,-0.00036626426870330726,0.0017882072760121383,4,5
EEGConformer,RandomTransport-ERM,0.0004878048780487728,-4.0650406504082225e-05,0.0010162601626016333,4,5
EEGConformer,SCST-NoConsistency-ERM,0.0007317073170731633,-0.00024390243902440946,0.0018292682926829204,3,5
EEGConformer,Full-SCST-ERM,0.0008943089430894218,5.415722071342227e-18,0.001788617886178849,3,5
