model,method,BA,median_subject_BA,CI95_L,CI95_U
EEGConformer,ERM,0.8084718629383263,0.85,0.7653235851913444,0.8482524469799623
EEGConformer,Mixup,0.8091625092387287,0.8483333333333333,0.7661137287509239,0.8510892461197338
EEGConformer,RandomTransport,0.8089596678163751,0.85,0.7655128264350824,0.8506532679436644
EEGConformer,SCST-NoConsistency,0.8092035702553995,0.85,0.7663002112076045,0.850342383438039
EEGConformer,Full-SCST,0.8093661718814157,0.8516666666666666,0.7661371951219511,0.8509280675145766
