model,dataset,fold,seed,BA,macro_F1,NLL,threshold,competent,future_session_used,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,subject_fidelity,subject_fidelity_CI_low,subject_fidelity_CI_high,random_advantage,random_advantage_CI_low,random_advantage_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,historical_strict_pass,stage1_manifold_pass,source_subjects
EEGNet,WBCIC,0,0,0.8313888888888888,0.8305640932750911,0.35290155773558196,0.7684300821,True,False,0.71875,0.5815450587285674,0.33777466248774546,0.7889788823647241,0.12002081852034825,0.08435983829680127,0.1469749035622826,0.18119238820989425,0.15113407011438884,0.2053108683621478,0.006515243009808225,-0.006515243009808225,0.0033907504991183847,0.8098118594569321,0.5930344540881737,1.3655393103627795,0.009057971014492754,0.18931159420289856,-0.1802536231884058,False,False,24
EEGNet,WBCIC,0,1,0.8294444444444444,0.8287829659111741,0.3518522919678007,0.7684300821,True,False,0.714375,0.6071082964337645,0.37949712950868525,0.8027830377174009,0.114369539601523,0.07926506351193664,0.1407205951326897,0.1774489755316678,0.15071355294717892,0.19949430361769102,0.022332473283560236,-0.022332473283560236,0.010051646016888778,0.8423903664005021,0.6153362823575201,1.3689918676224913,0.005434782608695652,0.13405797101449277,-0.12862318840579712,False,False,24
EEGNet,WBCIC,0,2,0.8238888888888888,0.8234925124004309,0.37393198659963894,0.7684300821,True,False,0.7150000000000001,0.5882754435329761,0.3835410471753061,0.7711325303306481,0.1120030155371133,0.07410992972725212,0.14021106064849498,0.1759681734288584,0.1412081953234518,0.20230098884670483,0.019793862538427753,-0.019793862538427753,0.00940672482815066,0.860359142357917,0.6342530704935136,1.3564918837341533,0.03170289855072464,0.17300724637681159,-0.14130434782608695,False,False,24
EEGNet,WBCIC,1,0,0.74125,0.739228726775541,0.5273902951980652,0.7684300821,False,False,0.8243750000000001,0.5566847821777648,0.3461721159102843,0.7473897090094301,0.10515320488127623,0.07856444485961103,0.12783972564384063,0.1556189586725764,0.12940015771236646,0.17589755038713512,0.012701767676767681,-0.012701767676767681,0.008793997860682157,0.9716499469622408,0.7067132357518714,1.3748857355536912,0.0,0.0175,-0.0175,False,False,25
EEGNet,WBCIC,1,1,0.7209375,0.7204803362457612,0.5618481532169973,0.7684300821,False,False,0.7975,0.5052626862203505,0.2864715940814002,0.7078626143731226,0.10269182169287924,0.07454835793475946,0.12814951011918332,0.16338250928705925,0.13421567495921782,0.18850961943311684,0.0013919191919191881,-0.0013919191919191881,0.0012317389296109828,0.8241984381203448,0.6141781676297012,1.3419533313943333,0.006666666666666667,0.14666666666666667,-0.14,False,False,25
EEGNet,WBCIC,1,2,0.7315625,0.7307483992751351,0.5405400696327627,0.7684300821,False,False,0.8200000000000001,0.5552944989146884,0.3245743206279898,0.7625778959631457,0.10152181092374586,0.07371407065929947,0.12643204083561574,0.15843448953526548,0.13225266552133041,0.18173712570557451,0.002302020202020202,-0.002302020202020202,0.001370440042976103,0.8322910027262809,0.6164988726245155,1.3500284261398732,0.01,0.18,-0.16999999999999998,False,False,25
EEGNet,WBCIC,2,0,0.7812123115577889,0.7811419846303724,0.45050193138739475,0.7684300821,True,False,0.8342866082603254,0.6417155415334302,0.3857380824418669,0.8498240792080477,0.08839309287807923,0.06524970916109617,0.10876358403813978,0.13239289056436462,0.10792581319079782,0.15566651492423458,0.0005336700336700318,-0.0005336700336700318,0.0003704071000174615,0.8136228642644574,0.6322313541882284,1.2869068559706784,0.0,0.0033333333333333335,-0.0033333333333333335,False,True,25
EEGNet,WBCIC,2,1,0.7955998743718593,0.7944173446547984,0.42502586682755095,0.7684300821,True,False,0.8298920525657072,0.6059417152628152,0.3575031877195811,0.8257160972457456,0.08605457982037032,0.06227384392904563,0.1071734753808973,0.14182020376252868,0.11473525585219917,0.16756303696120362,0.005698063973063974,-0.005698063973063974,0.003283614583456277,0.7780518620647138,0.5995977931426267,1.297622958194641,0.0,0.008333333333333333,-0.008333333333333333,False,True,25
EEGNet,WBCIC,2,2,0.7955904522613065,0.7954324710829032,0.439744139876576,0.7684300821,True,False,0.8411490926157696,0.5958721039516618,0.34866882269146904,0.8069909184545037,0.09332048106262782,0.07097737699486872,0.1134362763016233,0.1351134024698088,0.10859553148628093,0.1586183686204012,0.004435858585858584,-0.004435858585858584,0.0033052493612756406,0.9084635780732174,0.7073742700983342,1.2842756889460076,0.0,0.018333333333333333,-0.018333333333333333,False,True,25
EEGNet,WBCIC,3,0,0.8321466708542713,0.8315717851930671,0.3627151942403249,0.7684300821,True,False,0.7317185544430538,0.5263524544258082,0.27733086973229987,0.7523589601709645,0.08230961201437115,0.04735245805451596,0.11172432934535291,0.14201516967682004,0.10848151056825635,0.1727950028794587,0.007191666666666665,-0.007191666666666665,0.003894096120439896,0.8408611281292043,0.6375343242806242,1.3189268343755585,0.0025,0.14083333333333334,-0.13833333333333334,False,False,25
