model,dataset,fold,seed,BA,macro_F1,NLL,threshold,competent,future_session_used,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,subject_fidelity,subject_fidelity_CI_low,subject_fidelity_CI_high,random_advantage,random_advantage_CI_low,random_advantage_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,historical_strict_pass,stage1_manifold_pass,source_subjects
EEGNet,WBCIC,3,1,0.8308982412060302,0.8284699282138737,0.3771487339585856,0.7684300821,True,False,0.734203692115144,0.5209164467657713,0.27462185501182795,0.7460029494667137,0.07752122295500309,0.049383708863999495,0.10290561204209259,0.12362235209808281,0.09247255388332502,0.15135478627057167,0.002716666666666667,-0.002716666666666667,0.0013737768948515108,0.9159073377246182,0.6863234663149523,1.3345126353355814,0.0075,0.0775,-0.07,False,False,25
EEGNet,WBCIC,3,2,0.8293341708542714,0.8291293474348317,0.32823048684755873,0.7684300821,True,False,0.7517318523153942,0.5077004578935442,0.2682580740057438,0.7298509000373494,0.07552189724895272,0.04836193924096527,0.1011058482346599,0.12391711606180313,0.09403182043050223,0.15103273900149589,0.008091666666666662,-0.008091666666666662,0.004744251122827918,0.9253164808201022,0.7112423573555868,1.3009861845973956,0.0,0.018333333333333333,-0.018333333333333333,False,False,25
EEGNet,WBCIC,4,0,0.7420414572864321,0.7414885682605905,0.477057678777826,0.7684300821,False,False,0.8483333333333334,0.536919176529734,0.3058820875583642,0.7477562319852807,0.0948123298791596,0.058731758009295164,0.1266234949648906,0.15982070709562096,0.1286144167332327,0.18751123254361965,0.008052536231884058,-0.008052536231884058,0.004215718153053732,0.9309561171142413,0.6972475025243888,1.335187453155026,0.004528985507246377,0.12228260869565218,-0.11775362318840579,False,False,24
EEGNet,WBCIC,4,1,0.7451915829145728,0.7445492926441433,0.49119655230021886,0.7684300821,False,False,0.8494444444444444,0.5203185075547577,0.28908467431164603,0.7280600315667217,0.08812632289156001,0.051644610203352315,0.1192721167521714,0.15273046747245528,0.11913305609785718,0.18133025910384923,0.010742753623188404,-0.010742753623188404,0.0074269047379735866,0.955074579909146,0.7244254422467058,1.3183890628511248,0.0009057971014492754,0.09057971014492754,-0.08967391304347826,False,False,24
EEGNet,WBCIC,4,2,0.7501805904522613,0.7497141074532716,0.4620376082181149,0.7684300821,False,False,0.855,0.5557666495446124,0.32647720797016294,0.7532430297771628,0.08831450873659753,0.04952401220610041,0.12187250515445516,0.1589050370253571,0.1288738012551287,0.18607911383094872,0.005670289855072462,-0.005670289855072462,0.004151233453445644,0.9372713826462304,0.7085366939624915,1.3228268777507346,0.0018115942028985507,0.08695652173913043,-0.08514492753623189,False,False,24
EEGConformer,WBCIC,0,0,0.82,0.8174623524799005,0.37253176150193285,0.7684300821,True,False,0.704375,0.5981344142598561,0.35672644236836953,0.8033845566232477,0.10121458132679746,0.06175403215051312,0.1365412464732881,0.16134774679591793,0.12662419636665243,0.1915310376445338,0.024011125750256185,-0.024011125750256185,0.016444643298132198,2.076804276744604,1.5848533310587576,1.3104078693245387,0.0036231884057971015,0.042572463768115944,-0.03894927536231884,False,False,24
EEGConformer,WBCIC,0,1,0.8405555555555556,0.8396151206669165,0.3639122746807296,0.7684300821,True,False,0.713125,0.5850811855626492,0.3620583190270611,0.7848181185907311,0.1080424130932795,0.07559709766567613,0.13842942294223384,0.15796480502364973,0.12573331122422807,0.1868670523030054,0.036207637973942323,-0.036207637973942323,0.02212400914592774,1.9485773894000933,1.5006825082860076,1.2984607861030146,0.0,0.050724637681159424,-0.050724637681159424,False,True,24
EEGConformer,WBCIC,0,2,0.8297222222222222,0.8285336303817548,0.38493972617001193,0.7684300821,True,False,0.71,0.634100616828713,0.4315815064787413,0.8076727161473551,0.11426885836883166,0.08436501717577982,0.13954183451806598,0.16878378916893114,0.14180865940860385,0.19149046775622747,0.03326196750109794,-0.03326196750109794,0.02060664083048948,1.9960308781452674,1.497226247274908,1.3331524756383548,0.0009057971014492754,0.034420289855072464,-0.03351449275362319,False,False,24
EEGConformer,WBCIC,1,0,0.7303124999999999,0.7268016732732766,0.5833839616919575,0.7684300821,False,False,0.81875,0.6436968892394391,0.445746600874338,0.8127019525080715,0.11057579451037286,0.08170359514795103,0.13459876347968922,0.1672543842117959,0.14094213580800757,0.18783056830650716,0.02615757575757576,-0.02615757575757576,0.019255632647862987,1.6903703937269916,1.221113131022858,1.3842864766437022,0.0,0.020833333333333332,-0.020833333333333332,False,False,25
EEGConformer,WBCIC,1,1,0.7175,0.7133363149957561,0.5642693915868611,0.7684300821,False,False,0.81125,0.6997096803475655,0.5167181142424143,0.846276089020323,0.11857878242404452,0.08935538316355984,0.14232045548498282,0.16478078431327617,0.1421857818409753,0.18350459125459243,0.031578872053872054,-0.031578872053872054,0.022562816713495314,1.9455431824498366,1.5099755782395485,1.2884600323921185,0.0,0.005,-0.005,False,True,25
EEGConformer,WBCIC,1,2,0.7196875,0.7134178078066002,0.5502969272803011,0.7684300821,False,False,0.815625,0.5881170109499773,0.3859812512672491,0.760049828663175,0.10549212066727584,0.07512293031049232,0.13204044616383345,0.1519931084916481,0.1260967935350796,0.17535536908976657,0.020642592592592598,-0.020642592592592598,0.017536359803952132,2.080115814840286,1.6656980568038728,1.248795246139384,0.0,0.0033333333333333335,-0.0033333333333333335,True,True,25
EEGConformer,WBCIC,2,0,0.8030904522613066,0.8023563315531752,0.45963746833955527,0.7684300821,True,False,0.8423857947434292,0.7402096615798657,0.526523616966208,0.9073598535904436,0.13212260478229132,0.10286392574451068,0.15578821636403228,0.17267374778870356,0.14358106348506686,0.19743019539689796,0.03219452861952862,-0.03219452861952862,0.03118506935275519,1.77671043149164,1.404898886547575,1.2646535978526978,0.0,0.0025,-0.0025,False,True,25
EEGConformer,WBCIC,2,1,0.8058935301507537,0.8053413736630743,0.4159210628012664,0.7684300821,True,False,0.8392740926157697,0.7010402103072012,0.49753672938496946,0.8674490715004052,0.13922480635391954,0.11339147407436616,0.1617507452520545,0.18750273989901753,0.15822748460347744,0.2138689132501916,0.031275841750841755,-0.031275841750841755,0.028368653640314056,1.6455136333369473,1.3079234392612016,1.2581115866127746,0.0,0.015,-0.015,False,True,25
EEGConformer,WBCIC,2,2,0.8005857412060302,0.7996284961237086,0.4458213749880364,0.7684300821,True,False,0.8386553504380476,0.7472855894062015,0.5410545574336054,0.9073946093504779,0.13466745912827338,0.10570655184332751,0.15728815747169808,0.1852004073848631,0.15694217045081557,0.20804881724896543,0.038973484848484855,-0.038973484848484855,0.02964779467230469,1.6935942242993522,1.2450700351140298,1.3602401282946661,0.0,0.015,-0.015,False,False,25
EEGConformer,WBCIC,3,0,0.8393467336683418,0.8382087556625577,0.3216410605626988,0.7684300821,True,False,0.7448693679599498,0.5816192133502225,0.35724199452655553,0.7752009430567786,0.10789534953713638,0.0784167748927639,0.13478369940985443,0.15086610880694062,0.11955344733577626,0.17943369824326907,0.02323333333333334,-0.02323333333333334,0.018199560360975194,1.8252300213007155,1.4258054454226559,1.2801396061155152,0.0,0.0225,-0.0225,False,True,25
EEGConformer,WBCIC,3,1,0.8430920226130654,0.8387862960209096,0.39636588187645044,0.7684300821,True,False,0.7485810387984981,0.5870029794655001,0.3426238656049898,0.8063294626976033,0.110196816108314,0.0758647080169733,0.13966616509924168,0.1606653752745337,0.12945818330398015,0.189541778962617,0.023208333333333327,-0.023208333333333327,0.013697838150140897,1.9502772622532127,1.410846282059386,1.3823456793651747,0.009166666666666667,0.035833333333333335,-0.02666666666666667,False,False,25
EEGConformer,WBCIC,3,2,0.8340263819095477,0.8318254483322483,0.33705595138679295,0.7684300821,True,False,0.7504552565707134,0.5490824950485189,0.3021304792771943,0.7679397007669123,0.09986801061752519,0.06772303247417037,0.128976997118406,0.14510219404965777,0.11302127675461004,0.1756150841100789,0.019625000000000004,-0.019625000000000004,0.017404271678804914,2.1145888345860415,1.6600430061423799,1.2738156943897125,0.0,0.01,-0.01,False,True,25
EEGConformer,WBCIC,4,0,0.7498618090452261,0.7483746932577787,0.5097959769893945,0.7684300821,False,False,0.8611111111111112,0.5037956868476923,0.2543096217642789,0.7446017503373875,0.08350885419945321,0.050009042155712474,0.11468150536504111,0.13991045669665694,0.10631113894198316,0.17030689379557196,0.025543295271556157,-0.025543295271556157,0.02317064777351613,1.8304263621419523,1.399616912645424,1.3078052612855704,0.0,0.0552536231884058,-0.0552536231884058,False,False,24
EEGConformer,WBCIC,4,1,0.7477229899497487,0.7411181025794787,0.5517196880359013,0.7684300821,False,False,0.8516666666666667,0.5117586911093368,0.26866079816725047,0.7342751635150451,0.08935891127617586,0.05518209988147603,0.121315430465981,0.1476472921679511,0.11584632627199318,0.17669929877764678,0.024854980969111404,-0.024854980969111404,0.021737507014034763,2.036705407599581,1.4998164828898561,1.3579697455219615,0.0,0.02355072463768116,-0.02355072463768116,False,False,24
EEGConformer,WBCIC,4,2,0.752416771356784,0.7475514548710308,0.5155290818752105,0.7684300821,False,False,0.8566666666666667,0.5175800980254698,0.25974902764781727,0.7505617312922002,0.07686152621982306,0.03586373993230012,0.11432945691059744,0.141276834720674,0.10308111640272453,0.17558181095531605,0.02520677792416923,-0.02520677792416923,0.018402303824505545,1.8967231617816198,1.3597080672549098,1.3949488183966432,0.007246376811594203,0.03351449275362319,-0.026268115942028988,False,False,24
