model,method,fold,seed,BA,macro_F1,CE,subjects
EEGConformer,ERM,0,0,0.82,0.8162177093213291,0.3664289064911969,9
EEGConformer,ERM,0,1,0.8311111111111111,0.8290905040728931,0.37557456765174874,9
EEGConformer,ERM,0,2,0.825,0.8220807402607366,0.3708131126349517,9
EEGConformer,ERM,1,0,0.8106249999999999,0.8086774557510255,0.4110803776438765,8
EEGConformer,ERM,1,1,0.805625,0.8046095247003666,0.40360951577801724,8
EEGConformer,ERM,1,2,0.81375,0.8119172885341079,0.43041593760268343,8
EEGConformer,ERM,2,0,0.816875,0.815498809285911,0.4349605068469104,8
EEGConformer,ERM,2,1,0.8049999999999999,0.8042088861444088,0.44845573876595224,8
EEGConformer,ERM,2,2,0.80375,0.801611446680035,0.4361335731136191,8
EEGConformer,ERM,3,0,0.8023958333333333,0.7962051433695672,0.42293048265028815,8
EEGConformer,ERM,3,1,0.8092455808080807,0.8062514061546414,0.41935024350579936,8
EEGConformer,ERM,3,2,0.7973634785353535,0.7915660102005858,0.4124670318202157,8
EEGConformer,ERM,4,0,0.796875,0.796662417270392,0.42056441144733286,8
EEGConformer,ERM,4,1,0.7925,0.7918005627423543,0.45604189280991014,8
EEGConformer,ERM,4,2,0.790625,0.7895603458789469,0.48369098758456824,8
EEGConformer,Full-SCST,0,0,0.8227777777777778,0.8191198602748195,0.36720956660186665,9
EEGConformer,Full-SCST,0,1,0.8333333333333334,0.8313597912287752,0.3787053857613867,9
EEGConformer,Full-SCST,0,2,0.8283333333333334,0.8254124531067365,0.37191467044331994,9
EEGConformer,Full-SCST,1,0,0.8125,0.8107212102884603,0.4135391848789565,8
EEGConformer,Full-SCST,1,1,0.80875,0.8077137511747389,0.4037670045423798,8
EEGConformer,Full-SCST,1,2,0.8125,0.8107472058489764,0.4322079651674462,8
EEGConformer,Full-SCST,2,0,0.816875,0.8152313003111684,0.43753819658371673,8
EEGConformer,Full-SCST,2,1,0.8056249999999999,0.804780010614589,0.45301589712351775,8
EEGConformer,Full-SCST,2,2,0.805625,0.8032474890171649,0.44044242057858374,8
EEGConformer,Full-SCST,3,0,0.8017708333333333,0.7957762785213139,0.4280000491765821,8
EEGConformer,Full-SCST,3,1,0.8092455808080808,0.8064053420964588,0.42159889776977794,8
EEGConformer,Full-SCST,3,2,0.7961134785353535,0.7900632819705218,0.41521670835510044,8
EEGConformer,Full-SCST,4,0,0.7975,0.7972702707889605,0.42264842858409013,8
EEGConformer,Full-SCST,4,1,0.795,0.7943092731701445,0.4584277887041591,8
EEGConformer,Full-SCST,4,2,0.7875,0.7863034694283015,0.4888158024246082,8
EEGConformer,Mixup,0,0,0.8216666666666667,0.8180017970373954,0.361331933894414,9
EEGConformer,Mixup,0,1,0.8322222222222222,0.8299562257450189,0.3715235566727808,9
EEGConformer,Mixup,0,2,0.8255555555555555,0.8224451826717989,0.3684257247152128,9
EEGConformer,Mixup,1,0,0.815,0.8131380121744392,0.40527261100723544,8
EEGConformer,Mixup,1,1,0.8025,0.8013202509815325,0.40130253639668206,8
EEGConformer,Mixup,1,2,0.810625,0.8086537637007998,0.4244364758444672,8
EEGConformer,Mixup,2,0,0.81625,0.8147566293835781,0.4256343007398745,8
EEGConformer,Mixup,2,1,0.8062499999999999,0.8054214147218739,0.4421216718471738,8
EEGConformer,Mixup,2,2,0.808125,0.8062570768620391,0.43165400892588635,8
EEGConformer,Mixup,3,0,0.8036458333333334,0.7979147211955907,0.41402375230825833,8
EEGConformer,Mixup,3,1,0.8123705808080808,0.8087636255147542,0.4162176866917225,8
EEGConformer,Mixup,3,2,0.7961071654040404,0.7907982689246398,0.4075330143518723,8
EEGConformer,Mixup,4,0,0.799375,0.7992528708873856,0.4197936305233558,8
EEGConformer,Mixup,4,1,0.79125,0.7905485142707178,0.4422281525692214,8
EEGConformer,Mixup,4,2,0.79,0.7886630085933625,0.45954478289467815,8
EEGConformer,RandomTransport,0,0,0.8211111111111111,0.8176590326379097,0.36629477159723856,9
EEGConformer,RandomTransport,0,1,0.8311111111111111,0.8289596246714184,0.3764566523401485,9
EEGConformer,RandomTransport,0,2,0.8238888888888889,0.8208007832778028,0.3694796318160074,9
EEGConformer,RandomTransport,1,0,0.811875,0.809927737064321,0.41127386706987784,8
EEGConformer,RandomTransport,1,1,0.806875,0.8058633174233536,0.40360700015700396,8
EEGConformer,RandomTransport,1,2,0.81375,0.8118896510442328,0.43048187335610333,8
