model,fold,subject_id,BA,macro_F1,CE,trials,future_session,seed,method,alpha_mean,alpha_nonzero,transport_norm_mean,random_norm_mean
EEGConformer,0,1,0.94,0.94,0.1262236971492934,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,3,0.845,0.8441231929604023,0.3868809076029315,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,5,0.8500000000000001,0.849624060150376,0.3753730315457747,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,16,0.59,0.5858585858585859,0.842035209374312,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,19,0.955,0.954971857410882,0.1302668134710992,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,21,0.855,0.8543847756772364,0.2649575758855596,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,28,0.595,0.5691374770605601,0.5640964757774545,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,33,0.985,0.9849996249906248,0.0962535744680331,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,37,0.765,0.7628598097832942,0.5117728731463141,200,2,0,ERM,0.1947898715734481,0.7927477336667709,1.2307008826766144,1.2307008830750858
EEGConformer,0,1,0.945,0.944998624965624,0.1560295165394046,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
EEGConformer,0,3,0.8300000000000001,0.8295739348370927,0.4181375034580186,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
EEGConformer,0,5,0.8500000000000001,0.8494580489763148,0.405638753444174,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
EEGConformer,0,16,0.63,0.628178072555522,0.8258223931106002,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
EEGConformer,0,19,0.95,0.9499799919967988,0.1278892880296143,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
EEGConformer,0,21,0.86,0.859873886497848,0.2667465796850792,200,2,1,ERM,0.2005350738763809,0.8147077211628634,1.2238822886856071,1.223882288548772
