model,fold,subject_id,BA,macro_F1,CE,trials,future_session,seed,method,alpha_mean,alpha_nonzero,transport_norm_mean,random_norm_mean
EEGNet,0,1,0.935,0.9349853717086344,0.1595819348372235,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,3,0.855,0.8549963749093727,0.3134577283949318,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,5,0.755,0.7549448625940837,0.4202636311383451,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,16,0.5549999999999999,0.55311189776807,0.8727177994376266,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,19,0.97,0.97,0.0924011067668665,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,21,0.86,0.86,0.2774655546622236,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,28,0.6699999999999999,0.6694711538461539,0.6158419256556675,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,33,0.98,0.9799919967987194,0.0916962754325774,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,37,0.89,0.8899889988998899,0.3025679994769198,200,2,0,ERM,0.0176947377622127,0.0748671459831197,0.0643539988440355,0.0643539988193181
EEGNet,0,1,0.945,0.9449876222149984,0.1478412811809987,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,3,0.88,0.8799519807923168,0.2867813493974015,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,5,0.745,0.7448405253283302,0.4504618309253056,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,16,0.5700000000000001,0.568922305764411,0.8450989703048927,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,19,0.975,0.9749943737340904,0.1029454772398967,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,21,0.8400000000000001,0.8398558702832549,0.3252970387012225,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,28,0.675,0.6749268585431722,0.594984657274532,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,33,0.955,0.954971857410882,0.1423556656625963,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,37,0.855,0.8549093183239524,0.3168504286113762,200,2,1,ERM,0.0223543979227542,0.0953422944670209,0.0728838814493432,0.0728838814156436
EEGNet,0,1,0.945,0.9449876222149984,0.1636902518040837,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
EEGNet,0,3,0.87,0.8699869986998701,0.3174254697802841,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
EEGNet,0,5,0.75,0.749599358974359,0.45977819379256,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
EEGNet,0,16,0.54,0.5383380168606985,0.8626150876892364,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
EEGNet,0,19,0.955,0.9549898727213624,0.1260256475388432,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
EEGNet,0,21,0.86,0.8599439775910365,0.2716845754903337,200,2,2,ERM,0.0249467603862285,0.1055017192872772,0.086944089363383,0.0869440894068353
