model,method,BA,median_subject_BA,CI95_L,CI95_U
EEGNet,ERM,0.8065279317565904,0.85,0.7640219381313131,0.8462448147634885
EEGNet,Mixup,0.8055523220004928,0.8433333333333334,0.7625842456577974,0.8462676652192658
EEGNet,RandomTransport,0.8063619425966988,0.8450000000000001,0.7645301375030796,0.8472969096452327
EEGNet,SCST-NoConsistency,0.8060401268785417,0.8433333333333333,0.7631919692350333,0.8469360487496921
EEGNet,Full-SCST,0.8060807772850457,0.8483333333333333,0.7642901268785416,0.8471957186191182
