task,arm,comparator,metric,biological_subjects,delta,ci95_lower,ci95_upper,bootstrap_replicates
OpenBMI_MI,RESCUE_FIRST_P,BASELINE,BA,20,-0.003291666666666665,-0.006375000000000003,4.166666666666208e-05,20000
OpenBMI_MI,RESCUE_FIRST_P,BASELINE,macro_F1,20,-0.003436954712418383,-0.0066567568775739595,-3.419710222789266e-05,20000
OpenBMI_MI,RESCUE_FIRST_P,BASELINE,NLL,20,0.00020926573003331728,-0.0027883694041520367,0.003935408479689309,20000
OpenBMI_MI,RESCUE_FIRST_P,BASELINE,worst_session_BA,20,-0.0056666666666666645,-0.009750000000000003,-0.0015000000000000013,20000
OpenBMI_MI,RESCUE_FIRST_P,BASELINE,future_session_BA,20,-0.004333333333333339,-0.008583333333333342,0.0,20000
