task,fold,arm,epoch,optimizer_steps_cumulative,rescue_samples_seen,preserve_samples_seen,batch_order_manifest_sha256,L_P_rescue,L_P_preserve,L_C,total_loss,rescue_target_P_error,preserve_target_P_error,P_drift_standardized_RMS,C_drift_standardized_RMS,native_successor_abs_difference_sum_of_batch_maxima
OpenBMI_MI,0,RESCUE_FIRST_P,14,1148,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.0070300574568109096,0.0004920025547993604,0.0018617576267570257,0.009383817638367296,0.0070300574568109096,0.0004920025547993604,0.019164828766997044,0.03869912197956672,41.639351800084114
OpenBMI_MI,0,RESCUE_FIRST_P,15,1230,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.006679678249797275,0.0004906803790918914,0.0019629175706694906,0.009133276199558657,0.006679678249797275,0.0004906803790918914,0.019111680606236824,0.039631893577483986,43.38372327387333
OpenBMI_MI,0,RESCUE_FIRST_P,16,1312,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.006502795741074475,0.0005612822155283114,0.0020535024685355333,0.009117580425138319,0.006502795741074475,0.0005612822155283114,0.020903092576907232,0.04068735688924789,43.38056614995003
OpenBMI_MI,0,RESCUE_FIRST_P,17,1394,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.007374100031566658,0.0008629141457829733,0.0019662069278554273,0.010203221105205058,0.007374100031566658,0.0008629141457829733,0.02607473155626884,0.04004105041806515,43.57196532189846
OpenBMI_MI,0,RESCUE_FIRST_P,18,1476,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.005921812870149028,0.0005189579181499366,0.0022493419509667617,0.008690112739265727,0.005921812870149028,0.0005189579181499366,0.019357761041476178,0.042320690819850335,46.76981355249882
OpenBMI_MI,0,RESCUE_FIRST_P,19,1558,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.005991346396485548,0.0005631498374670064,0.0022339584112453918,0.008788454645197947,0.005991346396485548,0.0005631498374670064,0.02016213601598373,0.04220100061251567,45.95167525112629
OpenBMI_MI,0,RESCUE_FIRST_P,20,1640,132,5068,0235b11ca3dd8ceba880f2a7c2418e5a42e88341332e178361fade3b3c6c5128,0.0060313529014489504,0.0006953971676184859,0.0023237821610214617,0.009050532230088898,0.0060313529014489504,0.0006953971676184859,0.022484549679435216,0.04300871115464431,48.01205337047577
OpenBMI_MI,1,RESCUE_FIRST_P,0,0,0,0,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.009039823023433582,1.6139150320486638e-14,2.5004575878320987e-15,0.009039823023452222,0.009039823023433582,1.6139150320486638e-14,1.0883846060166364e-07,4.7155645968534654e-08,0.0
OpenBMI_MI,1,RESCUE_FIRST_P,1,82,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.008023262835107039,0.0001737108580623323,0.00015017613374556486,0.008347149826914936,0.008023262835107039,0.0001737108580623323,0.011366320963089283,0.011377072265514961,10.18184019997716
OpenBMI_MI,1,RESCUE_FIRST_P,2,164,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.00773508165477852,0.0005887544586966421,0.00034199503725036403,0.008665831150725526,0.00773508165477852,0.0005887544586966421,0.02030430875145472,0.01696882881797277,15.219821874052286
OpenBMI_MI,1,RESCUE_FIRST_P,3,246,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.007001139619000418,0.0002953124180766918,0.0004506496682118338,0.007747101705288944,0.007001139619000418,0.0002953124180766918,0.014810573682188988,0.019823998058071505,16.318321891129017
OpenBMI_MI,1,RESCUE_FIRST_P,4,328,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006760201490138688,0.00037443502821407154,0.0005099492163683932,0.007644585734721153,0.006760201490138688,0.00037443502821407154,0.01639565930916713,0.021076798095152928,18.81499744951725
OpenBMI_MI,1,RESCUE_FIRST_P,5,410,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006947923853482691,0.000271556831835265,0.00048017138292869694,0.007699652068246653,0.006947923853482691,0.000271556831835265,0.014179201429853072,0.020562734856055333,17.019862309098244
OpenBMI_MI,1,RESCUE_FIRST_P,6,492,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006712259555218137,0.00020828975245341057,0.000458862936625687,0.0073794122442972345,0.006712259555218137,0.00020828975245341057,0.01235385488718748,0.02015089601278305,17.30304181575775
OpenBMI_MI,1,RESCUE_FIRST_P,7,574,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006560810817151627,0.0002502600444595954,0.0005378440160375949,0.007348914877648817,0.006560810817151627,0.0002502600444595954,0.013245032358054932,0.02186152504040645,17.670057363808155
OpenBMI_MI,1,RESCUE_FIRST_P,8,656,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006629835654988006,0.0009043921155998767,0.0006994066614872561,0.00823363443207514,0.006629835654988006,0.0009043921155998767,0.025043851372141105,0.02458990332025748,21.452098675072193
OpenBMI_MI,1,RESCUE_FIRST_P,9,738,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006280166357526234,0.0006135256702809089,0.0006788534423909508,0.007572545470198094,0.006280166357526234,0.0006135256702809089,0.020125909665456184,0.02442270954641012,20.848739847540855
OpenBMI_MI,1,RESCUE_FIRST_P,10,820,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006107426464657164,0.0003746124085855046,0.0007124606584413694,0.007194499531684039,0.006107426464657164,0.0003746124085855046,0.01599291805177927,0.025042773897831258,21.051018565893173
OpenBMI_MI,1,RESCUE_FIRST_P,11,902,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006272059828798745,0.0002778945811155304,0.0006488961520461509,0.007198850561960427,0.006272059828798745,0.0002778945811155304,0.014274721386340948,0.02402042433619499,20.020435124635696
OpenBMI_MI,1,RESCUE_FIRST_P,12,984,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006412202532022005,0.00025609128206298485,0.0006020935488721499,0.00727038736295714,0.006412202532022005,0.00025609128206298485,0.013874716111100638,0.023195613565353247,19.208070658147335
OpenBMI_MI,1,RESCUE_FIRST_P,13,1066,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006097084501884491,0.0002983210708667015,0.0007117300571945424,0.007107135629945734,0.006097084501884491,0.0002983210708667015,0.014683521470198264,0.025054579205237903,21.867486156523228
OpenBMI_MI,1,RESCUE_FIRST_P,14,1148,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.0061085058757946115,0.00027202408503644885,0.0006975845211686997,0.0070781144819997595,0.0061085058757946115,0.00027202408503644885,0.013985372976614879,0.02490526352937405,20.715295545756817
OpenBMI_MI,1,RESCUE_FIRST_P,15,1230,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006172132426957345,0.0002529294468545077,0.0006580396333279518,0.007083101507139805,0.006172132426957345,0.0002529294468545077,0.013668249725149227,0.024218184008048132,20.140519469976425
OpenBMI_MI,1,RESCUE_FIRST_P,16,1312,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006206270726139455,0.000345102250671828,0.0007483303647201795,0.007299703341531462,0.006206270726139455,0.000345102250671828,0.01565968097402499,0.02564042839866418,22.281066566705704
OpenBMI_MI,1,RESCUE_FIRST_P,17,1394,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.006012209473943409,0.0003350763113873179,0.000789722221581122,0.007137008006911849,0.006012209473943409,0.0003350763113873179,0.015655216242258366,0.02637681386218621,22.066177934408188
OpenBMI_MI,1,RESCUE_FIRST_P,18,1476,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.005780316400153923,0.00043204260838059877,0.0009059916347121963,0.007118350643246718,0.005780316400153923,0.00043204260838059877,0.017527479563768093,0.028232295432916055,25.23568819463253
OpenBMI_MI,1,RESCUE_FIRST_P,19,1558,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.005824780257171369,0.00043134802192882526,0.0009266275806853977,0.0071827558597855915,0.005824780257171369,0.00043134802192882526,0.017623579679773405,0.028470413937018466,24.276586264371872
OpenBMI_MI,1,RESCUE_FIRST_P,20,1640,124,5076,b41cf4c5a4778bdd0fca6fa66eea8ddfe66abb40c5e08f9a3f0fe609db16cd33,0.0060046551775632265,0.000556197414709152,0.001012167504343849,0.007573020096616228,0.0060046551775632265,0.000556197414709152,0.020462012932850764,0.02969173340843274,26.35011799633503
OpenBMI_MI,2,RESCUE_FIRST_P,0,0,0,0,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.011284525208039846,1.639532515160531e-14,2.5665368635628235e-15,0.011284525208058808,0.011284525208039846,1.639532515160531e-14,1.0781783045716181e-07,4.729092143389397e-08,0.0
OpenBMI_MI,2,RESCUE_FIRST_P,1,82,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.009236048265096464,0.00024947257634121806,0.00028273480630909597,0.009768255647746778,0.009236048265096464,0.00024947257634121806,0.013062767174381476,0.015189366604273136,12.376119248569012
OpenBMI_MI,2,RESCUE_FIRST_P,2,164,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.008246089639333544,0.00044940603206821344,0.0004738375829317822,0.00916933325433354,0.008246089639333544,0.00044940603206821344,0.015902881679626613,0.01952223719885716,15.883207306265831
OpenBMI_MI,2,RESCUE_FIRST_P,3,246,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.007902294159066514,0.00036334754120477455,0.0005401119828009262,0.008805753683072216,0.007902294159066514,0.00036334754120477455,0.014423264001424496,0.02113283858849452,17.090499885380268
OpenBMI_MI,2,RESCUE_FIRST_P,4,328,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.00758476845409029,0.0003798251434455159,0.0006493264393737683,0.008613920036909575,0.00758476845409029,0.0003798251434455159,0.015385946430839025,0.023317053730671222,18.525147557258606
OpenBMI_MI,2,RESCUE_FIRST_P,5,410,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.00719195465543358,0.000554333019143934,0.0007494977528515916,0.008495785427429106,0.00719195465543358,0.000554333019143934,0.017656960831238674,0.024864678784058646,19.816183164715767
OpenBMI_MI,2,RESCUE_FIRST_P,6,492,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.007197534031666178,0.0004801466043354478,0.0007698311026279743,0.0084475117386296,0.007197534031666178,0.0004801466043354478,0.017181170963897156,0.02528970316052437,20.245134562253952
OpenBMI_MI,2,RESCUE_FIRST_P,7,574,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.007270547914547775,0.0006028981875320995,0.0008751420101795632,0.008748588112259438,0.007270547914547775,0.0006028981875320995,0.01976887837625467,0.027037348638360315,22.235955074429512
OpenBMI_MI,2,RESCUE_FIRST_P,8,656,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.0069133710177360945,0.0004937905668921767,0.0008708491170993792,0.00827801070172765,0.0069133710177360945,0.0004937905668921767,0.016805662624537945,0.027085969705994313,22.19156976044178
OpenBMI_MI,2,RESCUE_FIRST_P,9,738,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.007022780579933644,0.0004693422444566776,0.0008262805732038731,0.008318403397594194,0.007022780579933644,0.0004693422444566776,0.017204862987765898,0.026382512828478446,22.413081854581833
OpenBMI_MI,2,RESCUE_FIRST_P,10,820,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.007061875027315894,0.0004102953513295237,0.0008421348576219036,0.008314305236267321,0.007061875027315894,0.0004102953513295237,0.015878241833012837,0.02671339948589985,21.636660762131214
OpenBMI_MI,2,RESCUE_FIRST_P,11,902,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.006749476205186511,0.0004973217273075126,0.0008945884736469732,0.008141386406140996,0.006749476205186511,0.0004973217273075126,0.01761160452205401,0.027510017328537428,23.24650437384844
OpenBMI_MI,2,RESCUE_FIRST_P,12,984,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.006940140510699205,0.0004592898273949976,0.0008931715915409418,0.008292601929635145,0.006940140510699205,0.0004592898273949976,0.016849492811239684,0.0275259336657249,22.898307740688324
OpenBMI_MI,2,RESCUE_FIRST_P,13,1066,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.0067342426290965905,0.0007124422836321963,0.0009338883572043135,0.0083805732699331,0.0067342426290965905,0.0007124422836321963,0.02047221237077163,0.027965236260340764,23.47930820286274
OpenBMI_MI,2,RESCUE_FIRST_P,14,1148,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.00696712008456139,0.0004759709914518016,0.0009450434133983575,0.00838813448941155,0.00696712008456139,0.0004759709914518016,0.01766619506936807,0.028328652874781535,23.85294896364212
OpenBMI_MI,2,RESCUE_FIRST_P,15,1230,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.0065039291277334205,0.0005099885597491029,0.0009826523359291828,0.007996570023411706,0.0065039291277334205,0.0005099885597491029,0.017634141866404277,0.02882089240046648,23.703326851129532
OpenBMI_MI,2,RESCUE_FIRST_P,16,1312,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.006515450646633247,0.00047858741859337686,0.0009917310954859623,0.007985769160712586,0.006515450646633247,0.00047858741859337686,0.017167782892401402,0.02900182055739256,24.3826285302639
OpenBMI_MI,2,RESCUE_FIRST_P,17,1394,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.0064493939047995654,0.0004915327343236382,0.000996301884476382,0.007937228523599587,0.0064493939047995654,0.0004915327343236382,0.016706617374259693,0.028988770705003004,24.808851078152657
OpenBMI_MI,2,RESCUE_FIRST_P,18,1476,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.006670100289145763,0.00047110343577509066,0.001009924392789029,0.008151128117709882,0.006670100289145763,0.00047110343577509066,0.01687019326365911,0.029290148879473028,24.473053261637688
OpenBMI_MI,2,RESCUE_FIRST_P,19,1558,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.0066533368891491,0.0011887837112780518,0.001208847170838943,0.009050967771266094,0.0066533368891491,0.0011887837112780518,0.027751915196959787,0.031814331710338595,27.50026172399521
OpenBMI_MI,2,RESCUE_FIRST_P,20,1640,184,5016,7bf00b47cd022d37eaffed037926e8ed706c7e33a82cc22a9b06a2f340a6c68f,0.006337246821045562,0.0006455892876734591,0.001082839546008752,0.008065675654727773,0.006337246821045562,0.0006455892876734591,0.019759048332388583,0.030268968825156874,25.97044613957405
OpenBMI_MI,3,RESCUE_FIRST_P,0,0,0,0,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.006421210193457228,1.6285047795128706e-14,2.5348104346296036e-15,0.006421210193476047,0.006421210193457228,1.6285047795128706e-14,1.0981545039192917e-07,4.7880468776803844e-08,0.0
OpenBMI_MI,3,RESCUE_FIRST_P,1,82,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.0057731070899930985,0.0004270738649651117,0.00022938694536256104,0.006429567900320771,0.0057731070899930985,0.0004270738649651117,0.018377227106919657,0.013983944253279612,12.152177207171917
OpenBMI_MI,3,RESCUE_FIRST_P,2,164,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.005085622175006985,0.0002186458017505937,0.0002943652077542188,0.005598633184511798,0.005085622175006985,0.0002186458017505937,0.0123318486689375,0.015938410231700312,13.679193787276745
OpenBMI_MI,3,RESCUE_FIRST_P,3,246,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004902884120794783,0.00035394581181500626,0.0004381185882868102,0.005694948520896599,0.004902884120794783,0.00035394581181500626,0.01630993195451223,0.019514261776438127,16.19968470185995
OpenBMI_MI,3,RESCUE_FIRST_P,4,328,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004879610094734665,0.0001967513659094312,0.0003819959302647756,0.005458357390908872,0.004879610094734665,0.0001967513659094312,0.012256573708011554,0.018435975943620387,15.328661136329174
OpenBMI_MI,3,RESCUE_FIRST_P,5,410,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004689115534394817,0.0002761093009637134,0.000450340576756459,0.0054155654121149895,0.004689115534394817,0.0002761093009637134,0.014431846359601387,0.019946771837197817,16.787292391061783
OpenBMI_MI,3,RESCUE_FIRST_P,6,492,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004736736054695464,0.00020307851624907467,0.00041542180455647983,0.0053552363755010185,0.004736736054695464,0.00020307851624907467,0.012574637116721044,0.019244266347243237,16.140320636332035
OpenBMI_MI,3,RESCUE_FIRST_P,7,574,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004637416739411571,0.00027889025693444763,0.00047912772726983976,0.005395434723615858,0.004637416739411571,0.00027889025693444763,0.014436678175742809,0.02070226457256537,17.022750943899155
OpenBMI_MI,3,RESCUE_FIRST_P,8,656,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.0046565043596669764,0.0003164498256513141,0.0005175059070237554,0.005490460092342045,0.0046565043596669764,0.0003164498256513141,0.015854761895652002,0.021492629022552417,17.882399931550026
OpenBMI_MI,3,RESCUE_FIRST_P,9,738,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004547807491769124,0.00024466215081228127,0.0004999637516000523,0.0052924333941814575,0.004547807491769124,0.00024466215081228127,0.0133266753416795,0.021185748554193057,18.255537271499634
OpenBMI_MI,3,RESCUE_FIRST_P,10,820,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.00444166908222858,0.00032080576408321577,0.0005565502356666211,0.005319025081978417,0.00444166908222858,0.00032080576408321577,0.015425305796357302,0.022243381624038404,19.096796557307243
OpenBMI_MI,3,RESCUE_FIRST_P,11,902,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004507797237285716,0.0002173698187250307,0.0005183832350975046,0.005243550291108252,0.004507797237285716,0.0002173698187250307,0.01295321015211252,0.021608415458064814,18.392359629273415
OpenBMI_MI,3,RESCUE_FIRST_P,12,984,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004528586334345164,0.00032555659869718965,0.0005272996006533504,0.005381442533695703,0.004528586334345164,0.00032555659869718965,0.015936219399938216,0.021702793991336455,18.764931112527847
OpenBMI_MI,3,RESCUE_FIRST_P,13,1066,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004569847995188193,0.00033119962361510504,0.000522796693795289,0.005423844312598587,0.004569847995188193,0.00033119962361510504,0.01570064454124524,0.02167029808347042,19.025765471160412
OpenBMI_MI,3,RESCUE_FIRST_P,14,1148,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004338289260593466,0.00031659405383694875,0.0006046843338901034,0.005259567648320518,0.004338289260593466,0.00031659405383694875,0.01538360039775188,0.023208368552418857,20.022879384458065
OpenBMI_MI,3,RESCUE_FIRST_P,15,1230,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004446587063253189,0.00031027117179010264,0.0006327088307947493,0.005389567065838041,0.004446587063253189,0.00031027117179010264,0.015711266341117712,0.023865960733248637,19.76116467267275
OpenBMI_MI,3,RESCUE_FIRST_P,16,1312,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004388387527939378,0.00038650696848068367,0.0006466270411888568,0.005421521537608918,0.004388387527939378,0.00038650696848068367,0.01691348492526091,0.02408015958391703,20.505986250936985
OpenBMI_MI,3,RESCUE_FIRST_P,17,1394,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004386495864689452,0.0002470984175115491,0.0005618465399871078,0.005195440822188108,0.004386495864689452,0.0002470984175115491,0.013533435804912676,0.022555778588239962,19.569349505007267
OpenBMI_MI,3,RESCUE_FIRST_P,18,1476,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004433610774329914,0.00026062168728105997,0.0005430169340867836,0.005237249395697758,0.004433610774329914,0.00026062168728105997,0.013975925193383143,0.022136245255286877,18.89843889325857
OpenBMI_MI,3,RESCUE_FIRST_P,19,1558,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004418327763651969,0.0002319916186591765,0.0005669625441973599,0.005217281926508505,0.004418327763651969,0.0002319916186591765,0.01351699267155849,0.022682886966145954,19.202029034495354
OpenBMI_MI,3,RESCUE_FIRST_P,20,1640,115,5085,5c83cbe1bf879f712cc005431656604a9da14e2f01e0d25fbd8f84913ccc4410,0.004444925599091221,0.00035831877776772343,0.0005764594747541615,0.005379703851613106,0.004444925599091221,0.00035831877776772343,0.016981709622419797,0.02280888261130223,19.788279235363007
