task,fold,total_trials,native_correct_trials,native_wrong_trials,wrong_trials_rescued_by_candidate,rescue_coverage_among_native_wrong,PRESERVE_CORRECT_count,PRESERVE_CORRECT_fraction,RESCUE_count,RESCUE_fraction,PRESERVE_UNRESCUABLE_count,PRESERVE_UNRESCUABLE_fraction,mean_rescue_P_movement,median_rescue_P_movement,mean_rescue_CE_improvement,median_rescue_CE_improvement,selected_alpha_distribution,selected_direction_distribution,native_wrong_to_teacher_correct,native_correct_to_teacher_wrong,teacher_cache_sha256,teacher_role
OpenBMI_MI,0,5200,4410,790,132,0.1670886075949367,4410,0.8480769230769231,132,0.025384615384615384,658,0.12653846153846154,0.07234132289886475,0.03774814307689667,0.0978262647986412,0.07362636923789978,"{""0.0"": 21, ""0.25"": 30, ""0.5"": 13, ""0.75"": 15, ""1.25"": 5, ""1.5"": 12, ""2.0"": 36}","{""0"": 7, ""1"": 9, ""2"": 63, ""3"": 1, ""5"": 4, ""7"": 1, ""8"": 8, ""9"": 3, ""11"": 9, ""12"": 22, ""13"": 3, ""15"": 2}",132,0,439a781721b8ba21a6c74cc42bc626a279cb4c3b6c6fad7efb2845f1bc114348,inner_train_only
OpenBMI_MI,1,5200,4625,575,124,0.21565217391304348,4625,0.8894230769230769,124,0.023846153846153847,451,0.08673076923076924,0.06284505873918533,0.04485312104225159,0.12159841507673264,0.1042623221874237,"{""0.0"": 22, ""0.25"": 25, ""0.5"": 12, ""0.75"": 5, ""1.25"": 6, ""1.5"": 11, ""2.0"": 43}","{""0"": 31, ""1"": 1, ""2"": 29, ""3"": 3, ""4"": 6, ""5"": 2, ""6"": 13, ""7"": 2, ""10"": 1, ""14"": 3, ""15"": 33}",124,0,47c679939007c69bf32dbee454b35351a3e95161e5c48abb53e8f84c2d108a74,inner_train_only
OpenBMI_MI,2,5200,4722,478,184,0.38493723849372385,4722,0.9080769230769231,184,0.03538461538461538,294,0.05653846153846154,0.06758046895265579,0.048707764595746994,0.19474104046821594,0.16238349676132202,"{""0.0"": 23, ""0.25"": 27, ""0.5"": 31, ""0.75"": 15, ""1.25"": 14, ""1.5"": 26, ""2.0"": 48}","{""0"": 113, ""3"": 14, ""4"": 2, ""5"": 6, ""8"": 9, ""10"": 2, ""12"": 2, ""13"": 34, ""14"": 1, ""15"": 1}",184,0,aefacdee4bb9b024bedc1596323afce113dc697675c7202edfcf2cc6c989ab3b,inner_train_only
OpenBMI_MI,3,5200,4690,510,115,0.22549019607843138,4690,0.9019230769230769,115,0.022115384615384617,395,0.07596153846153846,0.05946335569024086,0.04201502352952957,0.11967646330595016,0.08407735824584961,"{""0.0"": 25, ""0.25"": 13, ""0.5"": 13, ""0.75"": 4, ""1.25"": 7, ""1.5"": 14, ""2.0"": 39}","{""1"": 9, ""3"": 2, ""4"": 1, ""5"": 5, ""6"": 12, ""7"": 2, ""8"": 23, ""9"": 31, ""10"": 16, ""11"": 1, ""12"": 11, ""14"": 1, ""15"": 1}",115,0,2a81b8fdf81ddcddbb88d2e630f226545ce93d1dd4870e3426a5c08241503002,inner_train_only
OpenBMI_MI,4,5200,4657,543,81,0.14917127071823205,4657,0.895576923076923,81,0.015576923076923077,462,0.08884615384615385,0.046237263828516006,0.03400436416268349,0.08722060173749924,0.07285428047180176,"{""0.0"": 22, ""0.25"": 9, ""0.5"": 6, ""0.75"": 5, ""1.25"": 10, ""1.5"": 8, ""2.0"": 21}","{""0"": 7, ""1"": 41, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 10, ""10"": 2, ""11"": 5, ""12"": 3, ""14"": 8}",81,0,8888fe23d12cd20a8ee63a6d0f88a437a4febf43bf5c13d2ec4ac8771401d40b,inner_train_only
