task,fold,subject,session,arm,trials,P_raw_L2_movement_mean,P_standardized_RMS_movement_mean,P_movement_to_native_norm_ratio_mean,C_raw_L2_movement_mean,C_standardized_RMS_movement_mean,C_movement_to_native_norm_ratio_mean
OpenBMI_MI,2,46,2,RESCUE_FIRST_P,100,0.26912522315979004,0.02549285627901554,0.028440024703741074,2.196539878845215,0.03875718265771866,0.031883321702480316
OpenBMI_MI,3,8,1,RESCUE_FIRST_P,100,0.22995051741600037,0.024311738088726997,0.022036153823137283,1.646740436553955,0.03003985434770584,0.02321302704513073
OpenBMI_MI,3,8,2,RESCUE_FIRST_P,100,0.24216681718826294,0.026311539113521576,0.027316205203533173,1.6112688779830933,0.02948089689016342,0.024045027792453766
OpenBMI_MI,3,14,1,RESCUE_FIRST_P,100,0.1327747404575348,0.014637192711234093,0.02433544583618641,1.060353398323059,0.019438404589891434,0.023462550714612007
OpenBMI_MI,3,14,2,RESCUE_FIRST_P,100,0.14232636988162994,0.015579624101519585,0.022913414984941483,1.1694101095199585,0.021444743499159813,0.02399211935698986
OpenBMI_MI,3,32,1,RESCUE_FIRST_P,100,0.42794182896614075,0.04482250288128853,0.022149426862597466,2.746051073074341,0.049573417752981186,0.023749196901917458
OpenBMI_MI,3,32,2,RESCUE_FIRST_P,100,0.3112238049507141,0.032819729298353195,0.026736820116639137,1.8119497299194336,0.033146489411592484,0.023513775318861008
OpenBMI_MI,3,35,1,RESCUE_FIRST_P,100,0.11916817724704742,0.012538793496787548,0.01342802681028843,1.0113869905471802,0.01843506656587124,0.023666853085160255
OpenBMI_MI,3,35,2,RESCUE_FIRST_P,100,0.24109254777431488,0.02652156352996826,0.020199768245220184,1.6627157926559448,0.030352089554071426,0.02371469885110855
OpenBMI_MI,3,43,1,RESCUE_FIRST_P,100,0.15752442181110382,0.01717386208474636,0.023484542965888977,1.2853059768676758,0.023607494309544563,0.02377856709063053
OpenBMI_MI,3,43,2,RESCUE_FIRST_P,100,0.14657926559448242,0.015628134831786156,0.027743089944124222,1.1375778913497925,0.020843597128987312,0.0237968061119318
OpenBMI_MI,3,46,1,RESCUE_FIRST_P,100,0.1666395217180252,0.017900068312883377,0.0200524739921093,1.435164451599121,0.026352455839514732,0.02294609695672989
OpenBMI_MI,3,46,2,RESCUE_FIRST_P,100,0.18491250276565552,0.019931074231863022,0.015188092365860939,1.6962367296218872,0.031087694689631462,0.023197073489427567
OpenBMI_MI,4,11,1,RESCUE_FIRST_P,100,0.0636400580406189,0.008447429165244102,0.018548928201198578,0.9901788830757141,0.017384879291057587,0.023408586159348488
OpenBMI_MI,4,11,2,RESCUE_FIRST_P,100,0.06409108638763428,0.008718487806618214,0.014900511130690575,1.067847490310669,0.018792618066072464,0.02362404763698578
OpenBMI_MI,4,15,1,RESCUE_FIRST_P,100,0.08259578794240952,0.010619092732667923,0.012909158132970333,1.0677322149276733,0.018869835883378983,0.022770974785089493
OpenBMI_MI,4,15,2,RESCUE_FIRST_P,100,0.10753506422042847,0.01434941403567791,0.01640082523226738,1.2546995878219604,0.02229086309671402,0.022420506924390793
OpenBMI_MI,4,34,1,RESCUE_FIRST_P,100,0.25490128993988037,0.033771075308322906,0.02273196540772915,2.889482021331787,0.05021559074521065,0.02641558088362217
OpenBMI_MI,4,34,2,RESCUE_FIRST_P,100,0.2419661581516266,0.03196778520941734,0.025520212948322296,2.1924378871917725,0.03836052492260933,0.02754722535610199
OpenBMI_MI,4,38,1,RESCUE_FIRST_P,100,0.12057751417160034,0.015549799427390099,0.0221310593187809,1.3505291938781738,0.02372121997177601,0.024088652804493904
OpenBMI_MI,4,38,2,RESCUE_FIRST_P,100,0.08836941421031952,0.01101439818739891,0.025625230744481087,1.0061169862747192,0.01779707707464695,0.024246446788311005
OpenBMI_MI,4,48,1,RESCUE_FIRST_P,100,0.09301835298538208,0.012231197208166122,0.01585225760936737,1.243912935256958,0.02202233299612999,0.022526448592543602
OpenBMI_MI,4,48,2,RESCUE_FIRST_P,100,0.09715917706489563,0.013002005405724049,0.02250324748456478,1.339583396911621,0.023716269060969353,0.023845627903938293
OpenBMI_MI,4,52,1,RESCUE_FIRST_P,100,0.09369213134050369,0.012897245585918427,0.017763005569577217,1.2472143173217773,0.02200520783662796,0.023007316514849663
OpenBMI_MI,4,52,2,RESCUE_FIRST_P,100,0.09303569048643112,0.012071827426552773,0.021041328087449074,1.2194846868515015,0.02154148370027542,0.023147542029619217
