task,fold,subject,session,arm,trials,P_raw_L2_movement_mean,P_standardized_RMS_movement_mean,P_movement_to_native_norm_ratio_mean,C_raw_L2_movement_mean,C_standardized_RMS_movement_mean,C_movement_to_native_norm_ratio_mean
OpenBMI_MI,0,8,1,RESCUE_FIRST_P,100,0.26618537306785583,0.028107862919569016,0.029120583087205887,2.9151015281677246,0.0530545711517334,0.04497237130999565
OpenBMI_MI,0,8,2,RESCUE_FIRST_P,100,0.2343103438615799,0.025885937735438347,0.024864552542567253,2.908686876296997,0.053321342915296555,0.04436516389250755
OpenBMI_MI,0,9,1,RESCUE_FIRST_P,100,0.15373574197292328,0.016757318750023842,0.03151378780603409,1.8072590827941895,0.03335607796907425,0.043739743530750275
OpenBMI_MI,0,9,2,RESCUE_FIRST_P,100,0.16049961745738983,0.017201589420437813,0.032411858439445496,1.9580278396606445,0.03591003268957138,0.045419443398714066
OpenBMI_MI,0,11,1,RESCUE_FIRST_P,100,0.12810242176055908,0.013835305348038673,0.02411990612745285,1.6906682252883911,0.030877945944666862,0.041478827595710754
OpenBMI_MI,0,11,2,RESCUE_FIRST_P,100,0.14053192734718323,0.015184973366558552,0.025171007961034775,1.8565208911895752,0.03395679220557213,0.04244333133101463
OpenBMI_MI,0,14,1,RESCUE_FIRST_P,100,0.13771437108516693,0.014867521822452545,0.028641097247600555,1.959668755531311,0.035987962037324905,0.044514384120702744
OpenBMI_MI,0,14,2,RESCUE_FIRST_P,100,0.19428102672100067,0.020519893616437912,0.030964955687522888,2.151519536972046,0.039439305663108826,0.04513418301939964
OpenBMI_MI,0,19,1,RESCUE_FIRST_P,100,0.11514105647802353,0.012355319224298,0.023162536323070526,1.7649095058441162,0.03250960260629654,0.043080054223537445
OpenBMI_MI,0,19,2,RESCUE_FIRST_P,100,0.12249208241701126,0.013021664693951607,0.027004675939679146,1.745210886001587,0.03208974376320839,0.04352981597185135
OpenBMI_MI,0,26,1,RESCUE_FIRST_P,100,0.18062275648117065,0.019814299419522285,0.02472473867237568,2.452669620513916,0.044764041900634766,0.04511843994259834
OpenBMI_MI,0,26,2,RESCUE_FIRST_P,100,0.3094559609889984,0.032826978713274,0.02438312955200672,3.3413491249084473,0.060663387179374695,0.04567209631204605
OpenBMI_MI,1,1,1,RESCUE_FIRST_P,100,0.2151215523481369,0.024223359301686287,0.025139950215816498,2.145914316177368,0.038524169474840164,0.03224128484725952
OpenBMI_MI,1,1,2,RESCUE_FIRST_P,100,0.2119360864162445,0.023512553423643112,0.025203900411725044,1.9552063941955566,0.03508712351322174,0.030784863978624344
OpenBMI_MI,1,8,1,RESCUE_FIRST_P,100,0.24223574995994568,0.028177935630083084,0.022137286141514778,2.0234687328338623,0.03640216961503029,0.02869332581758499
OpenBMI_MI,1,8,2,RESCUE_FIRST_P,100,0.20754657685756683,0.02373429574072361,0.02333330549299717,1.9406704902648926,0.034961018711328506,0.03096325881779194
OpenBMI_MI,1,11,1,RESCUE_FIRST_P,100,0.11385737359523773,0.012800381518900394,0.025358805432915688,1.178471326828003,0.02123088762164116,0.029825372621417046
OpenBMI_MI,1,11,2,RESCUE_FIRST_P,100,0.1378033459186554,0.015157929621636868,0.026952294632792473,1.3055354356765747,0.023512063547968864,0.030621493235230446
OpenBMI_MI,1,15,1,RESCUE_FIRST_P,100,0.13359521329402924,0.01494757179170847,0.017873741686344147,1.2822825908660889,0.023096518591046333,0.029272405430674553
OpenBMI_MI,1,15,2,RESCUE_FIRST_P,100,0.21320165693759918,0.02352454699575901,0.025553975254297256,1.5980193614959717,0.02889365516602993,0.030464811250567436
OpenBMI_MI,1,44,1,RESCUE_FIRST_P,100,0.13262909650802612,0.014963662251830101,0.025996191427111626,1.2471609115600586,0.022461263462901115,0.03009486012160778
OpenBMI_MI,1,44,2,RESCUE_FIRST_P,100,0.1817966252565384,0.0203532837331295,0.034159887582063675,1.3193635940551758,0.02381328120827675,0.02947932668030262
OpenBMI_MI,1,52,1,RESCUE_FIRST_P,100,0.158069908618927,0.017964743077754974,0.022439895197749138,1.547426462173462,0.02784179151058197,0.029374606907367706
OpenBMI_MI,1,52,2,RESCUE_FIRST_P,100,0.1632426381111145,0.019029684364795685,0.025811320170760155,1.4690144062042236,0.02651747316122055,0.027858907356858253
OpenBMI_MI,2,5,1,RESCUE_FIRST_P,100,0.2036430537700653,0.020539583638310432,0.02830548770725727,1.5677200555801392,0.02761465311050415,0.03302057832479477
OpenBMI_MI,2,5,2,RESCUE_FIRST_P,100,0.2580103576183319,0.025822246447205544,0.03005392476916313,2.09562349319458,0.03696341812610626,0.03288960084319115
OpenBMI_MI,2,6,1,RESCUE_FIRST_P,100,0.18923765420913696,0.019224487245082855,0.020154990255832672,1.7567344903945923,0.030855244025588036,0.03148393705487251
OpenBMI_MI,2,6,2,RESCUE_FIRST_P,100,0.1624525636434555,0.01682417094707489,0.018279997631907463,1.707167387008667,0.03005920723080635,0.03119204007089138
OpenBMI_MI,2,14,1,RESCUE_FIRST_P,100,0.12895745038986206,0.012693148106336594,0.02717074565589428,1.3348898887634277,0.02353556826710701,0.030693741515278816
OpenBMI_MI,2,14,2,RESCUE_FIRST_P,100,0.22016942501068115,0.021389495581388474,0.03639496490359306,1.5924791097640991,0.028031043708324432,0.033157829195261
OpenBMI_MI,2,35,1,RESCUE_FIRST_P,100,0.12927153706550598,0.013840925879776478,0.014893055893480778,1.3226971626281738,0.023076847195625305,0.03169792518019676
OpenBMI_MI,2,35,2,RESCUE_FIRST_P,100,0.3322305679321289,0.03241775184869766,0.03051905147731304,2.085343837738037,0.036346569657325745,0.03220335766673088
OpenBMI_MI,2,45,1,RESCUE_FIRST_P,100,0.12804770469665527,0.01282851304858923,0.03148656710982323,1.0847034454345703,0.019126174971461296,0.030725188553333282
OpenBMI_MI,2,45,2,RESCUE_FIRST_P,100,0.12188060581684113,0.01215038076043129,0.032628726214170456,0.9560245275497437,0.01686963066458702,0.02948826551437378
OpenBMI_MI,2,46,1,RESCUE_FIRST_P,100,0.27988097071647644,0.026306631043553352,0.03387066349387169,1.9227218627929688,0.03398218750953674,0.03259487822651863
