task,fold,subject,session,role,rescue_trials,E_zero,E_student,E_student_over_E_zero,cosine,sign_agreement,norm_ratio
OpenBMI_MI,0,8,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.029948700219392776,0.03525535389780998,1.1771914520344016,-0.42103129625320435,0.25,0.1743331104516983
OpenBMI_MI,0,8,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.021956034004688263,0.022505246102809906,1.0250141759665872,0.1900617927312851,0.5,0.8155347108840942
OpenBMI_MI,0,9,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,5,0.00044082431122660637,0.0009848119225353003,2.234023617697111,-0.19631126523017883,0.45,0.9312931299209595
OpenBMI_MI,0,9,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,5,0.0012651873985305429,0.00163538777269423,1.2926051702646248,0.020884305238723755,0.5,1.231353759765625
OpenBMI_MI,0,11,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.0033650435507297516,0.004541686270385981,1.3496664164721017,-0.4676516652107239,0.25,0.2862478792667389
OpenBMI_MI,0,11,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,3,0.0004979709628969431,0.0004453832807485014,0.8943960871884715,0.3457925617694855,0.6666666666666666,0.6674254536628723
OpenBMI_MI,0,14,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.006498896051198244,0.006458397954702377,0.9937684652628965,-0.2634727358818054,0.4375,0.2676790654659271
OpenBMI_MI,0,14,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,5,0.004834522493183613,0.005468717310577631,1.1311804461119366,0.3081240653991699,0.575,0.5594666004180908
OpenBMI_MI,0,19,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.0002466981823090464,0.0005699676694348454,2.310384552087333,-0.585748016834259,0.375,0.7001311779022217
OpenBMI_MI,0,19,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.0012567725498229265,0.001590229570865631,1.2653280588358546,-0.23669983446598053,0.4375,0.4603227972984314
OpenBMI_MI,0,26,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,3,0.002427190775051713,0.0030268572736531496,1.2470619552303879,-0.34323355555534363,0.4166666666666667,0.4506019055843353
OpenBMI_MI,0,26,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.025730673223733902,0.030604787170886993,1.1894281546686163,0.07827240228652954,0.5625,0.6785281896591187
OpenBMI_MI,1,1,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.019706878811120987,0.020839177072048187,1.057457006346851,-0.15048961341381073,0.34375,0.38544055819511414
OpenBMI_MI,1,1,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,3,0.0019262671703472733,0.0016312692314386368,0.8468551281723534,0.278471976518631,0.6666666666666666,1.06828773021698
OpenBMI_MI,1,8,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,1,8,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.010201038792729378,0.008523129858076572,0.8355158755156673,0.4323316514492035,0.8125,0.20150482654571533
OpenBMI_MI,1,11,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,7,0.0072868866845965385,0.008648044429719448,1.1867955141940394,-0.4773843586444855,0.32142857142857145,0.32503125071525574
OpenBMI_MI,1,11,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,6,0.021031441166996956,0.024179713800549507,1.1496936233971877,-0.5421075224876404,0.2708333333333333,0.7038722634315491
OpenBMI_MI,1,15,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,4.9619564379099756e-05,0.00027204773505218327,5.482670766186178,0.00826924480497837,0.375,2.1255173683166504
OpenBMI_MI,1,15,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,3,0.000197653251234442,0.00357017177157104,18.06280316298142,-0.21842741966247559,0.4166666666666667,3.919694185256958
OpenBMI_MI,1,44,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.004063593223690987,0.0034423412289470434,0.8471175729101014,0.2773163318634033,0.59375,0.31290528178215027
OpenBMI_MI,1,44,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.0032531404867768288,0.004907145630568266,1.50843335863131,-0.2870730757713318,0.3125,1.026545763015747
OpenBMI_MI,1,52,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.015895292162895203,0.017808347940444946,1.1203536089770931,-0.334454208612442,0.375,0.45188358426094055
OpenBMI_MI,1,52,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.00030959685682319105,0.000755821296479553,2.4413080424495335,-0.08491839468479156,0.4375,1.2659200429916382
OpenBMI_MI,2,5,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.00019824912305921316,0.00016820707242004573,0.84846313478928,0.5057612657546997,0.5,0.8286508917808533
OpenBMI_MI,2,5,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.012504883110523224,0.01201773900538683,0.9610436898265408,0.2135951817035675,0.5,0.19085374474525452
OpenBMI_MI,2,6,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,2,6,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,2,14,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.002472225809469819,0.002629847265779972,1.0637569010510233,0.16530872881412506,0.5625,0.4666147530078888
OpenBMI_MI,2,14,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.0017559565603733063,0.00125432712957263,0.7143269701990619,0.6524261236190796,0.75,0.7048980593681335
OpenBMI_MI,2,35,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,2,35,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.029434652999043465,0.034208398312330246,1.1621811309765369,-0.3798285126686096,0.5,0.17375150322914124
OpenBMI_MI,2,45,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,11,0.004824993200600147,0.0049592722207307816,1.0278298879496726,-0.15979017317295074,0.48863636363636365,0.429519921541214
OpenBMI_MI,2,45,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,12,0.005955459084361792,0.005137089639902115,0.8625849942267925,0.5117906928062439,0.7604166666666666,0.43508586287498474
OpenBMI_MI,2,46,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,5,0.001984394621104002,0.003668184857815504,1.8485158238207373,0.14883092045783997,0.6,1.1722300052642822
OpenBMI_MI,2,46,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.000777613720856607,0.0020114369690418243,2.586678854928199,-0.2834291458129883,0.375,1.0076984167099
OpenBMI_MI,3,8,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.018466731533408165,0.016268784180283546,0.8809779982370831,0.3852185904979706,0.5,0.21383768320083618
OpenBMI_MI,3,8,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.012141900137066841,0.012580045498907566,1.0360854031819249,-0.026229465380311012,0.625,0.16553464531898499
OpenBMI_MI,3,14,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,5,0.004696708172559738,0.00493718683719635,1.051201534308986,0.0009284272673539817,0.475,3.2087676525115967
OpenBMI_MI,3,14,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.0007357809809036553,0.0011884868144989014,1.6152725408031774,-0.2764957845211029,0.53125,1.4175595045089722
OpenBMI_MI,3,32,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.10384690761566162,0.10532469302415848,1.0142304228640697,0.020474977791309357,0.5,1.5132122039794922
OpenBMI_MI,3,32,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.004472200758755207,0.00483615230768919,1.0813808611389988,-0.012303560972213745,0.5,0.2640812397003174
OpenBMI_MI,3,35,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,3,35,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.002469529863446951,0.00499912491068244,2.0243225176895407,-0.17307446897029877,0.5,0.8537055253982544
OpenBMI_MI,3,43,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.0041182879358530045,0.005457282066345215,1.325133684518557,-0.7057583332061768,0.25,0.2015610933303833
OpenBMI_MI,3,43,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
