task,fold,subject,session,is_future_session,arm,BA,macro_F1,NLL,trials
OpenBMI_MI,0,8,1,False,BASELINE,0.8200000000000001,0.8193496587715776,0.35484781861305237,100
OpenBMI_MI,0,8,1,False,RESCUE_FIRST_P,0.8200000000000001,0.8193496587715776,0.3538511395454407,100
OpenBMI_MI,0,8,2,True,BASELINE,0.82,0.82,0.3999220132827759,100
OpenBMI_MI,0,8,2,True,RESCUE_FIRST_P,0.8200000000000001,0.8199279711884754,0.39827755093574524,100
OpenBMI_MI,0,9,1,False,BASELINE,0.69,0.6846709388668497,0.629992663860321,100
OpenBMI_MI,0,9,1,False,RESCUE_FIRST_P,0.7,0.6940024479804161,0.6304899454116821,100
OpenBMI_MI,0,9,2,True,BASELINE,0.56,0.5592948717948718,0.947243332862854,100
OpenBMI_MI,0,9,2,True,RESCUE_FIRST_P,0.5700000000000001,0.5696126513862476,0.9443504810333252,100
OpenBMI_MI,0,11,1,False,BASELINE,0.71,0.7013695808876532,0.649151623249054,100
OpenBMI_MI,0,11,1,False,RESCUE_FIRST_P,0.71,0.7013695808876532,0.6545494198799133,100
OpenBMI_MI,0,11,2,True,BASELINE,0.6799999999999999,0.6666666666666666,0.6692366600036621,100
OpenBMI_MI,0,11,2,True,RESCUE_FIRST_P,0.67,0.6547756041426928,0.6787922382354736,100
OpenBMI_MI,0,14,1,False,BASELINE,0.6699999999999999,0.6624040920716112,0.6540834903717041,100
OpenBMI_MI,0,14,1,False,RESCUE_FIRST_P,0.6799999999999999,0.6736026111791106,0.6602331399917603,100
OpenBMI_MI,0,14,2,True,BASELINE,0.6699999999999999,0.6683750376846548,0.760894775390625,100
OpenBMI_MI,0,14,2,True,RESCUE_FIRST_P,0.6799999999999999,0.677938808373591,0.7671264410018921,100
OpenBMI_MI,0,19,1,False,BASELINE,0.76,0.7552019583843329,0.5314570069313049,100
OpenBMI_MI,0,19,1,False,RESCUE_FIRST_P,0.75,0.7442455242966752,0.5335960388183594,100
OpenBMI_MI,0,19,2,True,BASELINE,0.76,0.7591328783621036,0.5684944987297058,100
OpenBMI_MI,0,19,2,True,RESCUE_FIRST_P,0.76,0.7591328783621036,0.5660911798477173,100
OpenBMI_MI,0,26,1,False,BASELINE,0.78,0.7756017951856384,0.5077369809150696,100
OpenBMI_MI,0,26,1,False,RESCUE_FIRST_P,0.76,0.7536945812807883,0.5132362842559814,100
OpenBMI_MI,0,26,2,True,BASELINE,0.86,0.86,0.3150796592235565,100
