task,fold,subject,session,variant,suffix,native_wrong_trials,native_wrong_rescued,native_wrong_rescue_rate,BA,macro_F1,NLL,trials
OpenBMI_MI,3,35,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,10,0,0.0,0.8899999999999999,0.8897243107769424,0.27032986283302307,100
OpenBMI_MI,3,43,1,BASE,original_frozen_SIRE_suffix,8,0,0.0,0.92,0.92,0.2185441553592682,100
OpenBMI_MI,3,43,1,FULL_STUDENT,original_frozen_SIRE_suffix,8,0,0.0,0.92,0.92,0.21816673874855042,100
OpenBMI_MI,3,43,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,8,0,0.0,0.92,0.92,0.21825124323368073,100
OpenBMI_MI,3,43,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,8,0,0.0,0.92,0.92,0.21808835864067078,100
OpenBMI_MI,3,43,2,BASE,original_frozen_SIRE_suffix,8,0,0.0,0.9199999999999999,0.9198717948717949,0.26801660656929016,100
OpenBMI_MI,3,43,2,FULL_STUDENT,original_frozen_SIRE_suffix,8,0,0.0,0.9099999999999999,0.9097744360902256,0.27773675322532654,100
OpenBMI_MI,3,43,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,8,0,0.0,0.9199999999999999,0.9198717948717949,0.27137038111686707,100
OpenBMI_MI,3,43,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,8,0,0.0,0.9199999999999999,0.9198717948717949,0.2740217447280884,100
OpenBMI_MI,3,46,1,BASE,original_frozen_SIRE_suffix,40,0,0.0,0.6,0.586606035551881,1.1019692420959473,100
OpenBMI_MI,3,46,1,FULL_STUDENT,original_frozen_SIRE_suffix,40,0,0.0,0.5900000000000001,0.5746446726838883,1.1104824542999268,100
OpenBMI_MI,3,46,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,40,0,0.0,0.5900000000000001,0.5746446726838883,1.104310154914856,100
OpenBMI_MI,3,46,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,40,0,0.0,0.5900000000000001,0.5746446726838883,1.107983112335205,100
OpenBMI_MI,3,46,2,BASE,original_frozen_SIRE_suffix,34,0,0.0,0.66,0.6212121212121212,0.9729499220848083,100
OpenBMI_MI,3,46,2,FULL_STUDENT,original_frozen_SIRE_suffix,34,0,0.0,0.66,0.6212121212121212,1.0010416507720947,100
OpenBMI_MI,3,46,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,34,0,0.0,0.66,0.6212121212121212,0.9870905876159668,100
OpenBMI_MI,3,46,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,34,0,0.0,0.66,0.6212121212121212,0.986840009689331,100
OpenBMI_MI,4,11,1,BASE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7266929851199515,0.5895425081253052,100
OpenBMI_MI,4,11,1,FULL_STUDENT,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7266929851199515,0.5888186097145081,100
OpenBMI_MI,4,11,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7266929851199515,0.5883930921554565,100
OpenBMI_MI,4,11,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7266929851199515,0.5899548530578613,100
OpenBMI_MI,4,11,2,BASE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7253585596582239,0.6157317161560059,100
OpenBMI_MI,4,11,2,FULL_STUDENT,original_frozen_SIRE_suffix,27,1,0.037037037037037035,0.73,0.7237851662404092,0.6221452951431274,100
OpenBMI_MI,4,11,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7253585596582239,0.6157837510108948,100
OpenBMI_MI,4,11,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7253585596582239,0.6220757365226746,100
OpenBMI_MI,4,15,1,BASE,original_frozen_SIRE_suffix,11,0,0.0,0.89,0.8886526976414617,0.23546241223812103,100
OpenBMI_MI,4,15,1,FULL_STUDENT,original_frozen_SIRE_suffix,11,1,0.09090909090909091,0.9,0.898989898989899,0.2325916886329651,100
OpenBMI_MI,4,15,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,11,1,0.09090909090909091,0.9,0.898989898989899,0.23339995741844177,100
OpenBMI_MI,4,15,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,11,1,0.09090909090909091,0.9,0.898989898989899,0.23463813960552216,100
OpenBMI_MI,4,15,2,BASE,original_frozen_SIRE_suffix,13,0,0.0,0.87,0.8699869986998701,0.30768391489982605,100
OpenBMI_MI,4,15,2,FULL_STUDENT,original_frozen_SIRE_suffix,13,0,0.0,0.87,0.8699869986998701,0.311379998922348,100
OpenBMI_MI,4,15,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,13,0,0.0,0.87,0.8699869986998701,0.3100539445877075,100
OpenBMI_MI,4,15,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,13,0,0.0,0.87,0.8699869986998701,0.3089236319065094,100
OpenBMI_MI,4,34,1,BASE,original_frozen_SIRE_suffix,42,0,0.0,0.58,0.5442708333333334,1.0317996740341187,100
OpenBMI_MI,4,34,1,FULL_STUDENT,original_frozen_SIRE_suffix,42,0,0.0,0.5599999999999999,0.5280995280995281,1.0191653966903687,100
OpenBMI_MI,4,34,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,42,0,0.0,0.57,0.5361881134721174,1.0280283689498901,100
OpenBMI_MI,4,34,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,42,0,0.0,0.57,0.5361881134721174,1.022678017616272,100
OpenBMI_MI,4,34,2,BASE,original_frozen_SIRE_suffix,26,0,0.0,0.74,0.7331691297208538,0.8873162269592285,100
OpenBMI_MI,4,34,2,FULL_STUDENT,original_frozen_SIRE_suffix,26,1,0.038461538461538464,0.72,0.7083333333333334,0.8946309685707092,100
OpenBMI_MI,4,34,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,26,1,0.038461538461538464,0.73,0.7198879551820728,0.8905442953109741,100
OpenBMI_MI,4,34,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,26,1,0.038461538461538464,0.74,0.7312939231087227,0.8912553191184998,100
OpenBMI_MI,4,38,1,BASE,original_frozen_SIRE_suffix,35,0,0.0,0.65,0.6471418489767113,0.6521273851394653,100
OpenBMI_MI,4,38,1,FULL_STUDENT,original_frozen_SIRE_suffix,35,1,0.02857142857142857,0.6499999999999999,0.6482765551200884,0.6473566293716431,100
OpenBMI_MI,4,38,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,35,0,0.0,0.65,0.6471418489767113,0.6492434144020081,100
OpenBMI_MI,4,38,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,35,1,0.02857142857142857,0.6499999999999999,0.6482765551200884,0.6502726674079895,100
OpenBMI_MI,4,38,2,BASE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7286704853783539,0.5540639758110046,100
OpenBMI_MI,4,38,2,FULL_STUDENT,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7286704853783539,0.551917314529419,100
OpenBMI_MI,4,38,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7286704853783539,0.551947832107544,100
OpenBMI_MI,4,38,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7286704853783539,0.5539533495903015,100
OpenBMI_MI,4,48,1,BASE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7198879551820728,0.7810900211334229,100
OpenBMI_MI,4,48,1,FULL_STUDENT,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7198879551820728,0.7800592184066772,100
OpenBMI_MI,4,48,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7198879551820728,0.7814894318580627,100
OpenBMI_MI,4,48,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,27,0,0.0,0.73,0.7198879551820728,0.7796240448951721,100
OpenBMI_MI,4,48,2,BASE,original_frozen_SIRE_suffix,32,0,0.0,0.6799999999999999,0.6483516483516483,0.9968041777610779,100
OpenBMI_MI,4,48,2,FULL_STUDENT,original_frozen_SIRE_suffix,32,0,0.0,0.6699999999999999,0.6396986570586308,0.9905403256416321,100
OpenBMI_MI,4,48,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,32,0,0.0,0.6699999999999999,0.6396986570586308,0.9980993866920471,100
OpenBMI_MI,4,48,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,32,0,0.0,0.6799999999999999,0.6483516483516483,0.9892701506614685,100
OpenBMI_MI,4,52,1,BASE,original_frozen_SIRE_suffix,17,0,0.0,0.83,0.8299829982998299,0.46663084626197815,100
OpenBMI_MI,4,52,1,FULL_STUDENT,original_frozen_SIRE_suffix,17,0,0.0,0.8200000000000001,0.8199279711884754,0.46967047452926636,100
OpenBMI_MI,4,52,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,17,0,0.0,0.83,0.8299829982998299,0.46689292788505554,100
OpenBMI_MI,4,52,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,17,0,0.0,0.83,0.8299829982998299,0.46938636898994446,100
OpenBMI_MI,4,52,2,BASE,original_frozen_SIRE_suffix,29,0,0.0,0.71,0.7085720028137876,0.6379866003990173,100
OpenBMI_MI,4,52,2,FULL_STUDENT,original_frozen_SIRE_suffix,29,1,0.034482758620689655,0.71,0.7076318177235609,0.6385543346405029,100
OpenBMI_MI,4,52,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,29,0,0.0,0.71,0.7085720028137876,0.6384413242340088,100
OpenBMI_MI,4,52,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,29,0,0.0,0.71,0.7085720028137876,0.6378551721572876,100
