dataset,fold,seed,method,q,lambda_T,subject_id,coverage,valid_candidates,target_distance_improvement,target_nll_improvement,class_pass_rate,median_displacement_ratio,median_relative_margin_drop
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,22,0.33,0.95,0.1974339996649726,3.345318305179916,0.265,0.4593245834112167,-0.0935096330940723
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,23,0.32,1.07,0.2286464243786396,3.5931577652082267,0.24875,0.4314895868301391,-0.0177891831845045
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,27,0.35,1.21,0.2892266927189608,3.7359654143678416,0.295,0.5374752879142761,0.0738662630319595
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,28,0.45,1.59,0.2633239176171529,4.350075415447283,0.39375,0.5401917099952698,0.147012859582901
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,30,0.27,0.92,0.2423422881610657,3.252297250826845,0.23625,0.5175926685333252,-0.0353096649050712
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,31,0.35,0.96,0.163358622876553,2.233562924957426,0.2625,0.4098414927721023,-0.0185657823458313
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,34,0.2,0.63,0.2446477842931787,3.436082502089387,0.1675,0.5146726071834564,-0.0669365637004375
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,35,0.45,1.64,0.4747927887987377,5.005019437127735,0.42,0.5494078099727631,0.1305791437625885
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,40,0.4,1.39,0.1968651419785973,3.4449017284030674,0.32375,0.4447928369045257,-0.0204579904675483
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,43,0.38,1.16,0.1842047944610663,2.414036090562233,0.29,0.4041732400655746,-0.0253717871382832
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,44,0.39,1.3,0.2083709694524963,3.4959901763655226,0.3075,0.4159534573554992,-0.1292467042803764
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,48,0.3,0.87,0.1820754923834582,2.7588165505892923,0.23375,0.4447695910930633,0.0321706086397171
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,52,0.37,1.27,0.2651947188199503,3.913844195686656,0.325,0.4510013461112976,0.0787097662687301
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,1,0.33,1.04,0.2075993989938116,2.8895520553205505,0.13375,0.4138133823871612,0.0012093507684767
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,3,0.44,1.45,0.2361549153035634,3.246326613923401,0.1875,0.4727756083011627,0.0361302755773067
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,5,0.47,1.38,0.1836038177573286,2.6027378765496816,0.17875,0.4004257619380951,0.0431451499462127
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,6,0.4,1.3,0.2438472041966441,2.7621200151909644,0.16375,0.4324234127998352,0.0912049114704132
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,7,0.37,1.19,0.1898415515910836,2.580793184784493,0.15125,0.4622418880462646,0.0130833452567458
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,8,0.3,1.18,0.3261996190423025,3.1472658886848586,0.1525,0.573193222284317,-0.109282050281763
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,9,0.34,0.98,0.1937115044446385,2.7056254811015665,0.13,0.4494076520204544,-0.0491255857050418
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,10,0.38,1.16,0.2718632217657111,2.754663269550793,0.14625,0.5273193120956421,-0.0953019112348556
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,11,0.33,1.15,0.2066043663090263,2.9850807628893947,0.145,0.4601742923259735,-0.0219402667135
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,14,0.33,1.03,0.1759228515218478,2.679277269666096,0.12875,0.4868241846561432,0.1274018585681915
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,21,0.49,1.82,0.2830913803022718,4.284799273392839,0.22875,0.4929880499839782,-0.0241934061050415
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,22,0.33,0.95,0.2033692129882424,3.3187251195132155,0.12375,0.4375234246253967,-0.0786622017621994
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,23,0.32,1.07,0.2180934306429081,3.445133651016955,0.13625,0.4399937391281128,-0.0311777628958225
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,27,0.35,1.21,0.280629039590952,3.66477317602034,0.15625,0.5328946113586426,0.0565008595585823
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,28,0.45,1.59,0.251736434728543,4.362203434511466,0.2,0.5348383784294128,0.1487363576889038
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,30,0.27,0.92,0.274751019616723,3.5944150357824185,0.115,0.5275138020515442,-0.0105805578641593
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,31,0.35,0.96,0.1654809041821271,2.357977090914739,0.1325,0.4071661531925201,-0.0049490169622004
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,34,0.2,0.63,0.2636042423059595,3.749039315877597,0.07875,0.5251544117927551,-0.0365415923297405
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,35,0.45,1.64,0.472731397299751,5.148547763380525,0.205,0.555164098739624,0.1355861946940422
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,40,0.4,1.39,0.1822842715941848,3.2121745618722226,0.18,0.4149898737668991,-0.0194311821833252
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,43,0.38,1.16,0.1660950600994242,2.218800879370557,0.15625,0.3801330924034118,-0.0177062526345253
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,44,0.39,1.3,0.2070362204698923,3.2573380773857563,0.16875,0.4107870459556579,-0.1049600690603256
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,48,0.3,0.87,0.1703904476333322,2.752169398245788,0.11125,0.4453211724758148,0.0380786843597888
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,52,0.37,1.27,0.243144763151794,3.600749926836396,0.16,0.4449195712804794,0.075464017689228
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,1,0.35,2.14,0.2576693627093858,3.230631564334177,0.2675,0.4768500030040741,-0.0113923014141619
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,3,0.44,3.02,0.26860432769568,3.468495865084368,0.3775,0.4942258447408676,0.0394298788160085
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,5,0.5,3.03,0.224469212051912,2.9553404625044783,0.37875,0.4498165249824524,0.05960039421916
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,6,0.41,2.62,0.3147318195091599,2.956826063994695,0.3275,0.4646111726760864,0.0990648977458477
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,7,0.39,2.24,0.2166919997779059,2.712266393028583,0.28,0.4836126118898392,0.0050869584083557
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,8,0.3,1.89,0.3752306843037015,3.187027340800737,0.23625,0.6014026403427124,-0.1268089264631271
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,9,0.36,1.99,0.2072929211423503,2.6356633599304407,0.24875,0.456228494644165,-0.0375362522900104
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,10,0.4,2.52,0.2809181892694655,2.9298140783517166,0.315,0.535452276468277,-0.0784901306033134
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,11,0.33,2.06,0.201453683765081,2.798607756886374,0.2575,0.489495113492012,-0.0239358656108379
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,14,0.36,2.26,0.1824420724905646,2.9839041671665765,0.2825,0.526890903711319,0.1065324619412422
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,21,0.49,3.49,0.4093562616164854,4.513073487136445,0.43625,0.6123495697975159,-0.0174524709582328
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,22,0.35,2.14,0.2194605136210708,3.2996511087971707,0.2675,0.469809427857399,-0.0875950455665588
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,23,0.33,2.05,0.2316318505561317,3.472319151990197,0.25625,0.4510199129581451,-0.0150231039151549
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,27,0.36,2.31,0.3040463724512344,3.747783963810333,0.28875,0.5487058758735657,0.0768018439412117
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,28,0.46,3.12,0.2746014118606,4.32689380624368,0.39,0.5375806391239166,0.1414850354194641
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,30,0.29,1.84,0.2691312744185988,3.2382308767931107,0.23,0.5416519343852997,-0.0477010123431682
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,31,0.41,2.07,0.1756039109464185,2.21337927564583,0.25875,0.4188283681869507,-0.0158170778304338
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,34,0.2,1.33,0.2594651103045634,3.344440350053556,0.16625,0.4995783269405365,-0.0529196113348007
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,35,0.46,3.35,0.4901562628330881,4.98777729050668,0.41875,0.5453972220420837,0.1307178735733032
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,40,0.42,2.59,0.2103229442261853,3.412037388687632,0.32375,0.4591183364391327,-0.024565091356635
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,43,0.39,2.29,0.1954494353883578,2.3829331208388664,0.28625,0.4242070913314819,-0.0241076126694679
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,44,0.4,2.4,0.2134308542646626,3.4163760296097165,0.3,0.4405071139335632,-0.1171608231961727
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,48,0.32,1.88,0.1936801519528886,2.658929428862483,0.235,0.4510444551706314,0.0240631932392716
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,52,0.4,2.57,0.2883708320518678,3.897783824560373,0.32125,0.4713578522205353,0.077466145157814
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,1,0.42,1.33,0.2953310901597233,3.5396540585685403,0.33625,0.5376896858215332,0.0619639158248901
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,3,0.59,1.61,0.2721861710026863,3.280537274652769,0.43125,0.4863528907299042,0.1174420118331909
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,5,0.62,1.83,0.2153491600148973,3.674245843315092,0.52375,0.4375836849212646,0.0153707358986139
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,6,0.69,1.96,0.2093649349946361,2.8406903379220183,0.5025,0.4518783390522003,0.1101922430098056
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,7,0.55,1.35,0.2094667587728062,3.0935094192606782,0.37625,0.4347154498100281,-0.0649476498365402
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,8,0.54,1.88,0.3292678566645267,4.41850328503483,0.43875,0.5546064972877502,-0.142174020409584
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,9,0.51,1.48,0.1968297099922217,2.7061357912751576,0.37875,0.4351130425930023,-0.0516366139054298
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,10,0.4,1.18,0.2599705324914708,3.340495527845206,0.33125,0.4917748272418976,0.0910484716296196
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,11,0.42,1.23,0.228136978116767,3.900538464869512,0.3125,0.4607890993356704,-0.0675798207521438
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,14,0.38,1.26,0.1914950342474564,3.190347372703358,0.285,0.4402926415205002,-0.1286355890333652
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,21,0.64,2.05,0.3122928062851791,4.48566052280005,0.52875,0.5453024506568909,-0.1422392427921295
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,22,0.45,1.46,0.20588764592593,3.0093269662999296,0.36875,0.4307491481304168,-0.0309145748615264
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,23,0.42,1.06,0.2040119878037687,3.4184219115669774,0.29625,0.4360646605491638,-0.0696582719683647
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,27,0.46,1.37,0.2104520612603297,2.724754460477661,0.3375,0.4460732787847519,0.190630167722702
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,28,0.68,2.43,0.2787712639378881,4.5069011347733365,0.55,0.5087728500366211,0.0182849783450365
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,30,0.45,1.65,0.2786451631707568,3.2457804255274203,0.37875,0.5176408290863037,0.0641750171780586
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,31,0.53,1.49,0.1956438369561719,2.6148142519649027,0.385,0.4274087697267532,-0.075423564761877
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,34,0.4,1.2,0.3192818015856032,3.442776499462955,0.31875,0.5037316083908081,0.1659885048866272
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,35,0.54,1.96,0.3952846552892742,3.650641405190856,0.48375,0.5088739991188049,0.1483167856931686
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,40,0.41,1.26,0.2401564976553495,3.9172583582711615,0.29375,0.4651123583316803,-0.0469588711857795
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,43,0.53,1.32,0.1863485142016251,2.726281821804072,0.3625,0.3957220762968063,-0.0516683999449014
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,44,0.59,1.77,0.1601636514238366,2.660248019671504,0.44375,0.4499679207801819,-0.0802821442484855
OpenBMI,0,2,R1-TaskProtected-Bures,0.5,0.5,48,0.45,1.47,0.2173404420628089,2.86803900088087,0.32875,0.4531591534614563,-0.0664526298642158
