dataset,fold,seed,method,q,lambda_T,subject_id,coverage,valid_candidates,target_distance_improvement,target_nll_improvement,class_pass_rate,median_displacement_ratio,median_relative_margin_drop
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,1,0.2,0.45,0.302454401820823,3.149003130522304,0.10625,0.4881288409233093,-1.2631906270980835
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,3,0.12,0.33,0.283186730326687,3.1865694824149986,0.0875,0.4364373385906219,0.1306182220578193
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,5,0.19,0.42,0.2185684407959965,2.572278039917819,0.135,0.3336993008852005,0.5175304412841797
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,6,0.09,0.21,0.3148470937042519,2.708624810348921,0.04625,0.5210868716239929,-0.2116278707981109
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,7,0.17,0.46,0.2752092420539436,3.738249266022747,0.1225,0.4279837906360626,0.2439278364181518
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,8,0.12,0.33,0.5890560737117602,4.694951539080264,0.07875,0.5854877829551697,0.1791572123765945
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,9,0.14,0.4,0.28760043940515,2.87847530824588,0.09,0.4594941735267639,-0.1373853608965873
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,10,0.17,0.48,0.4017631429055378,4.192075634261689,0.12625,0.5732678174972534,-0.1041909605264663
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,11,0.11,0.29,0.1984800528631939,2.623186599437263,0.07625,0.4775325357913971,-0.7883697152137756
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,14,0.25,0.63,0.2142742281312219,2.470731967567084,0.16125,0.4754266738891601,-1.065384030342102
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,21,0.18,0.46,0.390543473002603,4.90498713712094,0.1125,0.4824203103780746,0.3252217620611191
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,22,0.18,0.53,0.2004391129135834,2.698309973305259,0.12125,0.4560191929340362,-0.1673902571201324
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,23,0.2,0.63,0.2589881155958599,3.85531550734423,0.15375,0.5034573674201965,0.1856914162635803
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,27,0.13,0.3,0.2057615974035025,3.1871638752079474,0.08625,0.4133164882659912,0.0260168518871068
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,28,0.13,0.36,0.2849458624211445,4.883494270974377,0.09625,0.4242532849311828,0.1698090434074401
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,30,0.18,0.64,0.3864123638268329,4.079399621902186,0.165,0.5702342391014099,-0.1091496013104915
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,31,0.17,0.44,0.2206637952212397,2.991381313270272,0.09375,0.4575909376144409,-1.197665810585022
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,34,0.19,0.57,0.3828568407735218,5.002964764266625,0.13375,0.4796699285507202,-0.2176701873540878
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,35,0.01,0.01,0.3417659761561462,2.497837490028738,0.0025,0.420360192656517,-1.2927733063697815
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,40,0.16,0.33,0.3021181122508258,3.623483242439631,0.09625,0.4641951620578766,0.1451297998428344
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,43,0.17,0.41,0.1889726628825207,2.6105437398470928,0.0975,0.3857846707105636,-0.1113129332661628
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,44,0.27,0.81,0.2040911800735501,3.3986152794399023,0.19125,0.382028728723526,0.1983479261398315
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,48,0.1,0.32,0.2407037833022556,2.391053117868985,0.07,0.4219506531953811,0.0596084035933017
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,52,0.16,0.44,0.2624000680386586,3.1857839011263893,0.10875,0.3999848365783691,0.0407797209918499
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,1,0.2,0.45,0.3199578779257531,3.4981369177425083,0.05625,0.4526642858982086,-1.256342887878418
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,3,0.12,0.33,0.2954435399955572,3.0612091617372554,0.04125,0.4290668666362762,0.1282575130462646
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,5,0.19,0.42,0.1907245008652334,2.35077490282106,0.0525,0.3223929405212402,0.5991321504116058
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,6,0.09,0.21,0.3419501863270899,2.851674903780034,0.02625,0.5232490301132202,-0.2387401610612869
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,7,0.17,0.46,0.2925146384142727,3.7370614553814,0.0575,0.4572239965200424,0.2834917306900024
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,8,0.12,0.33,0.6274005736370251,5.068374474793944,0.04125,0.6614341139793396,-0.1872783750295639
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,9,0.14,0.4,0.2784260617629457,3.3274623300202406,0.05,0.4786656945943832,-0.0590115103404969
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,10,0.17,0.48,0.40415652369391,4.494926432121719,0.06,0.5711657702922821,-0.0974857732653617
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,11,0.11,0.29,0.1754686059068306,2.5329277033734394,0.03625,0.4555891156196594,-0.7883697152137756
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,14,0.25,0.63,0.2103664977663049,2.5193857585059165,0.08,0.4781905859708786,-0.8416231274604797
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,21,0.18,0.46,0.3849712634183459,4.568384355672339,0.0575,0.4780396074056625,0.171934075653553
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,22,0.18,0.53,0.2083568315947037,2.840308165317138,0.0675,0.4490473866462707,-0.1100401915609836
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,23,0.2,0.63,0.2675686061145755,4.073838755655237,0.07875,0.508444607257843,0.1506874114274978
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,27,0.13,0.3,0.2399626852212045,3.7510815886168514,0.0375,0.4216794520616531,-0.0303166434168815
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,28,0.13,0.36,0.2514915173534608,4.236280495491396,0.045,0.449917197227478,0.1649524196982383
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,30,0.18,0.64,0.3650862667446993,4.042812624645108,0.08125,0.5740364193916321,-0.0910704657435417
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,31,0.17,0.44,0.1711767332573769,2.533526517076612,0.0575,0.3865724802017212,-1.153413474559784
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,34,0.19,0.57,0.3813137933108548,5.24624690613895,0.07125,0.4629423022270202,-0.1959103494882583
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,35,0.01,0.01,0.4683925490512015,1.541641110409703,0.00125,0.3847771883010864,-1.480313777923584
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,40,0.16,0.33,0.2761904106926494,3.226812653580754,0.0425,0.4685235321521759,-0.0804957840591669
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,43,0.17,0.41,0.180193580210617,2.448978218499996,0.05375,0.3877693116664886,-0.2107999920845031
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,44,0.27,0.81,0.2051337181770254,3.4619846762707915,0.10375,0.382028728723526,0.1983479261398315
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,48,0.1,0.32,0.2515169086628248,2.4966719874435643,0.04125,0.3985603153705597,0.1499150991439819
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,52,0.16,0.44,0.2869922554036151,3.2518454250289177,0.05625,0.3898051083087921,0.0407797209918499
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,1,0.22,0.91,0.3081360503130887,3.058531856288484,0.11375,0.4850782752037048,-1.2424787282943726
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,3,0.14,0.75,0.2655742122063121,3.2194319457274747,0.09375,0.5074816346168518,-0.0126592451706528
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,5,0.2,1.1,0.257805128868636,2.7254264054372546,0.1375,0.382053405046463,0.544273853302002
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,6,0.09,0.37,0.3047787620090864,2.600068852210428,0.04625,0.5412030220031738,-0.1672191619873047
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,7,0.22,0.98,0.3070733938042038,3.7452075963677207,0.1225,0.4471291601657867,0.1745857372879982
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,8,0.13,0.63,0.5804797571312206,4.696957627533673,0.07875,0.6083211302757263,-0.0746512711048126
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,9,0.14,0.66,0.2923828683674701,2.7668924690813226,0.0825,0.4560057818889618,-0.0716991312801837
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,10,0.19,1.03,0.3799912833889909,3.9773133296144456,0.12875,0.5744259357452393,-0.1928066909313202
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,11,0.16,0.58,0.1933165475951727,2.706132402568779,0.0725,0.504015177488327,-1.1168959736824036
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,14,0.26,1.21,0.2140889980570623,2.432998849587127,0.15125,0.4940336048603058,-0.8290305137634277
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,21,0.16,0.86,0.6339926209469728,5.572955151958709,0.1075,0.6356045603752136,0.077111329883337
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,22,0.19,0.95,0.2342032787811302,2.791079837775888,0.11875,0.4679209291934967,-0.1490960717201233
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,23,0.2,1.14,0.2836174760774652,3.990374786122743,0.1425,0.5266470015048981,0.1486395224928856
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,27,0.13,0.69,0.2118423847057879,3.004374741572775,0.08625,0.4128857553005218,0.1990743428468704
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,28,0.14,0.73,0.2686515017818349,4.6066592419261525,0.09125,0.4490692913532257,0.1558790057897567
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,30,0.21,1.3,0.4119612108311426,4.133458817084941,0.1625,0.5981859266757965,-0.2282499819993972
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,31,0.18,0.64,0.2539805800434139,3.051808748450564,0.08,0.4879341274499893,-1.0871150493621826
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,34,0.18,1.05,0.3783882760559058,4.883371201353464,0.13125,0.4798990786075592,-0.1833432465791702
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,35,0.02,0.02,0.280349465347347,1.9780965943883864,0.0025,0.4338433742523193,-1.4056002497673037
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,40,0.16,0.68,0.2957311831622337,3.672296820316957,0.085,0.4953814297914505,0.1208101287484169
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,43,0.18,0.75,0.1970653403618009,2.239169816536429,0.09375,0.3709035813808441,-0.0307036563754081
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,44,0.28,1.44,0.2067044097405525,3.2155690861584727,0.18,0.4081535935401916,0.2298742458224296
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,48,0.11,0.48,0.2239602344955192,2.4018814712315835,0.06,0.4518092274665832,-0.0123212472535669
OpenBMI,0,0,V3-Bures-HardSCST,0.5,0.5,52,0.16,0.83,0.26202705267032,3.111864748515912,0.10375,0.4194793999195099,0.0713894218206405
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,1,0.33,1.04,0.2354460623209494,3.285106446969183,0.27625,0.4586427211761474,-0.0094259046018123
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,3,0.44,1.45,0.2576219668660272,3.628762840304276,0.3625,0.4818362593650818,0.0388269890099763
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,5,0.47,1.38,0.1882350774851091,2.991693619426948,0.3675,0.4329776167869568,0.0539791006594896
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,6,0.4,1.3,0.2584134067652817,2.968010037553182,0.32125,0.4462585151195526,0.0951477363705635
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,7,0.37,1.19,0.2094467022676486,2.7339448166740485,0.29125,0.4511672854423523,0.0025788589846342
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,8,0.3,1.18,0.3535548303758262,3.283714184816331,0.25625,0.6178613901138306,-0.1348981261253357
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,9,0.34,0.98,0.1991275287050137,2.692182824943671,0.2525,0.4428790211677551,-0.0373795460909605
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,10,0.38,1.16,0.2682970700301804,2.943316218456546,0.30875,0.512657880783081,-0.0953019112348556
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,11,0.33,1.15,0.1833237465664788,2.899255581564837,0.2575,0.4632019251585006,-0.0265541095286607
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,14,0.33,1.03,0.1819634489462732,2.973165597170244,0.285,0.4941147565841675,0.106370460242033
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,21,0.49,1.82,0.2974609805360388,4.431114485653755,0.45,0.5293213129043579,-0.0266191503033041
