dataset,fold,seed,method,q,lambda_T,subject_id,BA,macro_F1,trials
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,11,0.53,0.5083167695365624,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,19,0.56,0.5024875621890548,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,33,0.61,0.5793334052421529,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,34,0.52,0.4285714285714286,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,46,0.5,0.4637494637494637,100
OpenBMI,2,0,V3-Bures-HardSCST,0.5,0.5,47,0.58,0.5738636363636364,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,8,0.63,0.6189887756152817,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,11,0.52,0.5039272426622571,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,19,0.52,0.4725274725274725,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,33,0.6,0.570999570999571,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,34,0.53,0.4456893501592169,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,46,0.49,0.4615140956604371,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.25,47,0.59,0.5849782366636299,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,8,0.63,0.6189887756152817,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,11,0.52,0.5039272426622571,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,19,0.52,0.4725274725274725,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,33,0.6,0.570999570999571,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,34,0.53,0.4456893501592169,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,46,0.49,0.4615140956604371,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.25,47,0.59,0.5849782366636299,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,8,0.6699999999999999,0.6601791782514674,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,11,0.53,0.5083167695365624,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,33,0.61,0.5793334052421529,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,46,0.49,0.4559999999999999,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,0.5,47,0.58,0.5738636363636364,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,8,0.6699999999999999,0.6601791782514674,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,11,0.53,0.5083167695365624,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,33,0.61,0.5793334052421529,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,46,0.49,0.4559999999999999,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,0.5,47,0.58,0.5738636363636364,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,8,0.65,0.6368917937545389,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,11,0.54,0.5166036149642708,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,33,0.61,0.5741893219783819,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,38,0.6000000000000001,0.554367201426025,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,46,0.51,0.4773333333333333,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.25,1.0,47,0.61,0.6010230179028133,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,8,0.65,0.6368917937545389,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,11,0.54,0.5166036149642708,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,33,0.61,0.5741893219783819,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,38,0.6000000000000001,0.554367201426025,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,46,0.51,0.4773333333333333,100
OpenBMI,2,0,R1-TaskProtected-Random,0.25,1.0,47,0.61,0.6010230179028133,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,8,0.63,0.6189887756152817,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,11,0.52,0.5039272426622571,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,19,0.53,0.4800309768779732,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,33,0.6,0.570999570999571,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,46,0.49,0.4615140956604371,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.25,47,0.59,0.5849782366636299,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,8,0.63,0.6189887756152817,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,11,0.52,0.5039272426622571,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,19,0.53,0.4800309768779732,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,33,0.6,0.570999570999571,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,46,0.49,0.4615140956604371,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.25,47,0.59,0.5849782366636299,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,8,0.6599999999999999,0.6486151302190988,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,11,0.53,0.5083167695365624,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,33,0.61,0.5793334052421529,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,46,0.49,0.4559999999999999,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,0.5,47,0.58,0.5738636363636364,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,8,0.6599999999999999,0.6486151302190988,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,11,0.53,0.5083167695365624,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,33,0.61,0.5793334052421529,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,38,0.5900000000000001,0.5464100011063171,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,46,0.49,0.4559999999999999,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,0.5,47,0.58,0.5738636363636364,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,8,0.65,0.6368917937545389,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,11,0.54,0.5166036149642708,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,33,0.61,0.5741893219783819,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,38,0.6000000000000001,0.554367201426025,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,46,0.51,0.4773333333333333,100
OpenBMI,2,0,R1-TaskProtected-Bures,0.5,1.0,47,0.61,0.6010230179028133,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,8,0.65,0.6368917937545389,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,11,0.54,0.5166036149642708,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,19,0.56,0.5024875621890548,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,33,0.61,0.5741893219783819,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,34,0.52,0.4285714285714286,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,38,0.6000000000000001,0.554367201426025,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,46,0.51,0.4773333333333333,100
OpenBMI,2,0,R1-TaskProtected-Random,0.5,1.0,47,0.61,0.6010230179028133,100
OpenBMI,2,1,ERM,0.5,0.5,8,0.66,0.6212121212121212,100
OpenBMI,2,1,ERM,0.5,0.5,11,0.67,0.6515679442508711,100
OpenBMI,2,1,ERM,0.5,0.5,19,0.65,0.6471418489767113,100
OpenBMI,2,1,ERM,0.5,0.5,33,0.92,0.9198717948717948,100
OpenBMI,2,1,ERM,0.5,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,ERM,0.5,0.5,38,0.73,0.72997299729973,100
OpenBMI,2,1,ERM,0.5,0.5,46,0.6799999999999999,0.6483516483516483,100
OpenBMI,2,1,ERM,0.5,0.5,47,0.84,0.8383838383838383,100
OpenBMI,2,1,Mixup,0.5,0.5,8,0.66,0.6212121212121212,100
OpenBMI,2,1,Mixup,0.5,0.5,11,0.65,0.6338529134846741,100
OpenBMI,2,1,Mixup,0.5,0.5,19,0.6699999999999999,0.6683750376846548,100
OpenBMI,2,1,Mixup,0.5,0.5,33,0.92,0.9198717948717948,100
OpenBMI,2,1,Mixup,0.5,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,Mixup,0.5,0.5,38,0.74,0.74,100
OpenBMI,2,1,Mixup,0.5,0.5,46,0.6799999999999999,0.6483516483516483,100
OpenBMI,2,1,Mixup,0.5,0.5,47,0.8400000000000001,0.8389694041867954,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,8,0.62,0.5634191176470589,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,11,0.66,0.6392190152801358,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,19,0.63,0.6236395076797885,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,38,0.69,0.6892230576441103,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,46,0.65,0.6072270227808326,100
OpenBMI,2,1,V3-Bures-HardSCST,0.5,0.5,47,0.81,0.8067338012409724,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,8,0.64,0.592944369063772,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,11,0.67,0.6515679442508711,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,33,0.91,0.9097744360902256,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,38,0.72,0.7198879551820728,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,46,0.66,0.6212121212121212,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.25,47,0.82,0.8173701298701299,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,8,0.64,0.592944369063772,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,11,0.67,0.6515679442508711,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,33,0.91,0.9097744360902256,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,38,0.72,0.7198879551820728,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,46,0.66,0.6212121212121212,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.25,47,0.82,0.8173701298701299,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,38,0.7,0.6995192307692308,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,0.5,47,0.81,0.8067338012409724,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,38,0.7,0.6995192307692308,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,0.5,47,0.81,0.8067338012409724,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,19,0.64,0.6328029375764994,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,38,0.69,0.6892230576441103,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.25,1.0,47,0.8,0.7960016319869441,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,19,0.64,0.6328029375764994,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,38,0.69,0.6892230576441103,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Random,0.25,1.0,47,0.8,0.7960016319869441,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,8,0.64,0.592944369063772,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,11,0.67,0.6515679442508711,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,33,0.91,0.9097744360902256,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,38,0.72,0.7198879551820728,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,46,0.66,0.6212121212121212,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.25,47,0.82,0.8173701298701299,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,8,0.64,0.592944369063772,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,11,0.67,0.6515679442508711,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,33,0.91,0.9097744360902256,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,38,0.72,0.7198879551820728,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,46,0.66,0.6212121212121212,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.25,47,0.82,0.8173701298701299,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,38,0.7,0.6995192307692308,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,0.5,47,0.81,0.8067338012409724,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,19,0.63,0.6236395076797885,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,38,0.7,0.6995192307692308,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,0.5,47,0.81,0.8067338012409724,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,19,0.64,0.6328029375764994,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,38,0.69,0.6892230576441103,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Bures,0.5,1.0,47,0.8,0.7960016319869441,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,8,0.62,0.5634191176470589,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,11,0.66,0.6392190152801358,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,19,0.64,0.6328029375764994,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,33,0.8999999999999999,0.8996386993175431,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,34,0.63,0.62996299629963,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,38,0.69,0.6892230576441103,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,46,0.65,0.6072270227808326,100
OpenBMI,2,1,R1-TaskProtected-Random,0.5,1.0,47,0.8,0.7960016319869441,100
OpenBMI,2,2,ERM,0.5,0.5,8,0.72,0.7057587221521648,100
OpenBMI,2,2,ERM,0.5,0.5,11,0.68,0.6637242538881883,100
OpenBMI,2,2,ERM,0.5,0.5,19,0.64,0.6328029375764994,100
OpenBMI,2,2,ERM,0.5,0.5,33,0.89,0.8886526976414617,100
OpenBMI,2,2,ERM,0.5,0.5,34,0.6699999999999999,0.6683750376846548,100
OpenBMI,2,2,ERM,0.5,0.5,38,0.69,0.6892230576441103,100
OpenBMI,2,2,ERM,0.5,0.5,46,0.7,0.6816638370118846,100
OpenBMI,2,2,ERM,0.5,0.5,47,0.85,0.8481627695110842,100
OpenBMI,2,2,Mixup,0.5,0.5,8,0.72,0.7057587221521648,100
OpenBMI,2,2,Mixup,0.5,0.5,11,0.7,0.6899545266639107,100
OpenBMI,2,2,Mixup,0.5,0.5,19,0.64,0.6328029375764994,100
OpenBMI,2,2,Mixup,0.5,0.5,33,0.89,0.8891017239641092,100
OpenBMI,2,2,Mixup,0.5,0.5,34,0.6699999999999999,0.6683750376846548,100
OpenBMI,2,2,Mixup,0.5,0.5,38,0.7,0.6980676328502415,100
OpenBMI,2,2,Mixup,0.5,0.5,46,0.6900000000000001,0.6726850385386971,100
OpenBMI,2,2,Mixup,0.5,0.5,47,0.84,0.8383838383838383,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,8,0.72,0.7028862478777589,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,11,0.65,0.6224786970121885,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,19,0.63,0.6189887756152817,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,33,0.87,0.8677652324280338,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,34,0.65,0.6419437340153453,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,38,0.67,0.66996699669967,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,46,0.7,0.6782496782496783,100
OpenBMI,2,2,V3-Bures-HardSCST,0.5,0.5,47,0.85,0.8474214220323466,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,8,0.72,0.7028862478777589,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,11,0.66,0.6392190152801358,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,19,0.63,0.6189887756152817,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,33,0.89,0.8886526976414617,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,34,0.64,0.6328029375764994,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,38,0.68,0.68,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,46,0.69,0.6693333333333333,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.25,47,0.86,0.8579545454545454,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,8,0.72,0.7028862478777589,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,11,0.66,0.6392190152801358,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,19,0.63,0.6189887756152817,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,33,0.89,0.8886526976414617,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,34,0.64,0.6328029375764994,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,38,0.68,0.68,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,46,0.69,0.6693333333333333,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.25,47,0.86,0.8579545454545454,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,8,0.72,0.7028862478777589,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,11,0.66,0.6353496353496353,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,19,0.63,0.6189887756152817,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,33,0.87,0.8677652324280338,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,34,0.65,0.6419437340153453,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,38,0.67,0.66996699669967,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,46,0.7,0.6782496782496783,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,0.5,47,0.86,0.8579545454545454,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,8,0.72,0.7028862478777589,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,11,0.66,0.6353496353496353,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,19,0.63,0.6189887756152817,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,33,0.87,0.8677652324280338,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,34,0.65,0.6419437340153453,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,38,0.67,0.66996699669967,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,46,0.7,0.6782496782496783,100
OpenBMI,2,2,R1-TaskProtected-Random,0.25,0.5,47,0.86,0.8579545454545454,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,8,0.72,0.7028862478777589,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,11,0.6699999999999999,0.6440513428972063,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,19,0.63,0.6189887756152817,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,33,0.87,0.8677652324280338,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,34,0.65,0.6419437340153453,100
OpenBMI,2,2,R1-TaskProtected-Bures,0.25,1.0,38,0.67,0.66996699669967,100
